链接,标题,播放数量,弹幕数量,发布日期,点赞数量,硬币数量,收藏数量,转发数量,评论数量
https://www.bilibili.com/video/BV1Tg4y1q7gK?from=search&seid=14471170896752309338,【双字】美国黑人暴乱：你们应该庆幸我们只想要平等而不是报复,220000.0,3534.0,20200610.0,2718.0,154.0,989.0,513.0,1060.0
评论点赞数,评论内容,,,,,,,,
4255,说的真好，那为什么要去砸亚裔的店呢？,,,,,,,,
3161,黑人想要的，不是平等了，而是特权。政治正确就是为黑人设立的，黑人可以以最低的录取门槛，进入大学学习，其他人种的录取分数线，却要高很多，每个行业，每个岗位，都有一定的黑人录取比例，但其它人种，却没有这个权利。如果黑人进一步要求特权，可能会孕育出第二个元首，喂他们吃花生米,,,,,,,,
1399,多数人只想0元购吧,,,,,,,,
1129,她的所有问题都可以在马列主义毛泽东思想中找到答案，可惜这些书他们看不到也不一定看得懂,,,,,,,,
833,极端了 我觉得黑人陷入了福利陷阱，闹一次增加一次福利和政治声望，陷入弱者螺旋，学学华人吧，华人到美国比黑人晚几百年，来美国最开始连黑人都不如，一代做苦工，二代做餐馆，华人社区不但被白人烧过，黑人也烧过，但一次次都从废墟里重建了唐人街，黑人考长春藤只要1150分，华裔要1550分为什么，为什么6点的华裔能在这条件下拿到40p的席位，黑人明显被套路了好不知道,,,,,,,,
1719,400年了，美国黑人还看不清现实，你们永远都不可能跟白人平等，只有通过复仇才能代替白人领导美国。,,,,,,,,
392,不只是美国黑人，这个人说的是“阶级固化”，但她看得不够广泛，阶级固化是美国那些可以操纵总统选举甚至生死的大资本家。。。而他们之下的小资本家，普通劳动者都是大富翁里面的棋子，只不过是黑人占比比较大而已。。。而同为“被剥削阶级”的白人黑人互斗，才是固化阶级最喜闻乐见的东西,,,,,,,,
403,逼急了白人秒变种族清洗,,,,,,,,
476,黑人：哦！我的同胞被警察谋杀了，我讨厌种族主义，我讨厌白人至上。另一方面：我讨厌亚洲人，他们把病毒带过来的，滚回你们的亚洲，该死的亚洲人不要让我在看到你，亚洲人就该去死。,,,,,,,,
403,美国精英吸了纳税人的血，还想要纳税人的命所谓的快乐教育，就是囚禁美国底层的谎言那些精英的孩子哪有什么快乐教育,,,,,,,,
213,如果不是亚裔受到你们黑人的种种歧视，那么我也很感动。,,,,,,,,
478,不是我说，他们这么多年什么都长，就是不长脑子，看不到是因为什么受制于人，看不到是因为什么没有尊严，等狮子哪天想明白羚羊也是生命而改吃素？可真现实。还复仇？大概率能换来的是又一波阶下囚。可见好好教育发展自身是件多么重要的事情。,,,,,,,,
293,一百年前这里还是清朝，被全世界歧视着。而我们用实力证明了历史的错误。你们呢？,,,,,,,,
203,加利福利亚大学不是一堆黑人要求全部考试直接通过理由是被歧视了必须要在考试上补偿，被教授拒绝以后他们抗议教授种族歧视把人搞停课了么，这就是黑人要的平等,,,,,,,,
148,那拜托放过亚洲人好吗？亚洲人没有欠黑人什么东西，为啥看新闻都是亚洲人的小店铺被抢了？,,,,,,,,
143,黑人最爱移民，拒绝非洲黑人移民中国，黑人只要不在中国就是好朋友,,,,,,,,
116,据美国中文网综合在2014年2月19日的报道，美国华人欢庆新年之际，西裔民主党籍加州参议员（State Senator）贺南德兹（Ed Hrnandz）提出一项提案却给欢乐中的亚裔们浇了一盆冷水：该议员嫌加州大学系统（University of California System）的亚裔学生太多了，要求限制亚裔入学，提高西裔和非裔在加大系统中的入学比率。根据《经济学人》杂志的数据，美国精英大学亚裔学生的数量1993年为20%左右，此后不升反降。而全国大学本科学生的组成比例，1984年亚裔为4%，24年后，终于增长至6%。但在此期间，拉丁裔和非裔却增长至15%。同样，亚裔的SAT成绩必须比黑人高出450分（满分1600分）才能录取。而同样的成绩下，非裔被医学院录取的机会是亚裔的三倍。,,,,,,,,
257,这个女人说的都是事实，在我们国家，通过很多渠道都可以了解到这些事实和原因（多看看智库大佬的视频），在美国却没有几个人能够知道。可恨的是就算是如此明显的阶级斗争，在国内依然有人在大呼所谓的反对暴力，这是典型的站着说话不腰疼的逻辑，这是典型的“公知”行为。所以，作为没有生产资料的无产阶级者，我支持美国底层人民抗议，也支持美国底层人民以暴乱和抢劫的方式表达对美国资本家的反抗。,,,,,,,,
147,美国黑人最大的劣势就是没有自己的地盘，这就已经丧失了和白人对抗的基础。他们被白人压榨了几百年，什么都没有得到，连一个黑人自治州都没有得到，在可见的将来他们的后代照样还是会像他们一样继续被压榨！,,,,,,,,
220,说华裔的，咱们从两方面入手。1975年纽约警察暴打华人工程师Peter Yew，华人社区上街游行，非裔美国人也予以大量声援支持。另一方面，许多华人执着于自己的财产对政治不闻不问。特别是许多亚裔被白人统治阶级称为“模范少数族裔”不为之警惕反而引以为豪，就这样成为了统治阶级的枪来打压其他少数族裔，肯定引来其他族裔不满，再加上本来政治上不活跃不积极为自己权利观点发声导致了误解矛盾进一步扩大。最后还有一点，我们在国内一个中国人占大多数的平台。相关新闻机构肯定跟倾向提供一些“华人被袭击”“华人商店被抢”的新闻。如果在一个白人为主的平台，主要受害人可能就成了白人；在一个拉丁裔为主的平台，受害人可能就成了拉丁裔。我们现在都在一个非常片面的角度观看这件事件，对美国当地的宏观状况了解的少之又少。各位应该看下更多的街拍或者抗议现场，了解更多，从更高的角度来分析。,,,,,,,,
