链接,标题,播放数量,弹幕数量,发布日期,点赞数量,硬币数量,收藏数量,转发数量,评论数量
https://www.bilibili.com/video/BV1ny4y1D7DW?from=search&seid=4392260229409422781,不要把中日关系画坏了？,784000.0,6564.0,20201216.0,64000.0,30000.0,14000.0,1703.0,2760.0
评论点赞数,评论内容,,,,,,,,
5253,"<span class=""stick"">置顶</span>我们香港是叫钓鱼台的呀………你们百度一下……本来就能用……",,,,,,,,
14741,根据皮尤民调显示，日本受访者对华好感度仅为14％，居然会有人傻到认为他们对我们有好感...？,,,,,,,,
13038,上雅虎，你会发现日本比中国对日本的恨，还恨中国，即便原子弹是美国扔的，当年也是他们发动战争屠杀虐待国人的。韩国若只是招人讨厌，日本是招人恨。,,,,,,,,
13076,"<img alt=""[doge]"" class=""small"" src=""//i0.hdslb.com/bfs/emote/bba7c12aa51fed0199c241465560dfc2714c593e.png@100w_100h.webp""/>日本拜靖国神社也不在乎把中日关系拜坏啊，一幅画就在乎了？",,,,,,,,
10871,据《康熙朝起居注》记载，康熙说：倭子国，最是反复无常之国。其人，甚卑贱混账，不知世上有恩谊，只一味慑于武威……故尔，不得对其有稍许好颜色。,,,,,,,,
3316,中日彼此的好感比为百分之十对百分之四十六。当一个国家每一百人里面就有九十个人敌视你的时候，你特么当狗都没用。,,,,,,,,
7666,精日分子们，你们有什么资格替以前的人原谅日本，有什么资格替我爷爷原谅日本，我爷爷当年因为日本人失去了自己的兄弟，为了保护这边土地他参加完后朝鲜战争没有几年就去世，虽然我还没有出生但是通过我爸每次谈到爷爷就哭起来，到我到年龄参军奶奶哭着不让我去，我就知道奶奶跟我爸那种失去爷爷那种无比的痛，爸爸常说日子开始好了，爷爷走了，奶奶说总算可以不用打仗，爷爷走了,,,,,,,,
3851,从来没好过，何来画坏？,,,,,,,,
9646,在日本留学了一年就回来了，日本人素质真心差，个个阴阳怪气，还污辱我们CN人，社会反华排华太严重，实在忍不下去。我在美国都没受到过这么严重的歧视,,,,,,,,
2225,只要有机会日本就会入侵内陆国家，一千多年来都贼心不死，只不过现在没有机会罢了,,,,,,,,
1778,一幅画就能坏那就没好过，他们每年参拜也没想过会不会把关系拜坏了,,,,,,,,
1496,"哇，日本人太玻璃心了吧<img alt=""[doge]"" class=""small"" src=""//i0.hdslb.com/bfs/emote/bba7c12aa51fed0199c241465560dfc2714c593e.png@100w_100h.webp""/>",,,,,,,,
2785,宁作战狼不作舔狗,,,,,,,,
1130,怎么降低杀人犯的愧疚，就是不断抹黑受害者这句话太经典了,,,,,,,,
3318,我从小看日漫长大的喜欢的也是日本一个明星，可从不敢忘记历史，因为我知道没有前人哪来的我，哪来的新中国。越了解日本知道日本越多肮脏的事情，越了解日本越知道日本有小礼无大义的民族。有人问我那么讨厌日本为啥要学日语，难道是为了用日语去骂日本人？答案是知己知彼百战百胜，因为日本和中国一直都敌对关系的，别说那是以前，是从古至今的日本，而且最重要的是了解日本优势然后吸收再化为己用，但不代表就必须崇拜日本忘记历史。别被日本软文化的作品当日本现实生活，那只是存在二次元的世界，是日本人幻想的梦之国，去过秋叶原会知道原来不过是一条街而已，而去过日本你会知道那根本是陌生的国度，而了解日本你才知道以前所熟知的日本只是幻想乡乐园。,,,,,,,,
3457,其实我提的无法对一个刚出生的婴儿提起恨意，行为是可以选择的，但出生不可以。可能是我没说清楚，引起了一部分的争议，我在这里明确一点我的观点，只要这个日本人不管是出于什么原因拒绝承认历史，对二战没有足够的歉意，不管他几岁，不管他干嘛我都讨厌，哪怕他是被洗脑了，哪怕别的原因，但逃避历史就是他的选择。每一个人的观点都不一样，我认为人性本善，人类出生没有原罪，但在那个社会气氛下，大部分的日本人都拒绝承认历史是事实，我也对很多日本人没有好感，喜欢玩他们的玩具跟喜欢他们是两个概念，说完,,,,,,,,
1325,南京大屠杀三十万同胞，抗战期间三千万伤亡，你说这个仇谁能释然？记住了，那些垃圾，忘记就是背叛！,,,,,,,,
1027,"抗战期间中国损失了10％的人口，这按照当时中国人口比例，血缘繁衍到现在，每个中国人都被日本人欠了一笔血债，不信你就回去问问老一辈，谁家祖上亲戚没被鬼子加害过<img alt=""[无语]"" class=""small"" src=""//i0.hdslb.com/bfs/emote/44667b7d9349957e903b1b62cb91fb9b13720f04.png@100w_100h.webp""/>",,,,,,,,
1167,霓虹和棒子都不过是灯塔国的傀儡罢了，而霓虹和棒子都被灯塔掐着喉咙，他们没本事也没胆量去挣脱束缚。,,,,,,,,
826,日本可没有战败哦，他们这是投降了。（严格意义来说中日战争并没有结束）日本的地理位置和日本人因为环境而来服从性本身就绝对了他们会周期性的发疯乱咬人。我能对外国人仅仅只能对他们表面说说笑笑，我无时不刻的防范者他。我能相信的只有是这个属于中华人民的国家,,,,,,,,
1801,喜欢日本的动漫，喜欢日本的手工工具，喜欢他们的歌曲或明星，一点都没问题，之前的残酷的伤害我从来没有忘记过，虽想要了解日本不代表要爱上整个日本并为它洗白，真相是永远不可以被忘记啊！也没有哪个人有资格代替之前抗日战争中死难者去原谅日本人！忘记等于背叛,,,,,,,,
588,我在日本旅游印象很深刻的一件事就是，有一天晚上安顿好了房间，想坐下讲会话，但那个破房间实在太小了，然后几个新认识的驴友加上导游就买了点酒坐在大厅沙发上喝，聊着聊着就嗨起来了声音也跟着大了，也不至于像酒桌上那么大就类似在室外打电话的声音，前台那个男的就一脸没好气的走过来用日语骂骂咧咧 我听不懂 但是看表情就知道，异国他乡的其实挺害怕的就没说话了，直到导游站起来用日语对他骂骂咧咧 他脸色大变 道了声歉就回前台了，大概对话后来给我们翻译的就是他说“你们给我安静点”导游说“你他妈什么意思你现在是什么身份敢凶我们？” 他“啊抱歉抱歉”，然后回来坐下告诉我们很正常见得多了 很多小日本现在就这样 仗着你听不懂 又是外地人 就在你面前犯病 但又欺软怕硬,,,,,,,,
596,我小学的时候看的南京大屠杀和731，是我面对日本的地基，后来我喜欢的日本动漫和日本其它文化产品都是在这个地基上的。只要触及到这个地基，上面的所有都会化为乌有。,,,,,,,,
476,"“夷狄非我族类，其心必异，强必寇盗，弱而卑伏，不顾恩义，其天性也。”——魏征“彼狄夷贱种,皆人面而兽心,强则侵寇,弱则卑伏,不侍恩义,特以威服之耳。” ——李世民“夷狄，禽兽也，畏威而不怀德 。”——司马光",,,,,,,,
471,中日关系不好的原因全在于日本,,,,,,,,
