链接,标题,播放数量,弹幕数量,发布日期,点赞数量,硬币数量,收藏数量,转发数量,评论数量
https://www.bilibili.com/video/BV1SW41197wq?from=search&seid=9057015741557747434,南京大屠杀纪录片在日本获奖 评委会：“固执地直逼真相”,414000.0,278.0,20180820.0,5435.0,773.0,2534.0,371.0,1100.0
评论点赞数,评论内容,,,,,,,,
13437,一群人死皮赖脸否认那无比残酷的事实，一群人义无反顾坚守不应被遗忘的真相。,,,,,,,,
7317,看见那些右翼了吗?打他脸 打他脸(｀・ω・´),,,,,,,,
5748,忘记历史就是杀死和平忘记仇恨就是加深伤害,,,,,,,,
843,最近NHK赶走了政府爪牙，疯狂的打右翼脸，各种前所未见的日方档案影像一箩筐一箩筐的往外倒,,,,,,,,
191,少拍点抗日神剧，或者说，要拍拍好点，拍那么多垃圾的，就为了消磨情怀，然后引起国人的敌视，捞钱外没任何用，像以前的亮剑，雪豹，都是好片子，那些才是会让人深思，牢记那些英雄的，而不是现在这些所谓的抗日神剧，现在这些都不是牢记了，是鞭尸把那些英雄用性命拼下来的东西拿出来一次次的鞭尸，可耻这些人，只为了赚钱就搞这些垃圾片,,,,,,,,
139,讲道理，看到有日本人拍这样的纪录片第一感觉是有点安慰的，但是这样的纪录片在日本又有多少人会去看呢？,,,,,,,,
134,叫南京事件而不叫南京tu sha，日本社会不愿意定性这是残忍屠杀,,,,,,,,
142,国家教你抗日战争的历史是让你不忘国耻，振兴中华，而不是让你去搞东京大屠杀的,,,,,,,,
115,现在总有人张口闭口说原谅的，原谅是我们可以说的吗，说到底就是要老一辈的对老一辈的人道歉，但是到现在还没有做到。我们在等日本道歉，日本却在等这些人都消失。难道真的等到他们都死光了，我们这边的某些人还能用“老一辈的仇恨都过去了，我们应该友好相处”来亲自给日本开脱不成？它们没道歉，那就让它们的子孙道歉。他们没收到道歉，那就理应由我们来得到道歉。多少老人谈到当年日本人就恨之入骨，到你这里就可以帮他们原谅了？,,,,,,,,
131,夸一下日本各位勿喷，日本这个国家在这一点上真的可以说是非常民主了，一个由右翼政府主导的国家带头不承认侵华罪行，而他们的媒体竟然可以公然拍摄并播放与政府意识完全相左的作品，而且还可以公然获奖，对于我们中国人来说，这简直是难以想象的,,,,,,,,
94,大家的目光别这么狭隘，一下捧，一下踩，有意思吗?日本政府有不承认历史的也有承认历史的，民间有敌视中国的，有对中国友好的友好的，我们一起礼尚往来敌人来了，我们有猎枪做人要学会客观想问题，整天开地图炮，有什么用?想想为什么国家机关里没有你而你只能在手机里喷人?别让无知和傲慢影响了你,,,,,,,,
69,"司波达也太君表示等我爹把我捞出来的<img alt=""[蛆音娘_滑稽]"" src=""//i0.hdslb.com/bfs/emote/d3717f10ffe9787336bc39a09214270988521a67.png@100w_100h.webp""/>立马去找你们这帮说实话的麻烦",,,,,,,,
64,我喜欢正视历史的日本人,,,,,,,,
53,我们没资格替先辈原谅日本人,,,,,,,,
55,要记住历史，不要记住仇恨                         ——南京大屠杀幸存者李秀英,,,,,,,,
55,正确认识历史，才有好的未来。德国人认错态度好，如果我是犹太人，我也原谅德国。德国领导人跪了，真心的。日本人骨子里认为自己高大上，凭什么强大的自己，要向中国人民道歉。南京大屠杀纪念馆，日本领导人可以来默哀。（日精分子别回复我了）,,,,,,,,
60,"不是日本良心发现~而是中国强大了~没有永远的朋友,只有永恒的利益~吹中日友好的想多了~",,,,,,,,
42,"为什么承认侵略历史的日本人也要喷<img alt=""[2233娘_喝水]"" src=""//i0.hdslb.com/bfs/emote/695bf5429472049b52c1e0de586f8a2511195a23.png@100w_100h.webp""/>",,,,,,,,
39,看到这样的新闻，好想哭。现在无论是国内还是海外，都过分单独强调“南京大屠杀”。其实在南京之前，日军早已开始这种惨无人道的行为，南京只是第一个遭受大规模屠杀的大型城市。还有日本731部队，在当时与之相同的部队，还有很多很多。无论是一个中国人，还是几十万中国人，他们都需要道歉。,,,,,,,,
38,南京大屠杀纪念馆的话:要忘记仇恨，不要忘记历史,,,,,,,,
