链接,标题,播放数量,弹幕数量,发布日期,点赞数量,硬币数量,收藏数量,转发数量,评论数量
https://www.bilibili.com/video/BV1YJ411C7cw?from=search&seid=17193688311377318020,国家公祭日，幸存者讲述南京大屠杀：我只要不死我肯定忘不了,48000.0,350.0,20191213.0,点赞,3054.0,1543.0,603.0,500.0
评论点赞数,评论内容,,,,,,,,
1056,此日永世难忘,,,,,,,,
831,"忘记历史就意味着背叛，我们决不能忘记历史，铭记历史是为了让我们不要忘记和平是怎样换来的，是先烈们用血和命换来的，绝对不是公知吧嗒嘴皮子来的<img alt=""[打call]"" class=""small"" src=""//i0.hdslb.com/bfs/emote/431432c43da3ee5aab5b0e4f8931953e649e9975.png@100w_100h.webp""/>",,,,,,,,
522,历史让我们明白，国弱被人欺历史让我们明白，战争的残酷历史让我们明白，和平的可贵。我们没有资格替先辈原谅他们，我们只有对犯罪者的制裁但更要明白，我们不是为了复仇而去拉开战火，因为历史告诫我们，和平难得可贵,,,,,,,,
336,真的无法想象,,,,,,,,
335,墙上密密麻麻写满成千上万死难者的名字我只看了一眼只看了一眼就决定离开头也不回地离开因为我看到了一位朋友的名字当然我知道只是重名几乎可以确定只要再看第二眼我就会看见自己的名字          ——朱剑,,,,,,,,
339,公祭日吊李白还将进酒君不见，强汉大刀华夏见，封狼居胥扫匈奴。尽不闻，盛唐横刀立战马，白江沧海传剑魂。子不见，仁宋斩刀造英雄，直捣黄龙续辉煌。皆不闻，大明长刀王者归，青出于蓝海波平。今人通晓武士刀，殊不知，东吴名刀天皇叹！人道是，旧日邦格之现世神，教百姓侍道以奉君。然并卵，令万民自绝赴皇命，求美父胯下以苟和。其面皮之厚，而下限之低，纵观天下帝王未寻得能出其右者，有史以来古书云：秦始徐福占蓬莱，东汉敕令邪马台。盛唐白江征扶桑，宋逝神风悯东瀛。中华崛起震日本，大明万历荡倭臣。偷虐成疾惘国运，空爆犁地零冤魂。极东四岛本谁居，毛人虾夷无大和。只惜时年君哭晁卿衡，还看今朝谁人跪江宁？冠军侯，太白仙，将进酒，杯莫停。与国诗一篇，愿国为民写信仰。横刀纵剑侠骨心，神州皇曌君圣临。风林火山阴雷变，天人合一启苍明。忠孝仁义礼智信，临兵斗者列前行。华夏君王死社稷，星汉天子御国门。修身齐家治国平天下，升格封神创世造万物。工农兵策，商学济艺，道法神圣，诸子百家。是以，我辈何以奉家国？知行合一，不负初心。为民族立信，为国家立威。为英雄传奇迹，为忠魂书不朽。汗血马，明光甲，一骑绝尘携美酒，与天同销万古愁。凡无知者必自大，而无耻者故自卑。自大狂知耻然后勇，自卑奴恬而不知耻。宁为狂龙啸，勿做奴虫鸣。自始，明月归故里照天下，还至，五星出东方利中国。————————————二零一七年十二月十三日 书,,,,,,,,
216,三十万人还在找寻回家的路，幸存者们没有倒在日本人的屠刀下，却一个接一个个败给了时间。当最后一个幸存者因衰老死去，日本高层睡觉时会不会心安？,,,,,,,,
273,国家公祭日不是让我们记仇，而是让我们的后代铭记，我们的祖国因为落后曾经历过怎样的耻辱，让他们知道只有国家强盛起来才不会被别人欺负，勿忘国耻，安国兴邦！,,,,,,,,
117,勿忘国耻。今天的我们要发奋图强，不负前辈对我们的期望!。,,,,,,,,
107,勿忘国耻！忘记等于背叛！,,,,,,,,
