链接,标题,播放数量,弹幕数量,发布日期,点赞数量,硬币数量,收藏数量,转发数量,评论数量
https://www.bilibili.com/video/BV1Zs411q74E?from=search&seid=4951455791367003205,《第10放映室》导演陈凯歌、张艺谋、冯小刚、姜文、贾樟柯、宁浩、陆川_电影过年之中国电影力量（导演篇）【第十放映室】,136000.0,2853.0,20160502.0,673.0,400.0,8534.0,519.0,120.0
评论点赞数,评论内容,,,,,,,,
248,服姜文,,,,,,,,
118,欢迎收看，中国电影——巩俐篇,,,,,,,,
136,我觉得陈凯歌和林书豪有点像：一个80分的运动员，偶然一段时间有90+的表现，保持不了最好水准就被黑得60分都没有......个人看法,,,,,,,,
33,还是很佩服老谋子的，从英雄开始，他就一直强调中国需要商业电影，这是每个国家电影行业所必须的，探索成功也好失败也好，老谋子一直都在做这样的事情，在相比表达自己的电影上，老谋子更希望的是中国电影产业的成熟发展,,,,,,,,
31,拍红高粱时，姜文当时明明只是主演，却和张艺谋从头吵到尾，结果吵出了个神作,,,,,,,,
30,心疼陈凯歌永远高估观众,,,,,,,,
30,过来捋捋其实我是五六代不分的┐(´-｀)┌,,,,,,,,
23,姜文52分，11秒黄老爷出现在火车头上表明了，那猜测的一切都是真的，天呐，我到底看了个什么电影,,,,,,,,
30,张艺谋当之无愧大陆导演第一人,,,,,,,,
15,向姜文致敬,,,,,,,,
17,中国当年的现实主义作品前三甲《活着》《霸王别姬》《蓝风筝》（也是最后的三甲了，之后涉及那段历史的全被后清朝廷和谐了）。,,,,,,,,
12,身为男子汉有谁不想成为姜文这样的男人,,,,,,,,
25,陈凯歌根正苗红的第五代学院派导演，张艺谋差了点。姜文独创一派，冯小刚比起第五代小了十岁又有第六代隔了几年所以和姜文一样不化代。,,,,,,,,
11,张艺谋开创了文艺片还有商业片两个时代，评论里怎么好像他只有商业片一样？,,,,,,,,
13,《鬼子来了》未能上映并不是因为内容有多反动，而已因为姜文在GD未审核的情况下将该片拿去参赛，违反了相关规定。,,,,,,,,
9,第五代的确出过一批好片，撑起了中国电影的门面，不过已经成为过去式了，可惜可惜……好喜欢八九十年代的黄建新啊,,,,,,,,
9,有些人缺乏感受能力，有些人缺乏尊重，有些人缺乏理解能力，站在中国电影的黄金殿堂前，我们都应该学会如何组织语言。,,,,,,,,
17,不是导演们不行了，是某dang越来越严了，放不开，什么都避讳，什么都禁忌，斯皮尔伯格来了也拍不好，**总菊厉害,,,,,,,,
8,看几个导演的评论就知道，姜文在B站粉丝还是多的,,,,,,,,
10,拍电影的越来越**了拍的电影也越来越**了演电影的也越来越**了看电影的也越来越**了以上四个观点不接受任何反驳,,,,,,,,
7,评论都没人提及田壮壮导演么,,,,,,,,
7,张艺谋有好作品比如（活着）（秋菊打官司），当然烂片也不少比如（三枪拍案惊奇）（山楂树之恋）（满城尽带黄金甲）,,,,,,,,
7,以前的娱乐片还能谈历史质感 现在的娱乐片有智商就行( ´_ゝ｀),,,,,,,,
9,为贾樟柯点赞,,,,,,,,
6,这个文案可以当做作文阅读的,,,,,,,,
6,求蓝风筝资源,,,,,,,,
6,国师你好啊！,,,,,,,,
10,陈凯歌其实才是扛把子。姜文也很厉害。要比的话，张艺谋差点思维高度。他拍西北高粱地里的还行，再上升到历史就架不住了。没这点文化素养。英雄是彻底暴露了缺乏古典审美的短板。,,,,,,,,
5,姜文还是厉害(｡･ω･｡)ﾉ♡,,,,,,,,
5,姜文老师我喜欢你啊(°∀°)ﾉ,,,,,,,,
5,简直是中国现代电影史啊。我对冯小刚的见识太浅薄了。感谢十放，让我有机会更深入了解冯小刚，电影与当代中国。,,,,,,,,
5,老谋子确实吊啊，长城又是华语电影划时代的作品,,,,,,,,
5,第五代导演的作品是真的好，贴近现实，讲述人性与时代性，可问题是为什么都往商业片发展呢！他们都是那个吃不饱穿不暖却又见证改革开放的人，那个年代拍出来的片更多的带有对人性和社会的思考！而现在没经历过饿肚子的90和00后们需要的再也不是对社会人性的思考了，而是社会进入了真真保暖思**的娱乐享乐社会了！真应了那么句什么样的观众造就了什么样的影坛！这些导演们再拍当年人性解放的片子谁回去看呢！物质至上的社会！,,,,,,,,
7,文案真是绝佳，比起来我似乎只是个会说人话的水平…,,,,,,,,
4,太阳之子姜文Rx,,,,,,,,
4,张艺谋色彩大师 陈凯歌哲学大师,,,,,,,,
4,"现在弹幕怎么这么多低龄儿童？？看不懂电影还来看这些干什么，真的是糟蹋了好节目，一个个动不动就笑出声，真的是太无知了<img alt=""[小电视_发愁]"" src=""//i0.hdslb.com/bfs/emote/05e279abbf3f72d5cc45548504a4220c5514b8b9.png@100w_100h.webp""/>",,,,,,,,
4,我居然在B站看CCTV,,,,,,,,
4,张艺谋早期电影都非常有深度构思构图很讲究 现在不行了变成赚钱第一了,,,,,,,,
4,陈凯歌曲高和寡，太文字浪漫艺术了电影被他写意诗歌般的演绎，只可以观众水平太差，他们太处于看电影就是听故事，这届观众不行！！！,,,,,,,,
4,凯歌导演  光影哲人 谈吐不凡,,,,,,,,
4,喜欢张艺谋的电影，因为他所讲述的故事最能打动我，尤其是近现代底层人民的故事，残酷又真实，再加上浓烈的红色，极致演绎了中国传统的美,,,,,,,,
3,姜文男神,,,,,,,,
3,居然还有一集专门说贾樟柯  没想到没想到,,,,,,,,
3,田壮壮的蓝风筝是很烂的电影，明显是拍给西方人看的，但在西方那里，并没有得到像样的赏赐，也许是因为导演的企图心太明显了。新中国的历史并不是不能反思，但这一类电影根本不是反思，而变成一种简单的抹黑，历史在这里变得毫无深度，只是一张漫画。导演田壮壮，想复制陈凯歌的“成功”，但失败了。田壮壮的父亲田方，是北京电影制片厂首任厂长。他在《英雄儿女》塑造的王政委，我认为是迄今为止最好的政工干部形象，也是非常感人的“父亲”的形象；田壮壮的母亲于蓝，著名电影表演艺术家，她在《烈火中永生》里饰演的江姐形象，堪称经典。不知道田壮壮有没有意识到，如果他在《蓝风筝》中的叙事逻辑能够成立，则父母亲全都成了骗子，至少是一个巨大骗局的组成部分。社会主义革命革到自己头上了，就检验出了不少“二代”的成色。他们崩溃、幻灭、开始诅咒父母倾情加入的革命了。真没出息,,,,,,,,
3,贾樟柯ʘᴗʘ,,,,,,,,
3,黄建新其实是被民众大大低估了，特别建国大业出来之后,,,,,,,,
3,现在的电影都往着强刺激高特效冲击视觉方面上努力，看多了真的会累，反过来再看冯小刚的电影尤其非诚勿扰有种平淡如水然而又回味无穷的感觉。看完了舒服，而不是爽。,,,,,,,,
2,旁白龙叔,,,,,,,,
2,正在捋中国电影史偶然发现了这个！真是好东西啊！,,,,,,,,
2,自我感觉，还是黄建新厉害些！,,,,,,,,
2,冯小刚的电影永远是故事性最好最不让人失望的，即使烂片也比一般电影要精彩很多，其次是姜文，姜文是为自己拍戏的导演，有时会看不懂但很精彩，张艺谋我一直很佩服他不仅是才华，陈凯歌我直到看了搜索，才发现我一直太低估他了，真是没有配角，每个小人物都可以写一部精彩的故事,,,,,,,,
2,贾樟柯，姜文！还有娄烨！,,,,,,,,
