链接,标题,播放数量,弹幕数量,发布日期,点赞数量,硬币数量,收藏数量,转发数量,评论数量
https://www.bilibili.com/video/BV1sx411675o?from=search&seid=14747760683923945947,【全景二战— 南京保卫战】—— 乐高系列,68000.0,790.0,20170625.0,626.0,300.0,1070.0,168.0,40.0
评论点赞数,评论内容,,,,,,,,
128,由此上溯到一千八百四十年，从那时起，为了反抗内外敌人，争取民族独立和人民自由幸福，在历次斗争中牺牲的人民英雄们永垂不朽！,,,,,,,,
23,这视频老早就有了,,,,,,,,
20,有人搬过了（￣▽￣）,,,,,,,,
6,up主，这是你自己做的吗？,,,,,,,,
6,说是youtube搬运却点成自制，还有撞车了,,,,,,,,
3,破釜沉舟唐生智！！！！（￣▽￣）,,,,,,,,
3,虽无家恨，但有国仇。,,,,,,,,
3,解答一下视频中的一些疑惑1，关于英式钢盔：和德式钢盔一样，英式钢盔也在国军中也曾广泛运用，把这玩意装得到处都是的则是桂军，粤军，西北军，日军对这3个地方军的评价也是非常高，出身桂系的白崇禧甚至得到战神的称号。2，关于蓝色军装：搭上英式布迪罗盔的是粤军，戴M35的不知道3，关于斧头帮：斧头帮也曾参与了不少巷战，只是无记录。有人发弹幕称斧头帮没有枪的，当时军队连枪都配不齐。那这个就是孤陋寡闻的了，当时的枪械是很多的，我们说枪少的其实大部分是共产党军队的记录，跟中央军以及在军阀内战中发展起来的各地方军是不一样的。举个例子：桂系的第七军也就是大家口中的中国钢军装备就很好，斧头帮的发迹也是很早，不要以为名里带个斧头就说他们只用斧头，当时的斧头帮装备也是十分精良，甚至比得过早期的各地方军。4，关于狙击手：抗日是的的国军均没有文献记载有使用过光学瞄具的狙击枪，只有一些威力较小的光学瞄具的运动步枪。所以那些狙击手只能说是神射手。还有什么欢迎在下面补充。,,,,,,,,
2,无所不能的乐高(=・ω・=),,,,,,,,
2,卫国英雄永垂不朽。,,,,,,,,
7,日本人迟早要被杀干净,,,,,,,,
1,发现彩蛋无脸男，侠客和吸血鬼，另外国军有个长相像外星人的，日军有一个表情奇特的，应该没了,,,,,,,,
1,请问一下这些人仔是从哪里买的,,,,,,,,
1,"可惜当时老蒋还要打共<img alt=""[捂脸]"" class=""small"" src=""//i0.hdslb.com/bfs/emote/6921bb43f0c634870b92f4a8ad41dada94a5296d.png@100w_100h.webp""/><img alt=""[捂脸]"" class=""small"" src=""//i0.hdslb.com/bfs/emote/6921bb43f0c634870b92f4a8ad41dada94a5296d.png@100w_100h.webp""/><img alt=""[捂脸]"" class=""small"" src=""//i0.hdslb.com/bfs/emote/6921bb43f0c634870b92f4a8ad41dada94a5296d.png@100w_100h.webp""/>",,,,,,,,
2,中华万岁！,,,,,,,,
1,(=・ω・=)支持,,,,,,,,
1,害搁着投自制呢？,,,,,,,,
0,板栗,,,,,,,,
0,2017？,,,,,,,,
0,可以的,,,,,,,,
