链接,标题,播放数量,弹幕数量,发布日期,点赞数量,硬币数量,收藏数量,转发数量,评论数量
https://www.bilibili.com/video/BV1gW411h77D?from=search&seid=14471170896752309338,日本败前怪象，十几名日军为活命，将400多名本国妇女杀害,208000.0,456.0,20171209.0,554.0,161.0,714.0,71.0,740.0
评论点赞数,评论内容,,,,,,,,
434,“喜欢日文歌吗？”“喜欢啊” “为什么?” “情感充沛，有味”  “喜欢日本制造吗？” “喜欢啊”“为什么?”  “质量好，还便宜” “喜欢看日本动漫吗？”  “喜欢啊”“为什么?”“理由太多说不完” “日本和中国有争端你支持谁?” “中国！” “为……” “因为我是中国人！”               -------来自网易云音乐热评,,,,,,,,
2781,在日本人的民族观念里，他们认为大和民族是“神人的后裔”，而在亚洲他们是最优秀的种族，而中国人是没有完全进化成“人类”的生物。英国BBC的记者采访当年侵华日军中的一个日本人，问他，你们当年为什么对中国人那么残忍，你们下得了手吗？那个日本人回答，因为日军中的宣传政策，让我们变的麻木，我们没有把中国人当人看，而是把他们当成“动物”所以我们才下得了手,,,,,,,,
2219,日……本……军……国……政……府对国民进行残忍化的宣传教育以及军……国……思……想的荼毒，其士兵早已不是会保护本国国民的士兵，国民也不是善良平和的人民，陷入全体军……国……狂……热的国家做出什么伤天害理的事都是可能的，所以蘑菇云之下无冤魂。,,,,,,,,
58,有的人有什么资格替老一辈人原谅日本。我拿枪杀了人，那全是因为枪的错？还只有右翼  军队是错的真搞笑，没有国家支持他们能不能发动战争自己心里没点数？,,,,,,,,
46,"苏联女护士被日军挖眼凌迟 始终宁死不屈 玛丽亚.苏卡诺娃，出生于1924年，原本是苏联太平洋舰队海军临床医院的一名护士。 1945年8月9日苏联对日宣战出兵中国东北和朝鲜后，玛丽亚.苏卡诺娃被抽调加入了苏联太平洋舰队第355海军陆战营。 1945年8月14日，苏军太平洋舰队在攻击清津港时, 登陆的只有第355海军陆战营, 受到日军两个联队在铁甲列车掩护下的反攻, 被逼到了海边。第二天, 苏军一个旅又强行登陆, 加上航空兵在空中支援已登陆的部队, 这才扭转了战局, 清津市于8月16日被占领。 就在这次军事行动中，玛丽亚.苏卡诺娃先后共救治了52名伤员，自己也曾两次负伤，并不幸被日军俘虏。当抓获玛丽亚后，日军故意对其进行折磨和殴打，试图逼迫玛丽亚说出有用的情报。但面对日军的折磨，玛丽亚始终表现得宁死不屈。 日军随后残忍的活活挖出了她的双眼，尽管疼痛难忍，血流如注但玛丽亚还是毫不屈服。随后日军用刺刀一刀刀的将她身上的肉割了下来，对其进行了凌迟，直至玛丽亚气绝身亡。 牺牲的时候玛丽亚年仅21岁，玛丽亚所遭受的非人折磨以及英勇气概都极大的鼓舞了苏军太平洋舰队的作战士气。战后，玛丽亚.苏卡诺娃被追授为“苏联英雄”，她的铜像也永远屹立在了符拉迪沃斯托克基础医学院里，供后人瞻仰。",,,,,,,,
3217,"复制别人的一句话，有些人喜欢上日漫以后没发现自己发生了什么变化吗？当然只指部分人。只要b站上有对日本不好的东西，比如前段时间共青团发的视频，你就会说b站谈政治有病吗，滚出b站好不好,有意无意避开一切对日本不好的东西，以不喜欢政治为理由，关于特朗普蔡英文的视频我从来没见过什么b站不能谈政治的言论，从来没有，为什么？你自己说。一有关于南屠的东西，你就说日本不止有右翼啊，还有很多善良友好的人啊。请问谁不知道哪个国家都有好人坏人，需要你这样“费心提醒”吗，在我看来，不过是一种无力的洗白。你真的有那么善良吗，换作别的国家你也会这么说吗？你真的有一颗慈悲心肠吗，你对你身边的人都这样维护吗？无形之中已经在出自本能的维护日本了你自己发现不了吗?觉得自己可怜的要死，你看个动漫还有人骂你卖国贼，当然这不对，可你不想想为什么总会有人这么说，你的一言一行不是在维护一个。屠。杀。中国多少人的国家吗？一看国漫各种挑刺，有的日漫再烂也是你的信仰不是吗？你真的不明白共青团来了b站什么意思吗?我从前和部分人一样，最近从龙腾网看了很多日本对南京事件的评论，我谢谢他们终于让我看清大部分日本人，看日漫，但再也不会为日本说话了",,,,,,,,
41,日漫始终只是爱好，不能忘记历史，诋毁中国，谄媚日本！作为一个喜欢百变小樱日漫的爱好者，我起码是有底线的，不会原谅日本的所作所为。那些说战争已经过去，已经原谅了日本，喜欢日本的人，你们有什么资格代表被残忍杀戮的同胞原谅日本侵略者的禽兽行为。还有要说明一点，日本对中国并不怎么友好，也不要说日本大多数人都很善良，爱好和平。他们当初抗日战争是全民作战，骨子里有一种军国主义的精神，安倍晋三这么反华，可是日本国民支持他当首相的呀！你还能说日本坏人不多吗？公祭日肯定有不少中国人在日本开怀大笑，早已忘却屈辱，这是很可悲的事啊！醒醒吧！媚日的人，你们这么做没有任何意义与好处！,,,,,,,,
38,我们什么资格代替三千五百万死去的冤魂去原谅日本?,,,,,,,,
