链接,标题,播放数量,弹幕数量,发布日期,点赞数量,硬币数量,收藏数量,转发数量,评论数量
https://www.bilibili.com/video/BV1qt411R7v5?from=search&seid=1750330274017779470,日本老兵回忆南京大屠杀，没有人反抗，我们当时心里也发憷,163000.0,226.0,20181023.0,846.0,112.0,595.0,125.0,440.0
评论点赞数,评论内容,,,,,,,,
1874,等这一批侵华老兵走了，就没有证人了，历史就是右翼说了算,,,,,,,,
369,哎！离中国成立才多久？中国就有那么多的香蕉人，日哈韩哈。先烈们用命换回来的国家在他们心里到底算什么？还有人帮日本洗白南京大屠杀。可悲可笑可叹！华夏5000年，有沉沦，有辉煌。但我们不曾灭绝，薪火不息，代代相传。我想对那些牧羊犬们说一句话。时间还长，看谁能笑到最后。,,,,,,,,
213,每个只要说到日本人不好的视频下，通常都会有这种套路控评操作：1/提中国人内部的黑点，好像日本的黑点就会自动消除一样。2/提韩国人，转移火力，让中国人无暇顾及日本人做了什么3/当上面那些都不能控制住中国人的怒火时，就抛出平民无罪论。给日本人做切割，断尾行为，减少伤害影响。4/当上述情况都无法解决，最后一个套路：营销号举报，不是营销号就说引战举报。反正只要视频删除了，就这样视频里日本人的恶行也没人知道了，视频下骂日本的言论也清除得干干净净了。,,,,,,,,
153,很多日本人主观地认为我会为轰炸广岛内疚，生活在良心的谴责中，事实上，我为什么要内疚？我亲眼看过南京大屠杀的记录片，记录片里日本兵用刺刀把胎儿从中国孕妇肚子里挑出来的暴行并不比我向他们扔原子弹仁慈多少，日本人只强调他们挨了原子弹轰炸，却没有想过为什么挨原子弹。如果可以我想再来一次——保罗·蒂贝茨(轰炸广岛的飞行员),,,,,,,,
173,我真是服什么都是政府的事不关日本人民。转来的n站关于南京大屠杀的视频里全是以下这种弹幕:这是狗的骨头这是毛害死的哈哈哈中国人把骨头放在风里出为了反日而说谎的中国真是够扯得反日教育的巢穴全部都是捏造的全部都是中共的 puropagannda中国人都是蠢猪才会相信有百人斩不可能的吧用刀殺100个人从物理上都做不到旧日本军＝亚洲解放军全是这样的弹幕！没有一条尊重历史的！一条都没有！一条都没有。一条都没有！还有那个傻白甜相信日本有好人的？我学了3年日语，本来是对日本有一些好感的，上了n站后看了弹幕，我意识到到此为止了。我就在这说了啊日本是世界上最恶心的国家偏激？那我告诉你，日本人全都是想我这样偏激的人，你面对的敌人全都是像我一样偏激的人。你说我偏激，只是因为心存侥幸，只是因为还对日本能变好怀有不切实际的期望，只是因为现实和理想的冲突。现实是什么呢？你知道为什么日本要倚仗美国和中国作对吗？因为它还对中国有野心，民主化都是忽悠人的，二战后日本还是寡头政治，本质没变。当列强的感觉多好啊，日本还在想着呢，想着它在东亚一家独大的时候！现在中国所有分离主义都有日本支持。日本的计划很明确，分裂中国，入主中国，控制东亚。过去它向东海伸手，现在它又在向南海伸手，你还没认清现实吗？日本永远是世界上最反中的国家国外对民众反中程度调查日本第一，越南第二美国也才只有50%你还在奢望什么？,,,,,,,,
86,中日是民族仇恨，不是个人仇恨，一堆人变花样洗白，还说什么是士兵的错，不是日本人民的错，还说天皇是热爱和平的，真是醉了…侵华战争是全日本民族对中国民族发动的战争，不是个人战争，怎么可能不是日本人的错？,,,,,,,,
67,评论里说令人尊重？膝盖在地上生根了？有个人杀了你全加，然后十年后再来承认杀了人，你去跑过去说令人尊重？现在b站里京日这么多？,,,,,,,,
88,要理智爱国，爱国并不代表仇恨，现在的日本人跟上一代人日本人完全没关系，都是日本政府的错，日本百姓是无辜的←_←这是日砸一贯的逻辑，对日本有多热爱才会说出这种话啊，还中日友好，人家对你又不友好，热脸贴日本的冷屁股😒,,,,,,,,
55,b站谈历史?不存在的，一切关乎日本不好或者讽刺日本现代针对中国，就有公知和亲日大使批判你是“碍国”“小粉红”“煽动仇恨”，而且维护日本是b站的主观，不信?呵呵，时间见证分晓,,,,,,,,
46,我就这样说一句吧，我们又不是受害者，凭什么替他们原谅,,,,,,,,
