链接,标题,播放数量,弹幕数量,发布日期,点赞数量,硬币数量,收藏数量,转发数量,评论数量
https://www.bilibili.com/video/BV1NK4y1773e?from=search&seid=14204589028410475788,江苏南京师范大学大学生悬挂日本旭日旗，故意的吗？这马上就公祭日了！,92000.0,283.0,20201126.0,2920.0,69.0,214.0,95.0,560.0
评论点赞数,评论内容,,,,,,,,
54,"<span class=""stick"">置顶</span>这个人太坏了<img class=""jump-img"" src=""https://i0.hdslb.com/bfs/activity-plat/static/20201110/4c8b2dbaded282e67c9a31daa4297c3c/6BO9VeUCy.png""/><a class=""comment-jump-url"" data-report=""0"" href=""https://b23.tv/vxXLaH"" target=""_blank"">上海杀害两名小学生的凶手被死刑，对罪大恶极之徒，即使他有精神分裂症也要死刑</a>",,,,,,,,
118,"<span class=""stick"">置顶</span>我发起了一个投票<a class=""vote-link"" data-id=""617661"" data-name=""你认为该学生是故意的吗？这种人该怎么教育？多选""><img alt="""" src=""data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0idXRmLTgiPz4KPCEtLSBHZW5lcmF0b3I6IEFkb2JlIElsbHVzdHJhdG9yIDIyLjAuMSwgU1ZHIEV4cG9ydCBQbHVnLUluIC4gU1ZHIFZlcnNpb246IDYuMDAgQnVpbGQgMCkgIC0tPgo8c3ZnIHZlcnNpb249IjEuMSIgaWQ9IuWbvuWxgl8xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIiB4PSIwcHgiIHk9IjBweCIKCSB2aWV3Qm94PSIwIDAgMjggMjkiIHN0eWxlPSJlbmFibGUtYmFja2dyb3VuZDpuZXcgMCAwIDI4IDI5OyIgeG1sOnNwYWNlPSJwcmVzZXJ2ZSI+Cjx0aXRsZT5Hcm91cCAyPC90aXRsZT4KPGRlc2M+Q3JlYXRlZCB3aXRoIFNrZXRjaC48L2Rlc2M+CjxnIGlkPSJQYWdlLTEiIHN0eWxlPSJmaWxsOiMwMEExRDYiPgoJPGcgaWQ9IuWwgemdoiI+CgkJPGcgaWQ9Ikdyb3VwLTIiPgoJCQk8ZyBpZD0iUmVjdGFuZ2xlLTUiPgoJCQkJPHBhdGggZD0iTTMuMywyOC4zQzEuNSwyOC4zLDAsMjYuOSwwLDI1VjEwLjFjMC0xLjgsMS41LTMuMywzLjMtMy4zczMuMywxLjUsMy4zLDMuM1YyNUM2LjcsMjYuOSw1LjIsMjguMywzLjMsMjguM3ogTTMuMyw4CgkJCQkJYy0xLjIsMC0yLjEsMS0yLjEsMi4xVjI1YzAsMS4yLDEsMi4xLDIuMSwyLjFzMi4xLTEsMi4xLTIuMVYxMC4xQzUuNSw4LjksNC41LDgsMy4zLDh6Ii8+CgkJCTwvZz4KCQkJPGcgaWQ9IlJlY3RhbmdsZS01XzFfIj4KCQkJCTxwYXRoIGQ9Ik0xNCwyOC40Yy0xLjgsMC0zLjMtMS41LTMuMy0zLjNWMy4zQzEwLjcsMS41LDEyLjIsMCwxNCwwczMuMywxLjUsMy4zLDMuM1YyNUMxNy4zLDI2LjksMTUuOCwyOC40LDE0LDI4LjR6IE0xNCwxLjIKCQkJCQljLTEuMiwwLTIuMSwxLTIuMSwyLjFWMjVjMCwxLjIsMSwyLjEsMi4xLDIuMWMxLjIsMCwyLjEtMSwyLjEtMi4xVjMuM0MxNi4xLDIuMiwxNS4yLDEuMiwxNCwxLjJ6Ii8+CgkJCTwvZz4KCQkJPGcgaWQ9IlJlY3RhbmdsZS01XzJfIj4KCQkJCTxwYXRoIGQ9Ik0yNC43LDI4LjRjLTEuOCwwLTMuMy0xLjUtMy4zLTMuM3YtNi44YzAtMS44LDEuNS0zLjMsMy4zLTMuM3MzLjMsMS41LDMuMywzLjNWMjVDMjgsMjYuOSwyNi41LDI4LjQsMjQuNywyOC40egoJCQkJCSBNMjQuNywxNi4xYy0xLjIsMC0yLjEsMS0yLjEsMi4xVjI1YzAsMS4yLDEsMi4xLDIuMSwyLjFzMi4xLTEsMi4xLTIuMXYtNi44QzI2LjgsMTcsMjUuOCwxNi4xLDI0LjcsMTYuMXoiLz4KCQkJPC9nPgoJCTwvZz4KCTwvZz4KPC9nPgo8L3N2Zz4K""/>你认为该学生是故意的吗？这种人该怎么教育？多选</a>",,,,,,,,
1864,当年敌人没能把旗插上去，现在被自己人插上去了。,,,,,,,,
839,一个日语系的学生，不认识日本国旗，你们信吗,,,,,,,,
1060,不认识日本国旗百度一下总该会吧？问身边同学不行？我就不信若大一个学校没人认识日本国旗，很明显就是故意的！反正就算被媒体爆出来，脸打马赛克也没人认识！然后轻描淡写说不知道，再假装道个歉就完事了！当然他不是最后一个！说白了，还是处罚力度不够严让这些精日有恃无恐！,,,,,,,,
626,"1.211工程大学学生2.日语专业3.日语专业会有日本史你品，你细品<img alt=""[嫌弃]"" class=""small"" src=""//i0.hdslb.com/bfs/emote/de4c0783aaa60ec03de0a2b90858927bfad7154b.png@100w_100h.webp""/><img alt=""[嫌弃]"" class=""small"" src=""//i0.hdslb.com/bfs/emote/de4c0783aaa60ec03de0a2b90858927bfad7154b.png@100w_100h.webp""/><img alt=""[嫌弃]"" class=""small"" src=""//i0.hdslb.com/bfs/emote/de4c0783aaa60ec03de0a2b90858927bfad7154b.png@100w_100h.webp""/>",,,,,,,,
808,韩舞这种充满性暗示性诱惑堂而皇之的流行。不仅在各大视频平台还在大学文艺汇演中横行我是没想到的(撩上衣是初中吧)。展示身体美一定要靠扭胯挺胸吗？国内文化市场就是一片荒漠日韩流行什么我们就流行什么。,,,,,,,,
224,"讲个笑话，日语系不认识日本国旗。再讲个笑话，这个笑话是真的<img alt=""[doge]"" class=""small"" src=""//i0.hdslb.com/bfs/emote/bba7c12aa51fed0199c241465560dfc2714c593e.png@100w_100h.webp""/>鬼tm才信呢！挂个姨妈旗可以勉强算你与专业相关，毕竟日语系，但挂这个？你丫怎么不整个女体盛呢，等警察来查的时候你说文化特色？",,,,,,,,
465,南京大屠杀，南京大学，这样的大学生，,,,,,,,,
238,切。。还有个女的UP主嫁到日本。。天天发视频吹日本。。然后还有人点赞充电赚了不少钱呢。。有些人的奴性是家族遗传。。植入DNA里改不掉的。。,,,,,,,,
247,可以爆出他是谁吗,,,,,,,,
164,我能对挂的人吐痰吗,,,,,,,,
94,都读大学了不应该啊，不认识日本国旗？,,,,,,,,
85,老子一个学历的人都认识这玩意，他们一群本科生不认识？骗谁呢？,,,,,,,,
115,"挂的啥啊，日本旗不是狗皮膏药吗，他挂的啥啊<img alt=""[喜极而泣]"" class=""small"" src=""//i0.hdslb.com/bfs/emote/485a7e0c01c2d70707daae53bee4a9e2e31ef1ed.png@100w_100h.webp""/>",,,,,,,,
112,在南京挂日本军旗，我特么直呼好家伙，看日本漫画看痴了？,,,,,,,,
118,请问有死刑吗,,,,,,,,
59,我楼下卖菜大爷都知道日本国旗,,,,,,,,
93,"宁可以去以色列挂个卐旗，然后解释一下你不了解日耳曼文化。如果犹太人说没关系，那我们也无所谓<img alt=""[笑]"" class=""small"" src=""//i0.hdslb.com/bfs/emote/81edf17314cea3b48674312b4364df44d5c01f17.png@100w_100h.webp""/>",,,,,,,,
62,看到弹幕有说二次元不爱国的这里我要反驳一下首先日本的动画是国内各个平台引进的我们看的并没有花多少钱甚至没花过钱最多一些流量费其次我就是资深二次元看过的日本动漫数不清几乎都看过steam，origin，epic，gog，这一类平台我也都买了很多游戏并且游玩了还有国外各种电音我也喜欢听但是我还是中国人我玩的骑马与砍杀的mod抗日mod我玩的骑马与砍杀2联机有 汉【Han】战队你们可以点开我的个人空间追番里面就是我看过的动漫投稿往下翻可以翻到我剪辑的汉战队的视频我很赞同的是up主说的注重学习历史培养名族自豪和认同感!只有自己了解历史才会知道什么事中国人骑马与砍杀这款游戏虽然是土耳其的但是却有非常多的中国各朝代的mod历史永远应该摆在第一位因为那是我们最开始的源头只有让孩子们认清自己的源头才会有名族认同感和爱国的精神,,,,,,,,
123,"这也太早了吧！<img class=""jump-img"" src=""https://i0.hdslb.com/bfs/activity-plat/static/20201110/4c8b2dbaded282e67c9a31daa4297c3c/6BO9VeUCy.png""/><a class=""comment-jump-url"" data-report=""1"" href=""https://b23.tv/Pv3Kvl"" target=""_blank"">广东一14岁初中生嫁18岁高中生，为了结婚书都不念了，真是稀罕奇葩</a>",,,,,,,,
47,明知故犯明目张胆的当二鬼子，还是因为处罚力度不够，希望严惩给这些鼠辈一个教训。,,,,,,,,
44,"在南京的！211大学！的日语系！的研究生！你们觉得他会搞错？<img alt=""[辣眼睛]"" class=""small"" src=""//i0.hdslb.com/bfs/emote/35d62c496d1e4ea9e091243fa812866f5fecc101.png@100w_100h.webp""/><img alt=""[辣眼睛]"" class=""small"" src=""//i0.hdslb.com/bfs/emote/35d62c496d1e4ea9e091243fa812866f5fecc101.png@100w_100h.webp""/><img alt=""[辣眼睛]"" class=""small"" src=""//i0.hdslb.com/bfs/emote/35d62c496d1e4ea9e091243fa812866f5fecc101.png@100w_100h.webp""/>我一个机械专业的本科生，我都知道旭日旗是个什么鬼东西",,,,,,,,
47,"完全就是精日啊，谁不认识日本国旗，学校只是怕坏了自己的名声<img alt=""[疑惑]"" class=""small"" src=""//i0.hdslb.com/bfs/emote/b7840db4b1f9f4726b7cb23c0972720c1698d661.png@100w_100h.webp""/>",,,,,,,,
44,我tm真笑了，在南京挂旭日旗，呵呵,,,,,,,,
30,故意，因为这玩意买都买不到,,,,,,,,
25,这开除好点,,,,,,,,
49,别说不认识旭日旗什么的，只要是日本的旗。在南京这地上出现那活该找怼，不冲冲该师范学院对不起南京,,,,,,,,
18,"当这面旗升起的时候。南京烈士陵园的英灵们 先烈们 不得气的爬出来<img alt=""[生气]"" class=""small"" src=""//i0.hdslb.com/bfs/emote/3195714219c4b582a4fb02033dd1519913d0246d.png@100w_100h.webp""/>",,,,,,,,
18,小惩大诫 开除学籍清空学信网 记入档案 三代禁止参公 先辈付出多大代价才把这旗拔了 越想越气,,,,,,,,
16,百度呢？我不信他不会去百度，日本，南京这么敏感的问题，他在做之前不会谨慎？不会查百度？,,,,,,,,
16,就是故意的，旭日旗不认识我不相信,,,,,,,,
15,南京师范啊想想都怕,,,,,,,,
14,一看就是精日分子，肯定要借机宣传一下，后面道个歉，然后总之目的就达到了,,,,,,,,
29,自己人干的烂事，多恶心啊，别人来了你家拉了屎，你还要把屎放在床头上，你是不是人啊,,,,,,,,
12,"之前新闻刚出来的时候配图可是清清楚楚的，丫的摊位上面，旭日旗和膏药旗互相交错五五开，和当年鬼子军事基地一样，后面校方“致歉”之后网上反而找不到清晰的图了，你懂的。<img alt=""[吃瓜]"" class=""small"" src=""//i0.hdslb.com/bfs/emote/4191ce3c44c2b3df8fd97c33f85d3ab15f4f3c84.png@100w_100h.webp""/>",,,,,,,,
12,"限韩令有了，限日令也整上吧，我看某些人已经被日化的差不多了，字里行间都是鬼子味<img alt=""[尴尬]"" class=""small"" src=""//i0.hdslb.com/bfs/emote/cb321684ed5ce6eacdc2699092ab8fe7679e4fda.png@100w_100h.webp""/>刚从一日本相关视频下过来，底下评论一堆围中救日的给我整吐了",,,,,,,,
13,不知道为什么我感觉南京憨憨很多 之前不是有个什么鬼日本鬼子挂个牌求原谅 然后抱一下的吗 还真有人愿意抱,,,,,,,,
10,"日本人的孽种。<img alt=""[吃瓜]"" class=""small"" src=""//i0.hdslb.com/bfs/emote/4191ce3c44c2b3df8fd97c33f85d3ab15f4f3c84.png@100w_100h.webp""/>",,,,,,,,
9,"日语系的不认识日本旗？xswl<img alt=""[辣眼睛]"" class=""small"" src=""//i0.hdslb.com/bfs/emote/35d62c496d1e4ea9e091243fa812866f5fecc101.png@100w_100h.webp""/>",,,,,,,,
9,不知道是什么旗就挂出来？这话我儿子都不信，一个大学生连几岁小孩都不如呗！,,,,,,,,
8,211大学生日语系南京人不认识日本旗网上买不到的禁旗，看来是自己特意做的为什么做成军旗？参考网络图片？网络图片搜索日本旗都搜不到旭日旗,,,,,,,,
8,大学生不认识日本国旗？那还是勒令退学吧……,,,,,,,,
8,直接退学吧，严肃处理,,,,,,,,
10,说这有意义么，是以客观事实入罪还是以主观意愿入罪心里没点数么，这事都能拿来洗就很不靠谱,,,,,,,,
7,这是看日漫把脑子涉出去了？,,,,,,,,
7,南京怎么总在这种事上出幺蛾子？这个世界最后一个人原谅了日本也轮不到南京出场。,,,,,,,,
7,这是南京啊！南京啊！,,,,,,,,
7,所以，他为啥要挂日本旗呢，要表达个什么意思呢,,,,,,,,
6,热度下去了，哎,,,,,,,,
6,开除国籍,,,,,,,,
6,旭日旗?沾了血的狗皮膏药吧,,,,,,,,
5,对不起，这不勒令退学，我看不起这学校。,,,,,,,,
5,我不相信一个中国成年人不认识那玩意,,,,,,,,
5,无意？这种举动没有无意一说，说无意就是纯耍流氓。,,,,,,,,
5,现在大学生娱乐生活很丰富，没看过球赛吗，女排应该看过吧，怎么揍得日本，国旗没看过我不信,,,,,,,,
4,南京师范大雪正常考试上来的文科生不认识，还是学日语的……明显是夹带私货,,,,,,,,
4,"举德3旗都比举旭日旗强<img alt=""[笑哭]"" class=""small"" src=""//i0.hdslb.com/bfs/emote/c3043ba94babf824dea03ce500d0e73763bf4f40.png@100w_100h.webp""/>",,,,,,,,
4,"🇯🇵认识是没救了，不认识也是没救了，埋了吧<img alt=""[doge]"" class=""small"" src=""//i0.hdslb.com/bfs/emote/bba7c12aa51fed0199c241465560dfc2714c593e.png@100w_100h.webp""/>",,,,,,,,
3,文化入侵真是防不胜防。,,,,,,,,
3,这种的要政治课能给及格，那么学院的政治系的教授们集体去师祖碑前跪罪吧，以反国反动的名义吊销学籍也不算特别过分,,,,,,,,
3,在211师范大学，而且还是南京，就这玩意还是大学生，死刑吧，愚昧无知，空有一身教科书知识，历史白上了？,,,,,,,,
3,直接开除，有很多人是精神日本人,,,,,,,,
3,南京人丢脸不,,,,,,,,
3,混入了小鬼子,,,,,,,,
3,"我可不信他不认识<img alt=""[哈欠]"" class=""small"" src=""//i0.hdslb.com/bfs/emote/888d877729cbec444ddbd1cf4c9af155a7a06086.png@100w_100h.webp""/>",,,,,,,,
3,这不是边远偏僻山区，这是资讯发达的沿海地区，你问他父母生日，他可能不清楚，你问他这个是什么旗，他有可能会不知道？,,,,,,,,
3,"不用辩解了，绑出去枪毙一个半小时!<img alt=""[OK]"" class=""small"" src=""//i0.hdslb.com/bfs/emote/4683fd9ffc925fa6423110979d7dcac5eda297f4.png@100w_100h.webp""/>",,,,,,,,
3,军迷不请自来，小学就认识了,,,,,,,,
3,"那人怕不是傻子<img alt=""[辣眼睛]"" class=""small"" src=""//i0.hdslb.com/bfs/emote/35d62c496d1e4ea9e091243fa812866f5fecc101.png@100w_100h.webp""/>",,,,,,,,
3,想让他社死,,,,,,,,
3,这还是南京，这得严查,,,,,,,,
3,故意的，抖机灵,,,,,,,,
2,汉奸什么时代都有，在什么时代都该死。,,,,,,,,
2,真恶心,,,,,,,,
2,这是二鬼子吧，见一个灭一个。其实林子大了哪个国家的二鬼子都有很多，希望早一点发现吧。,,,,,,,,
2,丢人 学校也有问题,,,,,,,,
2,杀！！！！！！！！！！！,,,,,,,,
2,"南师大牛逼啊<img alt=""[热词系列_知识增加]"" src=""//i0.hdslb.com/bfs/emote/7496ff01fbac5304aa807732f1531d5986a0dfc3.png@100w_100h.webp""/>",,,,,,,,
2,建议死刑立即执行,,,,,,,,
2,"鬼灭之刃主角得耳环不就是旭日旗？你们不照样看的津津有味<img alt=""[微笑]"" class=""small"" src=""//i0.hdslb.com/bfs/emote/685612eadc33f6bc233776c6241813385844f182.png@100w_100h.webp""/>咋就没几个人冲了鬼灭",,,,,,,,
