链接,标题,播放数量,弹幕数量,发布日期,点赞数量,硬币数量,收藏数量,转发数量,评论数量
https://www.bilibili.com/video/BV1Ev411v7Gm?from=search&seid=14204589028410475788,1937年南京沦陷前逃难的老百姓。,80000.0,145.0,20200731.0,1910.0,113.0,774.0,113.0,200.0
评论点赞数,评论内容,,,,,,,,
462,20世纪30年代，日本侵略者抢占了中国东北地区，为了实行殖民统治，日寇急需将本土民众迁到东北地区，以维护自己的统治。可是用什么方法呢？很简单！由于日本常年发动战争，导致国内民不聊生，于是他们就以“东北到处是大豆和粮食”的口号，吸引了一大批怀揣着梦想的日本民众。可是，战争的残酷粉碎了这些人的梦想，1945年日本战败以后，政府自顾不暇，哪有时间管他们？于是这些抱着“发财梦”的日本民众漂洋过海地来到这里，却发现自己根本没有能力回去。当时，不计其数的日本民众赶到长春，打算从这里坐船回日本。他们没有任何生活来源，只能住在火车站及周围，最大的希望就是能在积蓄花完前回到日本。如果光是大人还好，撑一撑就过去了，可是不少日本民众都有了家庭和孩子，那些孩子可经不起这种折磨。为此，不少日本民众采取了极端的处理方式。为了能安全回到日本，有的父母抛弃了他们的孩子，任他自生自灭；有的父母则直接弄死了孩子，就地埋葬；而那些会汉语的父母则苦苦哀求东北的老百姓，希望能他们能收留自己的孩子。面对这种情况，东北人民一开始也是手足无措，不知道该怎么办。那些曾经犯下暴行的敌人，现如今却来乞求自己，想想都让人心酸。然而，战争的残酷并没有泯灭我们中国人的人性，东北人民及时伸出了善良之手，全部接收了那些日本遗孤。据统计，二战后留下的日本遗孤将近5000名，其中最大的十来岁，最小的仅才几个月。知道也意味着什么吗？五千名遗孤就意味着五千个中国家庭，就意味着一万名中国父母付出了超越血缘和怨恨的心血，把他们一个个抚养成人！李淑贤年轻时被日本人击中腹部，失去了生育能力，可是她收留了流落街头的青山百惠，并把她抚养成人，甚至出钱让青山百惠回国寻亲。李淑贤平静说道：“我永远也忘不了他们的暴行，但我是个中国人，还是个母亲。”也许他们不会明白，但是中国人这三个字足以说明一切。如果我们任那些孩子自生自灭，甚至将他们杀死，那么我们和他们又有什么两样呢？我们因为大爱而放弃小爱，但我们并不会因此放弃当年的伤和痛！参考资料：《母之爱：中国母亲和日本遗孤的故事》《中国养父母历史档案》,,,,,,,,
215,12月4日，日军摸到了南京界碑，进入南京郊区。5日，南京守备部队全部到达南京。8日，芜湖沦陷，南京路上通道被全部堵死。9日，日军抵达南京城下。10日，日军要求南京守军投降，守军拒绝。11日，双方激战，南京外围阵地过半沦陷。12日，军事委员会致电守军，可自行组织撤退。13日，凌晨时分，36师渡江，74军5千余人突围渡江，83和66两军共3个师，1万余人往芜湖突围成功。13日，凌晨3时30分，日军进城…,,,,,,,,
256,没资格替他们原谅日本， 曾经侵略过我们国家的，一定要提高警惕,,,,,,,,
153,走了好啊，走了不受罪,,,,,,,,
585,历史不会忘记，我们要警惕的不是日本人民而是日本军国主义乃至全世界的法西斯主义,,,,,,,,
95,二战日本民众是不是无辜的?不是的，他们没那么无辜，射向异国受害者的子弹，是他们生产的，侵略他国的士兵，是他们中的子弟，昭和时代的多数日本人，或多或少、直接间接的有责任在。但若问他们是不是法西斯的受害者，他们也确实是法西斯战争的受害者。这并不矛盾，人，人民，人群中的最大集体，他们不是最好的也不是最坏的。他们不好不坏，趋利避害，被时代裹挟，受环境影响。他们有时候是奴隶主皮鞭下温顺的两脚牲口，有时是所到之处寸草不生的暴民。有时自私麻木到不可救药，有时却会做出令人肃然的牺牲。学校里腼腆的日本少年，跑到异国战场上却能化身杀人取乐的异兽；中国淳朴憨厚的乡间学生，却能在文革红海时和自己父母划清界限、把怀孕的恩师殴打流产；以民主法制自豪的美利坚青年，到了伊拉克会偷偷的把少女绑进军营；在战场上为解放事业浴血的苏维埃战士，回国后会为了往高爬把战友陷害进古拉格。每一个国家民众都是一样的，他们的属性，取决于大环境的属性。所以我们今天才要提防任何打着各种幌子、实质上是法西斯和军国主义内核的各种主张，因为一旦这些精神纳粹、精神种族主义者、精神军国主义者。这些在本质上和那些极端日本人一样————真正的精日分子们，一朝得势，哪怕是我们的民众，也会一夜之间被变成你不再认识的恐怖集团。我说这些不是想比烂，而是告诉你在这个问题上按民族分敌我是很逗比的行为，因为法西斯是不分国籍的，死在说中文的法西斯分子手里并不比死在说日语的法西斯分子手里更幸福。我们抗战抗的是法西斯，而不是日本民族。所以我们纪念二战胜利，一直是说纪念反法西斯战争胜利。法西斯这个东西害人也害己，所以凡是法西斯军国主义分子，不管他们是日本人德国人意大利人还是中国人，其疯狂残忍的程度都是相差无几的，他们都是我们的敌人。如果认识不到这点，不去反法西斯而去片面反日的话，最直接的恶果就是造就出本民族的法西斯分子。比如在这个问题和相似问题下总有鼓吹同态复仇，满嘴“要杀回来”的某些人，这些人才是真正的“精日”，他们的思维和三观跟当年的昭和男儿没有任何区别。,,,,,,,,
44,还是那句话，你看日本动漫，用PS4玩着日本游戏我不会说你什么。因为我跟你们一样。但我还是希望在国家问题上站在祖国这边，而不是用什么感受什么动漫文化，我国做不出来这种游戏的屁话来给大屠杀，侵略战争来洗地。,,,,,,,,
67,只要日本不正视、道歉，我是永远不会原谅的,,,,,,,,
