链接,标题,播放数量,弹幕数量,发布日期,点赞数量,硬币数量,收藏数量,转发数量,评论数量
https://www.bilibili.com/video/BV1ZW411h7R1?from=search&seid=4392260229409422781,80年前，他拍下南京大屠杀动态影像,727000.0,7578.0,20171213.0,11000.0,2116.0,10000.0,1834.0,1480.0
评论点赞数,评论内容,,,,,,,,
7347,毕竟没有经历过战争的我们，永远都没有资格去替那些死了的人，原谅他们。,,,,,,,,
2858,我不懂，在这个视频里面为什么还有人一直在强调自己很喜欢日本，很喜欢日本人民。显得自己很客观很与众不同很独特？麻烦看这种视频的时候带着敬畏之心好吗？弹幕里说喜欢日本人民那位，我无话可说，你这么喜欢日本人民怎么不去当日本人？怎么不如想想当年你的同胞是怎么被迫害的，我不是一竿子打翻一船人，日本人当然有好有坏，在这种视频里面说自己很喜欢侵略国家的人，难道不是有病？今天看《拉贝日记》里面记载的南京大屠杀记录，从一百多页到五百多页每隔几个日记都会有日本暴行的记录，看到三百多页的时候整个人觉得呼吸都困难，真的在那种情境下感受到的震惊和痛心是剧烈的，当时南京真的是人间地狱，尸体都是用来铺路的，汽车要出城，就要从尸体上碾过去，再去看看慰安妇纪录片，有什么脸在这里嬉笑说喜欢日本。今天看了很多关于南京大屠杀的纪录片，没有一个片子像这个这样，弹幕里面这么多智障。最后，我声明，对日本喜欢不起来，但是也没说全部日本人怎么怎么样，如果有以偏概全想来diss我的人，请绕道！,,,,,,,,
1762,很多日本人主观地认为我会为轰炸广岛内疚，生活在良心的谴责中，事实上，我为什么要内疚？我亲眼看过南京大屠杀的记录片，记录片里日本兵用刺刀把胎儿从中国孕妇肚子里挑出来的暴行并不比我向他们扔原子弹仁慈多少，日本人只强调他们挨了原子弹轰炸，却没有想过为什么挨原子弹。——保罗·蒂贝茨(轰炸广岛的飞行员),,,,,,,,
1201,看过一个日本动漫叫“在这世界的角落”，讲二战的，里面描述了女主经历二战和广岛原子弹爆炸的故事，但是我看得很不舒服，我很清楚的记得里面一个细节，女主，一个平民，在日本投降的时候，哭得泣不成声，还对天质问为何要投降，为什么有人总认为日本民众真的那么无辜，这个动漫大家可以搜一下，不但在日本票房好，在日本本土还获了大奖，被认为与那个你的名字还要优秀，从它的高票房和高口碑就可以看出，大部分日本民众，恐怕觉得本国当年的侵华屠杀行为是正常甚至是有民族大义的，我不是说广岛长崎的人不可怜，而是日本人完全没有意识到自己当年行为是血腥残暴的，日本人，包括政府，包括民众，真的完全无辜吗？日本人，包括政府，民众，真的有为当年的行为忏悔吗？也许他们后悔，但是后悔可能不过是当年CCCP和USA的施压下竟然就屈服的事实罢了,,,,,,,,
3820,今天的南京，一定会很多人吧。因为他们都回家了……(´･_･`),,,,,,,,
969,我們沒有資格替300000亡魂說原諒,,,,,,,,
683,我们在等日本认罪，然而他们在等那些见证罪行的人死去……,,,,,,,,
585,之前有个朋友，在我面前说他对日本的看法，说他就是喜欢日本，所以以前日本做过些什么，在他看来都无所谓。后来我就没和他说过话了，第一次觉得竟然有人是可以这样恶心的,,,,,,,,
