链接,标题,播放数量,弹幕数量,发布日期,点赞数量,硬币数量,收藏数量,转发数量,评论数量
https://www.bilibili.com/video/BV1MD4y1U7T3?from=search&seid=17193688311377318020,南京大屠杀铁证，日军“百人斩”竞赛，手段残忍至极！,49000.0,113.0,20200803.0,1452.0,107.0,339.0,185.0,140.0
评论点赞数,评论内容,,,,,,,,
388,日本人只会屈服于强者，你弱小他们就肆意妄为，在他们的世界里这就是天经地义,,,,,,,,
262,旅顺大屠 杀（公元1895年）雾社大屠 杀（公元1930年）上海一.二八大屠 杀（公元1932年）平顶山大屠 杀（公元1932年）新宾大屠 杀（公元1932年）西宝屯大屠 杀（公元1932年）榆城大屠 杀（公元1933年）临江大屠 杀（公元1933年）依兰大屠 杀（公元1934年）老黑沟大屠 杀（公元1935年）天津大轰炸（公元1937年）金山卫大屠杀（公元1937年）上海大轰炸（公元1937年）罗径大屠 杀（公元1937年）阳高大屠 杀（公元1937年）苏州大屠 杀（公元1937年）南京大轰炸（公元1937年）南京大屠 杀（公元1937年）武汉大轰炸（公元1938年）重庆大轰炸（公元1938年）成都大轰炸（公元1938年）延安大轰炸（公元1938年）兰州大轰炸（公元1939年）潘家峪大屠 杀（公元1941年）上饶细菌战（公元1942年）厂窖大屠 杀（公元1943年）桂林七星岩大屠 杀（公元1944年）,,,,,,,,
214,"日本人如果再不认真对待历史，不进行自上而下的忏悔，以后可能就没机会了<img alt=""[笑]"" class=""small"" src=""//i0.hdslb.com/bfs/emote/81edf17314cea3b48674312b4364df44d5c01f17.png@100w_100h.webp""/>",,,,,,,,
227,我就恶心那种小学生，拿什么日本老爷爷来中国下跪忏悔洗白白的，以偏概全，说当时日本人也是有理智的，有有什么用？不还是打咱们了吗，杀了多少人，心里没数吗？我们这边原来就被屠过，肠子直接挑出来，还搁那里扣理智爱国的帽子，我tm现实直接抽他大耳帖子,,,,,,,,
124,是1937年12月至1938年日本在中华民国首都南京制造的惨绝人寰的大屠杀。,,,,,,,,
94,这个视频不该被限流。,,,,,,,,
107,b内有精日！,,,,,,,,
63,"网络上有个嘲讽现在抗日神剧表情包，里面内容是这样子的中国人：为什么你们小日本不肯承认中国的抗日史日本人：承认什么，承认你们中国人，八百里一枪干掉我们日本人的机枪，手榴弹炸飞机，子弹拐弯，还是裤裆藏雷？中国人：闭嘴别说了<img alt=""[笑哭]"" class=""small"" src=""//i0.hdslb.com/bfs/emote/c3043ba94babf824dea03ce500d0e73763bf4f40.png@100w_100h.webp""/>",,,,,,,,
