链接,标题,播放数量,弹幕数量,发布日期,点赞数量,硬币数量,收藏数量,转发数量,评论数量
https://www.bilibili.com/video/BV1G741167uN?from=search&seid=14747760683923945947,南京大屠杀是谁犯下的罪行？原来并不是每个人能脱口而出,59000.0,759.0,20200130.0,870.0,20.0,179.0,191.0,340.0
评论点赞数,评论内容,,,,,,,,
556,问：南京大屠杀你知道是那个国家犯下的罪行吗？路人：......是...日本....吗？（尬笑）问：你知道死亡人数有多少吗？答：不清楚/不知道.....（尬笑）,,,,,,,,
527,从2014开始年年国家公祭，居然有人忘记国耻，还有脸笑，他是怎么笑出来的，真的看到这种人心都凉了,,,,,,,,
299,"如果连国耻都不能记住，那表面再鲜艳又有何用，内心再唯美又有何用<img alt=""[笑]"" class=""small"" src=""//i0.hdslb.com/bfs/emote/81edf17314cea3b48674312b4364df44d5c01f17.png@100w_100h.webp""/>",,,,,,,,
237,是不是日本?这个回答我是最服的,,,,,,,,
215,我看了几个视频我就感觉出来不对了，这个自媒体剪了一些视频，还可能找的托儿，煽动民族危机和民粹，他专找一些国家常识类题目然后剪下片段引战,,,,,,,,
121,"明显只播自己想播的<img alt=""[嫌弃]"" class=""small"" src=""//i0.hdslb.com/bfs/emote/de4c0783aaa60ec03de0a2b90858927bfad7154b.png@100w_100h.webp""/>",,,,,,,,
159,觉得耻辱，居然笑着说还不知道，天呐，国人啊，这段历史是绝对不会忘记的,,,,,,,,
104,举报了，这就是故意剪出来的，这个不能说全知道吧，但我身边大部分人都能脱口而出，绝不是视频中连哪个国家都不确定。,,,,,,,,
37,这TM都能笑，南京大屠杀死了37万，这不是身为中华儿女应该刻在脑海中铭记在心的吗？,,,,,,,,
33,从哪找的啥b都是,,,,,,,,
35,娱乐至上社会的悲哀,,,,,,,,
25,"我想不明白，他们有什么资格在回答这个问题的时候嬉皮笑脸，简直数典忘祖<img alt=""[阴险]"" class=""small"" src=""//i0.hdslb.com/bfs/emote/ba8d5f8e7d136d59aab52c40fd3b8a43419eb03c.png@100w_100h.webp""/>",,,,,,,,
29,我觉得像演的，义务教育不可能不教,,,,,,,,
24,说真的，我很震惊，很震惊，这些人都没上过学吗？没上过学也就算了，活这么大年电视都没看过吗？我。也就是本人妥妥的学渣一枚，而且是渣的不能再渣的那种了，我都能说出来，一群人看着人模人样的，简直是耻辱，这才多少年都忘的这么干净了。,,,,,,,,
23,"<img alt=""[吃瓜]"" class=""small"" src=""//i0.hdslb.com/bfs/emote/4191ce3c44c2b3df8fd97c33f85d3ab15f4f3c84.png@100w_100h.webp""/>这种节目问100个有5个不知道，然而就那5个上了视频",,,,,,,,
18,1937年12月，300000,,,,,,,,
14,如果up不给个合理的理由，我们就一起举报他！煽动民族危机和民粹，专找一些国家常识类题目然后剪下片段引战……这个不知道的概论真的有这么大吗？我国九年义务教育普及的不够吗？,,,,,,,,
13,终于明白在学校周周上的团课，也不是没必要啊！！！,,,,,,,,
10,"这路人明显装出来的，谁他妈不知道啊？看表情我都想替他们哭!作者您讲点良心好吗？<img alt=""[笑]"" class=""small"" src=""//i0.hdslb.com/bfs/emote/81edf17314cea3b48674312b4364df44d5c01f17.png@100w_100h.webp""/>",,,,,,,,
10,我问了周围的朋友，都知道是日本，然后像看傻子一样看我，为什么他视频里面都不确定，一个肯定的都没有？明显是专门剪辑的不知道的，中国十四亿人口，就算99.99% 的人知道，还有万分之一的人不知道，也就是十四万人，他专门找那些不知道，或者不敢确定，不好意思说的，剪辑出来能代表真实的中国吗？典型的春秋笔法，这还看不出来？,,,,,,,,
14,问这问题还能笑出来我也是服了,,,,,,,,
9,网络上有很多专门引起争议的视频，为了热度，为了流量，专门抹黑或者断章取义，让大家评论转发，吸引流量。街头采访，有的人可能的确不知道，但不至于每个人都不知道，九年义务教育毕竟不是白上的，怎么可能什么都不懂呢？,,,,,,,,
9,说句啥b恶意剪辑不过分吧,,,,,,,,
8,别被这个号带跑偏了，看看它发的视频就知道怎么回事了。明显带节奏的,,,,,,,,
