链接,标题,播放数量,弹幕数量,发布日期,点赞数量,硬币数量,收藏数量,转发数量,评论数量
https://www.bilibili.com/video/BV1ss411e7m2?from=search&seid=4951455791367003205,南京大屠杀死难者国家公祭仪式,143000.0,3504.0,20161213.0,554.0,12000.0,4165.0,925.0,2000.0
评论点赞数,评论内容,,,,,,,,
2046,一.日本主流没道歉。（曾看过一个采访日本民众的视频，问他们是否知道【南】【京】【大】【屠】【杀】，回答不外乎以下几种:1.我不知道2.（沉默一会）我不知道3.听说过（没了，就这三个字）4.（只是笑，不说话）5.最后一位日本女士的回答令人印象深刻:知道，我觉得中国人有点得寸进尺，因为明明已经道过歉了，为什么总是咄咄逼人让我们道歉。这些人当然不可以代表所有日本人，日本人中也不乏那些曾为侵华战争期间犯下的错误而愧疚，且在背负罪孽一生的自责中渡过的老兵，或者一生都在为让人们知道***这个真相而奔波的有良心且极具历史责任感的人。但，我们起码可以从这些随机采访的各个年龄段的日本民众中，大略看出他们对于这段历史的态度。二.从二战电影中看看德日的不同:豆瓣有一段评论:我并不反对日本和德国拍反映自身战争伤痛的作品，关键是现在日本很多二战影视只是单纯地喊冤喊痛，并没有反思社会本身的问题。相较之下大部分德国的二战片都会从各种角度思考自己当初为什么会走向失控，或者从领导层（帝国的毁灭）、或者从军人（从海底出击）、或者从犹太人（何处是我家）、或者从普通人（偷书贼）、或者从青少年（最后的桥）、或者从帮凶（生死朗读）、或者从现在的人（过客的忧伤）、或者从人性（浪潮）、或者从战争本身（我们的父辈）、甚至是从“反思二战”这点本身（缄默的迷宫）……   以上我列举的这些冰山一角的作品，单独列出来看，它们都是从特定的某个角度来看待问题，但把它们综合起来时，你就会看到德国人的确非常认真地思考他们为什么当年会那么疯狂，这种反思不是单纯地来一句“不好意思给你们添了麻烦”，也不是将责任全部推给希特勒一个人　　而这些是“现在”日本影坛所缺乏的（我强调“现在”就是因为日本过去有并且很流行，主要都在上世纪，日本并不是像大陆宣传的这样是一个“美化侵略战争”、“否认南京事件”、“从不作战争道歉”的国家）。翻阅日本近几年的主流二战影视，其格调几乎是清一色的“我们好惨、我们好惨、我们真的好惨哦”，然后没了，什么都没有了，完全没有一丝其他内容，没有反思社会，没有批判军政府，当然也没有美化战争，只有一句唐伯虎口中的“这难道还不够惨吗？”。【原文地址】：https://m.douban.com/movie/review/7614777/,,,,,,,,
2356,南京下雨了啊，连老天都在哭(´；ω；`),,,,,,,,
2011,今天，叙利亚，政府军收复了阿勒颇的大部地区。***国家公祭日。八国联军今犹在，只是列强改。曾经艰难爬起志在屠龙的少年，看着新罗马的王座，身上或许已隐约有了灰色的鳞片。但能够主宰自己的命运，并有所期盼，总归是好的。12.13下午写于青岛，曾被德国和日本占领的海湾。,,,,,,,,
630,南京人表示，对b站现在某些评论者的观念感到寒心。我只是想发表一下我自己的看法。1.我同意b站是一个以二次元动漫为主的地方，但这并不意味着在b站就不能发这些视频啊。2.我见到有人说，年年都有，为什么每年都要提这个话题？说句不好听的，你家里先人走了，难道你家不会年年祭奠吗？3.还有说南京博取同情吸引眼球的，我想问一句，你知道“郭佳，公祭日”是什么意思吗？4.岛国二次元，动漫方面做的很棒我不否认，如果不喜欢二次元不喜欢动漫我想几乎没有人会来b站？但是，这不意味着岛国曾经做过的一切错事都能被忽略，被遗忘。5.最后，我只想说，wu wang guo chi jing zhong chang ming，不是说我们要揪着什么事不放，而是希望能正式历史，牢记历史，这样才更会有进步发展的动力。（第一次发表长评，以上话语并不代表所有南京人，而只是作为一个南京人想要说的话。可能话语中有过激和不对，我先说抱歉了。）,,,,,,,,
459,我最烦这种都是日本 政 府的错，老百姓都是无辜的言论！我看过的纪录片看过的资料里面，都是听说自己的儿子去中 国参战，激动的语无伦次，甚至还有为了丈夫没有牵挂自杀的，冰冻三尺非一日之寒，没有强大的民意，单凭那几个人能发动战争？现在的安 倍能执政到现在还不是有很多人支持，日 本是一个什么样的民族大家都心里清楚，自欺欺人真的就能让自己好受？就像有人说过，你只有把日 本按在地上，打个半死，然后问他服不服，他要是喊不服就接着打，一直打到他喊我服了，他才会真正的服你，老美就是一个好例子！,,,,,,,,
339,弹幕里说日本人民无辜的。建议看看12.13日，日本人自己网站上的最新评论。随便一条“***中国人编出来的”就有六千多赞，更别提其下三滥的评论了。“都是日本政府的错，日本人民无辜”？这是我听到最可笑的笑话了。,,,,,,,,
279,曾看过某位楼主精炼的总结:（有符合的，不要犹豫了，请自行对号入座）搞事的不外乎就这几种，而且永远就这几种。1.动漫强于历史论2.日本人民无罪论3.日本统治世界论4.中共抗日有罪论5.本站不谈国事论6.抗日关我屁事论7.打了日本我怎么看动漫论8.少数民族等同日本论9.有本事砸日货论10.爱谁谁统治只要不是中共论11.我只爱土地不爱中国人政府没准日本来更好论12.你们都是垃圾只有我配统治中国论13.老子就是收了钱的你能把我咋滴论以上13种均为攘外必先安内对象,,,,,,,,
277,广岛和长崎也是假的吧，据说是因为前线缺乏军粮所以屠杀了两座城市的居民作为口粮，借口遭到了恐怖炸弹的袭击而已。日本人真是卑劣的民族啊，这种事几千年来一直在日本的土地发生，被芥川龙之介隐晦的记载在河童国一文之中。 如果真是遭到了巨大威力炸弹的袭击，又是怎么知道死亡人数的呢？户籍档案也毁在爆炸中了吧。正是因为把国民像猪一样排队赶进屠宰场，才能把死者的名字都刻在纪念碑上。没想到反而因此露出了马脚。 如今日本人自己建造的广岛纪念公园就是爆炸不存在的铁证。任何人仔细一想就知道，处在所谓爆炸中心的房子怎么可能只是没了屋顶。不，正是这种漫不经心敷衍民众的态度才是最可怕的。 而且被炸之后，日本军队为什么不为死去的国人报仇呢？正是因为知道了手里罐头的原料而产生了厌战心理，所以才这么快投降。 至于说爆炸幸存者什么的，就更是彻底的谎言。流传到现今的恐怖照片中的人物，其实都是当时日本上层献给美军sm的玩物。真是可怕的民族，为了保全天皇等高层的性命，毫不犹豫的出卖了无辜的国民。反而恬不知耻的把一切归结于什么大爆炸。,,,,,,,,
269,不应该抢楼的，毕竟纪念日,,,,,,,,
172,没人有资格可以代替那些死难者，去原谅日本。历史是记录，不是遗忘，不是说是历史，就代表否认它的存在。那些说原谅的，请你们闭上嘴！他们还没有正式道歉过，还远远没有到原谅这个环节！,,,,,,,,
164,我记得之前看过几个日本人的评论映像深刻，就是关于韩国慰an妇的事件评论，日本人说，“对于慰an妇我们已经道过歉了啊，怎么老揪着不放，我们国家不也有这种妇女吗，不是很正常吗，她们也是一种职业付出奉献，她们很了不起，为什么要贬低她们”。大概是这样的评论，我当时看完之后突然就明白了，原来如此，日本人就是这样的人性啊。做再低贱的事情也能找到人性的美好闪光点，这太可怕了，看看日本那些关于特殊行业的剧，明明就是很low的事情，却还非要拍的健康积极向上。日本这样的民族，表面上似乎平等温柔，实际上只是害怕被戳穿给自己的负面找理由罢了。不管做什么事情，都能找到正面的理由来美化自己，毫无道德底线。就像大屠杀一样，他们还觉得他们是在拯救东南亚呢，而我们是不知感恩捏造历史,,,,,,,,
145,b站真是够了呵，我不反对二次元文化入侵，但是400多评论就9000次观看，莫些文字还屏蔽，呵呵，你做得好啊b站！！！！！！！！！,,,,,,,,
133,AKB48要来中国发展作为一个参拜过靖国神社的团队，要让她们在中国一分钱也拿不到,,,,,,,,
130,我最讨厌有一种人，不明白什么情况，就劝你要大度的人。你要离这种人远一点，因为雷劈他的时候，会连累到你。——《环球时报》,,,,,,,,
127,爱好和平的日本人民选出了安倍政府，在他们越来越右翼的时候支持率高居不下，可以，这很“爱好和平”，这很“日本人民”,,,,,,,,
117,"B站为了不让视频上首页连播放了都给砍了，好b站你不是怕日本股东撤资或日本up主看吗?那么我偏要<a data-usercard-mid=""1643718"" href=""//space.bilibili.com/1643718"" target=""_blank"">@山下智博 </a> 一下",,,,,,,,
102,我们没有资格替死者说出原谅,,,,,,,,
96,还有在那儿说要去原谅的国人们。人家日寇都还没道歉，你原谅什么？你哪里来的原谅？你有什么资格代替三十万冤魂原谅？,,,,,,,,
87,原子弹下无冤魂，不要说什么大.屠杀不关日本人民的事。当年大屠.杀报道传回去的时候，日本人认为这是荣耀。媒体大幅报道日本军官杀人比赛，老百姓会一无所知？不过是不想承认罢了。有些日本人说中国是不是太矫情了。我想说，那是因为日本人毫无对战争的反思。否则靖国神社那些双手沾满鲜血的恶魔，日本人为何年年祭拜，不还是把侵略当成荣耀的往事呗。日本不是没人反思，日本有侵华老兵的忏悔回忆录，但这些忏悔者是遭到日本国内歧视的，这就很说明问题了。,,,,,,,,
82,原谅不原谅的问题，用普京的一句话啊：原谅他们是上帝的事情，而我们的事情就是送他们去见上帝！ヽ(`Д´)ﾉ,,,,,,,,
80,受害者们都没说原谅，给日本洗地的那群婊.子媽养的日杂凭什么原谅？？？我今天就算被举报被封号也要骂一遍，一群哈日哈到没脑子的死比玩意,,,,,,,,
75,昨天翻墙进入日本官网，日本网民对此态度为“本来就没有的事，每年说这个有意思吗”。这就是为什么我混二次元而讨厌日本人的原因,,,,,,,,
70,在这里特别安利一位美籍华裔女作家:张纯如在西方人们还未真正了解关于中国1937年的***时张纯如通过大量的取证研究并著写了当时全球最畅销的纪实小说《被遗忘的***》小说叫好又叫座而张纯如本人也得到了巨大的荣誉并在各类演讲席上***作为一名人权卫士她呼吁号召全世界的人们拾起良知铭记历史然后张纯如也时常遭到日本军国势力的威胁她不得不多次更换自己的手机号码尽量保护自己的隐私右翼势力认为她捅出了一个巨大的篓子却忘记了她只是一个女人一个母亲2004年张纯如因重度抑郁症而饮弹自尽英年36岁她肩负着30万英灵的苦难怀揣着对世界和平的信念将自己的灵魂燃烧在了人世佳人已逝唯有笑颜永存于心。,,,,,,,,
66,微博上看见一个评论：日本人：有小礼 无大义,,,,,,,,
64,泱泱华夏，赫赫文明。仁风远播，大化周行。洎及近代①，积弱积贫。九原板荡，百载陆沉。侵华日寇，毁吾南京。劫掠黎庶，屠戮苍生。卅万亡灵，饮恨江城。日月惨淡，寰宇震惊。兽行暴虐，旷世未闻。同胞何辜，国难正殷。哀兵奋起，金戈鼍鼓②。兄弟同心，共御外侮。捐躯洒血，浩气干云。尽扫狼烟，重振乾坤。乙酉既捷，家国维新。昭昭前事，惕惕后人。国行公祭，法立典章。铸兹宝鼎，祀我国殇。永矢弗谖③，祈愿和平。中华圆梦，民族复兴。（复制）,,,,,,,,
62,看到一条评论：日杂于是有人回复：爱国婊我是不知道心理怎样扭曲的人才能打出爱国婊这三个字，可能他父母都是当时日。。本。。人QJ生下来的吧，再次声明，你可以骂这个国家，但是你不能不爱这个国家，屎可以乱吃，但话你他／妈不能乱讲，这么喜欢日／本，这么讨厌中国，***可以滚，可以移民，没人拦着你，一直跪舔有意思？赶紧扒拉扒拉滚去你憧憬的日／本去,,,,,,,,
56,79年前，日本人在南京屠杀中国人，无数人被屠杀79年后，精日在为日本爹洗地，日本人在否定历史时间真是个神奇的东西，精日真是个神奇的畜生，日本真是个神奇的国家。精日们，我求求你们在这几天能不能消停一点，你们最近的表现真的让我为你们的父母和祖辈悲哀。,,,,,,,,
55,"地摊文大概类型：美国霸气小护照，德国良心下水道，全民医疗索马里，俄国白送房一套,印度恒河有疗效，日本夏令营呱呱叫，被泼咖啡撒切尔，蒋公诺曼底逞英豪。舌尖韩国很美妙，英国美食就是好，喜迎民主伊拉克，阿富汗自由炮火少。乌克兰个个有选票，不丹生活质量高，若问全球哪里差，最大输家我tc。",,,,,,,,
49,他们还没有承认，有些人先要抢着原谅了，呵呵，你有资格去替30万冤魂原谅吗。对手无寸铁的平民极端虐杀，十几天总共杀了30万，在二战时期这样的暴行除了日本有谁能做得出来？纳粹都相形见绌。曾经有人夸日本人素质好，说万人体育场活动过后一张纸屑都不留，这和入侵南京城后一个活口都不留一个道理，一个极守规则但道德底下的民族。看日漫玩日游用日货没错，但如果因此就被***神经忘了过去的话，可悲，可笑，可恨。,,,,,,,,
