链接,标题,播放数量,弹幕数量,发布日期,点赞数量,硬币数量,收藏数量,转发数量,评论数量
https://www.bilibili.com/video/BV1jJ41197xr?from=search&seid=1750330274017779470,"豆瓣8.3,99%的人都不知道的惨剧！删掉所有不和谐镜头依然让人恐惧的后背发凉！",160000.0,1033.0,20191128.0,9643.0,7498.0,2527.0,884.0,300.0
评论点赞数,评论内容,,,,,,,,
819,种族灭绝屠杀从未远去，从二战，到战后如卢旺达大屠杀，贝鲁特大屠杀，IS屠杀等等。在中东非洲，这种悲剧甚至现在还在上演。我们没有生活在和平年代，只是生活在和平的国家。,,,,,,,,
341,太揪心了，太可怕了，太气愤了,,,,,,,,
218,把孩子放在草垛中间点火那点，我是真的心惊了。,,,,,,,,
298,最后一句话好评，国家强大才有好命。这里暴行跟日军不相上下，战乱中遇到没有军纪的队伍就是悲剧,,,,,,,,
209,以前看了这个觉得人性真的好可怕，昨天还是和睦的邻居第二天就变成杀你一家的魔鬼，本来和和睦睦的村名，结果成那样了，面对救过自己的人也能拔刀相向,,,,,,,,
77,无法想象21世纪在别的国家还上演着同样残暴的战争，唉，我们真的生活在和平的国家而不是和平的世界，当觉得人生困难坚持不下去的时候多看一些这样的好电影，人生真的会有新的感悟。,,,,,,,,
83,微信上早就更新好多天了，b站现在才有，，，,,,,,,,,
73,"种族主义这东西真的恶心，和种族歧视一样都会挑起战争。但是绝对地消除种族主义和种族歧视又是不可能的，真的可怕<img alt=""[无语]"" class=""small"" src=""//i0.hdslb.com/bfs/emote/44667b7d9349957e903b1b62cb91fb9b13720f04.png@100w_100h.webp""/>",,,,,,,,
64,一直不敢看悲剧，会难受很久,,,,,,,,
63,波兰人的阶级造就了双方的矛盾，苏联人的解放带来了矛盾的对立，纳粹德军的洗礼让乌克兰狂热，其实并没有谁对谁错，因为人就是不分对错。,,,,,,,,
43,"现实只会比影片更残酷<img alt=""[囧]"" class=""small"" src=""//i0.hdslb.com/bfs/emote/12e41d357a9807cc80ef1e1ed258127fcc791424.png@100w_100h.webp""/>",,,,,,,,
47,真可怕，越了解历史越觉得现在是多么的幸福，吃饱穿暖好好活着真的已经是最大的幸运,,,,,,,,
48,这里注意一下，瓦尔西一家是被愤怒波兰人杀死的，是不是很惊喜,,,,,,,,
35,看完心里凉了半截，战争杀人，杀人狂杀人……我都能忍受，最痛苦的是看完这部电影，真的不知道该恨谁，无差别的清洗，灭绝人性,,,,,,,,
31,人类从未停止自相残杀，为了各种可笑可悲的理由。,,,,,,,,
33,我国56个族只有一个名字  中华民族,,,,,,,,
26,我很可怜这些人，同时我也很庆幸自己在如今的中国，并且骄傲我们的五十六个民族团结一致,,,,,,,,
24,这个世界上，只有一支军队他弱小时不放弃希望，他强大时不欺凌弱小，他有三大纪律八项规定，他有长征精神上甘岭精神。他的名字是中国人民解放军。庆幸有PLA守护。,,,,,,,,
19,这就是—战争！庆幸我们生活在和平的年代吧，是无数前人用生命为我们创造的安稳生活，可是随着最近世界越来越动荡，我们更需要看清未来的危险，只有我们紧紧团结在一起，才能无惧强敌。,,,,,,,,
17,扁豆事在用心做视频的，有深度，有表达,,,,,,,,
22,种族主义离我们并不远，当你歧视别的种族的时候，已经是狭隘的心态了，而在b站这种心态很常见，又极易被煽动,,,,,,,,
14,宁做太平犬，不做乱世人,,,,,,,,
10,我真不知道那些废青的想法。难道要和平成了奢侈时才懂得珍惜?,,,,,,,,
