链接,标题,播放数量,弹幕数量,发布日期,点赞数量,硬币数量,收藏数量,转发数量,评论数量
https://www.bilibili.com/video/BV1hV411y7e7?from=search&seid=4392260229409422781,日本民众如何看待南京大屠杀？,681000.0,3717.0,20201020.0,11000.0,457.0,3057.0,581.0,920.0
评论点赞数,评论内容,,,,,,,,
12494,来个中国的采访。记者：你听说过广岛原子弹吗？我：哈哈哈哈，我听说过，哈哈哈哈哈哈。记者：你为什么笑呢？我：老子不知道，我TM就是想笑，哈哈哈哈哈。,,,,,,,,
5265,我一个叔是做服装鞋帽生意的。第一次和日本人谈生意时候，我叔邀请日本商人来考察。直接把日本人带到了屠杀惨案遗址参观了一上午，我叔指着那个万人坑说，日本鬼子当年在这里屠杀了一个镇。那个日本人一直在鞠躬道谦，一直在鞠躬道歉。签了合同以后，我叔说，他都做好了日本人不签合同的准备。我不知道那个日本人是不是亲华派，还是商人在演戏，但我觉得我叔做的好。我这个叔是我爸的朋友，老土一个，没什么文化。靠着运气好和胆子大，挣了点钱。妥妥的一个土暴发户，通过这件事以后，我觉得他真的很了不起。原来日本人也会道歉，原来人站着也能挣钱。,,,,,,,,
7250,我个人说一下吧，我在日企工作六年级，也经常去日本研修，日本年轻一代（25左右）的学生，基本上不会被告知的，只是有所涉及，除非是早就东亚史的，日本在明治维新，全面西化这么多年后，政府对于国民的指导教育，已经深入日本人的生活习惯中。但是如果说都不知道是不可能的，我公司的三个日籍部长，他能是五十多岁的人了，他们那个年纪是知道的，只是刻意的不会谈及这个话题，这对彼此都是比较尴尬的，也无法进行这种沉重的话题。这个视频中，有年轻的日本人是笑着在回答，作为中国人，我们是愤怒的，这种情感是真实的。但是我也希望各位能够明白，年轻人的笑并不是所谓的恶意笑，而是真的不知道，不太了解的那种尴尬的笑，但是，我也希望各位能够明白，这种笑的背后，是多么的可怕。统治机构，刻意的抹杀历史真相，人民会随着时间的流逝，真的不了解那段历史，这也会为日后的战争埋下隐患。而日本老一辈的人，内心是明白的，他们很担心有一天，如果日本政府再与中国发生战争，中国会清算日本，这种担忧，在日本人中算是少有的前瞻者。而中国如果想要杜绝这种情况，就一定会在将来，无论我们是否愿意，中日之间，还会发生战争，只有在战争中彻底的战胜并占领日本，清算日本的遗留问题，才会让历史回到本有的轨迹，真相与铁血，伴随着由上而下的指教，才会真正意义上的消弭这种民族之间的仇恨。,,,,,,,,
3069,"那女的笑着说这样把人活埋时我全身都起鸡皮子疙瘩……正常人能笑着说这样的话吗？哪怕发生在其他国家，我都不可能笑着说这样的话<img alt=""[无语]"" class=""small"" src=""//i0.hdslb.com/bfs/emote/44667b7d9349957e903b1b62cb91fb9b13720f04.png@100w_100h.webp""/>",,,,,,,,
3213,记者:你听说过广岛长崎原子弹爆炸吗？我:听说过一点哈哈哈哈哈哈哈哈嘿嘿嘿嘿嘿嘿。记者:为啥要笑呢？我:因为原子弹威力大，把它日本两个城市都翻了个底朝天呢哈哈哈哈哈哈哈,,,,,,,,
3101,哎，大多数日本人都是这样子的态度，毕竟他们的先辈做了太多孽，让他们亲口承认错误也是不大可能了，估计他们所学到的南京大屠杀都是轻描淡写的带过了，反正对这个国家这个民族还有他们的文化无感。（我知道这时候杠精又要来杠，大可不必哈，你杠就你对）,,,,,,,,
1281,松进石根你真要脸！你造成的南京大屠杀，让日本国民轻描淡写就说完了！小gz你真的知道中国的民众有多惨吗。竟在那瞎说！,,,,,,,,
1105,为啥没人问我，知不知道小男孩和胖子呢。,,,,,,,,
