链接,标题,播放数量,弹幕数量,发布日期,点赞数量,硬币数量,收藏数量,转发数量,评论数量
https://www.bilibili.com/video/BV1cD4y197Nx?from=search&seid=9057015741557747434,南京大屠杀和你我有什么关系？,401000.0,4750.0,20201213.0,53000.0,22000.0,12000.0,3996.0,1440.0
评论点赞数,评论内容,,,,,,,,
10855,"<span class=""stick"">置顶</span>忘记意味着背叛！<img alt=""[生气]"" class=""small"" src=""//i0.hdslb.com/bfs/emote/3195714219c4b582a4fb02033dd1519913d0246d.png@100w_100h.webp""/>我们不敢忘！不能忘！也不会忘！",,,,,,,,
6151,昨两天大雾，二十米之外不可见。今日大风，嚎啕呜咽，冰凉刺骨。这雾是否是死去的同胞们正在走来？这风是他们的哀嚎吗？这风是他们的不屈吗？这风是他们对仇敌的怒恨吗？这风是在问我们中国人“你们，忘了吗？”   同胞们，你们忘了吗？,,,,,,,,
4154,忘记第一次屠杀便是第二次屠杀，国人们，勿忘勿忘！,,,,,,,,
3109,一、当信任何一国之国民，尤其是自称知识在水平线以上之国民，对其本国已往历史，应该略有所知。否则最多只算一有知识的人，不能算一有知识的国民。二、所谓对其本国已往历史略有所知者，尤必附随一种对其本国已往历史之温情与敬意。否则只算知道了一些外国史，不得云对本国史有知识。三、所谓对其本国已往历史有一种温情与敬意者，至少不会对其本国历史抱一种偏激的虚无主义，即视本国已往历史为无一点有价值，亦无一处足以使彼满意。亦至少不会感到现在我们是站在已往历史最高之顶点，此乃一种浅薄狂妄的进化观。而将我们当身种种罪恶与弱点，一切诿卸于古人。此乃一种似是而非之文化自谴。四、当信每一国家必待其国民具备上列诸条件者比较渐多，其国家乃再有向前发展之希望。否则其所改进，等于一个被征服国或次殖民地之改进，对其自身国家不发生关系。换言之，此种改进，无异是一种变相的文化征服，乃其文化自身之萎缩与消灭，并非其文化自身之转变与发皇。——《国史大纲》,,,,,,,,
2781,三十万只是个约数，没有被记录下来的更多，三十四万应该也只是个可能的真实数。,,,,,,,,
2716,人在国外，现在这里是凌晨五点不到，作为一个老南京人，在今天这样的日子里心情是压抑的，是烦躁的，对于日军无差别屠杀国人和日本政府到现在为止都不曾诚恳地发自内心地道歉，我认为其非常的无耻和广大人民应谴责其丧尽天良，这是近代史上最大规模的屠杀之一，它表现了对生命的极度漠视和对人权的践踏，这是每个中国人都应该铭记的一天，这是沾满了鲜血贴在脸上的教训，我们没有什么能够慰告逝者的灵，至今都没有，正义至今没能降临在幸存者的身上，我们能做的只有以史为鉴，不断鞭策自己警钟长鸣。,,,,,,,,
2405,何止南京有30万，我华夏大地3000万同胞残死在倭寇屠刀之下，此乃亡国灭种之仇永世不忘,,,,,,,,
1469,在南京上了四年大学，看着平日里熟悉的地名，被一个一个标识出当年惨烈的状况，心里异常难受。不忘历史，砥砺向前！,,,,,,,,
1827,这不应当。没有人有资格原谅他们。,,,,,,,,
1286,勿忘国耻,,,,,,,,
1023,虞美人·回望丁未之殇于江宁迷途伶仃鸿雁哀，残垩尖霜白。遥望年前八三载，惧秦淮三十余万怪哉。喋血贺文流东京，赤血染江宁。拒不忏悔拜社靖，试问东瀛良知是已瞑？━━━━━※词是原则，不要注意平仄。希望大家不要忘记这一天，不要忘记他们拒不承认，不要忘记还有当代汉奸为他们辩护……,,,,,,,,
848,我们以国家之名祭奠，为了国殇不再重演，为了和平与正义长存！勿忘历史，吾辈自强,,,,,,,,
781,铭记历史，吾辈自强！,,,,,,,,
919,只有先辈才有资格审判他们 而我们的任务 就是送他们去见先辈！,,,,,,,,
688,那一年的冬天或许下了雪，但南京城地上的却是红褐色的血。不能忘也忘不了，我会永记着。,,,,,,,,
536,我们没有资格去原谅日本，因为不可原谅,,,,,,,,
889,"原谅他们是上帝的事，我的任务是让他们去见上帝<img alt=""[生气]"" class=""small"" src=""//i0.hdslb.com/bfs/emote/3195714219c4b582a4fb02033dd1519913d0246d.png@100w_100h.webp""/>",,,,,,,,
478,旅顺大屠 杀（公元1895年）雾社大屠 杀（公元1930年）上海一.二八大屠 杀（公元1932年）平顶山大屠 杀（公元1932年）新宾大屠 杀（公元1932年）西宝屯大屠 杀（公元1932年）榆城大屠 杀（公元1933年）临江大屠 杀（公元1933年）依兰大屠 杀（公元1934年）老黑沟大屠 杀（公元1935年）天津大轰炸（公元1937年）金山卫大屠杀（公元1937年）上海大轰炸（公元1937年）罗径大屠 杀（公元1937年）阳高大屠 杀（公元1937年）苏州大屠 杀（公元1937年）南京大轰炸（公元1937年）南京大屠 杀（公元1937年）武汉大轰炸（公元1938年）重庆大轰炸（公元1938年）成都大轰炸（公元1938年）延安大轰炸（公元1938年）兰州大轰炸（公元1939年）潘家峪大屠 杀（公元1941年）上饶细菌战（公元1942年）厂窖大屠 杀（公元1943年）桂林七星岩大屠 杀（公元1944年），还有扬州大屠杀、徐州大屠杀（轰炸）、常州大屠杀、无锡大屠杀、泰州大屠杀（江苏13市基本都被日本屠杀过）、合肥大屠杀、芜湖大屠杀、福州大屠杀、厦门大屠杀、广州大屠杀（轰炸）、汕头大屠杀、上海五卅惨案、济南5.3惨案、梅花镇9.9惨案，大同万人坑、台湾万人坑、西安大轰炸、杭州大轰炸、宁波大轰炸、汉中大轰炸、宝鸡大轰炸、安康大轰炸、成都大轰炸、贵阳大轰炸、乌鲁木齐大轰炸、昆明大轰炸、西宁大轰炸、银川大轰炸、洛阳大轰炸、郑州大轰炸（屠杀）、太原大轰炸、石家庄大轰炸、海南大屠杀（轰炸）、肃清大屠杀、731、辽宁本溪湖矿难等一系列屠杀，除了西藏之外全国基本都被日本屠杀轰炸过。距统计，抗日战争直接导致4500w中国人伤亡，总计2亿中国人受到战争损害！但某些人眼里，它只看得见那两颗原子弹。,,,,,,,,
401,今天是我的生日，每年的这一天，我母亲都会带着我看一部关于南京大屠杀的片子。我的母亲并不是什么高学历知识分子，也不是什么圣人，时常会为了一点小钱，一件小事斤斤计较，但她很清楚一一她是一个中国人！她有责任让后代接触并永记从前的历史！她告诉我：“你每过一次生日，你肩上的责任就重一分，时代不断的变迁，国家终究会交到新一代人身上，你们要铭记过去，驻守现在，展望未来！”勿忘国耻！,,,,,,,,
397,今天的每一秒都是灰色的。,,,,,,,,
372,"还是要仇恨的 只有恨才能让人刻骨铭心 只有恨才能让人真正做到“前事不忘 后事之师” 更可怕的是 日本人现在正在仇视我们<img alt=""[无语]"" class=""small"" src=""//i0.hdslb.com/bfs/emote/44667b7d9349957e903b1b62cb91fb9b13720f04.png@100w_100h.webp""/>",,,,,,,,
293,还有苏州屠杀   日军把苏州当做南京的预热，要不是看一本南京大屠杀记录簿，我根本不知道前面还杀了不少苏州人,,,,,,,,
225,警钟长鸣，勿忘国耻，吾辈自强,,,,,,,,
218,那年乱世如麻，愿逝者安息。如今锦绣年华，望来者珍惜。,,,,,,,,
196,"这不仅是反国家，更是反人类<img alt=""[无语]"" class=""small"" src=""//i0.hdslb.com/bfs/emote/44667b7d9349957e903b1b62cb91fb9b13720f04.png@100w_100h.webp""/>",,,,,,,,
194,日本没有资格被原谅,,,,,,,,
233,我们喜欢日本的娱乐文化，喜欢动漫和综艺，喜欢日本的风景和独特的人文。但我们不会忘记那段噩梦，不会忘记他们祖辈对我们祖辈的所作所为，不会忘记仍然回荡在我们血脉中的哀痛和仇恨。但我们不能将其覆灭，中国的君子形象，国际的友好形象，中日两国百姓对和平的期望，这些都不能允许我们在复兴后大打出手。可我们不会忘记。我们会和日本人，和所有外国人友好交往，合作共商。但我们的内心会一直防范着，防范着一切想要伤害祖国的因素，可能是文化入侵，可能是商业垄断，可能是对青少年的思想污染，可能是对历史的歪曲抹黑。我们很幸福，享受到的是祖祖辈辈从未感受过的快乐，但我们也不能乐而忘危，要有果断反击所有恶意攻击的觉悟。我们不能忘记历史，不能忘记要有自保能力，不能忘记对危机的防范，不能忘记敌人对我们的攻击，不能忘记祖辈革命的艰苦付出，不能忘记所以为了祖国复兴奉献自身的前辈，不能忘记居安思危。,,,,,,,,
158,人类是有历史记忆的，为什么人类是集体生存？为什么没有哪个国家哪个民族为了自由各居一地老死不相往来？因为有记忆，只有联合起来才能才能生存。国家也是有记忆的，为什么我们不能分裂？为什么我们不能落后？5000年的历史在中国人脑子里写下了各种记忆，有些东西不是西方那些短命国家能理解的，夏虫不可语冰，没有国权哪来人权？没有国哪有家？要理解这句话要有格局，这里讲的不是组成，而是状态的维持,,,,,,,,
122,缅怀先烈！,,,,,,,,
144,愿祖国昌盛，愿人民幸福愿世界和平，愿战争永逝我辈，必会成为民族脊梁！我辈，必会让国家繁荣！,,,,,,,,
114,从河南到南京上学，到这个充满历史的城市，在今天这个日子里，更想说一句，勿忘国耻，牢记历史。中华的未来，由我们青年人守护。,,,,,,,,
111,高峰圭二说过南京大屠杀别说屠杀了30w 人哪怕屠杀一人也应该道歉真不愧是艾斯奥特曼人间体扮演者,,,,,,,,
