链接,标题,播放数量,弹幕数量,发布日期,点赞数量,硬币数量,收藏数量,转发数量,评论数量
https://www.bilibili.com/video/BV1WJ411C7Vv?from=search&seid=4392260229409422781,这是今天的南京！当警报声响起的那一刻，整个南京城仿佛时间静止了,2263000.0,3380.0,20191213.0,点赞,42000.0,15000.0,3106.0,1920.0
评论点赞数,评论内容,,,,,,,,
22616,公祭鼎铭文泱泱华夏，赫赫文明。仁风远播，大化周行。洎及近代，积弱积贫。九原板荡，百载陆沉。侵华日寇，毁吾南京。劫掠黎庶，屠戮苍生。卅万亡灵，饮恨江城。日月惨淡，寰宇震惊。兽行暴虐，旷世未闻。同胞何辜，国难正殷。哀兵奋起，金戈鼉鼓。兄弟同心，共御外侮。捐躯洒血，浩气干云。尽扫狼烟，重振乾坤。乙酉既捷，家国维新。昭昭前事，惕惕后人。国行公祭，法立典章。铸兹宝鼎，祀我国殇。永矢弗谖，祈愿和平。中华圆梦，民族复兴。,,,,,,,,
11811,每年九月十八号东北也拉警报三分钟，也就是我的家乡。,,,,,,,,
18518,侵华日军在中国所犯下的残暴罪行可不止南京大屠 杀一件。以下我就列举几个我知道的：旅顺大屠 杀（公元1895年）雾社大屠 杀（公元1930年）上海一.二八大屠 杀（公元1932年）平顶山大屠 杀（公元1932年）新宾大屠 杀（公元1932年）西宝屯大屠 杀（公元1932年）榆城大屠 杀（公元1933年）临江大屠 杀（公元1933年）依兰大屠 杀（公元1934年）老黑沟大屠 杀（公元1935年）天津大轰炸（公元1937年）金山卫大屠杀（公元1937年）上海大轰炸（公元1937年）罗径大屠 杀（公元1937年）阳高大屠 杀（公元1937年）苏州大屠 杀（公元1937年）南京大轰炸（公元1937年）南京大屠 杀（公元1937年）武汉大轰炸（公元1938年）重庆大轰炸（公元1938年）成都大轰炸（公元1938年）延安大轰炸（公元1938年）兰州大轰炸（公元1939年）潘家峪大屠 杀（公元1941年）上饶细菌战（公元1942年）厂窖大屠 杀（公元1943年）桂林七星岩大屠 杀（公元1944年）,,,,,,,,
5961,"吓死我了，刚刚顺手给视频点了一个赞，往下翻看到其它类似的视频发现都没有点赞，我才意识到问题的严重性，赶紧回来取消了<img alt=""[笑哭]"" class=""small"" src=""//i0.hdslb.com/bfs/emote/c3043ba94babf824dea03ce500d0e73763bf4f40.png@100w_100h.webp""/>",,,,,,,,
3755,作为南京人，铭记历史,,,,,,,,
2247,"弹幕里那些说演的，如果你真正去过南京，你就不会再这么说了，我是一个在南京上大学的外地人，曾经，对于南京人的这份感情，我也没有特别清晰的，认识，但当我在这里生活了四年以后，我却真正能感受到这一片土地对于那场灾难的沉痛的感情。下面这段话是QQ那年今日功能提醒我我曾经发过的一条说说，聊以缅怀。12.13即将过去，此时不想评判今天在各处看到的各种言论，无论其假正义，真讽刺。我们不该在这个日子里，消费那三十万亡灵。我只是要以一颗平和的心，叙述一下，今天，在南京，在南京的一所高校里，我的所见。早上<a class=""video-seek"" data-p=""-1"" data-time=""603"">10:03</a>开始真正听到了防空警报声，校园里，所有步伐匆匆的学生，老师，顿时停下脚步，驻足肃立，默哀。没有人提醒，没有人指导，更谈不上一些人所谓的作秀。每个人心里，都是真正怀着一份敬畏，一份尊重，才能如此的不约而同。一件简简单单的事，却给我以震撼。",,,,,,,,
2573,我曾经看到有位网友发的有关对待近代史态度文字，觉得用在这里也十分合适，分享给大家。但凡涉及到日本的话题，无论什么话题都有一大群人替日本说话，如很多人说错的是日本法西斯分子日本侵略者，日本平民是无辜的。你们说他们无辜的时候你们想过南京大屠杀中被残忍杀害被七三一拿去做实验的人吗？你们所说的无辜是对战争中真正无辜的人的侮辱！雪崩的时候没有一片雪花是无辜的，当一个国家做错事的时候，这个国家没有一个人是无辜的，作为国家公民，你得跟国家共进退，国家出了什么事你得承担责任，国家对外战争赢了利益是被你们享受输了后果自然由你们承担，同理，日本广岛长崎死去的人也并不无辜！这是他们日本人该承担的后果！广岛是日本陆军基地，日本广岛被炸前夕你们口中所谓的“平民”还在造子弹，日本还在培养童子军，你们口中的平民他们是那些侵略战争中毫无人性的侵略者的帮凶！他们纵容着，并且鼓励着，煽动着他们执行着这一切对侵略方的屠杀和掠夺。日本进行南京大屠杀的时候，百人斩报纸可是在日本东京报道过的！这么残忍无人道的行为却没有人进行谴责进行制止！他们身为一个人应有的良知呢？他们的行为就是默认肯定他们的行为，他们就是帮凶！虽然军国主义下的日本有反战人士，但那微不足道的比例简直可以说是忽略不计。所谓无辜，南京中几十万放下武器投降失去攻击能力的军人和手无缚鸡之力手无寸铁的人民他们才无辜，硫磺岛战役中死去的医护人员他们才无辜，战争中被侵略的国家被屠杀的平民他们才无辜。有国际公约规定侵略方不得屠杀被侵略方的公民，战场上不得射杀医护人员，日本侵略者遵守了吗？今天你们却在帮着军国主义下的日本人说话，你们对得起这片土地被埋葬着的几百万抗日国军的尸体吗？转发别人的,,,,,,,,
1088,南京现在发展的不错是对那30万同胞最好的告慰了,,,,,,,,
