链接,标题,播放数量,弹幕数量,发布日期,点赞数量,硬币数量,收藏数量,转发数量,评论数量
https://www.bilibili.com/video/BV1xb411M7qq?from=search&seid=14471170896752309338,郑州 男子穿日军军服迎亲 被警方行政拘留,245000.0,922.0,20190411.0,1085.0,39.0,247.0,200.0,1200.0
评论点赞数,评论内容,,,,,,,,
19,弹幕里这地域黑的本身也是人渣，跟视频里的人没啥两样，有什么可自豪的？？,,,,,,,,
12,本来河南人名声就不大好，这还使劲给河南人招黑，我不是河南的都看不下去了,,,,,,,,
18,地域黑佛了，但是我知道如果这是发生在我东北的事情，只会更黑共勉地域黑budehaosi,,,,,,,,
11,这玩的也太过了，丢河南的脸,,,,,,,,
13,我就想问问，为啥一说到河南，你们就喷，你们这些地域黑和日本人有什么区别？还有说是河南就懂为啥了的，地域黑能不能先死个＊，你们黑**呢？河南人招你们惹你们了？,,,,,,,,
16,唉，像现在一些说原谅日本的，对着南京三十万同胞的冤魂说去，我们可以不找事但是也不能说去喜欢日本，老一辈的人为什么拼命打仗？是想自己过好日子？自己命都没了怎么过好日子，还不是为了我们这些后代出生在一个没有侵略者的时代，可是现在呢？都吃饱穿暖了，忘记先烈的努力了，反而去为日本说话了，还不如不抗战让你们当日本奴隶多好，这样总该满意了吧,,,,,,,,
9,你可以看日本的剧，吃日本的料理，穿日本的和服，其他民族的文化我们都可以接受，但这件军服不行，它在中国象征着残酷的战争，象征着残忍的杀戮，象征着每一个中国人都不愿提起但又刻骨铭心的一段历史，象征着那个民族的虎狼本性。拘留你都是轻的了，好不好这种人在被拘留的时候都要被人搞。,,,,,,,,
9,中国还是人太多  什么样的zz都有,,,,,,,,
12,玛德，去网上搜搜**分子，不全是河南吧？就出现这么一个河南的就开始黑河南，你们是**吗？有人生没人养的玩意,,,,,,,,
7,"一直感觉俺们河南人挺爱国的，居然还有这种败类<img alt=""[嫌弃]"" class=""small"" src=""//i0.hdslb.com/bfs/emote/de4c0783aaa60ec03de0a2b90858927bfad7154b.png@100w_100h.webp""/><img alt=""[无语]"" class=""small"" src=""//i0.hdslb.com/bfs/emote/44667b7d9349957e903b1b62cb91fb9b13720f04.png@100w_100h.webp""/>扔黄河里冲日本得了!",,,,,,,,
7,穿不穿无所谓也不关我事，但长点脑子行不行在中国大庭广众之下穿这个？怕不是要被打死爱穿请私下穿这事不能拿到台上来的,,,,,,,,
6,不是我地域黑，我发现真的，中原地区这一片这种低俗婚礼什么的就是特别多，真的，我亲戚好多在这，我经常去周边，发现就是多,,,,,,,,
6,我是河南的，也是第一次听说这种事，大家放心，这种人要是让我碰到见一个锤一个。,,,,,,,,
6,这tm还能上街，还好你是在礼仪之邦没被人打死，你有种穿德三军服去波兰溜一圈？有种穿红军军服去芬兰溜一圈？得个全尸回来？,,,,,,,,
6,弹幕里发“河南人要谢罪的”请自重，请搞清楚“河南的垃圾人犯错” ≠ “全体河南人犯错”,,,,,,,,
6,亵渎、否定英雄烈士事迹和精神，宣扬、美化侵略战争和侵略行为，寻衅滋事，扰乱公共秩序，构成违反治安管理行为的，由公安机关依法给予治安管理处罚；构成犯罪的，依法追究刑事责任。 节选自《英雄烈士保护法》第二十七条,,,,,,,,
6,和平的日子太久了，人们已经忘了军国主义的压迫和阶级仇恨，所以只能说生于忧患死于安乐,,,,,,,,
6,欧洲国家对于德三都有极其严格的法律规定，所以二战穿侵略者军服，否屠杀这事必须有法律处罚！中国人多林子大什么鸟都有，不严管是不行的，那辈人还有活着的就有新时代的汉奸出现，时间久了会怎样，日本人不道歉就是知道中国人都什么思维惯性，用不了多久就会忘掉，记吃不记打！,,,,,,,,
5,这事多亏没发生在东北，不然那评论区……,,,,,,,,
5,弟弟妹妹都很正能量，谢谢你们让我看到未来的希望,,,,,,,,
