链接,标题,播放数量,弹幕数量,发布日期,点赞数量,硬币数量,收藏数量,转发数量,评论数量
https://www.bilibili.com/video/BV1sy4y1S7hS?from=search&seid=17193688311377318020,这一刻，南京全城默哀1分钟,57000.0,158.0,20201213.0,9810.0,991.0,515.0,170.0,160.0
评论点赞数,评论内容,,,,,,,,
1294,大家常说“忘记历史就等于背叛”，我想再加一句“否定，篡改，美化侵略历史，就等于在伤口上撒盐”！！！,,,,,,,,
1108,《三十万的魂》慢慢长夜，不见星光夜幕吞没应天直到，人头落地三十万无家的魂无言的离去岁月载满着猩红悲鸣回荡着思乡谁又能想到，带血的刺刀被打扮成了笛吹的是，岁月静好风吹不散长恨光打不破思乡那数万万的魂啊只能眼睁睁的看着恶魔庙下，祭拜的人们,,,,,,,,
1035,今天的南京一定很堵吧，毕竟有三十万人要回家。”等你们回家,,,,,,,,
723,"没人可以替先烈们原谅日本！！<img alt=""[阴险]"" class=""small"" src=""//i0.hdslb.com/bfs/emote/ba8d5f8e7d136d59aab52c40fd3b8a43419eb03c.png@100w_100h.webp""/>",,,,,,,,
460,第51师153旅306团，镇守水西门。日军见久攻不下，组织敢死队发起了自杀式进攻。眼见抵挡不住，某排长向团长邱维达申组敢死队。邱维达望着这个排衣衫褴褛但神情坚定的将士们，问：“你们知道当敢死队意味着什么吗？”将士们齐声回答：“死！”邱维达热泪盈眶，大喊道：“是以死报国！”全排将士子弹上膛，刺刀上枪，列队出发，再也没有回来……,,,,,,,,
708,国家不能只重视理工科了，要重视艺术思想的教育和产业。,,,,,,,,
317,"南京,我们不会忘记您八十三年前的硝烟。南京,我们更不会忘了您八十三年来的变迁。八十三年了啊,历史不会重演,勿忘国耻,珍爱和平。",,,,,,,,
191,"""我虽然喜欢看日漫，但我知道我为什么能在家安安稳稳的看日漫""不忘历史，缅怀先烈<img alt=""[拥抱]"" class=""small"" src=""//i0.hdslb.com/bfs/emote/41780a4254750cdaaccb20735730a36044e98ef3.png@100w_100h.webp""/>",,,,,,,,
153,旅顺大屠 杀（公元1895年）雾社大屠 杀（公元1930年）上海一.二八大屠 杀（公元1932年）平顶山大屠 杀（公元1932年）新宾大屠 杀（公元1932年）西宝屯大屠 杀（公元1932年）榆城大屠 杀（公元1933年）临江大屠 杀（公元1933年）依兰大屠 杀（公元1934年）老黑沟大屠 杀（公元1935年）天津大轰炸（公元1937年）金山卫大屠杀（公元1937年）上海大轰炸（公元1937年）罗径大屠 杀（公元1937年）阳高大屠 杀（公元1937年）苏州大屠 杀（公元1937年）南京大轰炸（公元1937年）南京大屠 杀（公元1937年）武汉大轰炸（公元1938年）重庆大轰炸（公元1938年）成都大轰炸（公元1938年）延安大轰炸（公元1938年）兰州大轰炸（公元1939年）潘家峪大屠 杀（公元1941年）上饶细菌战（公元1942年）厂窖大屠 杀（公元1943年）桂林七星岩大屠 杀（公元1944年），还有扬州大屠杀、徐州大屠杀（轰炸）、常州大屠杀、无锡大屠杀、泰州大屠杀（江苏13市基本都被日本屠杀过）、合肥大屠杀、芜湖大屠杀、福州大屠杀、厦门大屠杀、广州大屠杀（轰炸）、汕头大屠杀、上海五卅惨案、济南5.3惨案、梅花镇9.9惨案，大同万人坑、台湾万人坑、西安大轰炸、杭州大轰炸、宁波大轰炸、汉中大轰炸、宝鸡大轰炸、安康大轰炸、成都大轰炸、贵阳大轰炸、乌鲁木齐大轰炸、昆明大轰炸、西宁大轰炸、银川大轰炸、洛阳大轰炸、郑州大轰炸（屠杀）、太原大轰炸、石家庄大轰炸、海南大屠杀（轰炸）、肃清大屠杀、731、辽宁本溪湖矿难等一系列屠杀，除了西藏之外全国基本都被日本屠杀轰炸过。距统计，抗日战争直接导致4500w中国人伤亡，总计2亿中国人受到战争损害！但某些人眼里，它只看得见那两颗原子弹。我复制的,,,,,,,,
163,没人可以原谅日本,,,,,,,,
129,1937年南京曾被阴霾笼罩，那是一场有所预谋的大屠杀风暴，惨绝人寰横尸遍野 30万遇难同胞，公祭日警报嘶鸣 全国痛悼，侵华时期的暴行仍历历在目，被烧毁的建筑 被掠夺的财物，不计其数的人被蹂躏 活埋 死在刺刀下，日本少尉还以杀人的数量一决高下，勿忘国耻 延续逝者的记忆，抬起头来勇于担当才真正有意义，谨记历史的教训 擦亮你的眼睛，形式依然严峻只不过有人负重前行，我们不能丧失的是凝聚力和骨气，愿用生命来捍卫这里的每寸土地，世事变迁沧海桑田 江山如旧，让自己变得强大就是最好的复仇—《为了忘却的纪念》,,,,,,,,
181,勿忘国耻，缅怀先烈，珍视和平，今天虽然是公祭日，但不影响你们正常追日漫，看日综……因为，公祭日的目的不是为了宣扬仇恨（就算恨，也是恨右翼军国主义分子）。但是，也要知道，我们有经历过这样痛心的历史,,,,,,,,
92,"日杂们给爷爬<img alt=""[吐]"" class=""small"" src=""//i0.hdslb.com/bfs/emote/06946bfe71ac48a6078a0b662181bb5cad09decc.png@100w_100h.webp""/><img alt=""[吐]"" class=""small"" src=""//i0.hdslb.com/bfs/emote/06946bfe71ac48a6078a0b662181bb5cad09decc.png@100w_100h.webp""/>",,,,,,,,
75,"我最讨厌的就是网上的某些人！！！跟我说什么，这是过去的事，应该忘掉！我们应该原谅他们， 我只想跟他们说，原谅这两个字只有曾经被它们杀害的30万人说。         国家真该查查网上的那些人， 我看着他们发的那些言论，我就气的不打一处来<img alt=""[生气]"" class=""small"" src=""//i0.hdslb.com/bfs/emote/3195714219c4b582a4fb02033dd1519913d0246d.png@100w_100h.webp""/>",,,,,,,,
42,http://www.cngongji.cn/gjys/wap.htm 如果大家有时间，希望大家去公祭网敲敲钟，献上花圈，点上一支蜡烛。今天，三十万南京人要回家！转,,,,,,,,
36,勿忘国耻,,,,,,,,
30,我们没有资格替先烈们原谅日本,,,,,,,,
29,洎及近代，积弱积贫。九原板荡，百载陆沉。侵华日寇，毁吾南京。劫掠黎庶，屠戮苍生。卅万亡灵，饮恨江城。日月惨淡，寰宇震惊。兽行暴虐，旷世未闻。同胞何辜，国难正殷。哀兵奋起，金戈鼍鼓。兄弟同心，共御外侮。捐躯洒血，浩气干云。尽扫狼烟，重振乾坤。乙酉既捷，家国维新。昭昭前事，惕惕后人。国行公祭，法立典章。铸兹宝鼎，祀我国殇。永矢弗谖，祈愿和平。中华圆梦，民族复兴。,,,,,,,,
17,愿折逝者安息,,,,,,,,
14,第51师153旅306团，镇水西门。日军见久不下，结死士为之死式攻。眼见不能当，某排长向团长邱维达申组敢死之士。邱维达望此排衣而意坚者，问曰：“尔知当死士何耶？”。”将士齐声对：“死亡！”。”邱维达泪赞双荧，大呼曰：是以死！”。”全排士弹上膛，刺刀上枪，班行，无复归……,,,,,,,,
13,南京！南京！,,,,,,,,
13,"默哀<img alt=""[拥抱]"" class=""small"" src=""//i0.hdslb.com/bfs/emote/41780a4254750cdaaccb20735730a36044e98ef3.png@100w_100h.webp""/>",,,,,,,,
10,忘记屠杀就是二次屠杀,,,,,,,,
11,去Ted的日本鬼子,,,,,,,,
8,《三十万之魂》徐长夜，不见星暮吞应天至于，人头落地三十无家之魂无言之去岁月载着猩红悲哉其乡谁能想到，血之刺刀被打扮成了笛吹之，，岁月静好风吹不散长恨光打不破思乡夫数万万之魂兮只眼睁睁的望恶魔庙下，拜谒之人,,,,,,,,
7,1937年南京曾为霾笼，那是一场有谋者扛风，惨绝人寰相望三十万难同，公祭日警鸣九愍，侵华时之暴犹历历，焚掠之财筑之为，无数者为蹂躏坑死于刺刀下，日本少尉犹以杀人之数一决高下，忘国耻继逝者之记，仰而勇于当真有意，谨记古之训试汝之目，文犹峻特有人负行，我不失者，有离志焉与骨，愿以死此之寸地，世变沧桑社如故，自以为强即其仇—《为忘之纪》,,,,,,,,
7,"牢记历史，勿忘国耻!<img alt=""[保佑]"" class=""small"" src=""//i0.hdslb.com/bfs/emote/fafe8d3de0dc139ebe995491d2dac458a865fb30.png@100w_100h.webp""/>",,,,,,,,
6,无人可为先烈士原日本！！,,,,,,,,
5,日本军国主义必须被毁灭,,,,,,,,
5,牢记历史，珍惜和平，为过去的遇难南京同胞默哀,,,,,,,,
4,不敢忘不能忘！,,,,,,,,
5,😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡http://www.cngongji.cn/gjys/wap.htm 如果大家有时间，希望大家去公祭网敲敲钟，献上花圈，点上一支蜡烛。今天，三十万南京人要回家！转,,,,,,,,
3,我不记得是啥时候的，但是我记得我妈说现在的日本已经变好了，（滑天下之大稽）,,,,,,,,
3,今晚南京的风比以前异常寒冷，毕竟有30万的同胞们要回家呀！！！,,,,,,,,
3,勿忘国耻，振兴中华！！！！！󾓭󾓭󾓭󾓭󾓭󾓭󾓭,,,,,,,,
3,南京，吾不忘卿八十三年之云腾。南京，我更不忘子八十三岁之变。八十三年矣，史不行，勿忘国耻，宝和平。,,,,,,,,
