链接,标题,播放数量,弹幕数量,发布日期,点赞数量,硬币数量,收藏数量,转发数量,评论数量
https://www.bilibili.com/video/BV1cx411Q7bq?from=search&seid=9057015741557747434,日本大学生为何震惊？只因听到“南京大屠杀” 真相,581000.0,1781.0,20170330.0,1952.0,107.0,1783.0,92.0,500.0
评论点赞数,评论内容,,,,,,,,
20,那些说二战时期日本人民都没有错，是政府的错的我真的无语了。你当那些鬼子是谁？你当那些支持日本侵华的人是谁？不就是你们口中无辜的“人民”吗？二战日本也有好人我承认，但毕竟是少数，恶人还是比好人多。不喜勿喷,,,,,,,,
16,日本政府右翼滚去喂鲸鱼????，日本人留下，岛留下,,,,,,,,
22,我不喜欢日漫，沉浸在二次元并不会使我在三次元过得很好。我不向往日本文化，泱泱中华五千载诸子百家五十六族文明等待我去探研。我更不想去日本旅游，九百六十万平分公里的中国一草一木一山一水倾我一生也不足以览遍。但我不会忘记日本，小到家，外曾祖父的牺牲曾祖父母所受的苦难无人申辩，大至国，南京 旅顺 潘家屿 通州...十四年抗战间逝去的千万亡魂至今蒙雪。逝者已矣但作为后代的我们不会忘记！日本，你至今仍歉我们歉中国歉二战中为反法西斯战争死去的战士和平民一个道歉！维利·勃兰特的惊世一跪为德国赢得了世界的尊重。而你，同为罪犯的日本，是否也应拿出你的诚意！嚣张的右翼分子何时能灭其气焰！被你歪曲的史实何时能提供正解！供奉二战罪犯及军国主义亡灵的靖国神社何时能将其毁灭！日本啊日本！你何时才能真正说一句：此心昭昭 可鉴日月！,,,,,,,,
11,怎么说呢，日本也确实有许多值得我们学习的地方，我们不该仇视所有日本人，哆啦A梦有一集是日本战败了，大雄和哆啦A梦说日本终于战败了，世界终于和平了。这可见当时还是有人反对战争反对当时的日本政府的。我们要做的应该是勿忘国耻，振兴中国，但是不能去批判所有的日本人，我们不需要无条件抵制日本的文化，我是中国人，我很爱中国，我为自己身为中国人而自豪。如果中国和日本再发生战争我一定会站在中国这边，勿忘国耻，铭记历史，我们需要做的是阻止这种现象再次发生，提高自身实力，而不是再杀回去，纯属个人观点，不同意可以反驳，勿喷,,,,,,,,
11,我很喜欢日漫，也挺喜欢日本的文化，但政治我就不想理了，为什么，人家脸皮厚嘛，你有什么办法？勿忘国耻，但你们说那些话是想故意引起战争？记住，战争，受到最大伤害的，都是平民。        至扛着AK47键盘侠们,,,,,,,,
11,评论有些人说原谅他们，但你得先搞清楚一个事实：首先得是他们先给我们道歉然后我们再来谈原不原谅吧，他们直到现在都没有正式道歉，那么原不原谅根本没有谈论的必要,,,,,,,,
11,我不会逃避历史   我喜欢日本动漫     我不针对日本   但我不会忘记他们过去的所作所为我就是我  我真正憎恨的  厌恶的  鄙视的  是战争与其作俑者本身,,,,,,,,
14,不认为日本民众是无辜的，难道在侵华战争的时候日本民众不知道吗，他们知道的很清楚。什么日本民众都是无辜的怪的是政府（不否认有好人存在），如果他们真的对政府这种对外侵略非常不满那就会去推翻会去阻止，但他们没有，政府是执行者，群众才是罪犯，是他们纵容默许了政府的行为。什么仇恨不是对的什么要原谅对方，这都是站着说话不腰疼的，没有经历过那种被别人害的家破人亡妻离子散，那种恨是刻在骨子里的，要经历那种事过后看看还能不能说出对日本有没有偏见，没有恨的扑上去饮其血.食其肉.啃其骨就算不错了,,,,,,,,
14,有时间都该去南京大屠杀纪念馆看看，希望你们出来以后能把怒火对向真正该对的敌人，一谈到日本评论区全是一堆中国人骂中国人，这不是在重现我们屈辱的那段历史吗？,,,,,,,,
14,很多人都说是政府的错，政府的任何一项措施是国家民意的体现。日本政府就是右翼，日本人中右翼可能还少吗？而且如果常混外网我们会发现日本民众打心眼里瞧不起中国人，对中国的报道是满满的恶意，而且民众都比较反华,,,,,,,,
10,我在某音上面看到评论，我们上一代人的怨恨不应该发泄在这一代人的身上，恶心,,,,,,,,
10,历史可以铭记，仇恨不能传递，无论发生什么，人民都是无辜的，不管是对任何一个国家。,,,,,,,,
10,当一个国家的民众对一个曾经侵略过他们的国家的民众有了好感和对在他们的国家生活而向往的时候，这是一个危险的信号。,,,,,,,,
10,喜欢日漫，不代表忘记了那段历史,,,,,,,,
10,其实坏人（和嘴脸丑恶的人）是不分国界的,,,,,,,,
13,我看弹幕还有人扯前朝满族屠杀的，先不说百年前的事，就近代几十年发生的事情，你还能原谅你那来的b面子，要你祖上二代知道不得气的起尸，哦说不定你家祖上就是带路党才活下来的所以不介意,,,,,,,,
12,你们真的看过历史吗？日本分左翼和右翼啊！那些发动战争的是右翼军国主义分子！！！左翼都是反对法西斯的！！！我求你们带点脑子行吗？欢迎来杠，不知道有一种东西叫做日籍八路军吗？！,,,,,,,,
12,在n战搜南京大屠杀，能看懂的都说是骗人的，还tm说*********是坏的，要拍纪录片。。。。我曹，本以为现在日本人脑子好使了一点，能友好发展了。。哎，太让我失望了(●￣(ｴ)￣●),,,,,,,,
12,说句实话日漫确实在培育部分假日本人，这些人比本土日本人还爱日本,,,,,,,,
9,各位大佬们我想问一下，中日和平到底正不正确？如果正确那为什么又一群人追在我屁股后面骂日杂？如果不对那么我们对日本开战是正确的？为什么日杂有人怼那些刷杀光日本人的却大有人在还没人怼？他们是正确的？求告知,,,,,,,,
9,放下nm的仇恨这是国仇，你有资格代表谁？而且人家道歉了吗？承认吗？前事不忘，后事之师。不表现出来不代表就应该忘记,,,,,,,,
9,因为日本杀死的人，残忍程度，犯下的罪行都是最恶劣了，然后针对评论区的内容，我阐述一下我的想法：1、支持战争的平民并非无罪，哪怕他们确实被洗脑，无法拥有正确的三观，但是罪已经犯了，监狱里的人都有自己的理由，但是不会因为有理由就无罪释放。2、不是所有平民都有罪，日本当时也有反对战争的人，哪怕他们的声音被其他无脑日本人淹没了，但他们确实存在，你骂日本平民的时候，把他们也覆盖进去了，所以以后最好强调支持战争的日本人有罪。3、那一部分日本平民有罪，但是第一因为他们没杀人，第二也没有一个好的成长环境，只要认识到错误，罪不至死，不要一天到晚原子弹下无冤魂。4、现在的日本人也有一个垃圾zf，所以很多人对这方面历史无知是正常的，他们不是之前那批日本人，他们打仗时会躲在阴沟里，而不是鼓吹战争，所以他们这帮人（除完全无悔改态度外的人）是无罪的，我相信他们知道发生过这种事后也会对日军的行为感到愤怒。5、觉得日军无罪的人，你应该和梁非凡共进晚餐。6、不同日军的罪孽程度不同，大多数人应该千刀万剐，一部分人应该砍头，但是有极少部分人是罪恶轻的，比如意识到错误后，和我们并肩作战，一起打鬼子的日本人，比如发现日军暴虐本质后选择自杀的那个日本人。7、天天叫着东京大屠杀的，你还不如想想自己应该干什么让中国更强，而不是把你脱肛而出的话打出来。8、没必要原谅当时的侵华日军，也没必要仇恨现在的日本。9、不要随便给别人扣日杂的帽子,,,,,,,,
9,我们中国五千多年历史，值得我们骄傲。作为四大文明古国之一，我们有许多优秀的传统文化，可现在呢？许多人叫我们牢记历史，不忘初心。甚至有些人让我们去恨日本人。。。。。。是的，日本人在我国犯下了滔天罪行，这点不容否认，但我们能做的只有好好学习，长大了为国做贡献。你现在才多大，恨日本有啥用啊，先把自己的事做好再去做别的事。日本在二战时吃了两颗原子弹如今竟能跻身世界前列，不得不令人佩服！日本政府至今仍未承认罪行，大家就恨死日本了？你去日本敢说这话？大家，我并没有歧视中国 ，不是个卖国贼。相反，那些键盘侠才是真的卖国贼。今天我们主张和平，中日合作，多好的一件事。既能赚钱又能使日本难堪。难不成你们还想挑起战争？战争只会带来痛苦，仇恨只会带来国家的退步。我们会牢记在心，且珍惜现在的生活，而不是心想怎么对付谁。这样的世界，你渴望吗？这样的想法，你愧疚吗？这样的做法，你乐意吗？世界上没有好坏，没有善恶。两国的文明冲突了，立场不一样，就难免发生磨擦。那今年的贸易战呢，怎么没人过问呢？我们为什么不去恨美国呢？因为人家有实力，我们不敢动，说都不敢。这也证明了实力决定了国家在世界的地位。所以，请大家理性面对历史，别忘了初心。,,,,,,,,
9,去他的原谅，原谅是不可能的，这辈子都不可能,,,,,,,,
9,不去反法西斯而去片面反日的话，最直接的恶果就是造就出本民族的法西斯分子。,,,,,,,,
9,弹幕真是，别人女孩子笑不笑哭不哭关你什么事，难道知道了真相要摆个司马脸哭才有节目效果么?哭又说装什么，不哭又喷，键盘侠tmd是不是要觉得有节目效果才可以啊,,,,,,,,
9,说日本年轻人没有责任的，请记住一句话。他们对那段历史，没有责任，但是，不让历史重演，就是他们的责任！而我们，可以原谅，但绝不可以遗忘，遗忘等于背叛,,,,,,,,
9,"日本干这种文化渗透，乃至文化灭绝，是有宝贵经验的。看看台湾吧，从遍地游击勇士不畏死，变成了二代皇民当总统，国军拜台籍日本兵，慰安妇自愿。对，白色恐怖和文化灭绝就是这么狠，炮党戒严了几十年去皇民化，一点卵用都没有。真的觉得文化破坏不严重，没有杀伤力吗？推特上一堆简体字给731洗地的，李硕的简体字追随者也有一大堆。台湾殷鉴不远。日本的地缘扩张和中国大陆是冲突的，将来要么大陆倒下，要么日本重新""江户时代""。而在台湾和解放前的东北，日本已经在文化破坏和文化灭绝上有了充足的经验。完全知道如何""让果子从里面烂掉""。让伪军杀中国人！！！如果哪天，他们真的培养了大批""皇民的下一代""，这帮人和他们的背后金主把大陆变成了台湾，日本势力渗透进体制高层，公然卖主权卖领土卖国，甚至伪军进灵堂，会有人站出来吗？会有人顶着他们的刺刀站出来吗？会吗？__________",,,,,,,,
9,b战原谅党真多，好想送你们一顶帽子,,,,,,,,
9,比日本人更可恨的是战争！有些整天想盼着中日开战的人，可见过去的历史没有让他们认识到战争的残酷性！在我们维护和平，珍惜现在的美好生活的时候，这些人失去道德底线，他们所谓的战争只是为了满足他们复仇的欲望，这些人根本不在乎全国各地黎民百姓对战争的痛恨，对死亡的恐惧！这些人总觉得自己是对的，拒不承认自己的想法很可怕，也不认为现在发动战争会给人民百姓带来灾难，这样的思想崛起只会破坏现在和平稳定的社会，给人民带来家破人亡、妻离子散！整天只想着把和平安宁的社会变得战火朝天！,,,,,,,,
9,请各位看到评论里的极端言论后举报即可毕竟全球七十亿人没几个沙雕你以为你活在天堂？.JPG,,,,,,,,
9,牢记历史，不是为了延续仇恨，而是为了反对战争！说实话咱们不是一直一边看着日漫，一边看着李团长杀鬼子吗～,,,,,,,,
9,老先生这样做不是指责日本，而是让更多的日本人知道历史真相，去珍惜和平，不要再让历史时针倒转。——449,,,,,,,,
11,那些说已经原谅了他们并且说为什么一直说为什么一直计较战争的人，我想，你根本就不配说出这句话，你也不配当一个中国人，你根本就没有资格替那些在战争中遭受苦痛的人原谅伤害他们的人，也没有资格说没必要。,,,,,,,,
11,以前有一个超智障的同学，喜欢日漫天天说想变成日本人，我就想问日本人怎么好了。,,,,,,,,
11,"我只是喜欢日本的文化，并不会去讨厌日本，而是讨厌日本的政治<img alt=""[2233娘_喝水]"" src=""//i0.hdslb.com/bfs/emote/695bf5429472049b52c1e0de586f8a2511195a23.png@100w_100h.webp""/>",,,,,,,,
16,道歉也不原谅，日本人都死光了也不原谅，这种滔天罪行就算过了多少年都不可以原谅,,,,,,,,
8,你们大概不知道，当时二战结束需要日本道歉时，日本人用了怎样的措辞，说，“给中国人添了麻烦”。哈哈。说绝大部分日本人其实很好的，去看看采访吧，人家可觉得你们中国人没有素质野蛮缺少教养呢。,,,,,,,,
8,弹幕怎么连人家日常礼貌性微笑都杠。。,,,,,,,,
