链接,标题,播放数量,弹幕数量,发布日期,点赞数量,硬币数量,收藏数量,转发数量,评论数量
https://www.bilibili.com/video/BV1vp411Z7SX?from=search&seid=9057015741557747434,日本电视台再播南京大屠杀纪录片 驳斥对史实的否认和篡改,543000.0,3887.0,20180515.0,8334.0,1907.0,6167.0,1494.0,2020.0
评论点赞数,评论内容,,,,,,,,
1631,最让我不高兴的是，承认史实本来就是日本人应该做的，凭什么要让这成为他们的筹码，跟我们关系好的时候，这个纪录片就放一放，关系不好的时候就参拜靖国神社( ´_ゝ｀),,,,,,,,
6258,日本也有反法西斯人士啊！（肯定句）,,,,,,,,
1006,现在的年轻一代日本人的思维就是 上一代的事 我们就是打死不认就行了 反正又不是我们去南京大屠杀的,,,,,,,,
454,在日本工作的我真是看不明白精外。明明墙外游子看尽资本冷暖，墙内却还有罗某某田某某这种人。,,,,,,,,
246,"这个纪录片主旨是驳斥日本国内的右翼对南京大屠杀抹黑和否认（APA酒店之流）。这个标题我觉得对语文不好的同学可能会容易理解错，还没看正片就直接在评论器开喷也说不定。<img alt=""[小电视_思索]"" src=""//i0.hdslb.com/bfs/emote/f8219e484d5a55787c3f1722dc3112d0eba03a69.png@100w_100h.webp""/> 注意审题！！！为什么这个纪录片可以在日本出续集呢？大背景是当前中日关系开始回暖，李总理这几天访日的行程，安倍全程陪伴便可知一二，双方必定是达成了一定程度的共识，最起码让安倍觉得非常满意。总体来说，安倍政府需要中国的支持来达成自身的一些目的。一是为了摆脱自身一系列丑闻导致的民望下跌和自、、民、、党内的竞争压力，避免下台。二是当前中美贸易战的节骨点上美国并没有给日本松绑或者有多少基于战略同盟方面的优待。相反，特朗普政府继续在钢铝关税方面步步紧逼日本政府开放国内汽车和农产品的壁垒。三是美国并没给日本对北方四岛主权争取方面给予任何支持，相反还打算跟俄罗斯合作在色丹岛兴建发电站，这一点当时激起了国内的民族主义和反对声浪。四是日本这个国家也算是个见风使舵的主，你也可以称它为务实主义。在中美争端方面选择不站队是维护自身在华利益的重要抉择，在双方比赛还没有进入白热化的阶段，两面下注也不至于到最后损失惨重。以上是我个人的理解，欢迎讨论。",,,,,,,,
188,我家就在纪念馆旁，步行五分钟就到。觉得大家真的有必要来感受一下，是感受，不是参观，更不是游玩！,,,,,,,,
180,以前看过一个视频，日本的一个美女问中国一个南京人会不会讨厌他们日本人，那南京小哥的回答令我印象很深刻。他说：“日本人在南京并不会遭受到另类待遇，有些事情我们13万万中国人永远都不会忘记，因为忘记就等于背叛！但是我们会放下仇恨而去追求世界和平，这是我们大国的风度与气量。”我当时就觉得这个回答 真 他 妈的长脸！,,,,,,,,
140,美国总统罗斯福说过：“日本人是有史以来我见过的最卑鄙、最无耻的民族。”法国总统戴高乐评价日本： “日本，这是一个阴险与狡诈的残忍民族，这个民族非常势利，其疯狂嗜血程度类似于欧洲中世纪的吸血鬼德库拉，你一旦被他看到弱点，喉管立即会被它咬破，毫无生还可能 。”法国思想家孟德斯鸠评价日本人：“日本人的性格是非常变态的。在欧洲人看来，日本是一个血腥变态嗜杀成性的民族。日本人顽固不化、任性作为、刚愎自用、愚昧无知，对上级奴颜卑膝，对下级凶狠残暴。日本人动不动就杀人，动不动就自杀。不把自己的生命放在心上，更不把别人的生命放在心上。所以，日本充满了混乱和仇杀。”康熙皇帝曾说:“倭子国，最是反复无常之国。其人，甚卑贱，不知世上有恩谊，只一味慑于武威……故尔，不得对其有稍许好颜色。”,,,,,,,,
107,"冻伤实验】： 在哈尔滨郊外零下二十几度的低温下，（被迫）接受实验的中国妇女被捆绑著，双手裸露在空气中，几个日本兵不停地用瓢舀起冰水，浇在该妇女手上。十几小时後，这双手冻得硬硬的，上面盖了一层冰。回到室内後，日本人命该妇女把手浸泡在温水中，直到双手软软地垂了下来。忽然，一个日本人使劲一捋，把此妇女双手的皮肉象脱手套一样地脱了下来，整个肘部以上的双手顿时变成了只残留极少数肉丝的森森白骨。该妇女（因还是婴儿的孩子已成为实验的牺牲品，她早已半疯半痴了）把双手（如果还称得上是手）的白骨举成戳向半空的姿势，呆呆地看著，忽然撕心裂肺地惨叫起来。　　2：【活体解剖】： 一个中国小乞丐和日本小孩因玩皮球成了好朋友，日本人授意让日本小孩带中国小乞丐进731大院，以食物诱骗等手段让中国小乞丐接受""身体检查""。中国小乞丐在脱光衣服时还露出了童稚的羞涩笑容。上了手术台，麻醉完毕後，日本人熟练地将中国小乞丐开膛破腹，把心脏、肝脏等器官逐一取出，浸入早已准备好的生理盐水。那离开身体的心脏捧在日本人沾满鲜血的手上时还在跳动。""手术""完毕，日本小孩把中国小乞丐的残骸断肢推去焚化。　　3：【低温实验】：日本人让中国受害者把手伸入超低温冰箱（也许零下几十度甚至零下一百多度），进行速冻。完成後，中国受害者取出双手，看起来呈灰白色，上面结了一层霜，完全不像是人类的肢体了。一个日本人用短棍敲打，就象打断冰柱一样，把中国受害者的手指一根一根地打落，发出清脆的声音。中国受害者发出了绝望而恐怖的号叫。　　4：【高压实验】： 中国受害者被赶入高压舱，随著加压，露出极度痛苦的表情，想叫却叫不出声，直至最终眼珠弹出眼眶、肠子等内脏挤破腹腔，流得满地都是．．．．．．　　5：【转换血液】：把中国受害者的血液全部抽干，然後向他身躯裏注入马的血液，史料称由此引起的剧烈的抽搐和痉挛""连几个壮汉也压制不住""．．．．　　6：【器官转换】：日本人仅仅为了取乐，用手术摘除中国受害者的胃和小肠，把食道和大肠直接连接，让该中国受害者不断地吃东西也只能眼睁睁地饿死；也是仅仅为了取乐　　7：【肢体转换】：砍下中国受害者的手和脚，然後用手术把手接在小腿上，把脚接在手臂上，还用""高明的医术""把它们接活；不进行任何麻醉，只是把中国受害者绑在手术台上就活体解剖，中国受害者越是痛苦地挣扎越是引起哄堂大笑．．．．",,,,,,,,
126,亏心事做多了处处和中国作对，就怕哪天中国报复，日本那些好战的只能实力压制，只能打服的那种人。还有要是哪天美国失去对日本的控制会很可怕，日本是很好战的国家。,,,,,,,,
114,坐等一个说中国自己拍抗日神剧也不正视历史,,,,,,,,
83,你叫不醒装睡的人，你滋不醒装傻的人。,,,,,,,,
78,不懂某些说国民党不抗日的人，淞沪会战，太原会战，豫南会战，三次长沙会战，武汉会战，徐州会战，常德会战等等所有大型战役都是谁打的？你们从小就从历史书上学的平型关大捷，台儿庄战役，又是谁打的？几百万人与日军英勇作战而死就被你一句国民党不抗日全部掩埋？你tm还是个人？,,,,,,,,
81,勿忘国耻的下一句是振兴中华，不是让你们去当键盘侠,,,,,,,,
67,部分媒体有这态度值得肯定。但是我觉得“南京事件”这句话真的有点避重就轻，屠杀和事件，这是两种完全不同的词性。另外希望大家去找下这个节目，不知道里面有没有提及“屠杀战俘”以外更令人发指的事情。最后，一切的关键还是看日本ZF的态度和行为，这是最根本的。,,,,,,,,
58,弹幕里争论国共抗日的那些人，我想对你们说，他们都是保家卫国的士兵，是你们把他们分成了国共两党，并且吵个不停，难道说那些烈士还要被分为国民党和gc党区别安葬吗？,,,,,,,,
55,如今的和平是靠着老一辈的人用鲜血换来的，他们多少人为了如今的和平奉献了自己的一生甚至生命，弹幕的一帮人麻烦去看看历史和如今的世界局势吧，总是以自我为中心的思想真的恶心，你以为如今中国强大了真的能随随便便就找人开战了？强大是让我们能更好的维护如今中国的和平维护你我的安全，找人开战意味着什么你知道么？以中国如今的实力一旦与任何国家开战都会牵一发而动全身，特别是日本以及韩国这种政府接受他国资助的国家。勿忘国耻不是让你天天喊打喊杀，而是让我们吸取历史教训知道如今的和平多么来之不易，从而更努力的维护它。,,,,,,,,
55,我永远不会仇视日本人，我仇视的是日本右翼势力以及像《在异世界开拓第二人生》的作者那样美化战争并且公开辱华的人还有国内那些成天叫嚣要搞什么“东京大屠杀”“在日本扔下原子弹”什么的极端民族主义者，我恨他们因为战争给人类带来的是深重的灾难，而这些人却不知道，要么否认战争，要么把战争当做荣耀，要么要用战争报复，这都对和平造成了巨大损失。正所谓“得道多助，失道寡助”，我相信这些人一定不会有好下场。最后说一遍，喜欢日本的动漫、游戏、饮食、传统文化还有风景都不是不爱国，真正爱国的人，是那些爱自己、勇于为祖国做贡献、在大是大非面前能够有正确选择的人，而不是那些所谓的民族利益高于一切，甚至不惜有令人发指的想法的人。,,,,,,,,
49,中国永远不乏“国际主义者”和博爱的圣母。但倘若他们的慈悲心肠用在本民族同胞身上，他们的面子挂不住了。仿佛一跟本民族有关，就是民族主义者了。一跟民族主义有关，那就必须是狂热的落后的鄙贱的不洋气的，就让他们国际主义的体面标签受到玷污了。关心日本人民的很多，但谁又关心烈士，慰安妇，伤残老兵，孤儿和其它战争受害者呢？因为只要你一提这些问题，那就是仇恨教育，就是斤斤计较。而宽容作为一个被用烂了的万能词汇，仿佛包治百病的灵丹妙药，只要宽容了，两国邦交就正常了。难道两国邦交，只靠战争受害国单方面的宽容就足够了？,,,,,,,,
56,拳击场上，别人偷偷捅了你爸一刀，你爸看见了，很多人通过各种途径也看到了，它不承认；现在你爸伤养也好了，也赚了不少钱，生了你和其他不少优秀的兄弟姐妹；它道歉都没有就过来你家说：“我承认你们爹当年是我捅的，我们做朋友吧！”；你笑开了花，说和平万岁，欣然接受，全然不顾你爸和其他兄弟姐妹的感受,,,,,,,,
45,弹幕里说不要民族主义的人为什么不对日本人去说呢？中国对日本的民族主义也是作为二战的受害者被加害者日本逼出来的，否则谁没事闲的蛋疼整天在网上刷仇日言论？谁都知道理性是个好东西，但看到现在日本主流对侵华历史的掩盖以及首相的拜鬼行为和广大右翼嚣张的言论，难道还不允许中国有民族主义者吗？另外就算中日之间没有历史恩怨，两国也会有民族主义者的存在，毕竟这是两个国家不是两个几百人的村子，这个世界也不是乌托邦。如果中国真的没有民族主义，那么我们这个国家还是一个健康的国家吗？个人认为民族主义者就好比免疫系统里的抗体一样，少量的存在可以抵抗外来的病原体，过量了又会对自身的正常细胞发生威胁。但就目前日本对历史的态度来看，我是不会在网上呼吁大家不要对日本有民族主义情绪的。真有哪天日本政府重拾对历史的良知后，我才会那么做。？现在，我们能做的只有让祖国更加强大，这才是正解。最后一句：在日本穷极一切手段否认南京大屠杀、美化侵华罪行的前提下，任何自标站在道德的角度下用不理智的言论攻击中国对日民族主义的行为自身就是不道德的！,,,,,,,,
34,有些人居心不良，偷换概念，把爱国和愚蠢行为联系在一起，把爱国视为洪水猛兽。这种人很危险，见一个举报一个,,,,,,,,
38,难得啊,,,,,,,,
94,b站为啥变成这样了啊，一群人，用着日本动漫的头像，起着日本名字，在这里喷日本人，也太表里不一了吧？你可以说不原谅因为他们确实犯下了滔天罪行，但是你现在说杀回去是不是有点对不起那些先辈用生命换来的和平？,,,,,,,,
