链接,标题,播放数量,弹幕数量,发布日期,点赞数量,硬币数量,收藏数量,转发数量,评论数量
https://www.bilibili.com/video/BV1Dt411C7sg?from=search&seid=10285669073430163330,在北京生活了14年的韩国男生第一次到了南方！— 南京篇 VLOG,94000.0,352.0,20181122.0,716.0,291.0,256.0,57.0,180.0
评论点赞数,评论内容,,,,,,,,
173,我也在南京！！夫子庙商业化太严重啦,,,,,,,,
79,啊好帅,,,,,,,,
49,先关注，这么帅的小哥哥不早晚要火啊，有点点像李东旭啊👏👏👏,,,,,,,,
41,哟  这不是我们学校门口嘛,,,,,,,,
23,在北京吃过南京大排档，挺好吃的就是不知道是不是正宗南京菜😂,,,,,,,,
17,UP已经知道自己很帅了，上一个视频up还回别人“过奖了”，现在已经是“谢谢夸奖”,,,,,,,,
9,吸引我点进来的是up的颜。。。,,,,,,,,
8,那个字幕南京大屠杀纪念馆不太合适没有这么叫的 最好加上遇难同胞 南京大屠杀遇难同胞纪念馆比较好,,,,,,,,
8,你可以说说话。太安静的美男子了。,,,,,,,,
7,夫子庙其实很好，不推荐是因为这里是热门旅游景点，东西比较贵。欢迎来南京，不知道up现在还在南京吗，南京博物院的民国馆也很好。还去了大屠杀纪念馆...有心了。来南京一定要吃鸭子啊，还有鸭血粉丝汤。,,,,,,,,
7,南京人表示欢迎你来南京啦,,,,,,,,
6,对广东人来说南方只有广东……,,,,,,,,
5,在中国这么多年，都没有旅游过的我，只出过差,,,,,,,,
5,쑤저우도 가볼만해요~,,,,,,,,
4,既然大家都在关注小锅锅的帅气，我就只想问小哥皮肤咋那么好呢，韩妆奶油肌般的通透，看到了记得回我哈，感谢😉(看了视频我留言了哈，不算白嫖🙃),,,,,,,,
4,太帅了！！火前留名！！,,,,,,,,
4,小哥哥竟然没去总统府，博物馆，美龄宫，明孝陵，音乐台之类的。这些都是代表性的景点,,,,,,,,
4,韩国小哥哥？😂😂猛地一看以为是中国小哥哥。,,,,,,,,
4,小哥哥来广州吧😉广州真的真的好多好玩的好吃的,,,,,,,,
3,除了帅没什么想说的了...up估计都习惯被各种夸了吧hhh,,,,,,,,
3,在中国生活了14年耶，那是不是在中国生活的更久一些鸭,,,,,,,,
3,来广州~가이드 해줄게요 ㅋㅋㅋ,,,,,,,,
3,好喜欢这个开头的镜头(*˘︶˘*).。.:*♡,,,,,,,,
3,小伙还挺帅的,,,,,,,,
3,希望阿婆可以去西安哇强推西安！！西安美食敲好吃的！！！（虽然我不是陕西人）,,,,,,,,
3,南京大屠杀遇难同胞纪念馆……up主能改一下吗？,,,,,,,,
3,更正一下。是南京大屠杀遇难同胞纪念馆。    南京大屠杀不需要纪念 谢谢🙏,,,,,,,,
3,南大鼓楼校区（老校区）也很好看的～在市中心，然后先锋书店离南大也不远，可以去看看，推荐泸溪河，有很多点心，味道很不错,,,,,,,,
3,是南京大屠杀遇难同胞纪念馆。这很重要,,,,,,,,
3,"小哥哥关注你了，没错，就是因为你长的帅<img alt=""[小电视_笑]"" src=""//i0.hdslb.com/bfs/emote/f80d384875183dfe2e24be13011c595c0210d273.png@100w_100h.webp""/>皮一下很开心。",,,,,,,,
3,看你之前的视频一口从容京腔太好听了，完全儒雅公子样，请多多说中文吧😭 （还有，小哥你好帅(〃ﾉωﾉ),,,,,,,,
2,需要安装鸡笼了,,,,,,,,
2,如果自己一个人旅游会很无聊吧？我本来想一二月份去韩国玩，但朋友都没时间，一个人去的话感觉好无聊都没劲了,,,,,,,,
2,这是我第一个可以发评论的视频，一下子就评论了3条。总之，up主在这么短时间内逛这么多地方还是挺厉害的。,,,,,,,,
2,没去总统府，明孝陵，博物馆之类的,,,,,,,,
2,视频看了很舒服❤,,,,,,,,
2,在帅哥火之前留个脚印👣,,,,,,,,
2,wow。真的好喜欢这种风格的视频 真的真美好,,,,,,,,
2,帅就一个字，持续更新呀～,,,,,,,,
2,Up主来成都玩吗？,,,,,,,,
2,感觉小哥的视频都很舒服～希望能看到更多视频啊～ 南京的鸡鸣汤包超好吃嘿嘿嘿😁,,,,,,,,
2,好棒啊，也好帅,,,,,,,,
2,up朱居然来我们南大了！熟悉的地铁站！,,,,,,,,
2,感觉拍vlog的小哥哥也是对生活很认真的人！谢谢你喜欢中国文化呀！！以后也会为了小哥哥的vlog事业应援哒~(我也正在学习拍vlog中……,,,,,,,,
2,有点帅啊关注了,,,,,,,,
2,来南宁吃碗粉？,,,,,,,,
2,up用词都很北京了哈哈,,,,,,,,
2,国内我最爱的城市就是深圳和杭州还有重庆,,,,,,,,
2,哈哈主页推荐了，那就关注一下小哥哥吧,,,,,,,,
2,Up3分48秒拍的解放南路是我家那里哎！开心！화이팅 ！,,,,,,,,
2,up有点帅啊,,,,,,,,
2,北京话挺溜吖,,,,,,,,
2,一晚逛那么多地方，体力惊人。,,,,,,,,
2,差不多该去的都去了，哈哈哈，不过下次去的话，鸡鸣寺还有先锋书店可以去逛逛，挺漂亮的。,,,,,,,,
2,哈哈哈哈哈仙林校区,,,,,,,,
2,小哥哥多露脸呀,,,,,,,,
2,小哥哥关注你啦，不是因为你长得帅😂,,,,,,,,
2,小哥哥，来广州体验呀！,,,,,,,,
2,我在南京上的大学哎！南京太大了想逛完真的好累哈哈，旅途愉快🐟,,,,,,,,
2,。以后到广东看看吧！不一样的南,,,,,,,,
2,欢迎来我们大蓝鲸,,,,,,,,
2,感覺南京怎麼樣？,,,,,,,,
1,"up什么时候再来一趟南京呀 推荐南京博物院的民国馆哦（门票还是免费的<img alt=""[惊喜]"" class=""small"" src=""//i0.hdslb.com/bfs/emote/0afecaf3a3499479af946f29749e1a6c285b6f65.png@100w_100h.webp""/>",,,,,,,,
1,啊 我在釜山 错过小哥哥,,,,,,,,
1,好像张水啊妈呀,,,,,,,,
1,小哥哥好帅啊(⌒▽⌒),,,,,,,,
1,我可以,,,,,,,,
1,我要做up的**粉！,,,,,,,,
1,那个面不是阳春面，是红烧汤面吧！阳春是清汤，加点葱而已，但很鲜的口感。视频还是拍的不错的，赞一个。不怎么说话的小哥哥，看起来特别舒服呢，期待更多作品。,,,,,,,,
1,哈哈哈哈哈哈up字幕都带东北调调了，很可爱(･∀･),,,,,,,,
1,感觉up两天去了好多地方哈哈哈哈哈哈,,,,,,,,
1,up视频风格好喜欢啊，感觉不是很吵，想必本人也是个安静的男孩子吧，期待更多视频，今天刚从南京回来,,,,,,,,
1,下次来南京找我啊！,,,,,,,,
1,哇哇哇  看完上海的视频过来的  好巧  没想到还有南京的,,,,,,,,
1,잘생겼어요～～짜야,,,,,,,,
1,好帅的小哥哥啊……,,,,,,,,
1,可以找我，南京本地人,,,,,,,,
1,好喜欢你好想和你做好朋友T^T,,,,,,,,
1,关注一发给小哥加加油(⁎⁍̴̛ᴗ⁍̴̛⁎),,,,,,,,
