链接,标题,播放数量,弹幕数量,发布日期,点赞数量,硬币数量,收藏数量,转发数量,评论数量
https://www.bilibili.com/video/BV1Q54y147nw?from=search&seid=17193688311377318020,日军当年有多残暴？西方人应该看看照片！,53000.0,138.0,20201213.0,9923.0,862.0,1699.0,248.0,180.0
评论点赞数,评论内容,,,,,,,,
1908,西方人才不会看的，因为他们也做过一样的事,,,,,,,,
1511,日本人的双标程度只知道两颗原子弹，呵,,,,,,,,
1330,日本人总是强调自己挨了原子弹的打，却始终忽视自己为什么挨了原子弹的打,,,,,,,,
1076,不光南京大屠杀的仇，还有为南京大屠杀说话，就被威胁、逼死的张纯如的仇！,,,,,,,,
1025,江苏省淮安市南昌北路与母爱路交叉口西南150米——张纯如纪念馆！,,,,,,,,
909,张纯如的《南京浩劫》是我看的最慢的书，因为太痛了。她也不看这些而选择自杀，她妈妈为她写的《无法忘记历史的女子》也推荐大家,,,,,,,,
978,推特把南京大屠杀真相相关的推文删了，然而日本称南京大屠杀不存在的言论却获得大量点赞和转发。,,,,,,,,
766,张纯如后来自杀了，我也看不下去这本书，在图书馆看过一段，然后心里一阵阵恐慌，生理上严重不适。里面只是讲述一个个小事件，作者没有带入什么感情，但感觉自己麻木着内心也读不下去，太难受了。作者也是个很坚强的人，要研读资料，采访受害者，一次次求证这些残忍的事件，内心一次次受到煎熬，也坚持完整地记录这次人类浩劫，（此前是没有一部书或资料系统地记录南京大屠杀），我想她内心所受到的痛苦没有人可以理解，她选择了结束，但她仍然坚强。,,,,,,,,
515,有一件事情我一直想不明白，为什么西方国家一提到纳粹虐待犹太人总能声泪俱下，却对我们南京大屠杀的遭遇，抗日战争时期牺牲的军民视而不见？？,,,,,,,,
506,山川异域，不共戴天！,,,,,,,,
294,张是被日本右翼整天打电话威胁恐吓。那个年代的网暴。才导致自杀的。这是主因！！日本人的最敏感的地方就是怕人晓得这个表面彬彬有礼的民族实际多变态,,,,,,,,
252,勿忘国耻,,,,,,,,
226,日本无时不觊觎我中华，放弃幻想。,,,,,,,,
190,不要想不明白，这些历史我觉得不需要西方的认同和了解，相反这些历史更需要我们国内的了解特别是年轻人的了解。看完痛吗？痛就对了，这些血淋淋的历史就是需要我们国家年轻人记住，今天的好日子当年我们经过了什么样的磨难。现在的00后10后更需要了解，因为他们离那段历史太遥远了，好日子过久了会变得柔软，会觉的这个世界充满了美好，但现实是吗？对于我中华民族未来的威胁绝对不会少也绝对不会小!,,,,,,,,
185,"上海有个叫做吴祖康的老爷子，2000年开始创建一个叫：918爱国网   <img alt=""[爱心]"" class=""small"" src=""//i0.hdslb.com/bfs/emote/ed04066ea7124106d17ffcaf75600700e5442f5c.png@100w_100h.webp""/>的网站，网站收集了目前几乎所有的抗战资料新闻。20年间，老人家一直靠自己的退休金和各界人士的捐赠维护网站，时而还要去慰问抗战老兵，目前网站还一直处于赤字状态。在今天这个特殊日子，希望有能力的小伙伴对网站进行捐助，2000年开始，每一分捐助的使用情况全部都在网站上透明公开大家可以看一下这个网站，或者复制一下这段话，评论到其他视频下，让更多人知道这个网站复制的",,,,,,,,
166,"西方：就这，问问印第安人，我们不知道比他们强到哪里去<img alt=""[呲牙]"" class=""small"" src=""//i0.hdslb.com/bfs/emote/b5a5898491944a4268360f2e7a84623149672eb6.png@100w_100h.webp""/>",,,,,,,,
138,西方人不敢看，因为他们会想起自己也做过类似的事,,,,,,,,
175,"西方人和日本人就一个德行，想想盎格鲁撒克逊人都干了些什么。。。。让西方人看有什么用，蛇鼠一窝<img alt=""[疑惑]"" class=""small"" src=""//i0.hdslb.com/bfs/emote/b7840db4b1f9f4726b7cb23c0972720c1698d661.png@100w_100h.webp""/><img alt=""[疑惑]"" class=""small"" src=""//i0.hdslb.com/bfs/emote/b7840db4b1f9f4726b7cb23c0972720c1698d661.png@100w_100h.webp""/><img alt=""[疑惑]"" class=""small"" src=""//i0.hdslb.com/bfs/emote/b7840db4b1f9f4726b7cb23c0972720c1698d661.png@100w_100h.webp""/>",,,,,,,,
123,我们没有资格原谅 ，只能期待什么时候能报仇,,,,,,,,
78,书名“张纯如—南京大屠杀”，淘宝上正版也就24块钱，可以去买本 ，等什么时候觉得想开始看了再看,,,,,,,,
76,铭记国耻，吾类后辈当知耻而后勇，强国于世界！,,,,,,,,
83,我们不需要西方人的同情，我们要子子孙孙把这段屈辱仇恨记在心里，永远不要忘记小鬼子狼子野心,,,,,,,,
60,为什么我们选择记住？因为在我们先辈获得正义和道歉之前，我们没有资格去原谅。忘记就等同于背叛！,,,,,,,,
58,同一日，方方接受日本媒体采访,,,,,,,,
57,我感到非常恐惧:30万中国人被残杀的历史可能会消失，就像这些受害者曾在日本占领之下消失一样；将来某一天，世界可能真的会相信日本政客的狡辩，认为南京大屠杀是一个骗局和谎言——他根本不曾发生过。通过写作，本书我强迫自己不仅研究历史本身，还探究历史研究的方法——考察历史形成的动力和过程。究竟是什么原因使一些历史事件被载入史册，而另一些事件则被人遗忘？具体而言，像南京大屠杀这样的事件是怎样从日本(甚至整个世界)的集体记忆中消失的？——摘自张纯如的书《南京大屠杀》,,,,,,,,
57,勿忘国耻 振兴中华,,,,,,,,
54,各位不光要记得南京，会议一下历史课本，全国的死亡人数时3500W+ 现在只提南京已经时我们很克制了,,,,,,,,
61,一些老是说华裔坏话的人看看，只要心里是中国人，就永远是中国人。,,,,,,,,
53,时间过去的越久就越不能让后辈忘记如今的幸福生活是如何而来，付出了多么大的代价。居安思危 我辈当自勉,,,,,,,,
48,怀念张纯如女士,,,,,,,,
44,我一直都觉得旧时代的日本就是一个阴间国家,,,,,,,,
44,永远都没法洗净这无尽的罪恶，他们犯下的罪行，遗传千古！,,,,,,,,
39,小时候看过黑太阳731，还有那时候家里的禁书（估计是香港台湾那边出版的）中描述当年日本杀害老百姓用的种种你不可能想得到的灭绝人性的方式，那些残暴恐怖的画面与文字，造成了童年的噩梦，并且一直延续影响至今，不管日本承不承认他们曾经犯下的滔天罪行，我永远都不会原谅日本人，因为此仇不共戴天，唯有报仇解恨。,,,,,,,,
36,变态至极，韩国日本都是贱！,,,,,,,,
31,他们什么也看不见,,,,,,,,
29,最恶心的就是西方，731所获得数据被美国拿走了，来兑换犯下罪行的日本军官活命。同为罪犯的西方，有何资格谈人权谈民主，不过是个天大的笑话。,,,,,,,,
31,这本书 我看到第三页，就看不下去了,,,,,,,,
25,日本🐷这段历史必须要永远给下一辈记住了,,,,,,,,
24,小日本亡我之心不死,,,,,,,,
31,张纯如女士是少有的具有正义感的华人女士。,,,,,,,,
