链接,标题,播放数量,弹幕数量,发布日期,点赞数量,硬币数量,收藏数量,转发数量,评论数量
https://www.bilibili.com/video/BV16V411h7Yj?from=search&seid=1750330274017779470,铭记历史 开创未来——日本疫情下的纪念南京大屠杀83周年集会,167000.0,458.0,20201214.0,18000.0,1892.0,2672.0,352.0,380.0
评论点赞数,评论内容,,,,,,,,
10814,这些人才是少数，事实上日本新闻13号提都没提,,,,,,,,
6396,可惜这些人太少了，那些真正的元凶还在拼命篡改历史。,,,,,,,,
3835,最近看到一部日剧叫《暗杀教师的方程式》，里面主角说：加害者伤害了受害者，受害者会一直记得，加害者为了逃避责任不承认自己所犯的罪，他所犯的罪就会消失吗？不会的。很难想象这是日剧里的词儿，毕竟日本明明一直以来对自己的罪行都是逃避和掩盖，为了逃避罪行甚至颠倒黑白。之前和一些精日对线，他们的理由就是现在的日本人不知道过去的日本人犯过的错，所以现在的日本人没什么错，我觉得很荒唐。,,,,,,,,
2897,里面没有年轻人，日本历史教科书都改了，前事不忘，后事之师，不容易做到啊！做为日本少数，各位辛苦！,,,,,,,,
1338,"虽然说道义上日本人悔过反思是本分 但实际上这些有良知的人是顶着本国的压力来做这些事 值得我们的尊敬和肯定 评论区那些不屑和嘲讽的人只是恰好生在了这个国家 论人品还比不过这些日本人<img alt=""[无语]"" class=""small"" src=""//i0.hdslb.com/bfs/emote/44667b7d9349957e903b1b62cb91fb9b13720f04.png@100w_100h.webp""/>",,,,,,,,
2260,年轻人根本不知道战争的惨烈，现在日本年轻人基本活在第三世界,,,,,,,,
1278,日本教学书本里面根本就没提到过南京大屠杀这个事！,,,,,,,,
4405,"视频里基本都是中老年人了，他们这些老年人也许经历过美军的轰炸，知道战争的残酷，所以才会正视南京大屠杀的存在。感谢这些有良知的日本人，但是这些人也只会越来越少。<img alt=""[无语]"" class=""small"" src=""//i0.hdslb.com/bfs/emote/44667b7d9349957e903b1b62cb91fb9b13720f04.png@100w_100h.webp""/>",,,,,,,,
497,试想一下这些人不在了之后，还有几个日本人会承认？,,,,,,,,
1136,血海深仇大恨我永远不忘！,,,,,,,,
491,希望一定要告诉日本青年人，希望传承下去！,,,,,,,,
975,"希望中国人记得。""杀了那么多人，一句对不起就完了吗？""",,,,,,,,
479,日本屠的不止南京，还有很多地方，不止是这三十万。但是这个十字架应该更是让人警醒，例如美洲的印第安人，澳洲的土著，印度非洲任何被殖民过的地方。了解一下五眼联盟！！！,,,,,,,,
307,台湾也是，香港也是，都是老人，只有他们见过，所以他们忘不掉……,,,,,,,,
226,"曰敏感词ben正急吼吼地等着这些有良知的老者离去呢<img alt=""[微笑]"" class=""small"" src=""//i0.hdslb.com/bfs/emote/685612eadc33f6bc233776c6241813385844f182.png@100w_100h.webp""/>（再吞再发）",,,,,,,,
149,标题改改，纪念的不是大屠杀而是遇难同胞日,,,,,,,,
112,害，他们的年轻人会去吗？？,,,,,,,,
122,不用感谢日本的道歉，因为这是他们应该做的，是最起码的,,,,,,,,
80,南京大屠杀遇难者纪念日，不是纪念南京大屠杀！,,,,,,,,
63,坏消息是这样的人太少，好消息是有这样的人,,,,,,,,
107,什么叫做感谢这些人，致敬这些人。这些事是他们必须做的。说句难听的，他们把我们的祖宗杀了，现在能铭记历史犯下的错是他们应该去承受，去认可这就是历史，这就是事实。,,,,,,,,
61,日本人分几种，有死不认错的，也有深刻反省的，有些知识分子是真的挺真诚，纯粹，但也有很欠揍的,,,,,,,,
37,勿忘国耻，勿忘的不应该是敌人的残忍，因为指望敌人仁慈本来就很可笑，要勿忘的是自己弱小，勿忘弱小会引发的一系列后果。当自己成为最强时，其他国家自然会好好想起自己做过的一切，并且认真且真诚进行深深忏悔。,,,,,,,,
38,有时候我在想，漂亮国当初扔原子弹是不是已经算到了今天。。中日一日不和，亚太利益永远就有他的蛋糕。,,,,,,,,
28,现在日本年轻人的态度更多是关我什么事，又不是我干的。看到这些案例既没有快意，也没有什么负罪感，完全是漠不关心的态度。日本的民族主义在逐渐流失。也不知道对中国还有日本是好是坏。。。,,,,,,,,
28,虽然都是老人，但还是有些欣慰，还有人没有否定那三十万的英灵！,,,,,,,,
26,"有良知的人已经老了...年轻的却在拼命篡改历史<img alt=""[捂脸]"" class=""small"" src=""//i0.hdslb.com/bfs/emote/6921bb43f0c634870b92f4a8ad41dada94a5296d.png@100w_100h.webp""/>",,,,,,,,
24,都是老人,,,,,,,,
21,不必感谢，但值得肯定和尊敬,,,,,,,,
21,"感谢全世界为了正义与和平奔走的人们<img alt=""[支持]"" class=""small"" src=""//i0.hdslb.com/bfs/emote/3c210366a5585706c09d4c686a9d942b39feeb50.png@100w_100h.webp""/>",,,,,,,,
23,有的人是不是有问题？动不动就致敬，就感谢，这难道不是他们应该做的吗？虽然在日本那种大环境下这么做有一定难度，但也不至于某些弹幕去致敬吧？这就是日本平常表现太差劲，只要有一点这种向好的报道，就有人感恩戴德，真可笑，再说一遍，这是他们应该做的,,,,,,,,
15,毛主席在论持久战中说过，这些支持和平反对战争和军国主义日本民众也是十分重要的，日本民众一天不知道真相，右翼分子迟早还会卷土重来,,,,,,,,
15,"爱国应该是让自己的国家变得更好，认清错误，承认错误，改正错误，而不是盲目维护自己的国家。这才是正常人类该做的w祝日本人早日让周围的日本鬼子看清事实，美国的狗真挺恶心，看样子日本也没有什么国家主权啊<img alt=""[吃瓜]"" class=""small"" src=""//i0.hdslb.com/bfs/emote/4191ce3c44c2b3df8fd97c33f85d3ab15f4f3c84.png@100w_100h.webp""/>右翼政党恶心心，祝真正的左翼崛起",,,,,,,,
15,去推特看部分日本右翼说南京大屠杀是假的就来气,,,,,,,,
15,日本人就在慢慢的等 拖死他们以后就再也没自己人讲南京大屠杀了,,,,,,,,
15,勿忘历史，吾辈自强！,,,,,,,,
14,感谢啥，这不都是应该的吗？,,,,,,,,
18,"致敬个p勒，还谢谢你们？？<img alt=""[疑惑]"" class=""small"" src=""//i0.hdslb.com/bfs/emote/b7840db4b1f9f4726b7cb23c0972720c1698d661.png@100w_100h.webp""/>这骨子里是有多卑微？就算是不能成为脊梁，那也不要这么容易就骨质酥松好嘛？<img alt=""[辣眼睛]"" class=""small"" src=""//i0.hdslb.com/bfs/emote/35d62c496d1e4ea9e091243fa812866f5fecc101.png@100w_100h.webp""/>",,,,,,,,
15,估计是仅存的日共,,,,,,,,
15,打倒帝国主义！世界人民大团结万岁！,,,,,,,,
14,敢于直面并尊重、铭记历史的日本友人，我也很尊重他们，为和平奔走、宣传历史的人们的存在还是必要的,,,,,,,,
10,凡是人民大众，不论素质高低，都是团结的对象 凡是人民大众中觉悟较高的，不论是否理所应当，都是赞扬的对象,,,,,,,,
