链接,标题,播放数量,弹幕数量,发布日期,点赞数量,硬币数量,收藏数量,转发数量,评论数量
https://www.bilibili.com/video/BV1Fs411t7Bg?from=search&seid=10285669073430163330,南京！南京！片段 自用,100000.0,426.0,20161024.0,414.0,65.0,473.0,213.0,80.0
评论点赞数,评论内容,,,,,,,,
368,很多人不会选择去看这样的视频，不是因为不爱国，不是因为不想看，而是当我们看视频的时候那种恨自己无力去改变什么的绝望感觉让人崩溃，不是哪个人都可以撑下来的！,,,,,,,,
263,其实这些演员都是真日本人，他们能够来拍摄影片说明他们还是愿意面对历史的,,,,,,,,
165,我记得当时看完电影后去吃饭老妈刚好聊到战争没忍住哇的就哭了……只想说我很幸运生活在这个时代,,,,,,,,
128,我们有什么资格替前辈原谅这些畜牲！？没有！一个都没有！,,,,,,,,
117,记得在电影院看的时候第一次一边哭一边发抖……,,,,,,,,
114,中国看日漫看傻的人太多太多,,,,,,,,
77,日本认错有什么用吗，我tm用那种惨无人道的方法杀死你日本30万人，然后我tm认个错，你日本接受吗？,,,,,,,,
90,又快到一年公祭日，作为地道的南京人，我认为陆川老师拍的南京南京，是南京大屠杀同类题材中最好的电影。与其他影片一味强调爱国主义与日本****的残暴不同，影片诠释的是多方位的人性思考，民众的**，面对死亡的恐惧，只求苟且的绝望，日本军人内心的矛盾以及思乡之情等等，人性显得更加真实饱满，没有永远的善，也没有天生的恶！！愿我们珍惜和平年代，愿世界永无战争！,,,,,,,,
49,来中国来演的日本演员也挺勇敢的,,,,,,,,
38,12.13南京公祭日，先辈们的恐惧屈辱与仇恨是刻在我们每一代中国人的骨血里的，如果他们能说话可能希望所以罪恶的日本人都能受到严惩罢，希望国家强大永远自省，一旦我们衰弱，日本这头窥视的狼，再次侵我国土，屠杀是一定的，可能不会用刀，可会死的人会更多，,,,,,,,,
36,想想两颗原子弹我就舒服了!,,,,,,,,
32,记得看过一个片段，苏联进攻日本关东军，占领一所日本医院，QJ了藏在医院地下防空洞的日本护士，后来医院被解放军控制，有些日本护士害怕被侮辱，准备服毒自尽，解放军长官喝止住了她们，告诉她们解放军打仗是为了和平，不是为了暴力，解放军是有理想的军队。三岛倭奴，中国忍受了这许多，如果它还不思悔改，迟早会受到中国的制裁。,,,,,,,,
