链接,标题,播放数量,弹幕数量,发布日期,点赞数量,硬币数量,收藏数量,转发数量,评论数量
https://www.bilibili.com/video/BV1fW411F7ba?from=search&seid=1750330274017779470,【抗日正剧】都说抗日出神剧  国剧亦有英雄魂,151000.0,4009.0,20180617.0,1596.0,820.0,1628.0,214.0,520.0
评论点赞数,评论内容,,,,,,,,
1118,那个时候就算日本豆丁坦克中国也要拿命拼啊！要啥啥没有！那种豆丁坦克在欧洲白送有没有要的都不一定然而。。。。。,,,,,,,,
696,貌似以前有句话！无川不军！川军死的太多了！当然也不否认别的地方牺牲的不多,,,,,,,,
205,真的我想说，要骂果党，可以，要骂国军高层，可以，但是不要骂国军士兵是废物！他们全都是民族英雄！别说国军不打仗，给你们个数据自己看！中日战争中，共129名日本将官阵亡，只有其中3名是死于跟八路军的战斗中，包括阿部规秀中将。这足够说明事实了吧？国军士兵们都是为了国家，为了民族在拼死血战的，是他们用自己的生命换来了如今祖国的繁荣，他们不应该受到这样的侮辱！,,,,,,,,
156,他们都生于贫寒积弱下的旧社会，大多还因为家境，没读过书，不曾学过字，又在那样恶劣的环境下受过太多苦，但在那一刻，当侵略者来犯之际，当华夏大地又经涂炭之时，他们想的不曾是逃跑，他们愿意去抗争，在他们那单纯忠厚的思维中，抗战到底的信念不曾动摇。他们是一群最可爱的人，手上的装备再简陋，面对悍敌亦不愿屈服，他们是一群不该被遗忘的人，若无千千万万个他们铸成的血肉长城，此后的中华又何以复兴?以区区血肉之躯，无畏抵挡凶悍的钢铁的巨兽，何等悲壮！尚有退路亦要以死相战，何等令人动容！他们深知，假若他们都退了，这个民族又还有谁来挺身而出?这不是后人笔下轻描淡写可以叙述的过往。这是一个民族生死存亡之际的奏响的一曲曲荡气回肠的悲歌，其光辉不应随岁月的流逝被磨灭。有些伤痛，应当被铭记，有些英雄，不应被忘却。,,,,,,,,
131,真正爱国的年轻人，即使他们是日漫游戏的铁杆粉丝，他们也会在大是大非的问题面前维护自己国家的主权和民族的尊严。而那些没有脊梁骨，双膝发软的人，即使他们对日本没兴趣，也迟早会跪倒在其他人面前，嘲笑着中国的一切。——共青团中央微博,,,,,,,,
85,又是一群认为八路厉害还是国军厉害的大侠们，在外敌当前，只有中国军人，民族存亡高于意识形态，国家利益高于一切，谢谢,,,,,,,,
59,萧山令中将，南京市代市长、代宪兵司令、警察厅厅长，1937年12月13日战死下关； 朱赤少将，第88师旅长，12日战死雨花台； 高致嵩少将，第88师旅长，12日战死雨花台； 罗策群少将，第66军代师长，13日战死紫金山下； 易安华少将，第87师旅长，12日战死莫愁湖； 赵寒星中校，第88师参谋，12日战死雨花台； 韩宪元上校，第88师团长，12日战死雨花台； 胡豪少校，第51师营长，12日战死水西门； 程智上校，第51师团长，12日战死水西门； 姚中英少将，第156师参谋长，13日战死太平门； 司徒非少将，第160师参谋长，12日战死太平门； 蔡如柏上校，第160师团长，12日战死太平门； 罗雨丰少校，教导总队营长，10日战死紫金山； 秦士铨上校，教导总队团长，12日战死紫金山； 周士泉少校，教导总队营长，12日战死白骨坟,,,,,,,,
64,抗战分党派的人有脑子？那些打仗的是你的父辈祖辈，他们在保卫自己的家，你们非要把他们说成某个党派的吗？,,,,,,,,
52,说共抹黑国的你们看好噢，这些片子可都是共拍的。,,,,,,,,
60,几类可笑的人：替战争亲历者原谅的人；不是亲历者却装出一副苦大仇深的样子的人；鼓吹弱肉强食、侵略无罪的人；宣扬民族仇恨、变相鼓吹战争的人；莫名其妙带着优越感、看不起其他民族的人；望先烈们安息，这个时代的渣滓由这个时代去埋葬。,,,,,,,,
34,这种历史撕逼话题各位还是少掺合为妙，因为要说双方都挽起袖子拉开架势的认真撕逼讨论，都能说出一堆道道来，但毕竟各位都不是历史人物对吧?当年发生的事情除了历史人物自己知道外，你们谁能说清楚。?说句大逆不道的话包括官方。只有一点奉劝各位谨记，撕逼归撕逼，那种企图让中国再乱一次的目的性煽动言论各位最好睁大眼睛仔细分辨，这种就属于挑事破坏团结破坏复兴道路了。撕逼归撕逼，大义要分明。人家以前都说中国人在和平时期是一条虫，专门喜欢内斗。混乱时期就是一条龙，一致对外。你说奇怪不奇怪(｀・ω・´),,,,,,,,
33,不知道说什么，弹幕一排睿智尽刷黑暗面在那带节奏？**？什么wg毁了烈士的碑，什么贪污掉了，键盘敲得噼里啪啦，你们有几个去纪念场所？国家给烈士们的宣传，为烈士们修建的纪念馆和陵园你们是选择性眼瞎？你们心被狗吃了？看着先辈流血牺牲换来的今天，你们倒好，在这带节奏搞批斗，真是。。。不想说什么( ´_ゝ｀),,,,,,,,
36,"一个抗日战争，让某些人原形毕露啊。大家不要低估了日本鬼子的单兵素养,鬼子的枪法极准,在淞沪会战当中,有些拿掷弹筒的老鬼子会准确的将炮弹打入战壕，中国方面，一天牺牲一个师的兵力，仗是那么好打的吗？所以我很反感那些抗日神剧。敌人很强大，我们打败了强大的敌人，取得了胜利，所以我们更强大。这是一般人的逻辑。但是抗日神剧说的是什么？抗日战争14年来，中国人被一帮弱智，造成了3500万的伤亡？抗日神剧，表面上看是黑了日本鬼子，暗地里黑了谁呢？",,,,,,,,
33,"我真就笑笑，没人不知道国军贡献。
而某些小丑就仿佛全天下人就他一个知道一样。一边鼓吹国军贡献，一边贬低tg的历史书。别人质疑是否太绝对就用一句无比中二的，怕不是只有智z才挂在嘴边的：历史是由胜者书写        回怼你。弱z到我想笑。
这种人，就应该去网戒中心电一电。",,,,,,,,
32,"庐山谈话:""再没有妥协的机会，如果放弃尺寸土地与主权，便是中华民族的千古罪人”，“如果战端一开，那就是地无分南北，人无分老幼，无论何人，皆有守土抗战之责，皆抱定牺牲一切之决心。我们只有牺牲到底，抗战到底，惟有牺牲的决心，才能博得最后的胜利”和平未到绝望之时，决不放弃和平；牺牲未到最后关头，亦不轻言牺牲。                                            ....蒋公",,,,,,,,
27,我堂弟在海军早上和自卫队玩老鹰抓小鸡下午轮休就窝休息室看点兔做死宅  他们舰长吧政治宣视频插到美剧里送给南海上对垒的美舰  印度洋上给尾随的阿三用公共频道唱东北玩泥巴 这个世界远比我们想象的精彩 也远比我们想象的残酷,,,,,,,,
30,国家政府抵抗外敌难道不是应该的么？国民党政府当时是中央政府，你不抵抗谁抵抗？难道如果现在有外国入侵，tg政府会指望台湾来帮忙？抗日将士是英雄，请不要拿抗日英雄的血给蒋某人，给国民党政府刷漆，,,,,,,,,
25,每当有类似的抗日题材的时候就会有一堆评论说国军还是八路。我想这个时候不管是什么军抗日都应该责无旁贷吧，身为中国人抗日不是应该的吗？有哪个中国人不想赶走侵略者？哪个抗战牺牲的人不应该得到尊重？就一定要给每一个抗战的中国人扣上国军gong军的帽子才甘心？南京陷落之际，这些零散反抗的人都是最后剩下的一些有能力有勇气抗争的人，他们不限于国军gong军包括警察甚至还有普通民众。民族危亡时刻还要讨论何门何派，抗日战争的意义难道就是一场军功盛宴吗？,,,,,,,,
