链接,标题,播放数量,弹幕数量,发布日期,点赞数量,硬币数量,收藏数量,转发数量,评论数量
https://www.bilibili.com/video/BV1Ab411t7tQ?from=search&seid=9057015741557747434,【尉迟】中国和德国合拍的抗日剧，告诉了我们南京大屠杀真正的元凶,399000.0,3539.0,20190326.0,24000.0,16000.0,10000.0,1300.0,1400.0
评论点赞数,评论内容,,,,,,,,
4849,"<span class=""stick"">置顶</span>致敬",,,,,,,,
3691,"同样作为曾经的轴心国，还是有人不愿面对历史<img alt=""[嫌弃]"" class=""small"" src=""//i0.hdslb.com/bfs/emote/de4c0783aaa60ec03de0a2b90858927bfad7154b.png@100w_100h.webp""/>",,,,,,,,
2621,真的感觉很up认真做事，希望up将来可以增到百万粉丝，我就是来的最早的那批～(￣▽￣～),,,,,,,,
1813,说真的，小时候看教科书里写日本进入南京进行屠城，遇难百姓约30万的时候，我一直有疑问那么日本人的恶行是怎么被人所知的？（小时候真的以为人都被杀光了）长大后才知道，还是有许多逃过一劫的幸运儿的，今天才知道很多幸运儿是因为有这么一个（一批）英雄的出现，才然他们成为幸运儿的。,,,,,,,,
2144,真是清流，这点粉丝也太少了,,,,,,,,
1434,我本来以为我原谅了日本人  但是每当看到这种视频 就莫名对日本不承认大屠杀 和美化战争的事 深痛恶觉,,,,,,,,
411,日本在新加坡马来西亚也有针对华人大屠杀，专门挑选华人屠杀，新加坡就有十万人惨死，可惜国内知道的人不多？主要原因是因为海外华侨对中国抗战的支援惹怒了日本人？当年海外华人不仅出钱还出力很多海外华人在海外举行反日的抗议还有回国参军抗日的，可惜他们惨死了也没有得到日本人的道歉，总有一天日本必须得承认他们的罪行并且对整个华人种族真诚的道歉,,,,,,,,
318,我是山東人，雖然我生在台灣，但是日本對中國的罪行不能忘記，向這位德國人獻上最深的謝意！致敬！,,,,,,,,
709,臺灣兔報到！日本鬼子殖民臺灣50年，殺了超過40萬臺灣人，到現在連句道歉都沒有！更可悲的是民進黨還說「日本是臺灣的祖國」！再來更無恥軟弱的國民黨，竟然連吭聲都不敢！！我的結論：共產黨救不了地球沒關係，至少救得了臺灣！,,,,,,,,
360,在日本留学过三年，和日本同学聊关于南京事件（南京大屠杀）的真相，他们称为南京事件。好多同学下意识都是不相信的，因为日本政府从战败到今天都一直在刻意回避和不承认这个事情发生，日本学界好多的所谓砖家都说事件有待考究，有的甚至直接说是假的。我问日本同学，你们怎么看关于道歉和认罪的事情，他们大部分都反驳我说，那是爷爷犯下的错，为什么我们要承认要承担……呵呵。我只能说原子弹下无冤魂。,,,,,,,,
173,注意，是拉贝，以及一些有良知有勇气的国际友人，在保护和他们八竿子打不着的中国民众，在记录和揭发日军犯下的罪行。不是***，更不是nazi政府，在他们眼里，就是和犹太人一样的肥皂,,,,,,,,
149,"我们没资格替遇难者原谅侵华日军<img alt=""[洛天依_冷漠]"" src=""//i0.hdslb.com/bfs/emote/5f4385db3c9806b08ea15bd9ff444af9d9fe0c3a.png@100w_100h.webp""/>",,,,,,,,
127,杀人的畜生活了那么久，而救人的英雄却晚年凄凉，不能善终。唉。。。,,,,,,,,
115,好人活不长，坏人活千年。拉贝在回国被开除党籍，还遭到德国人民的唾骂，自己也染上了病，对吧他在1950年去世，目睹过自己国家投降，想必他也不想说什么了。现在我是蛮喜欢德国的，德国人法律很严，做事很严谨，关键是还很幽默23333。德国总理在二战后相继对欧洲数个国家道歉，特别是在华沙纪念碑跪下的那个。相比德国，日本这个国家只会一昧的掩盖事实，自己国家的历史书还瞎编，如果日本左翼能多一点，我也会对日本这个国家有一丝丝好感的,,,,,,,,
103,看了2486条评论，我觉得几点1**分子就是民族的败类2无论过去多长时间，我们都不能忘记那段历史，也没资格替先辈原谅他们3总有人要为日本民众喊冤，问题是他们的军队没有他们国民的支持，他们怎么打仗？没有他们国民的支持，他们后勤怎么保障？没有民众工作他们哪来的武器装备？（说的有疏漏，但希望别有人骨头里挑刺）4总有人说过去的已经过去了，不应该苛责日本新一代，但他们新一代有过忏悔之意吗？怕是好多人南京大屠杀都不知道（这里肯定有人要说我以偏概全了，或者说这全是他们政府的错，不解释了）这些观点属个人观点，不接受反驳,,,,,,,,
101,我记得拉贝回来回国后因为一直要披露日军暴行被纳粹党警告了，被德国当局禁止他泄露日军暴行防止破坏德日盟友关系，甚至一度被抓。所以说什么德国一直对中国有好感，元首一直喜欢中国之类的醒醒吧，拉贝先生是出于人道主义，当时南京的安全区可不止有拉贝先生一个人，其中包括美国的几个牧师等等。只不过日本对于拉贝的身份相对于其他人更要看重。,,,,,,,,
132,三十万数字化其实挺抽象的，这么想吧，一个买了鸡蛋想给孩子补补身体的母亲，加一个卖着馒头的小本商人，加一个扰的邻里不安的熊孩子，加一个兢兢业业的农民，加一个等口食物的乞丐……就这么加下去，加到三十万，那就是曾经的南京,,,,,,,,
95,民族和民族是不一样的，日耳曼可以忏悔是因为他们内心是有罪恶感的。而对日本大河来说，侵华失败是耻辱。就像是占领一个国家，杀了很多人，虽然失败，但是当初的目的没错。每个日本兵，他们做的一切都是效忠天皇。罪恶感是人性之一，杀人的时候都会有。日本兵杀人的时候会想，我是为天皇的大业，天皇有恩于我。就是这样，纳粹虽然和日本同一目的，但是他们敢于直面内心真情。日本军官很多都自杀，原因是没能报答天皇，日本人巧妙的避开忏悔，时过境迁，本来就逃避忏悔的日本人又怎么会去承认历史？日本人很勤奋，值得学习，但是他们的道德有问题，出轨和脚踏10船都是不被谴责的民族，日本的艺术很出色，特别是动漫，但是要分开看，艺术无国界，但是精神是不能被污染的。我们可以和现在的日本认友好相处，但是怎能忘记他们还没有忏悔？很多时候我们内心明明难过，很生气但又说不清，因为人总要适应生活，和日本总要合作，个日本人总要来往，有人向往日本。时间梦冲淡一切。其实，就算日本认错我们也应该铭记历史，不仅要知道日本侵略中国，还要知道原因，知道日本民族的性格。日本民族，道德畸形的民族。,,,,,,,,
83,在日本留学过三年，和日本同学聊关于南京事件（南京大屠杀）的真相，他们称为南京事件。好多同学下意识都是不相信的，因为日本政府从战败到今天都一直在刻意回避和不承认这个事情发生，日本学界好多的所谓砖家都说事件有待考究，有的甚至直接说是假的。我问日本同学，你们怎么看关于道歉和认罪的事情，他们大部分都反驳我说，那是爷爷犯下的错，为什么我们要承认要承担……呵呵。我只能说原子弹下无冤魂。,,,,,,,,
