链接,标题,播放数量,弹幕数量,发布日期,点赞数量,硬币数量,收藏数量,转发数量,评论数量
https://www.bilibili.com/video/BV1ak4y127JN?from=search&seid=10285669073430163330,勿忘国耻，南京！南京！,93000.0,85.0,20200828.0,6289.0,259.0,616.0,52.0,140.0
评论点赞数,评论内容,,,,,,,,
1434,前几天看了一个视频傻逼的评论原话 ：你们原谅不原谅不管我的事 反正我有资格原谅 。     我就想知道谁他妈有资格原谅日本人 你是谁别跟我讲那是过去的事，滚犊子,,,,,,,,
656,谁会愿意替这些人原谅日本人？又有谁有资格呢？,,,,,,,,
478,广岛死了14万人，他默哀…………………偷袭夏威夷死了二十多万人，再加上中国、泰国等地区…………………他对得起谁？永远只是自私自利，我行我素，完全没有吸取到战争的教训……这一点就已经完全不值得人原谅…… 我是香港同胞，有很多数据都是虚假和夸大了， 但唯一可以肯定的是，日本两次核事件纯属是想为自己在第二次世界大战中洗白，并且对慰安妇事件没有表示……在本地外网还有外国势力不断在洗白……洗脑我们本地儿童……作为土生土长的香港人，我倍感痛心………,,,,,,,,
257,:根据“中日民意调查”对中国、日本两国民众所进行的本年度最新调查结果：45.9%中国人对日本有好感，创下该调查自2005年开展以来的新高。而对中国有好感的日本人仅占15%。已经持续8年，超过8成的日本人对中国抱有不好的印象。今年这一比例更是高达84.7%。另外，在本次调查中，关于中日关系，有44.8％日本人认为中日关系“恶劣”。这个数字已连续下滑4年。这还只是九个月前，即疫情之前的数据。说说这是为什么？这不是文化入侵洗脑的？几十年来日本一直文化入侵一边赚钱一边慢慢给中国年轻人洗脑,,,,,,,,
262,记得之前在微博上看有好多人都在怼一个老哥，说日本的什么什么好，说和服好看漂亮，然后说要理智爱国，质问那个老哥上一辈人的恩怨凭什么要我们来还？然后一堆人附和，还有说日本寿司好吃刺身好吃之类的。我看了之后很气，码了一大堆字想喷她们，但是后来想了想，她们怎么说都有她们的道理，我为什么要和一堆弱智争个对错，就又把字都删了。哎，，我怎么会和这样的败类在一个国家。,,,,,,,,
120,我不记得是谁说得一句话了，原谅他们是上帝的事情，而我们的任务是送他们见上帝。我不能忘记，忘记那些残害我国同胞，占领我们领土，的行为。我的先辈用鲜血和生命换来的我美好的生活，不是让我原谅他们而是让我知道铭记历史铭记使命，体我们革命战士为后代创建一个美好的未来。,,,,,,,,
76,"我有个同学搁那笑，说真土，快死了还照相，现在<a class=""video-seek"" data-p=""-1"" data-time=""758"">12:38</a>分！你看老子今天不打的他求我，那是英雄！文字就是文字，建议以后国家加强审核多拍点这种正经的抗日剧。给孩子们树立榜样，告诉他们，勿忘国耻！ 教育同学去了",,,,,,,,
80,我没法替死去的人原谅，想知道英雄们原不原谅下去问他们吧。,,,,,,,,
