链接,标题,播放数量,弹幕数量,发布日期,点赞数量,硬币数量,收藏数量,转发数量,评论数量
https://www.bilibili.com/video/BV1Fz4y1y7ir?from=search&seid=17193688311377318020,【熊猫】日本电视台还原南京大屠杀现场，看得咬牙切齿，每一个人都该看看,57000.0,170.0,20201108.0,2501.0,832.0,761.0,98.0,200.0
评论点赞数,评论内容,,,,,,,,
915,"说真的，在日本竟然还有电视台愿意播这样的片子倒是我没想到的<img alt=""[小电视_笑]"" src=""//i0.hdslb.com/bfs/emote/f80d384875183dfe2e24be13011c595c0210d273.png@100w_100h.webp""/>",,,,,,,,
337,勿忘家仇，勿忘国恨,,,,,,,,
450,不想看，心里承受能力不行，但是历史不会被遗忘，中日世仇，也永远不会被遗忘，感谢党给我现在的安稳日子。,,,,,,,,
230,"冻伤实验】： 在哈尔滨郊外零下二十几度的低温下，（被迫）接受实验的中国妇女被捆绑著，双手裸露在空气中，几个日本兵不停地用瓢舀起冰水，浇在该妇女手上。十几小时後，这双手冻得硬硬的，上面盖了一层冰。回到室内後，日本人命该妇女把手浸泡在温水中，直到双手软软地垂了下来。忽然，一个日本人使劲一捋，把此妇女双手的皮肉象脱手套一样地脱了下来，整个肘部以上的双手顿时变成了只残留极少数肉丝的森森白骨。该妇女（因还是婴儿的孩子已成为实验的牺牲品，她早已半疯半痴了）把双手（如果还称得上是手）的白骨举成戳向半空的姿势，呆呆地看著，忽然撕心裂肺地惨叫起来。　　2：【活体解剖】： 一个中国小乞丐和日本小孩因玩皮球成了好朋友，日本人授意让日本小孩带中国小乞丐进731大院，以食物诱骗等手段让中国小乞丐接受""身体检查""。中国小乞丐在脱光衣服时还露出了童稚的羞涩笑容。上了手术台，麻醉完毕後，日本人熟练地将中国小乞丐开膛破腹，把心脏、肝脏等器官逐一取出，浸入早已准备好的生理盐水。那离开身体的心脏捧在日本人沾满鲜血的手上时还在跳动。""手术""完毕，日本小孩把中国小乞丐的残骸断肢推去焚化。　　3：【低温实验】：日本人让中国受害者把手伸入超低温冰箱（也许零下几十度甚至零下一百多度），进行速冻。完成後，中国受害者取出双手，看起来呈灰白色，上面结了一层霜，完全不像是人类的肢体了。一个日本人用短棍敲打，就象打断冰柱一样，把中国受害者的手指一根一根地打落，发出清脆的声音。中国受害者发出了绝望而恐怖的号叫。　　4：【高压实验】： 中国受害者被赶入高压舱，随著加压，露出极度痛苦的表情，想叫却叫不出声，直至最终眼珠弹出眼眶、肠子等内脏挤破腹腔，流得满地都是．．．．．．　　5：【转换血液】：把中国受害者的血液全部抽干，然後向他身躯裏注入马的血液，史料称由此引起的剧烈的抽搐和痉挛""连几个壮汉也压制不住""．．．．　　6：【器官转换】：日本人仅仅为了取乐，用手术摘除中国受害者的胃和小肠，把食道和大肠直接连接，让该中国受害者不断地吃东西也只能眼睁睁地饿死；也是仅仅为了取乐　　7：【肢体转换】：砍下中国受害者的手和脚，然後用手术把手接在小腿上，把脚接在手臂上，还用""高明的医术""把它们接活；不进行任何麻醉，只是把中国受害者绑在手术台上就活体解剖，中国受害者越是痛苦地挣扎越是引起哄堂大笑．．．．",,,,,,,,
197,现在日本右翼再胆敢进犯，会让它们知道什么才是真正的残忍,,,,,,,,
158,旅顺大屠 杀（公元1895年）雾社大屠 杀（公元1930年）上海一.二八大屠 杀（公元1932年）平顶山大屠 杀（公元1932年）新宾大屠 杀（公元1932年）西宝屯大屠 杀（公元1932年）榆城大屠 杀（公元1933年）临江大屠 杀（公元1933年）依兰大屠 杀（公元1934年）老黑沟大屠 杀（公元1935年）天津大轰炸（公元1937年）金山卫大屠杀（公元1937年）上海大轰炸（公元1937年）罗径大屠 杀（公元1937年）阳高大屠 杀（公元1937年）苏州大屠 杀（公元1937年）南京大轰炸（公元1937年）南京大屠 杀（公元1937年）武汉大轰炸（公元1938年）重庆大轰炸（公元1938年）成都大轰炸（公元1938年）延安大轰炸（公元1938年）兰州大轰炸（公元1939年）潘家峪大屠 杀（公元1941年）上饶细菌战（公元1942年）厂窖大屠 杀（公元1943年）桂林七星岩大屠 杀（公元1944年）距统计，抗日战争直接导致4500w中国人伤亡，总计2亿中国人受到战争损害！但在某些人眼里，它只看得见那两颗原子弹，并将自己伪装成战争受害者。,,,,,,,,
140,为何要提起这段历史，是因为日本如今仍然在抹黑抹杀它。每每提到，身边的一些人都会说，放下恩怨。凭什么？真的心寒。我好害怕，最后，那几十万几百万的冤魂，就变成了历史上上轻飘飘的一句，十四年。,,,,,,,,
112,可惜日本人并不承认侵华，第一，承认意味着要赔偿，第二，小国的懦弱自负心理,,,,,,,,
88,硬币给你 不想看  太残酷了,,,,,,,,
80,放心吧。。。这笔账早晚都要还的。。,,,,,,,,
57,可惜918没留下什么影视资料,,,,,,,,
47,在2020年11月18日的今天，日本人还在说南京大屠杀的人数是中国人在撒谎😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡,,,,,,,,
81,百姓连本土的桶制阶级都不敢抗衡，又怎么可能抗衡外来的桶制阶级呢，几十万人就那么站着.躺着.跪着被虐杀不曾反抗，这种奴性是被本土桶制阶级塑造而成的。,,,,,,,,
47,日本的年轻人，多数看不起中国人，而且视中国为敌人，据最近的民意调查，日本的大学生大部份认为中国是日本最大威胁。而极力向西方和亚洲散布中国威胁论的，也正是军，费开支为世界第二的日本人。既然日本不会承认侵略罪行，它就要考虑这个问题：怎样对付坚持要讨回公道的中国人？从这样的现实展望中日关系，我们看到的是一场生死搏杀。我们没有选择的余地。中日友好既没有历史的根据，也没有现实的基础。向中国人民宣传并不存在日友好观念，必然造成思想上的错误和混乱，不是导致人们思想麻醉，就是引起国人对政府的不信任。用“世世代代友好下去”之类的想法来指导中日关系的发展，虽然动机良好，但却只是一厢情愿，在可预见的将来，是不可能实现的。历史的教训使我们必须以最现实的方法揣测日本的用心，中国人民争取正义的事业和日本军国主义之间不可调和的矛盾，才是中日关系的主流与实质。,,,,,,,,
41,落后就要挨打，牢记历史，牢记血肉的残酷，振我中华。,,,,,,,,
48,"堀越耕平给爷死！！！<img alt=""[生气]"" class=""small"" src=""//i0.hdslb.com/bfs/emote/3195714219c4b582a4fb02033dd1519913d0246d.png@100w_100h.webp""/>",,,,,,,,
32,然而快手一群在日本的主播还一直给粉丝灌输那些都是已经过去了的事情了，是上一辈得恩怨。一直给粉丝灌输日本多好多好，恶心坏我了,,,,,,,,
34,建议弄个大屏在江苏日本街循环24小时播放,,,,,,,,
30,南京竟然1978年和日本名古屋成为友好城市，难以理解,,,,,,,,
19,日本人那种表面斯文永远要小心，根子里是变态,,,,,,,,
22,勿忘国耻，精日分子就应该处死，日本人总以为自己挨了两颗原子弹很可怜，但他们却看不到脚下的森森白骨，总有一日，躺在阴间的鬼魂，会拽着他们的脚，将他们拖入十八层地狱,,,,,,,,
17,显然，日本人在唐代对中国的尊重不过是他们崇拜强权的特性的表现。当时的日本尚处于近乎蒙昧的时代，无论在文化技术和国力上都远远落后于大唐。于是日本多次派遣唐使到中卧学习制造工艺、建筑美术、典章制度等等，并仿照中文草书偏旁等而造成日文，使日本开始走出原始时代，完成所谓大化革新。日本人向唐朝称臣的目的，无非是要通过引进文化来改善他们蒙昧落后的状态。当时日皇即告诫其使者：“言语必和，礼意必笃，毋生嫌疑，毋为诡计”。史称东夷貌柔顺，没有识别倭人的伪装。,,,,,,,,
16,"说真的，我相信不少人对抗战的认知来自于神剧。<img alt=""[doge]"" class=""small"" src=""//i0.hdslb.com/bfs/emote/bba7c12aa51fed0199c241465560dfc2714c593e.png@100w_100h.webp""/>",,,,,,,,
16,"定要记得这种历史，不为复仇，而是明白如何不会再重复惨痛的过去，<img alt=""[委屈]"" class=""small"" src=""//i0.hdslb.com/bfs/emote/d2f26cbdd6c96960320af03f5514c5b524990840.png@100w_100h.webp""/><img alt=""[大哭]"" class=""small"" src=""//i0.hdslb.com/bfs/emote/2caafee2e5db4db72104650d87810cc2c123fc86.png@100w_100h.webp""/>",,,,,,,,
12,我小学的时候就发过一本“南京大屠杀惨案纪实”的书，从卢沟桥事变始末再到各种被日本侵略事变的经过，介绍的很详细，有文字与黑白配图，读完了吓的吃不下去饭，不敢睡觉，童年阴影之一，直至我到了北京国家博物馆当兵以后，又再次回忆起小时候读过的那本书，只不过国家博物馆记录的内容更为详细,,,,,,,,
11,小日本，我日你先人，希望这句不会被屏蔽！,,,,,,,,
11,这种视频好多都限流，这是为什么,,,,,,,,
11,杀人诛心，拜鬼社的那群cs，得给它们正确的绝望,,,,,,,,
10,南京大屠杀九州罹难众生悲，空见血肉横天飞。日月惨淡恨江城，天地无光盼晨微。生死勿休遗千秋，诸君莫忘诵万回。茫茫幽魂何所归，此训应传后世鬼。,,,,,,,,
10,神厕不关，旭日旗飘扬，就这态度还算反思？,,,,,,,,
8,"原谅日本的罪行？不存在的！！在历史仇恨面前没有什么是可以替日本赎罪的，如果将来中日之间再爆发战争请国家不要手软，新仇旧恨一起算！！！<img alt=""[无语]"" class=""small"" src=""//i0.hdslb.com/bfs/emote/44667b7d9349957e903b1b62cb91fb9b13720f04.png@100w_100h.webp""/>",,,,,,,,
8,"看成了还原南京屠杀大熊猫现场 仔细一看更可怕了。。。。<img alt=""[难过]"" class=""small"" src=""//i0.hdslb.com/bfs/emote/a651db36701610aa70a781fa98c07c9789b11543.png@100w_100h.webp""/>",,,,,,,,
8,日本人也就是说畜生们你们看特别特别斯文但是你要现在咱们中国又有漏洞让他们可以侵略这些现在的日本人就会又现他们畜生的原型！！,,,,,,,,
7,放心日本狗的末日会有那么一天到来的,,,,,,,,
7,鬼子其实保存了更多的屠杀影片，当时他们屠杀中国人录制的影片送回国在各个电影院不断播放,,,,,,,,
7,神tm南京事件,,,,,,,,
7,纪念张纯如,,,,,,,,
7,这不就是美国07年拍的南京纪录片吗,,,,,,,,
6,这难道不是揭露日本人罪行吗？,,,,,,,,
8,我这辈子绝对不买任何日本汽车品牌，我发誓😡😡😡😡😡😡😡😡😡😡,,,,,,,,
5,日本人对于南京大屠杀的认识：左翼人士认为是一场反人类的暴行右翼人士认为是南京事件/或者直接否定,,,,,,,,
5,我们主张：扩张，输出秩序，以及统一。或许会有人说我幼稚或者没人性，又或者讲一堆大道理诸如“你这和鬼子有什么区别？”那么我就要问你了，你以为人类有那么多直系亲戚，怎么就只有人类留下来了？历史和现实不是煽煽情，歌颂一下就仿佛是天堂了，动一下嘴皮子就偷天换日，真可谓巨齿犁地，硕嘴吞天啊。历史和现实是残酷的，未来是更加残酷的。抛弃幻想，磨好刀枪，看谁活得长。,,,,,,,,
5,日本残忍，但是这口气又有何用，连钓鱼岛都没拿回来。,,,,,,,,
