链接,标题,播放数量,弹幕数量,发布日期,点赞数量,硬币数量,收藏数量,转发数量,评论数量
https://www.bilibili.com/video/BV1Yt411v7sZ?from=search&seid=4951455791367003205,张纯如对质日本驻美大使：我没有听到道歉,125000.0,205.0,20181213.0,7670.0,1956.0,1353.0,303.0,620.0
评论点赞数,评论内容,,,,,,,,
3931,有一点很有意思了。士兵们说，这是军事行动，个人不承担战犯责任。这位大使说，这是个别品格恶劣的士兵个人行为，国家不承担道歉责任。踢得一脚好球啊,,,,,,,,
2416,张纯如后来自杀了，据说是被日本右翼分子威胁，压力过大，真的，我特别佩服这样一个女性，敢于出来揭露事实,,,,,,,,
1700,"转朋友之前的信息：“搬到湾区一直想去张纯如的墓地参拜，今天借着首个公祭日终于成行。原本猜想今天一定有鲜花铺满墓碑，找到墓碑吃惊地发现空空荡荡，唯有几片枯叶。感叹这个特别的日子竟然没有人记得她，这个有气节有胆识有才气的弱女子，是她第一个把南京大屠杀清晰地呈现给欧美大众，让世界不再质疑。“侵华日军南京大屠杀遇难同胞纪念馆”里矗立着她的塑像。询问了几个朋友，发现很多人并不知道她埋葬于此，这里就散播一下：张纯如葬于Gate Of Heaven Catholic Cemetery,  Los Altos, Santa Clara County, California。大家如果周末带孩子去爬山，顺路就可以去拜祭一下”",,,,,,,,
1862,头像黑了....默哀大屠杀,,,,,,,,
1033,只有自强不息，才能得到尊重,,,,,,,,
425,阿婆主头像全黑了,,,,,,,,
168,张纯如，美华裔女作家，在西方世界作出《南京大屠杀》一书，震撼世界！可惜被当局日本政府施压，日译本十年之久无缘面试，自身也遭日政府、团体施压、日人一句“爱国无罪”论等等深深刺激这位杰出女性，36岁吞枪自杀！绝世独立、荣耀芳华，缅怀之！,,,,,,,,
140,如果没有她，中国近代史上最黑暗、最痛苦的一段历史可能还要过很久很久才会被全世界知道。她，就是张纯如，那段触目惊心的历史就是南京大屠杀。张纯如的《南京大屠杀》是第一部全面深入叙述南京大屠杀的英语著作。英语著作，英语著作，英语著作。英语著作的意义在于，全世界有近20亿人口以英语为母语、作为官方语言之一或者生活在通用英语的国家。张纯如的《南京大屠杀》使他们第一次知道原来在人类历史上还存在过这样令人发指的暴行。这本书出版时张纯如只有29岁，没人能料到，7年后她的生命却戛然而止。她是个无法忘记历史的女子，她铭记历史，我们也无法忘记她。——摘自波叔bookface,,,,,,,,
