链接,标题,播放数量,弹幕数量,发布日期,点赞数量,硬币数量,收藏数量,转发数量,评论数量
https://www.bilibili.com/video/BV1qx411J7Rm?from=search&seid=4392260229409422781,台&amp;quot;总统府&amp;quot;前溅血：宪兵被民众用日本武士刀割颈,1135000.0,1337.0,20170818.0,6163.0,479.0,2622.0,843.0,1840.0
评论点赞数,评论内容,,,,,,,,
3535,疑点有3，1）身在大陆的我们都不一定天天看新闻联播，这个人说他看新闻联播是想说明什么？2）他去刺杀，拿什么东西都可以，为什么还要去军史馆砸破玻璃，扛着日本刀，堂而皇之的逛15分钟，生怕别人不知道要出事，生怕吸引不了眼球？3）如果这人真是统派，总要知道国旗国徽的严肃性。国旗，怎么能够带去刺杀现场呢？不留下，带去没有意义；留下，很明显是对中国的不尊重。总之，这个人的行为不像是“刺杀伪政府反动派头目蔡英文为国除害”，倒像是“大陆派我来杀你蔡英文，哈哈哈，怕了吧”。大概这是绿营自导自演的闹剧吧，大陆才懒得刺杀一个吃啥啥都香，干啥啥不成的中年大妈。,,,,,,,,
4452,这把刀的第108个人头迟早是切腹抵命的刽子手。,,,,,,,,
1003,这是抹黑中国的，想勾起台湾人反中情绪。哪tm有带着中国国旗杀人的友军，想啥呢，中国人哪来的杀人的友军？咱中国自己都推崇不战屈人之兵好吗？这*********的行为弹幕还一顿带节奏，台湾人不是中国人？杀中国人还是友军，请像个成年人一样思考一下好吗。,,,,,,,,
1058,什么叫他是友军？他本身做了一个错的行为，偷刀砍人，就是犯罪，遗书还那个内容，这只会增加台湾对我们的误解。现在b站很多人思想都很歪，什么“留岛不留人”“台湾土，包，子”最可怕的是，这是我在一个弯弯第一次用微信刷自动贩卖机，的视频里看到的!除此之外，还有很多人见到繁体字评论就冷嘲热讽，他们在无形中也分裂了国家，做了自己最痛恨的“台，独分子”，他们也以为自己是友军，是爱国者，却没发现自己其实就是个随波逐流，无处发泄膨胀的正义感的碍国志士（前两天，写了我看来，日本人莫名强调自己是受害者的逻辑是怎么产生的，被人骂我站在日本人的角度看历史，就是错的，精神阿三）,,,,,,,,
356,冥境党执政无能，转移视线，一口锅正向北京飞来(;¬_¬),,,,,,,,
280,很明显的反串黑凶手很想杀蔡英文，在居然单刀去闯总统府凶手很不想杀蔡英文，居然去砍宪兵引发人们注意，而不是在蔡英文出巡的时候给她一枪。凶手很喜欢看大陆节目，自称天天看新闻联播凶手很不熟悉大陆节目，把新闻联播这个特定词叫成了“央视联播”宪兵很英勇，奋不顾身的挡住了嫌犯宪兵很诡异，这么多枪挡不住一把刀凶手很有心机，居然专们去军史馆抢了一把南京大屠杀的武士刀凶手很没心机，黑市上买一把枪得是多难？台湾的西瓜刀有那么难买？军史馆很有趣，在嫌犯“用铁锤打破展示柜”以后，居然毫无发现。*********总统隔三差五的就被人刺杀一回，陈水扁被刺杀一回，蔡英文又被刺杀一回。下次是谁？最后习惯性说一声：难道马英九就没有责任吗？（转自知乎）,,,,,,,,
225,说友军的小朋友，要知道绿在民调危机时刻玩苦肉计那是其来有自早已是高手行家。阿扁******，高雄走路工，都是在绿显露危机时自导自演苦肉计最后掀起民粹反败为胜的例子。这次菜菜子前两天停电民调血崩，只好又祭出杀手锏。不过这次更加精巧，连凶嫌都不要被‘自杀’了，呵呵，直接出示一个旗子就可以了，宪兵被砍一刀无大碍康复，凶嫌被判可教化，哈哈，红统一网打尽，绿全面胜利,,,,,,,,
119,总觉得有阴谋，这起事件就像陈水扁竞选时被枪击一样用来转移视线，当然这是猜的,,,,,,,,
