链接,标题,播放数量,弹幕数量,发布日期,点赞数量,硬币数量,收藏数量,转发数量,评论数量
https://www.bilibili.com/video/BV15D4y1m7vH?from=search&seid=14747760683923945947,日本细菌战资源库向社会免费开放【日本NHK电视台揭侵华日军731部队暴行】,62000.0,77.0,20200902.0,4732.0,681.0,1153.0,260.0,220.0
评论点赞数,评论内容,,,,,,,,
348,"<span class=""stick"">置顶</span>相关：又一支日本细菌部队名单公布【用活人作实验！731部队成员揭露日本细菌战罪行】<img class=""jump-img"" src=""https://i0.hdslb.com/bfs/activity-plat/static/20201110/4c8b2dbaded282e67c9a31daa4297c3c/AeQJlYP7e.png""/><a class=""comment-jump-url"" data-report=""0"" href=""//www.bilibili.com/video/BV1WV411S7Kg"" target=""_blank"">又一支日本细菌部队名单公布【用活人作实验！731部队成员揭露日本细菌战罪行】</a>",,,,,,,,
1116,"<img alt=""[doge]"" class=""small"" src=""//i0.hdslb.com/bfs/emote/bba7c12aa51fed0199c241465560dfc2714c593e.png@100w_100h.webp""/>就知道黑，731还需要热度推荐吗？731干了啥每个国人都不应该了如指掌吗",,,,,,,,
810,"说句气愤的，这群人渣到现在还活得好好的，还有人包吃包住，只有少部分死了，真是恶心炸了<img alt=""[吐]"" class=""small"" src=""//i0.hdslb.com/bfs/emote/06946bfe71ac48a6078a0b662181bb5cad09decc.png@100w_100h.webp""/><img alt=""[吐]"" class=""small"" src=""//i0.hdslb.com/bfs/emote/06946bfe71ac48a6078a0b662181bb5cad09decc.png@100w_100h.webp""/><img alt=""[吐]"" class=""small"" src=""//i0.hdslb.com/bfs/emote/06946bfe71ac48a6078a0b662181bb5cad09decc.png@100w_100h.webp""/><img alt=""[吐]"" class=""small"" src=""//i0.hdslb.com/bfs/emote/06946bfe71ac48a6078a0b662181bb5cad09decc.png@100w_100h.webp""/>",,,,,,,,
1173,这么重要的事B站 毫无动静~,,,,,,,,
407,乍一看我还以为是日本开放了日本细菌战资源库呢，原来是国家图书馆。,,,,,,,,
739,这是什么情况？？度娘热搜第一名 阿b还没动静,,,,,,,,
247,这些日本人也是少有良知的，能承认历史并认识错误，我可以与他们作朋友。但大部分日本人不承认历史与歧视中国，所以我的仇恨依然放不下，还对日本还该警惕！,,,,,,,,
243,很难想象那五十名被当做“实验品”的同胞有多么绝望。,,,,,,,,
138,我对日本人没什么好感,,,,,,,,
121,我寻思这免费公开的不都是文献资料吗？你指望一视频app干啥,,,,,,,,
77,什么时候的新闻？如果是最近的话。说明日本对华政策要变天了,,,,,,,,
56,明明在首页，怎么还一帮黑封杀限流之类的，不知道在想什么。B站是个平台，不是发言人，能让各种up畅所欲言才是它的职责所在。,,,,,,,,
47,它的鬼子学院，给👴爬！鬼子学院的nc粉，你们就是一群渣子！,,,,,,,,
38,日本对这种事情还是觉得亢奋和励志请同胞们勿忘历史,,,,,,,,
37,公开又如何，日本的学校那些老师不会叫他们学生去看的。,,,,,,,,
51,事实证明，b站还是偏向那一面的,,,,,,,,
25,落后就要挨打！所以我们一定要变强！,,,,,,,,
20,"这东西在日本有几个人愿意看呢？看完了有几个会相信呢？<img alt=""[无语]"" class=""small"" src=""//i0.hdslb.com/bfs/emote/44667b7d9349957e903b1b62cb91fb9b13720f04.png@100w_100h.webp""/>",,,,,,,,
19,日本必须要对所有伤害和杀害中国人民的行为进行相应的道歉和补偿。,,,,,,,,
12,"盲猜有jingri洗地<img alt=""[笑]"" class=""small"" src=""//i0.hdslb.com/bfs/emote/81edf17314cea3b48674312b4364df44d5c01f17.png@100w_100h.webp""/>",,,,,,,,
11,"b站核心是推荐系统，不是热搜排名，别被带偏了。能刷到这个视频就说明没毛病<img alt=""[热词系列_保护]"" src=""//i0.hdslb.com/bfs/emote/55f8f6445ca7c3170cdfc5b16036abf639ce9b57.png@100w_100h.webp""/>",,,,,,,,
12,有人说这个不会火老子不但要三连还要发动态还要转发。遗忘是灭亡的开始。,,,,,,,,
11,"<a data-usercard-mid=""208259"" href=""//space.bilibili.com/208259"" target=""_blank"">@陈睿 </a>",,,,,,,,
8,甭对日本人有好感，看中日友好就是个笑话，我看日剧和日本小说，只是因为觉得他们的文笔很温暖，但是，日本无论政府还是民众对中国一点也不温暖( ゜- ゜)つロ但最好还是不要太狭隘民族主义，好的日本人虽然少但也不是没有，既然是朋友就不要伤人家的心，再少也是朋友，我承认B日杂多，但我还是很喜欢这个站，看不明白一群B黑，总之，理智一点，日本帝国主义亡我之心不死，但认为偌大四个岛全是鬼子的怕不是脑瘫_(:з」∠)_,,,,,,,,
8,50？加个万字或许会真实一点，在中国实验十多年，而且是大规模实验，50怕是连一个零头都不到,,,,,,,,
8,哈尔滨731的遗址我去看过，一进门就是厚重的水泥，昏暗灯光的灯泡，往地下延伸的通路，阴冷潮湿，个个不同尺寸的房间，不同年龄的中国人，老人男性青年女性青年壮年母亲和还没断奶的孩子父子兄弟，从墙上的黑白照片你能明白远远不止五十人，还有那实验室痛苦的雕塑真的还原了被残害的同胞的痛苦,,,,,,,,
8,勿忘歷史。對於仍在試圖掩蓋歷史的一些人，和一些把罪行正當化的人，是不能原諒的,,,,,,,,
16,官方不推送=官方精日=日本=日漫=二次元。学到了,,,,,,,,
8,因为这些事，nhk天天被鬼子们骂卖国,,,,,,,,
6,由一些戰爭狂賊像右翼。,,,,,,,,
5,我看标题以为是日本开放资源库 承认他们的暴行了呢 原来看错了,,,,,,,,
5,勿忘历史，日本人就应该承认他们侵略危害其他国家这段历史而不是哔哔赖赖什么，狼心狗肺形容的就是这种国家整体素质,,,,,,,,
7,日本文献开放热评没人声讨日本却连着好几个是在影射b站呢～,,,,,,,,
8,啊呀，太棒了，终于公开了，这下能看到很多珍贵资料了。,,,,,,,,
4,友好归友好，历史归历史。,,,,,,,,
4,"媽耶！這裡怕不是進了一些好戰的“大總統”!<img alt=""[少前小剧场_嫌弃]"" src=""//i0.hdslb.com/bfs/emote/162b293de4ff09f249f93a99fc0e3f45814278a6.png@100w_100h.webp""/>",,,,,,,,
4,不恶心日本，因为从小我早就知道侵华日军的种种罪行了。但我恶心美国，因为他包庇了无数日本战犯，还假装自己是全球的保护伞,,,,,,,,
4,啧啧啧，俄语审判材料，那么英语审判材料有吗？到最后追查这事的不会就我们和毛子吧?,,,,,,,,
