链接,标题,播放数量,弹幕数量,发布日期,点赞数量,硬币数量,收藏数量,转发数量,评论数量
https://www.bilibili.com/video/BV1nJ411C7GQ?from=search&seid=14471170896752309338,12.13国家公祭日南京新街口广场实况,219000.0,31.0,20191213.0,1661.0,199.0,184.0,20.0,60.0
评论点赞数,评论内容,,,,,,,,
574,勿忘国耻，砥砺前行,,,,,,,,
362,泱泱华夏，赫赫文明。仁风远播，大化周行。洎及近代，积弱积贫。九原板荡，百载陆沉。侵华日寇，毁吾南京。劫掠黎庶，屠戮苍生。卅万亡灵，饮恨江城。日月惨淡，寰宇震惊。兽行暴虐，旷世未闻。同胞何辜，国难正殷。哀兵奋起，金戈鼍鼓。兄弟同心，共御外侮。捐躯洒血，浩气干云。尽扫狼烟，重振乾坤。乙酉既捷，家国维新。昭昭前事，惕惕后人。国行公祭，法立典章。铸兹宝鼎，祀我国殇。,,,,,,,,
328,这种视频不适合给视频稿件点赞,,,,,,,,
256,曾经去靖国神社溜了一圈，不得不佩服日本人的脸皮，日军进南京的时候南京人民还夹道欢迎……玛德可惜有工作人员守着不能拍照，哪天一定要再去一次东京拍回来，不婊它个十万八千遍老子跟它姓,,,,,,,,
67,侵华日军在中国所犯下的残暴罪行可不止南京大屠 杀一件。以下我就列举几个我知道的：旅顺大屠 杀（公元1895年）雾社大屠 杀（公元1930年）上海一.二八大屠 杀（公元1932年）平顶山大屠 杀（公元1932年）新宾大屠 杀（公元1932年）西宝屯大屠 杀（公元1932年）榆城大屠 杀（公元1933年）临江大屠 杀（公元1933年）依兰大屠 杀（公元1934年）老黑沟大屠 杀（公元1935年）天津大轰炸（公元1937年）金山卫大屠杀（公元1937年）上海大轰炸（公元1937年）罗径大屠 杀（公元1937年）阳高大屠 杀（公元1937年）苏州大屠 杀（公元1937年）南京大轰炸（公元1937年）南京大屠 杀（公元1937年）武汉大轰炸（公元1938年）重庆大轰炸（公元1938年）成都大轰炸（公元1938年）延安大轰炸（公元1938年）兰州大轰炸（公元1939年）潘家峪大屠 杀（公元1941年）上饶细菌战（公元1942年）厂窖大屠 杀（公元1943年）桂林七星岩大屠 杀（公元1944年）,,,,,,,,
41,我们牢记这段历史不只是为了民族的悲怆，还有落后必亡的戒训，纪念，从不为宣扬复仇的怨念，只为许下复兴的心愿，珍爱和平！振兴中华！吾辈自强！,,,,,,,,
11,勿忘国耻，砥砺前行,,,,,,,,
8,"这视频不适合点赞吧<img alt=""[囧]"" class=""small"" src=""//i0.hdslb.com/bfs/emote/12e41d357a9807cc80ef1e1ed258127fcc791424.png@100w_100h.webp""/>",,,,,,,,
8,那些鸣放这的车笛声，仿佛在告慰着受难者们，向他们彰告着如今祖国的繁荣！,,,,,,,,
