链接,标题,播放数量,弹幕数量,发布日期,点赞数量,硬币数量,收藏数量,转发数量,评论数量
https://www.bilibili.com/video/BV1Yt411v7vx?from=search&seid=14747760683923945947,【奥斯卡最佳短片导演拍南京大屠杀—那个目睹一家七口被杀的女孩】,59000.0,55.0,20181213.0,819.0,98.0,695.0,47.0,100.0
评论点赞数,评论内容,,,,,,,,
633,关注了南京大屠杀的，应该都知道张纯如吧。一些人有一些疑问，张纯如很早就对此做出了她的见解。1. 关于日本人的祖先犯下错误，现代日本人还要背负吗。张纯如说：我们不会责怪因为这一代的人民因为他们祖先做了什么坏事，但我们会责怪他们不承认他们的祖先做的坏事。2. 为什么要记住这段历史。张纯如说，历史是确保权利制衡的一种方式。忘记历史只会增加人权被侵害和种族被屠杀的可能性。因为这种遗忘让有些人以为，他们可以在谋杀之后逍遥法外，不会因为自己的行为而被后世人审判。最后，兴中业，需人杰。希望大家可以成为这样的人杰。,,,,,,,,
1255,人民是无辜的？我跟你讲，当时东北三省三个月被日本沦陷，消息传到日本后，日本人民举国欢庆每当日军战机飞过日本人民的头顶时，日本人民集体欢呼对于侵华战争中战功显赫的日本军人，受全日本人民的拥戴与尊敬二战期间日军数量为什么会那么多，因为人民都会以参军为荣日军为什么如此嚣张，因为他们背后有千千万万的日本人民在精神和经济上支持着他们，拥戴着他们你还觉得人民无辜吗（转自b站某网友）,,,,,,,,
498,在中国导演拍抗日神剧“洗钱”的时候，国外的纪录片都竞争奥斯卡，丢人吗，情怀 感情明明中国人最能有感而发出来，扔包子雷，手撕鬼子，八百里开外，爷爷九岁被鬼子杀，还有七年抗战结束了，这尼玛都是人话，对得起牺牲的英雄吗,,,,,,,,
225,中国原不原谅是一回事，日本道不道歉又是另一回事了,,,,,,,,
243,"在两颗小朋友下地时，那一刻是日本最美的场景，就算是死也改变不了是你们这群所谓平民供养的那些连畜生都不如的东西杀害无辜百姓的，日本有罪！原子弹下无冤魂<img alt=""[小电视_差评]"" src=""//i0.hdslb.com/bfs/emote/38456e3bde2839b00b536a8be13934fa57c8e298.png@100w_100h.webp""/>",,,,,,,,
67,那些说原谅的你看看婴儿被活生生碾死！孕妇被剖腹取婴，婴儿被挑在枪头上的画面！那些照片！注定我一辈子以及我的子子孙孙不会忘记，不会原谅！它们不配成人！我不以人礼待之！有机会定会饥餐胡虏肉！别他妈给我说民粹！没有血性的民族和待宰的羔羊有什么区别！中国几千年历史！哪有近代这样被人这样屠杀的历史！哪次不是全城反抗，兵败被屠！做一个觉醒的中国人！不要忘了你身上除了炎黄的血！还有蚩尤的血！不要忘了笑谈渴饮匈奴血，饥餐胡虏肉的岳飞！不要忘了国家兴亡匹夫有责！只有你足够强大才能迎来和平的希望！,,,,,,,,
44,“真正热爱祖国的年轻人，即便他们是日本动漫游戏的铁杆粉丝，他们也会在大是大非的问题面前维护自己国家的主权和民族尊严。而那些没有脊梁骨、双膝发软的人，即便他们对日本没兴趣，也迟早会跪倒在其他人面前，嘲笑着中国的一切，包括中国的主权和民族的尊严。”——转自团团的一篇文章,,,,,,,,
67,说实话，我们没有资格讨论是不是该原谅日本人对我们的伤害，因为我们大多人都没经历过，原不原谅只能由我们的祖先去讨论，现在那些不承认战争的日本人，不承认慰安妇的日本人，歪曲历史的日本人，永远是我们的敌人，应该受到全中国人乃至全人类的惩罚。愿吾辈努力，让那些还对我们虎视眈眈的人“老实”。最后，愿南京大屠杀乃至战争中死去的人民安息。,,,,,,,,
37,很多日本人主观地认为我会为轰炸广岛内疚，生活在良心的谴责中，事实上，我为什么要内疚？我亲眼看过南京大屠杀的记录片，记录片里日本兵用刺刀把胎儿从中国孕妇肚子里挑出来的暴行并不比我向他们扔原子弹仁慈多少，日本人只强调他们挨了原子弹轰炸，却没有想过为什么挨原子弹。——保罗·蒂贝茨(轰炸广岛的飞行员),,,,,,,,
52,原谅日本人是上帝的事，我们需要做的事是送他们去见上帝,,,,,,,,
24,恁忒高贵了，看几部番，了解点日漫，就沾沾自喜的以为自己什么高贵了，跟土逼中国人分清了，心里多了几丝高贵然后上网上来口嗨，自以为自己是什么所谓“和平使者”，“民主斗士”，所说的理由基本就是“哎呀，国家要发展啊，你们这样搞中国怎么能进步吗”“哎呀，封闭文化啦，你国就这素质”国家怎么发展，一，领导人考虑的比你多，也绝对比你高明，他（准确说是他们）允许公祭日，那您凭什么要求我听你的?莫不是阁下自认为比那些领导还有方略也远见?二，依照我目前所学的知识，我不知道维护国家的尊严，牢记国耻如何与国家文化发展起冲突，可能恁的见解比德国人的还高吧，呵呵..........,,,,,,,,
27,至今日本政府未正式做出过任何道歉，可想而知他们那些政客是什么样的思想，而政党人员又是怎么来的？还不是在从人民来的，人民所不支持的人又怎能作为政党人事，我在此反驳你们天真的说所谓的日本平常老百姓是无辜的是善良的；同时我也赞同大多数日本人民是友好的，但他们就像一群猪，被几个精英层带路，不分青红皂白，结果就是群猪很容易被洗脑；一个被右翼分子统治的社会，一旦重新竖起了打着民族的旗号指向扭曲事实的事件，然后再媒体轮番摸黑他国，日本军国主义将再次复活；那又将是一场死伤无数的战争，但跟上一次不一样的是，可能从此再也没有日本人。,,,,,,,,
22,不能说存在不支持战争的话，民众就是无辜的，当时的社会调查是全日本大部分人都支持战争，举国上下都积极参与，妇女负责制造军用物资如衣服皮鞋等，男人则直接参军，军取之于民，没有大量民众的支持和推动，日本没那么多资源和人手发动战争，直到如今，日本军国主义之心依然不死，和平宪法都快被废了，中国要永远警惕日本这个菊与刀的民族，保不齐哪天卷土重来，日本民众既然想享受战争带来的红利，就要有接受战争恶果的准备，不值得同情,,,,,,,,
21,"转载 简单科普一下【道歉啊，原谅啊的问题】，希望能让一些总是自作多情的人不要老给别人和自己加戏。------------------------------首先，日本至少有两个首相在正式谈话中道过歉, 被称为什么谈话什么谈话的.所以部分国人认为日本已经道歉，并以此为据四处传播自己的观点，日本右翼份子在一些无法否认又无法回避的场合时也会用他们当做挡箭牌。但是每次发表这样的道歉谈话后, 日本首相的上级,就是他在法律上要负责的对象,【日本国会】总会发表份备忘录,表示这些道歉谈话只是首相个人的看法,不代表日本.而且日本政府从来拒绝在联合公报或国家文书上使用正式的道歉词语.------------------------有些人就知道一遍又一遍的重复那些心灵鸡汤一样的假大空，然而事实就是作为日本国家代表的日本政府既无道歉之诚意又无求原谅之心，你们所谓的什么什么原谅啊，和解啊，放下仇恨啊这些想法，讲的好听叫自作多情，******同鸭讲；讲得难听叫把脸送过去给别人抽。日本想要的就是我们接受它的二战历史说，日本是亚洲的解放者，南京大屠杀是不存在的。现在谈谈那些幼稚的想法有多少可行性？你做不到接受这一套日本的二战历史观，日本现在发声的主流根本就觉得你在霸凌它，你在用虚构的历史污蔑它，压迫它。你要主动去谅解它，真的，它还不领情。它还觉得你在用虚构的历史抢占国际道德制高点呢。--------------------------------------真的，有些人心真的大，不仅无视现实，而且居然口口声声从日本的一错再错中找出一套道德观来指责其他国人。佩服，佩服。放到今天德国要是敢否认集中营，恐怕全西方都要上街烧德国国旗，日本都已经扭曲历史否认罪行了，还有人信誓旦旦的要原谅，还拿一套道德，一套鸡汤来指责别人，来劝导国人。我真心觉得你真该被雷劈了魂穿到当年的台湾去做慰安妇。无知、无脑和没良心，总有一个属于这样的你。",,,,,,,,
19,不可忘，不能忘，不该忘。。。,,,,,,,,
16,当时南京城内存在日军的杀人  竞赛，这件事之所以会被披露，就是我国参与东京审判的人员在日本的阅览室看到了战时在日本国内报纸上堂而皇之的打印了这件事，作为一种炫耀。。。“无辜的人民”怎么会看这种报纸?起码打印这种报纸的人民就不无辜。,,,,,,,,
14,说实话这段历史太沉重了，而我接触的所有网友包括微博，百度贴吧，破站，各种论坛，网友都太理智了，理智的让人心凉。,,,,,,,,
13,日本当时处于狂热状态，日本男女老少皆为战争服务并且以此为荣誉，根据二战纪录片，当美军第一批飞机飞临东京上空时，日本民众兴奋的跑出屋子对着飞机欢呼，他们以为那是自己国家的战机，美军毫不留情的丢下燃烧弹，那些狂热的民众才反应过来，死的真好！感谢美军。,,,,,,,,
13,最美的场景，就是两位天使降临日本，送了许多人倭国人下地狱，天堂属于战争中逝去的中华儿女,,,,,,,,
13,日本岛上的那个种族，典型的记打不记吃，畏威而不怀德，所以说像美国人一样用汽油弹烧，用原子弹炸他们就会老实了。,,,,,,,,
13,南屠还不是最残忍的，你们去油管搜731就知道当年日本人有多恶心了，现在还在非常多的日本右翼洗白侵略。,,,,,,,,
13,說原諒不原諒的，我只想說，起碼我不是當時被殺的人，我沒有資格去輕易說原諒，要原諒看那些已經逝去的人，問他們願不願意原諒吧,,,,,,,,
13,都说要原谅，可问题是，人家都没有道歉，原谅谁？有道歉者才有原谅者，现在要去原谅谁？,,,,,,,,
11,日本，再过没多久就沉了呀，不是吗,,,,,,,,
10,有些人真让我长“知识”。花样洗，日，本，我在这弹幕里见过:日，本，军，人，无，罪，论。日，本，人，民，无，罪，论。日，本，武，器，无，罪，论。日，本，天，皇，无，罪，论。你们那么睿智那你们能告诉我，既然，日，本，上下都没错，那到底***是谁错了？,,,,,,,,
