链接,标题,播放数量,弹幕数量,发布日期,点赞数量,硬币数量,收藏数量,转发数量,评论数量
https://www.bilibili.com/video/BV14t411D7TS?from=search&seid=4951455791367003205,废墟上的舞蹈：《南京!南京!》片尾招魂舞的真正涵义,124000.0,1093.0,20181202.0,1000.0,388.0,1706.0,294.0,500.0
评论点赞数,评论内容,,,,,,,,
9,希望那些说日本人民无辜的建议去看一看《******》《南京大屠杀纪录片》《南京南京》看完后再来讨论到底谁无辜。收起你那在不需要出现的场合产生的慈悲心怀，他们的人民无辜？你这是把那些被残忍杀害的同胞们放在哪里，在当时那些日军可又曾想过我们的同胞是无辜的？？？？？,,,,,,,,
9,看见了一堆面对仇恨提都不敢提的懦夫。,,,,,,,,
9,每个和日本人相关的视频里。都有**害怕国人骂他们的精神爹娘。所以要先冒头，骂一遍国人。像不像古代打猎时先出来的鹰犬？B站狗好多啊,,,,,,,,
10,说冤冤相报何时了的真是仔卖爷田不心疼啊，这是小仇么？说原谅就能原谅？为何日本怕美国怕的要死却始终敢挑衅我们？日本要是诚心改悔了也许大家自然会慢慢接受，他喵三天两头还拜畜牲神社你跟我讲冤冤相报？你们没问题吗？说也要烧杀还淫掠的你跟日本那些畜牲有区别了？这个视频白发了？说不要被文化侵略结果你退步去要用畜牲的办法行事？别丟中国的人，我们恶心畜牲才憎恨日本****,,,,,,,,
7,这个片段是导演梦见的，他然后就放进了电影，真的是日有所思夜有所梦啊。（我同学之前搞南京沦陷的课题，晚上竟然梦见了自己参加南京保卫战，梦境还十分真实）,,,,,,,,
7,其实日本在中国有两次大屠杀，第一次是在1894年11月21日辽宁省大连市旅顺口，死亡的中国百姓以及中国战俘达2-3万人。第二次是在1937年12月13日浙江省南京市，有30多万中国百姓以及战俘被日军残忍杀害。历史已经发生，但不能被遗忘。我们要努力奋斗，强大我们的祖国，不要让历史重演！,,,,,,,,
7,←_← 报复屠杀日本 这些中国做不出来 我们不是禽兽  我们有人性  只希望有生之年可以看见日本真真正正的向那些受害者道歉  把这些写进他们的教科书   而不是一味的否认   喊着中国和日本都是受害者   中国得理不饶人  中国抹黑日本   如果想得到原谅请用行动来证明自己   靖国神厕,,,,,,,,
7,真搞不懂为何当年豆瓣上那么多骂这部电影和陆川的，借用了一个日本人的视角惹到你们了？还是看到那些赤裸裸的残酷画面不想承认？？,,,,,,,,
7,恶犬，只有往它脖子里捅一刀它才会怕死。,,,,,,,,
7,主动出击和被动反击不是一个概念。要在日本国土上打赢他们才是真的打赢，做到这一点的只有美国，所以日本只服美国，比孙都乖。所以华盛顿一感冒，东京准打喷嚏。,,,,,,,,
7,为了拍这段戏，导演陆川专门从日本请来专业鼓手，用的鼓都是从日本专门定做的，主演中泉英雄在拍这一段的时候被真实气氛感染，一度情绪失控,,,,,,,,
