贡献,182.34098449386173,pos,2,n
助力,181.59845453878884,pos,2,n
保驾护航,180.4164238966073,pos,4,nr
携手,177.2990952686,pos,2,v
逆,172.77324938677006,pos,1,vg
打赢,172.12379268206814,pos,2,v
共克,170.77160369838288,pos,2,n
力量,170.1687556267066,pos,2,n
时艰,168.42251464990673,pos,2,n
奉献,165.4451101295634,pos,2,v
温暖,158.6699453842053,pos,2,an
暖,157.92093275596136,pos,1,a
感谢,157.09330945354475,pos,2,v
爱心,156.3013858800339,pos,2,n
勇士,155.81525436765918,pos,2,n
致敬,155.52756566860327,pos,2,v
优秀,154.5139886882564,pos,2,a
能量,153.45168845698734,pos,2,n
汇聚,151.1351390783729,pos,2,v
热情,150.15414779235792,pos,2,n
青年,149.6472517209552,pos,2,t
归来,149.27162037639036,pos,2,v
表示感谢,148.8642290405877,pos,4,i
平安,148.8507475121087,pos,2,a
春风,148.14554620207312,pos,2,n
青春,148.01986986145639,pos,2,ns
黄石,145.32484721650155,pos,2,nr
春暖花开,145.27504469760117,pos,4,l
前行,144.9924772452703,pos,2,v
逆行,144.65717521798885,pos,2,v
阻击战,144.07629197922927,pos,3,n
行者,143.5739528076695,pos,2,n
攻坚战,143.30635052455472,pos,3,i
后盾,143.27229149354338,pos,2,n
主题,143.17251808521792,pos,2,n
朱一龙,142.6714705305794,pos,3,nr
医务,141.56483434278317,pos,2,n
先锋,141.40070049786283,pos,2,n
战疫,140.89507261289393,pos,2,vn
奋斗,140.68372989736446,pos,2,v
最美,140.53883077294935,pos,2,a
共渡难关,140.4115467502662,pos,4,l
践行,139.53283991053792,pos,2,v
祝福,138.60725741333346,pos,2,nr
大地,138.55250540839776,pos,2,n
谢谢,138.2594197705297,pos,2,nr
公安民警,138.17711636470085,pos,4,n
事迹,138.0536211129783,pos,2,n
工作者,137.95716003697632,pos,3,n
事业,137.61383741749324,pos,2,n
战胜,137.06720926628338,pos,2,n
创新,136.6422861806808,pos,2,v
公益,136.31131246192464,pos,2,n
加油,134.89797276763943,pos,2,v
扶贫,134.48459243518448,pos,2,v
合力,134.40268418879614,pos,2,n
抗,133.9214711750689,pos,1,v
汗水,133.64389260032976,pos,2,n
志愿者,133.01415881884873,pos,3,n
捐赠,131.98047616113791,pos,2,v
精神,131.77491468732336,pos,2,n
绵薄之力,131.4268309076628,pos,4,i
同胞,131.35478594750077,pos,2,n
守护,131.33606126407346,pos,2,v
心,130.64974881942845,pos,1,n
护航,129.97770353283124,pos,2,v
有限公司,129.9112045441194,pos,4,n
无私奉献,129.6593878789576,pos,4,i
家乡,129.65262836994475,pos,2,n
支援,129.0877038355826,pos,2,v
故事,129.04432050628432,pos,2,n
给予,129.04372848419428,pos,2,v
白衣战士,128.91624202934005,pos,4,n
兰州,128.1127861021156,pos,2,ns
付出,127.95237160078923,pos,2,v
战友,127.77632276740239,pos,2,n
凯旋归来,127.66194019379685,pos,4,i
战士,127.46066625044809,pos,2,n
战线,127.45132229938456,pos,2,n
有情,127.37987961434771,pos,2,n
战斗,127.2678961768604,pos,2,vn
迎接,126.73488935460156,pos,2,v
默默,126.68000023682376,pos,2,d
英雄,126.5548608109103,pos,2,ns
期盼,126.19652445679961,pos,2,v
凝聚,126.17384859635875,pos,2,v
中华,126.10175064076924,pos,2,nz
救援,126.04077125292805,pos,2,vn
家,125.61765416005505,pos,1,q
传递,125.38197703691043,pos,2,v
善举,125.3315534349731,pos,2,v
共同,125.14259612182896,pos,2,d
白衣天使,124.96832992131058,pos,4,nr
医疗队,124.78730379244571,pos,3,n
发起,124.75219352243285,pos,2,v
央企,124.73768099037535,pos,2,j
辛勤,124.0910417477764,pos,2,nr
无情,124.05481592383289,pos,2,n
凯旋,124.0389552448831,pos,2,nr
光明,123.87805177274895,pos,2,n
努力,123.52166719713401,pos,2,ad
脱贫,123.49356263281223,pos,2,v
体现,123.46201434099551,pos,2,v
捐款,123.25717511120345,pos,2,v
筑起,123.22542856385765,pos,2,v
孝感,122.91666557605518,pos,2,n
歌,122.63221912735752,pos,1,n
展现,121.97755676898933,pos,2,v
众志成城,121.95307961415602,pos,4,n
同行,121.69174753255965,pos,2,j
坚守,121.65572909023626,pos,2,v
同心,121.39066240271865,pos,2,n
祝,121.37543173041306,pos,1,v
环保,121.286459022032,pos,2,j
创作,121.17519036585655,pos,2,vn
狙击战,121.14341556202784,pos,3,n
实际行动,120.93934224179442,pos,4,n
营造,120.93580995659681,pos,2,vn
谢谢你们,120.60694389630547,pos,4,nr
表达,120.48553170423631,pos,2,v
贡献力量,120.47164241093043,pos,4,n
救援队,120.37759745736177,pos,3,n
有序,120.15283826621604,pos,2,n
平凡,120.13078016885319,pos,2,a
仪式,120.03614026520596,pos,2,n
音乐,119.9739752896287,pos,2,n
安宁,119.78667210664719,pos,2,ns
通讯员,119.77837368203296,pos,3,n
岗位,119.77086432408552,pos,2,n
齐心协力,119.4456026634909,pos,4,i
无私,119.39043122905454,pos,2,b
决心,119.12972943367504,pos,2,v
阴霾,119.07653161677065,pos,2,n
云,118.91374716335756,pos,1,ns
爱,118.72409709590008,pos,1,v
一心,118.55356070150017,pos,2,d
抗击,118.4699242433248,pos,2,vn
担当,118.13871263324647,pos,2,v
伟大,118.10904509023418,pos,2,a
服务,118.10238298970701,pos,2,vn
风雨,118.07376707201678,pos,2,n
志愿,117.62998622853928,pos,2,n
协会,117.62618433883009,pos,2,n
骄傲,117.48882836198092,pos,2,a
加入,117.35536339738779,pos,2,v
感激,117.15271657103766,pos,2,v
出征,116.94476722488672,pos,2,v
明星,116.60259963571812,pos,2,nr
家园,116.5297156130804,pos,2,n
积极响应,116.27279407770806,pos,4,n
愿,116.19183221010248,pos,1,v
不懈,116.17036812223266,pos,2,a
下图,115.74251160012408,pos,2,v
via,115.62861890265064,pos,3,eng
战役,115.48478896200982,pos,2,n
感恩,115.38134383979933,pos,2,v
祝愿,115.36670405464236,pos,2,v
使命,115.30193296639965,pos,2,v
献出,115.07927401403711,pos,2,v
夺取,114.9081145272641,pos,2,v
顺利,114.70811380683071,pos,2,ad
江西,114.68037530158861,pos,2,ns
方,114.59579132758428,pos,1,n
各位,114.59410541130757,pos,2,r
弘扬,114.43964161160466,pos,2,nr
驰援,114.42265985172612,pos,2,v
情感,114.3295245712517,pos,2,n
冲,114.26069222929624,pos,1,v
包,114.1831423324384,pos,1,v
点滴,114.16025494812327,pos,2,n
前方,114.07969094604549,pos,2,f
增添,114.01929308828069,pos,2,v
人间,113.66809599913601,pos,2,n
坚强,113.6369326033602,pos,2,v
时代,113.55976972030959,pos,2,n
竭尽全力,113.5107299422665,pos,4,i
党员,113.41789951929873,pos,2,n
