微博id,发布者昵称,发布者性别,发布者地区,发布者关注数,发布者粉丝数,微博正文,发布时间,点赞数,转发数,评论数
IEqj7witm,就是事逼多没地方说,男,其他,748,7,就是事逼多没地方说:蛋糕很甜奶油丝滑心里想着吃了会长胖嘴上不老实一点不剩时不时尝尝甜品让自己更快乐些仪式感也需要有，成年人不一定生日都得吃蛋糕叫好朋友同学经济上来酒店稍微不济大排档也不错喝酒氛围很好再整张合照很满足毕业后再聚难上加难老师也感叹羡慕我们能再聚朋友圈一发点赞量满满幸福感。暂时只有孟哈哈发现我偷偷说说愿意希望疫情早点结束世界和平家人健康快乐最好有甜甜的恋爱晚一点也可以但一定要到 ,2020-04-22 02:50,0,0,0
IEqj7fHOs,聂小念的团子,女,广西,47,2,聂小念的团子:如果暴发，这将会是印度史上最难过的一段时间，如果去想，现在刚刚封城不久，一但爆发，穷人首先面临一个最严重的问题，饥饿，可能将失去将近一半的穷人，再下来，疫情蔓延，医疗系统崩溃，穷人治不起病，只能面临死亡，再加上印度生活水平不高，许多人都依靠外出打工，家里没有经济收入，老龄化严重，光想想就恐怖，所以，要控制印度爆发，不然，又将与非洲一样贫困的国家。 http://t.cn/A6wpWrbH ,2020-04-22 02:50,0,0,2
IEqiBiLzt,欧阳秋叶,男,香港,380,250989,欧阳秋叶:第一天的测试先到这，下载游戏还需要很久，先睡觉了。最近一段时间应该都是夜深评测白天打点工。这个月比较紧张，微店光帮湖北了，收益几乎清零。疫情的单子也做完了，没有接到新活。当然砸招牌的是真不能接。现在他们黑我都是没有依据的瞎猜，毕竟当事人已经确认了，不是那么回事。原则性问题是肯定不能出的。 ,2020-04-22 02:49,81,0,22
IEqhA84Bm,小媄2001,女,其他,4,3,小媄2001:我来深圳后遇见的它 ，让我领教了。18年的10月份我妹应为家里的事辞职了，那时它还是领班，它和我们说上班了就不要吃东西，穿好工装，可它上班了还点外卖，有时也没穿工装。它觉得她是领导，它可以做的事，你们不可以做。有一次别人给了它两杯茶，它问其他人要不要，别人都不要，第二天还拿来问我们要不要，都已经过期了，还给别人喝。有人说我从来没有这么讨厌一个人，辞职了马上把它拉黑。买单部没人和它说话，也没人尊重它，它在工作群发的信息也没人回复，它说不回复就罚款，也没人回它，它就说开会，然后就让我们签罚款单，我们没签，有个签了，说我签了，群里的信息一律不回复。有一次它在对讲机里吼，你们谁出的香槟没拿香槟桶，我想反正不是我出的，也没人回它，它说你们都听不到吗，让我们拿过去，也没人理它，它就跑过来吼，让你们拿过去都听不到吗。不该我们做的，它就接手，让我们做，当然它是不用做，想着升主管，别人说什么就是什么，都不会为自己部门着想。它对我们说做的不开心你可以走啊，那时已经走了一个了，还有一个写了辞职报告，11月底让它给我辞职报告，我写的原因是不开心，它不敢交上去，过了段时间我问它批了吗，它说你看你写的什么，我怎么交，然后我又从新写原因写的有事，还有一个的辞职报告也没有交就放在一起。过后我问它我的交了吗，它说有个已经辞职了，要一个一个的批。12月底开年会，总监就给我们说，我知道你们也辛苦，工资待遇也不错，马上要过年了，如果要跳槽又得从新熟悉环境从新开始。后来总监问我，你妹回不回来上班，没过多久又问我你妹回不回来上班可以给她加工资。然后问我以前干什么的，我说以前没做过夜场。过年的时候它说要年后休，然后我连续上了二十几天班，我给它发微信说三月份我要回家几天，它说好，然后我又去找它说过一次，它也答应了，然后到了那天没给我排，我就问它，我提前微信上问你了，也找你说过的，你都同意了，它说没人，我说你不是答应了吗，我出来这么久了都没有回家，我还没说完它就走了，也不听我说什么。然后我就拿着我的辞职报告去找总监，我说我连续上了二十几天的班，那时它回去也没人啊，我说我要回去它就说没人，总监说你要回家，可以回。从我妹辞职到6月份已经有8个月了它才升为主管，然后说请买单部吃饭，我以为就我们买单部这几个，结果它请了总监，经理，部长，让我们点菜我一个菜没点，总监走的时候说找他报销。服务员投诉它抢别人的会员，别人在对讲机里给它说了它当没听见。它找我问我有没有想过做领班，说你和她都是老员工了，我说你问她了吗，它说她不适合做领班。过后又来找我谈了两次，说让我做领班，让我支持它的工作，它说什么就是什么，说它上早班，休息我不能休。它说它休年假我不能休息。我的年假还没休，打算10月份休，它说不行国庆节，我想有人要辞职了我就说9月份吧，它说没有人，我要休十几天，它都不能休息了，说太累了，我想我连续上二十几天你怎么没说什么，让我8月底开始回去，意思是我听它安排，然后开会的时候，我就说年假不是自己想什么时候休就什么时候休吗，之前我打算休两天年假它说年假要一起休，我一起休吧又说我休这么久它太累了。我还为它想着有人的时候我休。我休了年假回来听到有人给我说，它说我不适合做领班。不适合那你找我三次为什么，难道你就适合了，还是觉得我没有听你的安排。有次它就拿个底座过来给我们说这样搞卫生是不合格的，然后每人说一遍，然后有人说不是我们搞点卫生让我们搞，我说本来以前我们就不搞这么卫生，然后它就气哄哄的说，全部出来开会，然后吧经理也叫过来，你们有什么问题提出来，说了过后，它说你们不愿意做就申请别的部门，我说你现在人多了就过河拆桥了，以前人少的时候我辞职你怎么不批。然后我就说我申请调去做服务员，如你所愿。过后又找我们开会，说我不尊重它，我说你问问她们我不尊重她们吗，现在人多了就不要人了，人少的是没见你这么说，它说不要当着新来的说这些，说我要调去做服务员自己去申请。有时我们就说起它，自己部门的该管的不管，别的部门说什么就是什么，老是说你不知道吗，卫生你做了吗，你这做了吗那做了吗，没做你就去调监控啊。我听见她们说，行政给它说买单部的形象不过关，它作为买单部的领导，不反驳就算了还给买单部的说。它给新来的说，这里工资高，很好招人，有的走了又回来的都是我去给行政的说让她们留下来的。我来这么久都是介绍去的。好多人都打算年假休了就不做了。过年的时候疫情来了，说没有批准不得出省，就这样待到3月中旬，我想过几天我妈妈过生，就回去陪陪她吧，没过几天，当天通知在深圳的上班，我给它发信息说我去不了，我才回重庆过几天我妈妈生日，然后它说怎么不报备，截图的内容是（出省必须上报公司领导审批，获准后可出行，如未报即可停职，未通知不可返岗）我说让我停职还是怎样麻烦告诉我，过几天它就让我不用回来了，我说公司决定我没看到，然后它的截图（你说违反公司规定 按规章制度处理 就这样回答，这是行政说的）说我是自离，下面一图它和行政对话，我在公司三月份已经两年了，它给行政说我不满一年。也有一放假就直接回家的，只是看他们上面怎么做，我知道没有人请可讲的。我辞职没有工资就算了，我去一家公司的另一个店，新政是同一个人，是一个主管打语音电话让我过去上班，挨着的大多数的人都认识。我给主管说了这边的情况，他说来解决，第二天我填了资料，经理问我什么情况卡在行政那里了，我就给他说了，他说你在这里上班我给你解决。第四天我就去问主管新政那里能通过吗，然后他给我说，最先行政不同意的，过后同意就，说让我先做着一个月后办离职，那就是让我做一个月就走呗，他说让我先做着一个月后再去找新政说。我说我不做了。经理给我发信息，他说我知道它和行政的关系比较亲密，说我可以给你争取，说我做事的什么都很ok，我说不用争取了，谢谢你的认可。我就知道新政故意的。说从公司辞职了就不能回去，其实好多人辞职了又回去上班了。 [组图共3张] 原图 ,2020-04-22 02:47,0,0,0
IEqg5kghC,旅游衡哥,男,其他,40,1,旅游衡哥:疫情之下，旅游不赚钱。还是要开拓思路，多赚钱！2017年我23岁大学毕业，给自己定下计划，存款10万，2017年年底做到了。2018年定下计划换车，如愿买了奔驰。2019年定下计划，存款100万，依然做到了。2020年，26岁这个疫情灾年，真的是多灾多难得一年，给自己定下计划再存100万，一定努力完成任务。再努力拼搏3年，争取30岁之前存款1000万，加油😊 http://t.cn/R2WxO3x 显示地图 ,2020-04-22 02:43,0,0,0
IEqfTtZ5t,胡辉明-余生皆假期,男,其他,106,2,胡辉明-余生皆假期:❌ 十万火急❌ ♨️ 0撸颠覆❌ 影粉世家♨㊙️㊙️您平时爱看电影和电视剧吗？来，快来，换成“影粉世家”，不仅看大片新片免费，还可以赚钱，自己玩一个月轻松赚3，5百，如果推10个20个，轻松月赚3，5千，如果当事干，推100个，月入几万很正常。全球首款区块链影视全产业APP，由嘉榕时代倾力打造，主要合作拍摄案例有：《暴光》《搏击者》《红色警戒》《我不是药神》等。🆚影粉世家实力超强，热度高，机制粘性，总量低，没有充值入口，只有出口，综合实力超级牛X，秒杀市面上99.9%的项目，影粉世家成为2020年互联网一匹超级黑马，绝非偶然，肯定必然。🈴🈴15号刚出首码，公测到25号正式开始，注册链接:http://t.cn/A6wOU9uo打消全球疫情期间投资恐惧症，天时地利人和，0撸超级大盘影粉世家等你来赚……实名认证后，联系我，提供后续跟踪服务。 ,2020-04-22 02:42,0,0,0
IEqf5fhe7,疯狂的俄罗斯,男,海外,644,70828,疯狂的俄罗斯:上飞机前吃降温药这事儿，我是理解但不赞同。莫斯科大市场的华商很多人身份不正规，语言也不是那么好，真遇到什么事儿的时候很麻烦。俄罗斯对待疫情的态度又是轻症不收治，华人自然是想回国，哪怕确诊了治不好起码也算落叶归根。其实学生群体反而相对安全的多，大家不乱跑在宿舍里待着。俄罗斯机场检疫并不严格，最近从俄罗斯回国的那么多确诊病例，你买了票上了飞机说不定旁边就坐着一个确诊病例，这个险值得冒吗？#全球疫情##俄罗斯疫情# ,2020-04-22 02:40,37,28,23
IEqf5027u,抚顺妇女,女,辽宁,2307,81073,抚顺妇女:【#马云向世卫组织捐赠1亿个医用口罩#】4月21日，马云宣布向世卫组织捐赠1亿个医用口罩，100万个N95口罩和100万份核酸检测试剂，以支持世卫组织在全世界的抗疫工作。上述物资将由世卫组织进行规划和分配。马云表示，疫情蔓延至今已是一场全世界一起面对的战争，必须用更快的速度、更好的合作和更强大的信心来战胜挑战。http://t.cn/A6wQQZse ,2020-04-22 02:40,0,0,0
IEqeT7F4s,西小咪_,女,陕西,194,957,西小咪_:每天都是一堆事情预约新房的网络 联系搬家公司 网上订窗帘 联系厨房还有家具公司 咖啡机又坏掉了 但是mediamarkt现在不开门没法换 看看怎样可以尽可能的提早送货 还有一些不需要的家具 联系朋友看看谁需要 免费送。可能消耗太多脑力了 每天饿的不行 要吃五顿的感觉还好最近都是好天气 孩子们可以随便在外面玩耍 这疫情的日子 什么时候是个头呀新房的大门还有墙上的开关 控制按钮 已经装起来了 [组图共9张] 原图 ,2020-04-22 02:40,2,0,10
IEqdKdtt1,Arfak_Astrapia,女,其他,564,263,Arfak_Astrapia:笑晕…之前因为疫情我们语言班停课了，俺也回国了，回家之后整天吃吃喝喝睡睡，一查成绩，淦…然后我就联系了语言班的老师问他愿不愿意给我上网课，他说可以。我问他怎么收费，他说德国收费太贵了，让我去问问中国的收费标准。我查了一下忐忐忑忑地跟他说大概40-80欧一小时吧，这样ok吗？结果他回…我在问自己，要是中国能挣这么多，我还在德国干啥 原图 ,2020-04-22 02:37,2,0,8
