微博id,发布者昵称,发布者性别,发布者地区,发布者关注数,发布者粉丝数,微博正文,发布时间,点赞数,转发数,评论数
IFubP2Iv5,橘柴控,男,上海,76,42,橘柴控:1】国内疫情形势——经历三个多月时间，武汉保卫战基本胜利，实乃不易，但也必须清醒地认识到这也仅是局部性的胜利；从全局上看，【国内防反弹+防境外输入】任务更加艰巨，我国的北部，南部，西部三个方向的边境防疫任务尤为艰巨，我们必须准备进行中长期抗疫的拉锯战，时间跨度预计现起至少一年至三年时间。2】在全球疫情彻底缓解以前，国际旅行限制千万不能轻易放松（与解除）。3】在全球疫情彻底缓解以前，国内宜进行规模化的核酸检测与血清抗体检测，时刻监控疫情变化。 ,2020/4/29 2:34,0,0,0
IFuagmqkL,---阳阳阳---,男,河南,191,566,---阳阳阳---:最近1⃣️ 间歇性的看了几本书📖📖.真烦气提笔🖊忘字的感觉，没文化真可怕啊.（提笔我画西游...😅）2⃣️ 每周断断续续的跑几次山⛰️⛰️.感觉自己还行✊💪.身体才是革命的本钱.继续坚持.3⃣️ 现在喂鸽子🐦🕊️反倒成了每天的标配.生怕饿着他们.这玩意儿还挺锻炼人的耐性.（自己吃饭🍚反倒没有天天那么准时）4⃣️ 买了喜欢的鞋👟.疫情期间也没有啥机会穿.转眼就到了夏天.可以直接扔鞋盒里了🙄5⃣️ 这夏天🍃可真是说来就来.又到了啤酒烧烤小龙虾🦞的季节..炒冰🍧也是标配.提前给他安排上.还是那个味道.6⃣️ 终于终于终于......快要开训了🏀.小伙子们估计也都憋坏了！ps：31了！内心却一点不慌.🤥#冒个泡# http://t.cn/R2WxHQ2 显示地图 [组图共15张] 原图 ,2020/4/29 2:30,23,0,11
IFtXQi8wH,你先救你妈吧我再游会,女,浙江,545,461,你先救你妈吧我再游会:你要有为对方提供一个襁褓式的心理氛围的能力，生活中总是会有这么一些人优酷vip来指责你的行为，原因只是优酷会员跟他们不一样了生活中总是会有这么一些人优酷vip来指责你的行为，原因只是优酷会员跟他们不一样了防护疫情人人有责不会腾讯视频总是会员晴天爱奇艺会员VIP他们都是一边是长着翅膀纯洁善良的天使腾讯视频VIP，会员一边是拿着夜叉面目狰狞的恶魔。他们心中的脆弱和胆小，他们不想承认的虚荣和懦弱，都躲在了那些光鲜之下。他们也有潦倒的时候芒果tv，会员他们也看过人间的疾苦，在选择前犹豫优酷http://t.cn/A6wT3oCg ,2020/4/29 1:59,0,0,0
IFtVjrNMK,慕_唐,男,宁夏,149,216,慕_唐:#纽约急诊科主任疫情压力下自杀身亡#医生，永远是值得被吹捧的职业。也许有丧失了医德的人，但我坚信更多的在当初选择入了医生这一行的人，他们的初衷都会是治病救人，哪怕只救一个。中美关系如何，那是政治的考量。但并不能抹平我对这个医生的尊敬，虽然我只是在新闻中看到了一点，也许片面，也许主观。在疫情中，她在坚持着救人，即使导致了自身的感染，但她休息之后，却依旧回到了医院。她想救人，也许想救所有被送到医院的人，也许她曾在医院祈祷上帝给世界洒下光辉，让所有人康复。但，并不能。有人在用他们的努力当做国家面对疫情时的第一道防线，但殊不知他们也是最后一道防线。救人的无力，看着病人在痛苦中死去，也许她更加痛苦。病人们在挣扎中解脱，她……也想这样！作为一个医生，她靠着良心支撑了太久太久了，她会累的。她对太多人负责，却还要对络绎不绝得更多人负责。她……不想对自己负责了。也许，事件回到最初，米国能够重视此次疫情，事情是否会变成另一番样子？也许她会在另一条世界线看到不同的结果，但如今的结局已经注定。我只能从简短的新闻中，给予她我一个平常人所能给予的崇敬。 ,2020/4/29 1:53,2,0,1
IFtRSD79E,CCTV巴德赛尔,男,北京,383,980383,CCTV巴德赛尔:【转发加油！为#疫情下的开学少年# 】一定是特别光明的结尾，才配得上这么出其不意的开局。各地陆续复学复课，梦想再次插上翅膀。因疫情见证历史，这一届学子注定不凡。4月28日，延迟一个月的 #全国高考倒计时70天#，让结局不留遗憾，让过程更加完美，做好防护，专心备战。转发，为少年加油！ #以梦为马，不负韶华，吾进吾心，终亦无悔#。 [组图共9张] 原图 ,2020/4/29 1:45,1,0,0
IFtRwbvR0,食安心安_生态农场,女,海外,84,741,"食安心安_生态农场:但尴尬的是，这份备忘录除了让共和党竞选美国国会参议院席位的政客们拼命栽赃中国""隐瞒疫情""，拼命要把美国民主党说成""私通中国""，还提醒共和党的竞选者们不要为美国总统特朗普进行辩护。""别为特朗普辩解——除了他的中国旅行禁令，要攻击中国""，这份备忘录写道。这个让特朗普很不高兴的文件，同样值得中国人留意 http://t.cn/A6A2XwOf 原图 ",2020/4/29 1:44,0,0,0
IFtRjd8Vo,刘薛6351035260,男,四川,4059,845,刘薛6351035260:【鼓吹移民？该反思了！】一场疫情，扒掉了发达国家的底裤，除了【德国、韩国】等少数和中国一样干实事的国家外。#海外疫情# 不少歌舞升平的都趴窝了，还恬不知耻叫嚣向中国人民索赔。#西方国家巨额索赔#【移民机构该适当限制了】移民机构，以后都要再夸大其词了。教育机构，也不要再鼓吹国外教育了，教出来一群精致利己主义者，【干活外行，甩锅在行】。#俞敏洪称孩子出国读书首选英美#移民是自由，但并不光荣！#下南洋# 想走可以走，别忘了祖宗！#陈嘉庚# ,2020/4/29 1:43,1,0,0
IFyFNiuQ0,天下网商,男,浙江,342,583504,天下网商:【#钟南山淘宝直播# 叮嘱网友多补充维生素C】4月28日，钟南山院士一来淘宝直播，就瞬间引爆网友的热情。钟南山院士叮嘱淘宝网友：“目前仍处于抗击疫情的关键阶段，一方面要复工复课，恢复正常生活秩序，另一方面要防境外输入……大家日常可以适当补充维生素C，对很多疾病有预防、治疗作用。”评论区上百万网友在刷屏：“钟老辛苦了”“听钟南山的话！”“向钟老致敬”。 原图 ,2020/4/29 13:59,1,2,3
IFyFCEXHZ,明彰财经,男,山东,276,11919,明彰财经:法国新冠病毒不是来自中国。巴黎巴斯德研究院科学家的新研究结果显示，法国爆发的新冠肺炎疫情并不是由中国的境外输入病例所引发。基因分析显示，法国主要的新冠肺炎病毒株并非来自中国，或是最早成为欧洲疫情热点的意大利，而属于演化支。由范德魏尔福和西蒙-洛希耶尔所领导的研究团队在生物科学论文平台bioRxiv.org - the preprint server for Biology上的报告中指出，法国新冠疫情主要由这演化支下的1种，或数种变异株所引发。巴斯德研究院从法国各地超过90名病患采集的样本发现，相关病毒株都源自1个基因系。而循这独特途径演化的病毒株，至今只在欧洲和美洲发现。而法国新冠肺炎演化支的样本最早是在2月19日采集，但这名病患既没有旅游史，也没有和返国的旅客接触过。令研究人员讶异的是，后来采集到的病毒株竟然在基因上属于前几代。他们认为，可能的解释就是在卫生当局发现前，新冠肺炎已在法国本土传播了一段时间。#钟南山谈国内外防疫差异##法国疫情##新冠肺炎# ,2020/4/29 13:58,1,0,0
IFyFs2Ryz,猎人Bruce,男,广东,2079,22342,猎人Bruce:#猫咪因违反外出禁令被逮捕#【泰国#猫猫因违反外出禁令被逮捕# 还被要求举着牌子拍摄标准”罪犯照“】疫情期间，这只猫咪因违反禁令晚间外出被逮捕，更令人啼笑皆非的是，猫咪还被要求举着牌子拍摄标准”罪犯照“，牌牌上白纸黑字交代“罪行”，网友表示：喵主子的表情很社会，一看就是惯犯！#猫咪因违反外出禁令被逮捕#http://t.cn/A6AAndZs ,2020/4/29 13:58,1,0,0
IFyEAwa7Z,wsryjx,男,北京,90,451,wsryjx:《论鸡公煲的倒掉》朋友圈西门鸡公煲倒闭掉了！啊（第一声，表示没有反应过来）啊（第二声，上扬，表示难以置信）啊（第四声，表示懊恼感叹）我今天特别去看过了真的闭了疫情期间同学们不在真的发生了太多的变化西门鸡公煲真的是哺育了一代代莘莘学子又承载了太多的青春记忆就连我刚来这里工作帮我找租房的房产中介小哥当时都和我说“简直难以置信你没有去过小西门，那你也没有吃过那里的鸡公煲”可以说当时的人们把去吃鸡公煲当作一种时尚吧后来一直到工作一年多才去吃过里面的皮蛋子和拍黄瓜是分别一绝和另外一绝虽然闭掉了但是还有其他的宝愿越来越好 ,2020/4/29 13:56,2,0,4
IFyE0ds3k,半岛晨报,男,辽宁,1140,9709085,半岛晨报:#大连城事# 【#大连# 发布2020年“5.1”劳动节文明旅游倡议书】五一将至，疫霾渐散，为积极做好旅游行业疫情防控工作，强化文明、安全、健康出游意识，我们向全体市民和游客发出倡议：1.践行文明旅游行为公约，共抗新冠疫情。游客要自觉遵守《中国公民国内旅游文明行为公约》，维护环境卫生，遵守公共秩序，做到快乐而不过分激动，潇洒而不肆意放纵。保护生态环境，爱护公共设施，不随地吐痰，不乱扔废弃物，不践踏草坪，让文明旅游成为一种新常态。游览期间要服从疫情防控期管理规定，提前预约，出示“健康码”“行程卡”，佩戴口罩，主动接受体温检测。就餐期间要使用“公筷公勺”，拒食野生动物。2.倡导文明旅游新风尚，共筑城市文明形象。旅游企业要自觉遵纪守法，规范经营，诚信服务。带头践行文明旅游，积极宣传文明旅游知识和疫情防控要求、常识，做好自我防护，倡导游客遵章守礼，及时劝阻不文明行为。落实疫情防控要求，完善服务措施，提升服务质量，优化旅游环境。旅游从业者要自觉遵循行业规范，恪守职业道德，尊重游客权利，维护游客利益，竭诚为游客服务。共同形成文明、安全、健康出游的良好社会氛围，让文明出游成为最美的风景。3.助力文明旅游志愿服务，展示城市文明风采。“每个市民都是一处移动的风景。”全社会要共同参与文明旅游，不做“旁观者”。广大市民要以主人翁意识，践行文明城市理念，展示城市美好形象，讲文明话、做文明事，遵守秩序、友善待人、优质服务，争当文明旅游志愿者，争做城市文明代言人。人人树形象，处处讲文明。文明旅游需要全社会的共同努力，让我们携起手来，从我做起，从现在做起，提升文明素质，展示文明风尚，为全国文明城市大连再添美景、再添靓彩。#大连[地点]# 大连市文明办大连市文化和旅游局2020年4月29日 原图 ,2020/4/29 13:54,2,3,1
IFyDpgGHk,henglin60,女,湖南,395,152,"henglin60:April 28, 2020 - 美国总统 Donald Trump 出席白宫新冠疫情简报会，屏幕上显示白宫新公布的病毒检测方案，华盛顿特区。4月27日，美国政府宣布将帮助各州提高病毒检测能力，每月发放至少2%人口份额的检测试剂。迄今美国共完成540万次病毒检测，相当于总人口的1.6%。4月27日，美国新冠病毒感染人数破100万，占全球总数三分之一；单日新增确诊23196例、死亡1384例，累计死亡56797例。摄影师：Alex Brandon 原图 ",2020/4/29 13:53,0,0,0
IFyCFbeLY,丽江同城网,男,云南,1056,195806,丽江同城网:#丽江新闻#【五一丽江古城最大游客接待量7.5万人 请提前1天预约】世界文化遗产丽江古城保护管理局、丽江古城管理有限责任公司4月29日发布公告：为统筹做好疫情防控和景区有序开放工作，充分保障您的游览安全，根据云南省文化和旅游厅、云南省卫生健康委下发的《关于进一步做好旅游景区疫情防控和安全有序开放工作的通知》要求，丽江古城景区在2020年“五一”期间继续实行预约参观游览。在此期间，丽江古城景区瞬时接待最大游客量限定为2.4万人，全天接待最大游客量限定为7.5万人，在达到最大承载限定时将停止接待游客。请前往景区的游客朋友关注丽江古城景区和丽江古城游微信公众号，并通过电话预约方式提前1个工作日预约。预约电话：0888-5119111、0888-5165255，预约时间9:00—23:00。 [组图共2张] 原图 ,2020/4/29 13:51,0,5,4
