微博id,发布者昵称,发布者性别,发布者地区,发布者关注数,发布者粉丝数,微博正文,发布时间,点赞数,转发数,评论数
IvhRx6gUy,胖嘟嘟的龙爷,男,其他,314,278,胖嘟嘟的龙爷:我们在有那么一群人，不是为了抗疫而依然以每天逛街，串门儿而得意洋洋。这是一群50岁以上的老人，为老不尊。重庆被逼得被迫不准使用老年卡乘坐公交车。 查看一下近一段的疫情通告，就会发现这群老人不仅仅隐瞒出行历史，隐瞒病情。还到处乱跑，逛街串门儿引起的传染事件占了很大的比例。为什么？一说就是我这么大岁数了不怕死。我们怕啊！今天居然有个老头，家里不让出门逛街跳楼的。杭州，已经慢慢开放了。结果呢，一个老太太，一夜回到原点。尊老敬老，首先是你们要有值得尊敬的地方！管好自己家的老头老太太！ 原图 ,2020-02-22 00:48,1,0,0
IvhRfE9Ii,FloraIsFlora,女,广西,189,1111,FloraIsFlora:「初看不识片中意，再看已是片中人。」过往看灾难片，看的是一个故事，是虚幻，是假象。现如今深处仿若纪录片的真实环境，不觉毛骨悚然。离开强大、独立的国家，科学有效的政府管制，上下联动全民一心的群众配合，我们所面临的，应该不止于病毒的肆虐，更残酷的还有无法想象的人性恶的边界。自己的。他人的。社会的。阅尽千帆不如亲历劫难。电影的的描述，远不会比真实来得更残酷。这次疫情，无论于祖上父辈还是膝下幼孩，都将是刻骨铭心的历程。珍惜当下，感恩现有，努力生存，健康体魄，不轻言放弃，不混沌度日，不辜负，每一个珍贵的明天。#流感[电影]# 原图 ,2020-02-22 00:47,0,0,0
IvhQPmsXN,河南蓝天救援,男,河南,17,102,河南蓝天救援:武汉的疫情时刻牵挂着全国人民的心，河南蓝天救援援鄂志愿服务队今天参加了武汉市城市管理督察大队工作区消杀工作，为武汉的城市运转做着坚强保障。转运组队员继续在基地仓库挥汗如雨，为了在最短时间内完成转运任务，队员提前摸清发运货物情况和装载车厢，分组负责转运任务，确保各环节紧密衔接，做到及时装卸，最大限度压缩作业时间。武汉，河南蓝天救援和你在一起。 [组图共12张] 原图 ,2020-02-22 00:46,1,2,0
IvhQKlG3E,苏洛雅阁,女,广东,347,1118,苏洛雅阁:9都98  对于券商板块后市表示，招商证券研究团队表示，新冠肺炎疫情对证券板块影响主要取决于股票市场的反应。目前来看，基于对疫情后续演变的理性预期、以及对于流动性和政策的相对乐观预期，权益市场总体运行稳定、市场情绪偏向积极。同时在目前交易业务 95%互联网率的背景下，证券公司各项业务进展几乎不受 ...展开全文c ,2020-02-22 00:46,0,0,0
IvhQJaB5d,HikariWang,女,海外,24,2,HikariWang:今天吃了蜂蜜蛋糕，做了可乐鸡翅。打扫了房间。看了9集《豪斯医生》，第9集House和小号手的故事看哭了。下单买了德的新专辑。听了一期好听的播客，顺手下单了托尔卡丘克的三本书。好朋友发微信说她姥姥去世了，90岁，各种老年病缠身，瘫痪在床之后就拒绝再去医院，「那么惜命的一个人说什么都不去医院了，特别清醒，我想她就是想在家里走吧。」遂了心意，也是一种幸运。只是因为疫情，告别仪式一切从简。我边安慰她边难受但已经哭不出来。因为之前哭的太多了，或许也因为和这段时间死于非命、不知死在何处的成千上万人相比，能在家安安稳稳离去，已是一种幸福。 原图 ,2020-02-22 00:46,1,0,0
IvhQnBSuT,猫咪9998,男,四川,251,176,猫咪9998:#郑爽[超话]##郑爽[超话]#[爱你]#有你在身边##有你在身边# 《有你在身边》由韩庚、杨颖、王一博、郑爽等倾情演唱，致敬那些将个人安危置身度外，用信念筑起爱的防线的美丽逆行者们、有了你们，才有了我们，你们是最美的逆行者，愿你们健康疫情在前、和正能量偶像郑爽一起为武汉加油！中国加油！我们与爱同在！！   http://t.cn/RghOMBP 显示地图 [组图共9张] 原图 ,2020-02-22 00:45,8,0,3
IvhQe9OZh,心残忆碎,女,重庆,15,2,心残忆碎:👉假期书单推荐-生活需要孤独感📖宅在家里好几天了，也思考和反省了很多👍自律的极致就是孤独✅每个人都像一个孤独的孩子，总有那么一部分隐藏在自己的内心深处，别人走不进来，自己也出不去。💁♀️我们一直害怕孤独越是长大越是感到孤独，其实在这个世界上每个人都是一座孤岛。但是事情都是双面的。💁♀️2019年经历了很多事情，自己也越来越享受孤独，但是孤独不等于孤僻，孤独是让你好好的认识自己，反省自己，拒绝无效社交，从而建立正确的三观。📖📖📖📖📖每个人都需要孤独，孤独是我们最好的增值期和生命中最好的礼物🎁。自律的顶端就是享受孤独💕在疫情面前我唯一能做的就是好好待在家里，给自己最好的增值期了 http://t.cn/RyhCohe 显示地图 [组图共4张] 原图 ,2020-02-22 00:44,0,0,0
IvhQ8eeZB,瓜花花的花啊,女,其他,18,13,瓜花花的花啊:今天是你消失的第19天了，我每天我都会刻意忘记我们在一起过，我不是能放下了，是你失踪了，我没有办法，我无可奈何，要是没有疫情，要是你没有失踪，我大概还是再次愿意去你的城市，我也没想到我第一次去外省是为了哄你开心，和你复合，这久来今天突然就崩不住了，感觉很痛苦，但是感觉比你上次偷偷跑掉我一个人下班回家看着空荡荡的房间要好一点，比起去你的城市找你下着雨把我一个人丢在路上好一点，比起要把我一个人丢在陌生的城市和家人一起回家要好一点，说来可笑，当我发现我起床时得小心翼翼的喊你起床，甚至不敢喊，怕你发脾气，只能请妹妹喊你起床时，我就是已经卑微在尘土里了，我工作就是再辛苦再卑微也是我愿意的，我选的，给你钱花也是我愿意的，为你做什么我都愿意，我也做了。我称它为爱情，我特别高兴能遇上你，我才知道我真的能为了别人什么都愿意付出，和喜欢的人在一起的感觉特别好，你是我接吻都舍不得闭眼睛的人，后来你发现了总是说我，我今天晚上我很想你，可能明天就不想了。 [组图共8张] 原图 ,2020-02-22 00:44,0,0,0
IvhPVcC3I,是吴同学吖,男,北京,5,5,是吴同学吖:做了一场噩梦，惊醒起来，打开微博，原本想关注下疫情的发展状况，却无意中看到显眼的“科比死了”这样的标题，第一感觉特别不真实，以为是个恶作剧。你说，这么帅气，这么善良，这么优秀的传奇球星，大概是每个男孩子都拒绝不喜欢的偶像，难道也命中注定会有“天妒英才”的悲剧吗？天呐，他才41岁啊！简直跟另一场噩梦一般！还记得昨天科比还发文祝贺詹姆斯得分超越自己，怎么也想不到这竟成了他生前的最后一条推特！实在难以无法接受我科以这样的方式离开！这是多少篮球人的青春与信仰啊！我没有见过凌晨四点钟的洛杉矶，却在北京时间的凌晨四点看到了你去世的消息，再见了，愿篮球相伴🏀，一路走好 原图 ,2020-02-22 00:44,0,0,0
IvhPO8ndx,Tito_碔砆,男,内蒙古,832,219,Tito_碔砆:我们很普通，同时我们也不普通，我们普通因为也是父母的孩子，孩子的父母；我们不普通因为我们也头顶国徽，肩负使命。上班四年，两个年节在一线值班，我知道只有对国家的忠才是对父母最大的孝。疫情面前，14+14+N的上班模式，这是现在全国30万监狱民警的工作状态，这是非常人能承受的工作。只希望大家多一些理解和包容，感谢🙏 http://t.cn/RC5pZkB 显示地图 原图 ,2020-02-22 00:43,2,0,0
