微博id,发布者昵称,发布者性别,发布者地区,发布者关注数,发布者粉丝数,微博正文,发布时间,点赞数,转发数,评论数
IxpGofOxD,Summer夏天沫,女,上海,352,356,Summer夏天沫:今日份儿❤收到了吃了很久很久没吃的fo锅还有孩子の那句“Lily别回家”，陪我累点也暖心吧疫情快点过去吧想上班，是真的想の那种 上海·紫金公馆  显示地图 原图 ,2020/3/7 0:23,0,0,0
IxpuFmy7J,随语闲言,男,其他,57,18,随语闲言:口罩与我好像没有什么交集，上一次萨斯时期身边也没见谁戴，只是后勤部门的人隔个两三天在机关走廊里喷洒什么药水消消毒。口罩的记忆是小学生时期，冬天的时候经常会起大雾，不知道和现在的雾霾有没有关系。一个高姓男同学经常戴着口罩几乎整个冬天都戴，他家是东北来的，是不是为了保暖我不知道。我也不记得我带过。这次疫情严重各地也非常重视，出门没有口罩是不行的，为了自己也是为了别人，安全第一。至今天戴了两个口罩，一只3m，一只一次性医用。 ,2020/3/6 23:54,1,0,0
IxpumsUoL,河北爱心救援队队长,男,河北,343,9511,河北爱心救援队队长:这些天救援几乎停了，疫情期间互相理解，任何活动任何人，必须为疫情让路，万众一心抗疫情 希望大家理解 这几天救援本小区的几个（古运码头）有时候偶然出门买菜救援几个附近的，特别是不进出小区救援了 ，我们志愿者也是救援碰上的或者各自小区的 ，希望车主尽快更换新电池，（我们不销售任何商品）以免反复救援，你也用车不方便， http://t.cn/EXaZLyN 显示地图 ,2020/3/6 23:53,2,0,0
Ixpugepjh,六十分钟1980,男,天津,619,87,六十分钟1980:圆通快递这是怎么了？2月27号快递到了天津，然后就一直转运中，3月3号另一个快递也到了天津，然后也是一直转运中，两个快递都没再更新过物流。电话投诉也找不到人，在线客服投诉也没用，就会官方回复，帮忙催，也不知道快递是丢了还是哪去了，受疫情影响十分理解，但是市内转运要这么久太不正常了吧？@圆通速递   ,2020/3/6 23:53,5,0,7
Ixpu8eJZ5,神仙_2007,男,安徽,128,161,神仙_2007:神仙说《“疫”众生相》疫情爆发至今，已44天。每天早上起来，看到新增确诊病例比昨天少，治愈人数比前一天多，就是一天中最让人欣慰的事情。在被禁足的这一个多月里，各色人等，勇士出征，居家守候，感染病倒，痊愈痊愈，惶恐不安，万死不辞。在夹杂着爱与痛，苦与泪的人间万象之中，他（她）们的故事让人看到最真实的人间。还有个小伙子，叫魏佳，21岁，是抗疫一线的辅警。任务艰巨，过年他没能回家。这天中午，他给妈妈打了个电话，说：你们放心，我好着呢。但是挂了电话，他偷偷哭了。一边哭，一边苦哈哈地坐在地上吃着盒饭。塞了几口饭，抹了几把眼泪，又赶紧拿着小本本去工作了……21岁，还是个大孩子。可你这小小的、单薄的肩膀，却扛起了家国重任。谢谢你，小伙子。等打完这场仗，回家让妈妈好好给你补一顿年夜饭吧。奔赴武汉前线的河南医生李慧，不管下班多晚都会给老父亲打电话，2月18日凌晨，她的父亲突发脑梗去世。隔着手机屏幕，她看着父亲一点点停止呼吸。心如刀绞，失声痛哭，她朝着家的方向长跪不起。2月14日，武汉大学口腔医院门诊医生钟皓研没有告诉家人同事，只身逆行疫区。远在广西的父母、亲朋以及同事谁都不知道她在哪、在做什么，只知道她消息经常性很晚回复。直到工作时被路过的熟人发现，而那时已经距离她报名志愿者已经11天。“中国总是被他们最勇敢的人保护的很好，武汉本来就是一座很英雄的城市。”这是钟医生朋友圈的一段文字分享。身披白衣，隐姓埋名，在国家危难之际，女性也可以做名垂后世的孤胆英雄。2月11日早上8点，湖北宜都交警郑承瑛在通宵下夜班回家路中晕倒。本是办公室内勤，得知人手不够主动申请到高速防疫检测站执勤。而一个夜班一站就是8小时。就是这些普通人在这场战役中，挺身而出的同时，也承载着不同程度的风险。在这场疫情中，我们每个人，都在其中，每个人也都面临选择。是冲，还是怂？是助力，还是旁观？是配合，还是添乱？谢谢，每一个无私付出的人。每一个勇敢善良的人。每一个在黑暗里举起火把的人。是你们，让我们在这场突如其来的灾难里，感到温暖，心安。愿这次灾难过后，我们依然心怀热望，携手向前。愿我们每个中国人，今后都在自己被需要时发出光来，用点点微光，照亮黑夜，温暖人间。 原图 ,2020/3/6 23:53,0,0,0
IxptX2LJZ,深圳美莱口腔官微,男,广东,395,154737,深圳美莱口腔官微:【蔓延79国近10万人确诊：#新冠疫情为何不算全球大流行#？】3月2日，世卫组织表示，#新冠肺炎疫情仍未构成大流行#。此次疫情的感染情况与西班牙流感、甲型 H1N1流感相距较远。一旦将一种传染疾病宣布为“大流行”，可能会刺激更多国家推出更高级别的应对措施，给民众带来远超病毒本身的恐慌和损失。目前有早期迹象表明，中国、新加坡等国家疫情出现减缓，尚不能断定新冠肺炎构成全球大流行。#全球确诊病例已达10万例# http://t.cn/A67uuRae @新京报动新闻 ,2020/3/6 23:52,0,0,0
IxptSjqp9,全糖大碗奶茶,女,重庆,146,196,全糖大碗奶茶:@大溪不叫小西 🎉生日快乐鸭!!(我可能是最后一个说的⑧)最近过生日的挺多的，好多还是云生日，搞得也贼搞笑，所以好久我们也44❓ ❓ 虽然因为这次疫情也不能在一起过，也不能在食堂那样为你唱生日歌。那我们就相约在明年，明年的今天还是那个食堂，同样的多点一份菜，却唱两次的生日歌!🎈      前路浩浩荡荡🎂           万事尽可期待🌻 [组图共2张] 原图 ,2020/3/6 23:52,0,1,1
IxptE8PID,我没有橘子也讨厌橙子,女,湖北,107,248,我没有橘子也讨厌橙子:疫情真加重我恐婚恐育楼上住户现在俩夫妻在吵架，男的问女的做了什么，女的说做了xxx，男的说没看到，女的委屈，男的他每天上班忙死，女的说她每天带孩子累死，男的说干脆她辞职，问女的难道这是别人家小孩？之前半夜孩子还风雨哭泣尖叫，还弄的地板超响拜托你们能不能用冷暴力吵架啊，我他吗的想睡觉不想听你们分锅啊 ,2020/3/6 23:51,0,0,2
IxptsBwOr,梨落晚风归,女,其他,175,61,梨落晚风归:#疫情结束后的愿望是什么#本来约好的提前去学校然后一起去凤凰古城，不曾想疫情发展的如此严重，以至于从1月2日分别至今两个多月都没有见成面，且目前仍不知何时才能开学，真的好想他，从来没有感受过如此思念的味道，等到疫情结束后，要好好珍惜和他在一起的日子，要和他牵着手再次一遍一遍地逛着校园，和他牵着手走在长沙的街头，和他一起去吃火锅，和他去做所有想做的事，还要一起去一趟凤凰古城呀愈久别离愈能感受到他于自己的意义，好想念他似笑非笑的眼睛，好想念他身上的味道，好想念他怀抱的温度，我好喜欢他。 ,2020/3/6 23:51,0,1,0
Ixptizhll,一手Video,男,北京,548,7180629,一手Video:【妈妈#带患癌女儿武汉求医滞留2个月#：因疫情购药困难重重，幸遇好心护士帮忙】贝贝是湖北黄冈人，患有神经母细胞瘤，要定期到武汉化疗。1月2日，妈妈带着贝贝到武汉治疗，至今仍住在武汉的出租屋里。贝贝妈妈说，购买女儿所需的外购药困难重重，但为了女儿，她必须去找药。贝贝妈妈告知，她的电话是15820792869。#新型肺炎抗疫全记录# http://t.cn/A673hJdV ,2020/3/6 23:51,387,37,73
