微博id,发布者昵称,发布者性别,发布者地区,发布者关注数,发布者粉丝数,微博正文,发布时间,点赞数,转发数,评论数
J2fR93EjV,JackykittyC,女,其他,412,2155,JackykittyC:疫情过后和小姐妹们👭🏻🌃@Louan_Rong @周毛毛阿毛 的第一次聚会✨喜欢玛格丽特🍹#重庆·STARRIM Lounge星环酒吧[地点]#  [组图共10张] 原图 ,2020-05-17 01:07,10,0,1
J2fGsboOA,海外美食作家冰清,女,海外,1058,2100809,海外美食作家冰清:#武汉解封后共发现665名无症状感染者#像武汉这样的爆发城市，的确是需要全面检测。在西藏等地，就不需要。全面检测只是把人口聚居，且疫情严重地区的潜在传染者找出来，隔离追踪，不要再继续传染他人，造成二次疫情。这个病毒传染性太强了。相信无症状带病毒还会有，目前没有特效药，没有成功的疫苗可以用。即便有疫苗，病毒变异太快，不知道研发成功的疫苗在那时候是不是还有效。RNA疫苗会快一些，但是概念太新，不知道审批部门有没有建立起对这种新型疫苗成熟的审批制度。总之，对于这个新病毒，我们了解得还是太少。全世界各国需要团结起来，共同战胜病毒。 ,2020-05-17 00:40,10,0,1
J2fDkCIzu,邱宏锐-聚益堂主,男,海南,3116,13675,邱宏锐-聚益堂主:【疫情影响下也高质量完成脱贫攻坚任务】全国两会召开在即，许多国计民生话题持续引发社会讨论。其中，脱贫攻坚受到广泛关注。努力克服新冠肺炎疫情带来的不利影响，确保完成决战决胜脱贫攻坚目标任务，全面建成小康社会，无疑是今年两会最受关注的议题。在全面建成小康社会和“十三五”规划收官之年的大背景下，两会如何为打赢脱贫攻坚战凝心聚力，如何为集中兵力打好深度贫困歼灭战建言献策，如何以民主监督严把贫困人口退出关、巩固脱贫成果，当前疫情影响下防止已经脱贫的农民返贫，举国上下都高度关注，每个代表委员的肩上都有一副沉甸甸的担子。两会代表委员们惟有深入调查研究，提出真知灼见，方能为经济社会发展企稳向好议好案、建好言，努力把疫情的影响降到最低，坚定不移把党中央决策部署落实好。 http://t.cn/z8nbyqo 显示地图 原图 ,2020-05-17 00:33,0,0,0
J2fBHmPME,新浪新疆,男,新疆,829,96278,新浪新疆:注意啦！今年克拉玛依中考有变化！考生家长一定要看！记者从克拉玛依市招生考试中心获悉，按照《关于做好克拉玛依市2020年自治区初中学业水平测试报名工作的通知》（以下简称《报名工作通知》）要求，目前在我市就读且有学籍的2020年应届初中毕业生均可报名参加考试。根据《报名工作通知》要求，报名内地新疆高中班、内地新疆中职班的学生必须满足以下五个条件：首先，拥护四项基本原则，自觉维护社会稳定和民族团结，遵纪守法，无违法犯罪记录，思想政治品德考核合格；其次，应届初中毕业生，报名内高班的考生年龄不超过17岁（2003年1月1日以后出生）；第三，在疆初中阶段三年完整学籍且连续实质性就读，学籍状态正常，学籍信息与身份证信息一致；第四，身体健康；第五，考生及其父亲或母亲或其他法定监护人在疆内有常住户籍（2017年1月1日前迁入）。市招生考试中心工作人员表示，举办内高班和内职班是国家重要的惠民政策，推荐成绩优异的学生报考内高班；鼓励普通高中升学困难的学生根据自己的实际情况报考内职班。特别值得注意的是，区内初中班毕业生在报名时必须在“考生特征”勾选“区内初中班毕业生”这一特征，并且在“是否报名内高班/内职班”选项中统一选择“报名内高班”。非区内初中班毕业生根据实际在“是否报名内高班/内职班”选项中从“否、报名内高班、报名内职班”三者中选择一项。考生被内高班或内职班录取后，不再参与后续批次录取。该工作人员特别提醒，根据疫情防控要求，所有考生和考务人员在考前40天内不得跨县域流动（即离开克拉玛依）。今年，按照自治区教育厅“中考不出校”的原则，考生将在各就读学校参加考试。（克拉玛依日报） http://t.cn/RMJI3lO 显示地图 ,2020-05-17 00:29,0,0,0
J2fAomiHq,漫步天涯555,女,福建,1448,2100,漫步天涯555:#杨紫公益紫[超话]##跟着杨紫做公益# 🌺#阳光信用# 国家反诈中心守护大使@杨紫 提醒您：疫情期间，不造谣不信谣不传谣！ 绿色生活方式公益推广大使@杨紫呼吁大家绿色出行！ 中国消防公益宣传使者@杨紫 提醒您用火防火不失火，为国为家为你我！ 中国妇女发展基金会“母亲邮包”项目宣传大使@杨紫 呼吁您一起传递爱与善！【yz zm 林之校 黄梓瑕 zzl 余生请多指教 ys】 原图 ,2020-05-17 00:25,0,0,0
J2fzc9Uri,烟雨楼百年孤独,男,浙江,2797,439195,烟雨楼百年孤独:【日本首例新冠病毒患者提前至2019年1~3月！】5.15日本厚生劳动大臣记者会，加藤胜信表示，对新冠病毒抗体检测时，发现2019年1~3月的血样中，有两份抗体检测呈阳性...反复确认三遍、2019年1~3月！#朴槿惠所在监狱出现疫情##新冠疫情或造成严重精神健康危机#  视频来自新京报  http://t.cn/A6ADh4mk ,2020-05-17 00:23,4,6,2
J2fi83Jet,monomelet,女,其他,174,343,monomelet:最近好充实。耐心上网课，完成一项一项的作业，买菜做饭在家中制造小幸福，和不同的朋友见面，在不一样的天气走在相同的路上，看不一样却也相似的路人，听不同的歌读不同的书，在朋友圈里发不加修饰的心情，分享自己的生活片段同时感受作为被分享者的喜悦。闲暇的假期让人无助，确实也让人接触并接纳真实的柴米油盐，分分秒秒。前些天看推文说疫情会改变很多人的确在改变 ,2020-05-16 23:40,17,0,2
J2f7Q6dfj,鹰犬拜大将王陶陶,男,北京,562,61089,鹰犬拜大将王陶陶:很多人说我刻舟求剑，其实他们只是不愿意承认我所言的现实而已。其实，我对地缘政治从来没有刻舟求剑，为什么？因为我预判政治还算是非常准的，刻舟求剑做不到这一点。从难民危机极右翼、南海对抗，从贸易战到石油战，再到trump疫情甩锅推动冷战，我是基于大历史的视野和事件情报判断出来的。无论是事件走向还是时间点，都是如此，说我刻舟求剑简直是搞笑。我仅仅只是高估了欧美对病毒的控制力，你当然可以拿这个不断嘲讽，但改变不了什么。历史的惊涛已经扑来，为何不承认呢？这不是坏事，这只是事实，讳疾忌医毫无意义。作为爱国者，我说话已经很考虑国内承受心理能力了，信不信由你。遥想当年苏联，吞并德国的科研队伍，拿着英美的战争技术援助，把德国、捷克的世界顶级技术团队+东欧的技术团队整合起来，最先搞出航天卫星和载人航天，但最后在铁幕下科研发展怎么样？除了尼克松卡特缓和期引进了点技术以外，大部分几十年基础技术都是原地踏步。今天国人还鄙视苏联科技后来被美国碾压，是因为苏联科技不行？这是错误的。苏联科研很强，但她依然远远不够。 ,2020-05-16 23:15,147,24,95
J2f7Io6wx,杨洋宣传组,男,北京,270,1125778,杨洋宣传组:#杨洋[超话]# 【温馨提醒】杨洋老师近期已进组拍摄，宣哥在此诚恳呼吁各位毛毛自律克己：1.不转/赞/评/搬运路透（包括好友圈），任何平台的非官方物料都不给热度。2.不私自探班，不蹲片场周边及酒店，不干扰不影响剧组拍摄。3.如果看到有毛毛在公共平台传播路透私信劝删，勿进行二次扩散。4.疫情当头，安全为重，禁止任何形式的违规聚集。任何影视作品拍摄，未公开内容都是禁止传播的。望各位羊毛互相转告并遵守，尊重演员杨洋及所有工作人员的辛苦付出，让惊喜在作品上线之时逐一揭晓。❤️ 原图 ,2020-05-16 23:15,2511,1297,612
J2f7uaegV,夜色微凉222,男,广东,17,165,夜色微凉222:#21天读书打卡活动[超话]#DAY12《鼠疫》在反抗鼠疫的过程中，里厄与塔鲁起到了举足轻重的作用。里厄自始至终关注着疫情的发展，没日没夜地救治病人；塔鲁则积极奔走，建立了卫生防疫志愿组织。两人都为反抗鼠疫付出了沉重代价，里厄不停地奔忙，以致在妻子临死之前都无法与其见面，塔鲁则因染上鼠疫而献出了自己的生命。@东北电力大学电气工程学院团委 http://t.cn/R2Wx829 显示地图 [组图共5张] 原图 ,2020-05-16 23:14,0,0,0
