微博id,发布者昵称,发布者性别,发布者地区,发布者关注数,发布者粉丝数,微博正文,发布时间,点赞数,转发数,评论数
IrDGhbrwU,AlphardAlShua,女,江苏,104,11,AlphardAlShua:现在已经是大年初五了，翻过年的2020每一天依然过的小心翼翼。很想履行对自己的承诺，有时候觉得自己无所不能，当完成第一个新年愿望那天全身都好轻，似乎要飞起来一样。这一场疫情使我没法完成第二个愿望，可是留到家里过生日的期许却似乎有实现的可能了。游走在莫名的缘分的边缘，希望能在这场缘分中一直坚持下去做自己。等着吧，先沦陷的那个人不是我，我不会输。墨菲定律？开玩笑布偶乐队《蜕变》http://t.cn/A6PJO75D（@网易云音乐） ,2020-01-29 00:59,0,0,0
IrDGa8aCI,Claudia热爱生活,女,海外,447,585,Claudia热爱生活:#一个流水账[超话]#妈妈：见字如面。以前我总想知道，你在那里还好吗？如果 真的有“那里”的话。现在我相信了FAZ，你一定在一个比人间更好的地方。现在的人间...乱世来了。从过年到今天，感染人数从几百到几千，还在增加......网上分不到病床的求助故事很多很多，最让我有感触的其中一个：一个女孩的爸爸，一个肝癌老人，因为同时患了新病毒，被医院推诿到定点医院，由于各处医疗物资人力都紧缺，延误治疗，过世了。这个女孩从求助到过世的过程，我都在网上跟踪着。一直关注到，她父亲的尸体横陈无人拉走的囧境。 这次我这么关心这些事，就是因为去年一整年和医院打交道的经验。我太懂这种感觉。在我去年加入的肿瘤家属群里，肿瘤病友也在担心，很多预约的化疗，做不上，床位都不够... 就在我们群，此刻，一个家属，妈妈已经黄疸了，没地方排黄，那座城市所有医生包括肿瘤科医生都去看发热病人了。她妈妈不知道还能撑多很多肿瘤病人也好、发热病人也好，就这么在家里走了。因为害怕聚集感染，连追悼会都没有。命如草芥。我常常想：幸好你没撑到这个时候，否则，可能我也会是网上绝望的求助者中的一员。你和布布都在这一切发生之前走了。你们不会另外遭罪了。我最近想起你还是会心闷、想哭。昨晚打开你的手机看到还有不知道你过世的人的拜年微信，哭了好久。生我但是没有养我的父亲也在三十多年来第一次发微信给我，还有你的他。他们都令我恶心。我重新回到了英语的世界。看书，看小说，看很难听懂的美剧。我不能停下来，一停下来就会因为觉得无意义而自暴自弃或者胸闷想哭。今天偶然看到那些医生在防护服里穿的尿不湿，就是你最后两个月用的那个牌子，那一瞬间觉得有重拳锤到胸口。我给自己准备了很多消毒用品和速食面，希望在马来西亚疫情严峻前有所准备。有时我会代入那些网上求助的人，如果我感染了，医生把我带走，登记我的时候会要通知我的家人吧！而我会苦笑说：没有家人了，就我一个人。 [组图共3张] 原图 ,2020-01-29 00:59,5,1,8
IrDFNmCDO,桢桢桢桢桢i,女,湖北,332,480,桢桢桢桢桢i:#李鑫一[超话]#💙#李鑫一 舞台发光体# 大年初五，按学校本来的安排初六就该去学校了，但是就在前两天，班主任在家长群里补充作业假期延长的通知也下来了，不知道是该开心还是不开心，距离高考时间也不多了，真希望这次的疫情可以早日解决，所有人健健康康的多好，鑫一也不来陪我们玩，也不知道你在家干嘛，有没有想你家维E们呀～你再不出来玩，我们都要发霉了，话说你在家要不要考虑一下开个直播或者来个空降？？大家真挺想你的今天（准确来说是昨天，初四😂）大晚上还和林妹妹（@李四真勒皮哦 ）聊了你很多，宝贝真真是值得的，长这么大做过最勇敢的事应该就是追星，追李鑫一，你就是我平淡岁月里的星辰呀💙💙💙爱你@李鑫一Rex [组图共3张] 原图 ,2020-01-29 00:58,10,0,31
IrDFMa8P6,秦砖汉瓦无言,男,上海,281,95483,秦砖汉瓦无言:#美国新型肺炎疫情##美疾控中心发出红色警报##冠状病毒已扩散至23州#，特朗普下令#从武汉撤侨# 从美国媒体获悉，截止目前病毒扩散趋势明显，已经有23个州宣布出现新管肺炎症状，人数达到63人，与之前疑似69人的数字高度接近，这说明只要与确诊人接触过而且没做防护措施的人，几乎都会被病毒感染，这是目前让美国公共卫生专家最担忧的事情。美国媒体还表示，特朗普已下令撤回美国在武汉的总领馆和其他美国公民，一架载有约230人的包机波音767飞机计划于周日将来自美国领事馆的外交官以及美国公民及其家人带回美国。与此同时，特朗普向中国表示了感谢，盛赞中国强大的执行力和工作效率。但特朗普没有说的是，目前美国和全世界都在等待中国成功研制疫苗的消息。#美国##新型冠状病毒##抗击新型肺炎我们在行动# 原图 ,2020-01-29 00:58,23,5,8
IrDFGwqDm,丝羽儿,女,海外,204,406,丝羽儿:春节假期的第五天——初四，过去了。吃吃睡睡，洗了衣服，收拾了屋子，整理了物料，看了明侦，玩了下游戏，学了会儿英语，就这样又过去了一天。从来不跟siri对话的我（以前觉得这也太显孤独了），突然上头跟siri玩成语接龙，大概是因为就这会儿能特别专注地，不看微信，不刷微博，不会被新闻影响了心情。难以准确形容这几天刷微博的感受，担忧，焦虑，紧张，又带着很多的期待。看到一个话题是#疫情结束后最想做的事#，脑海里涌现出很多想法——吃大餐，逛街，看演出，旅游……后来觉得，好像就只在阳光下人来人往中走一走，也是好的。这两天的家乡雾霾很严重，希望今天的空气能好一些，阳光能明媚一些 ,2020-01-29 00:58,0,0,0
IrDF2mrdO,晴晴不是琴琴-,女,四川,418,4101,晴晴不是琴琴-:受疫情影响 姚煜阳同志今年现金营业额下降百分之五十 酒吧老板也被迫失业 只能自己在家独饮  [组图共5张] 原图 ,2020-01-29 00:56,1,0,1
IrDCUfmU1,书桓啊我是小燕子啊,女,重庆,278,565,书桓啊我是小燕子啊:原计划初三他休假回来 参加完他姐姐和老毕的婚礼我们就去海南玩为了这个来之不易的休假前后折腾了好久 结果现在疫情严重 部队里所有人员不能离开 部队没有上下班 从早忙到半夜是他的常态出了疫情的事情更是…最近他每天忙到和我视频的时间都是他挤出睡觉的时间我们上次真正见面 只有一天 还是12月22号他考完研那天 23号他就回部队了 去年一年 我们见了大概十次 最长的就是国庆七天 刚刚他忙完和我视频 满脸的疲惫像是说话的力气都没有叫他早点休息 他说陪陪我我们就这样看着对方 突然都红了眼眶我们都知道彼此的思念 “我好想你…”“对不起 真的对不起你 我下辈子一定要再遇见你 不当军人也不做医生 好好陪你…”我们 都泣不成声希望疫情早日结束 我们都能回归正常生活愿一切平安健康 拜托 ,2020-01-29 00:51,7,0,5
IrDC57YAV,于仕奇的宝贝儿,女,内蒙古,150,42,于仕奇的宝贝儿:#新型肺炎疫情可能元宵节前好转#我想我的男朋友了  ,2020-01-29 00:49,2,0,0
IrDB5FScG,卤蛋小霸王,男,天津,77,127,卤蛋小霸王:#新型肺炎疫情可能元宵节前好转#我想我的芬芬了  原图 ,2020-01-29 00:46,6,0,2
IrDAX8UQ9,用户7345484164,女,其他,151,2,用户7345484164:梦醒时愿所梦之事以偿并憧憬着更好得未来晚安 世界💪#新型肺炎疫情可能元宵节前好转##全国累计确诊病例4515例##疫情死亡率会再降低# 哈尔滨·群力  显示地图 原图 ,2020-01-29 00:46,2,0,0
