微博id,发布者昵称,发布者性别,发布者地区,发布者关注数,发布者粉丝数,微博正文,发布时间,点赞数,转发数,评论数
IuG9oeJH8,天天嗨我,男,其他,107,5,天天嗨我:疫情结束了，讲真我想去做发际线手术，我需要做一个浓发女孩  ,2020/2/18 0:47,0,0,0
IuG6eArwS,千玺的小奶盖,女,浙江,215,195,千玺的小奶盖:看到许光汉代言欧莱雅 我就在想要不是因为这次疫情 KFC肯定比你先要了他😎  原图 ,2020/2/18 0:40,2,0,2
IuG4weEyi,Q44u,女,其他,373,2215,Q44u:以前上学吃早餐从不将就，可以在坐车的时候就决定了吃什么，疫情将就吃了好多顿随便的早餐，有时候吃完觉得好气。原来心情真的会因吃不到美食而郁闷低下  原图 ,2020/2/18 0:35,0,0,0
IuFZO1h86,你好大力姐姐,女,安徽,1871,1670,你好大力姐姐:历时一整个疫情假期我终于！修完了仙本纯良！太太太好看了！  ,2020/2/18 0:24,0,0,1
IuFPeC6MF,小周和小姚,男,其他,6,14,小周和小姚:💥从情人节开始，大概是因为疫情限制没有见面就有点失望的缘故，一直是不太友好的相处，一点点事情一两句话没讲好，两个人就说不下去，吵一会儿冷战一回，各自自愈一会儿，好一会又接着吵……到2.15晚都不太愉快的相处，晚上一点什么小事惹到我了，就打算直接睡了算了，省的又要吵。辗转反侧睡不着又给小周打电话，他正在打牌，我也不想打扰，就说打完给我回电话，我就一直等啊等啊等啊等……结果！第二天早上8.00带给我回！哇……正好这一段漫长的等待时间我啥也没做，就一本正经的在思考人生，越想肯定越糟糕，然后……我提分手了……不是说着玩也不是想吵着折腾，很认真、很仔细的想明白了的。我知道一听到小周说点什么我就心软，于是，说完我要说的，直接删了好友、电话拉黑。一上午浑浑噩噩，把之后很久很久该做的事该有的计划都想明白了……下午意料之中他朋友的电话打来了，我也是很绝的不想多说匆匆挂断，再接着微博私信用其他号码打……再后来小周说你要是实在不能接受，那以后都不打了就是，不用跟我分手吧。这个举措在我的意料之外，既然能够为了这一份感情去放弃一二十年的东西，那我为什么不能也退一步呢？就这样，又好了……我决心了想通了斩钉截铁要去做的事就会很狠心，从来不轻易提分手，这是第一次提分手没有分掉，小周说他也是……最后，咱们用最快的速度重归于好了。希望小周可以快速找到其他热爱的事，希望咱们能够好好的～🙏 [组图共2张] 原图 ,2020/2/18 0:11,0,0,0
IuFNgALov,臻世地产,女,香港,32,12,臻世地产:就近日「新型冠状病毒肺炎」疫情持续蔓延，本公司即日起作出以下安排，以保障客人及员工健康：一、每日以1：99 稀释漂白水清洁工作地点，并每小时消毒常接触的表面，如门柄、台面、洗手间等公共地方。二、同事每日必须量体温、清洁双手并时刻带上外科口罩。三、客人如出现发烧或呼吸道感染病征，应先「取消预约」，并尽快求诊。同时建议过去14天曾到访内地地区，或曾接触出现发烧或呼吸道感染病征者的客人，应先留家中自我隔离最少14天，再安排预约。四、客人到店时，请配合同事协助量测体温及清洁双手，再安排座位。如客人拒绝配合及体温出现异常，本公司同事有权禁止客人进入，并需另外安排咨询服务。臻世地产祝大家新一年身体健康，顺顺利利！ ☺ http://t.cn/RJwazKa 显示地图 原图 ,2020/2/18 0:11,0,0,0
IuFNd25Fw,阿卜卜啦啦啦啦啦,女,湖北,89,196,阿卜卜啦啦啦啦啦:越来越严了，哪儿哪儿都封上了…早上我爸给送了一堆吃的，全是从家附近路口的缝缝里塞进来的～各种蔬菜干菜肉水果零食，搬了三次才搬回家晚上用新鲜的食材煮了一锅改良版毛血旺，好吃的，想念外面的味道啊希望疫情的快点过去，最近每天刷微博看到的各种消息都挺致郁的…一切不好的都快过去吧，愿接下来的看到的都是好消息🙏 [组图共4张] 原图 ,2020/2/18 0:11,0,0,2
IuFN6cyTQ,都市报道,男,河南,751,574946,都市报道:【#河南老中医免费送十万汤药#！六代中医世家的抗疫坚持】“疫情不结束，我们还发药！”在郑州一家中医药馆里，56岁的老中医尚飞和药馆里的其他人没日没夜地熬制官方公布的新冠肺炎中医预防方汤剂，免费发药给附近群众，已经用完了价值十多万元的药材！因为疫情期特殊，外出采购药材也很不容易，尚飞为了补充药材绕路坐船，还掉进了河里，可尚飞依然坚持，尚飞告诉都市记者，他家自清朝道光年间就开始行医，六代中医，家中祖训就是每逢大灾大疫免费施药。尚飞说最大的心愿就是“但愿世间人无病 何愁架上药生尘”。医者仁心！致敬老中医尚飞！@人民日报 @央视新闻 #防控新疫情 我们在行动# http://t.cn/A6hS4uE4 ,2020/2/18 0:11,654,119,67
IuFN4un4q,彭羽希,女,海外,120,401,彭羽希:#尼日利亚爆发新一轮拉沙热疫情# 简单来说拉杀热和埃博拉并列 ...最高的生物安全第四级病毒...源头不可控 病毒极其狡猾 有潜伏期 即溶胶传播 ..尼日利亚的医用防护生产公司屈指可数 大部分来自进口甚至是中国...拉杀热在尼日利亚有太多的血泪回忆 。希望这个世界能赶紧好起来 希望所有人都平安无事。 ,2020/2/18 0:11,3,0,0
IuFN02gGq,J先生和A小姐的Adventure,女,上海,68,6,J先生和A小姐的Adventure:今天是出门采购的日子，还好他昨天跟我说了些想吃什么，喜欢吃什么，今天可以照着买。他结果喜欢吃木须肉哦。现在疫情管控越来越严格了，菜市场中午都要关门三小时，去的时候正好遇上关门，结果外面的菜摊人好多啊今天买了馄饨皮，中午包了馄饨吃，又炒了个韭菜炒蛋。今天的馄饨虽然皮有点厚，馅有点咸，但是感觉比上次的好吃呢。他做饭真是一把好手啊弄好了，本来想窝在一起看电视，结果他又跟我躲猫猫。好吧，对待猫咪就只能按照猫咪的套路了。后来过来涂屁屁，嗯，乖乖的样子。涂了后靠着他，不一会又睡着了。他真的好催眠哦，在他边上一下子就能睡着的下午就这么一下子就过去了，唉，今天都没工作过呢，只能晚上补一下了。。。晚上把昨天的咖喱牛肉再放了点蔬菜进去炖了一锅，又炒了个白菜。嗯，今天的营养应该不错了。他说看我这样烧饭能烧到什么时候去，看我什么时候会烧腻他觉得她现在连洗个碗都不干，我绝对也会这样的。。。我爸妈是个很好的例子，男女搭配，干活不累。我妈爱干净，所以理菜洗菜洗碗主要她来，我爸炒菜。烧出一桌子菜，家里人一起吃饭，这才有家的感觉嘛。如果哪天不想烧饭，大家就出去吃一顿。多好 http://t.cn/RJ2IpDz 显示地图 ,2020/2/18 0:11,1,0,0
