微博id,发布者昵称,发布者性别,发布者地区,发布者关注数,发布者粉丝数,微博正文,发布时间,点赞数,转发数,评论数
Isi89qphW,呼二小学霸,男,北京,640,195,呼二小学霸:武汉肺炎，湖北2月1日新增1921例# 腾讯新闻 # 湖北新增新冠肺炎1921例累计9074例 新增死亡45例湖北新增新冠肺炎1921例累计9074例 新增死亡45例 来自@腾讯新闻  原图 ,2020/2/2 7:58,0,0,0
Isji20WFR,长沙县公安局交警大队_平安365,男,湖南,173,5283,长沙县公安局交警大队_平安365:#同江同湖同舟共济##湖南防控新冠肺炎# 生命重于泰山。疫情就是命令，防控就是责任。长沙县交警毫不犹豫走到最前线，全面动员，全面部署，全面加强工作。不漏一台车、不漏一个人，把人民群众生命安全和身体健康放在第一位，把疫情防控工作作为当前最重要的工作来抓！@湖南公安 @公安部交通安全微发布 @长沙交警 @湖南省交警总队 @长沙警事 [组图共9张] 原图 ,2020/2/2 10:55,2,0,1
IsjhOnpuD,热门资讯第一线,男,北京,516,678537,热门资讯第一线:一周前，上海启动重大突发公共卫生事件一级。在这一周内，上海的疫情防控如何？返沪人员筛查是否到位？医食住行是否顺畅？上@咪咕视频 ，全景直击战“疫”中的上海。#抗击疫情我们在行动# @澎湃新闻 咪咕头条资讯的微博视频  ,2020/2/2 10:54,0,0,0
IsjezsoLO,赵美丽同学i,女,四川,483,800,赵美丽同学i:完成任务 下班 哈哈哈哈 这疫情 实现了我不想起床在家办公的幻想 绵阳  显示地图 原图 ,2020/2/2 10:46,0,0,0
Isje5E8KT,看看新闻今日事,女,上海,43,616693,看看新闻今日事:【北京儿童医院专家：防疫期间儿童要佩戴专用的一次性口罩】2月1日，国家卫建委围绕“孕产妇和儿童疫情防控”主题举行发布会。防控新型冠状病毒传播期间，儿童和孕产妇的防护工作备受关注。针对儿童防护，北京儿童医院急诊科主任王荃在发布会上特别提到口罩佩戴的注意事项。儿童要佩戴专用的一次性口罩。 http://t.cn/A6POGtGr ,2020/2/2 10:45,3,0,1
IsjcyvDTR,独山交警,男,贵州,123,1962,独山交警:#疫情在前交警不退#【众志成城，共渡难关！中国加油】我们将与所有奋战在防疫一线的医护人员、战友们共同努力打赢这场没有硝烟的战斗。  原图 ,2020/2/2 10:41,4,1,4
IsjbSvO7u,陈Violet,女,其他,44,394,陈Violet:在埃博拉病毒爆发之后，比尔·盖茨做了一场TED演讲。他前瞻性地提出，在未来几十年里，如果有什么东西可以杀掉上千万人，或造成巨大的经济损失，那更可能是个有高度传染性的病毒，“不是战争，不是导弹，而是微生物。”同时，他无不忧心地提醒世人：面对新病毒疫情的爆发，我们都没有做好准备。没有准备好的流行病学家、没有训练有素的医护小组、没有足够的研究人员……我们还有很多事都来不及做。如今，疫情在神州肆虐，病毒扩散速度之快出人意料。重看比尔·盖茨的这段演讲，痛心于他的两个预言都在兑现。我们举全国之力打这场战疫，胜利是时间问题，可背后的代价也是极为惨痛的！但愿时过进迁后，我们不要忘记这个冬天。 ,2020/2/2 10:40,2,0,0
IsjbBogxy,王晏美医生,男,北京,750,1690025,王晏美医生:【就医特别提示】我院自2月3日门诊开始恢复，考虑到目前疫情，为防止交叉感染，特提示：1、取消预约挂号。2、本部门诊暂停，包括全部普通号和专家特需。3、西区普通门诊每天不停诊，限号。西区专家和特需门诊时间看个人公告。4、预约手术暂停，何时恢复看公告。5、如果有发热症状请去发热门诊。王晏美医生出诊时间：西区：周一、周三上午。 ,2020/2/2 10:39,18,1,15
IsjbzBwPe,江苏共青团,男,江苏,684,456772,江苏共青团:【淮安市新型冠状病毒感染的肺炎疫情通报（第13例）】2020年2月1日0-24时，淮安市新增新型冠状病毒感染的肺炎确诊病例1例，全市累计报告新型冠状病毒感染的肺炎确诊病例13例，已治愈出院1例，其余患者均在定点医疗机构接受隔离观察治疗，目前病情稳定。　　新增病例：男，44岁，现住淮安市淮安区，无武汉居住史和旅行史。2020年1月26日晚，患者出现全身乏力、肌肉酸痛等症状，自行服用阿莫西林和奥司他韦；1月29日晚，自觉病情加重，胸部CT检查显示肺部感染，留淮安市淮安医院隔离观察；1月30日，患者新型冠状病毒核酸检测结果呈阳性，随即转至淮安市第四人民医院。经市级专家组会诊，省卫健委复核，确定为新型冠状病毒感染的肺炎。该患者是我市第13例确诊病例。　　目前，全市13例确诊病例共追踪到密切接触者226人，其中，在淮观察195人，请求外地协查27人，已解除医学观察4人；外地请我市协查130人，正在观察103人，已解除医学观察27人。　　再次提醒广大市民，务必注意个人卫生，尽量减少外出，确需外出必须佩戴口罩，如与已确诊病例或疑似病例有密切接触，请主动到社区居(村)委会进行登记，并配合做好医学观察。如出现发热、咳嗽、咽痛、胸闷、呼吸困难、乏力、腹泻等症状，应及时前往官方公布的指定医院发热门诊就诊。                                                                            淮安市新型冠状病毒感染的肺炎疫情                                                                                   联防联控工作指挥部办公室                                                                                            2020年2月2日#万众一心抗击疫情# #抗击新型肺炎我们在行动# #最新疫情地图# #关注江苏新型肺炎疫情# #苏团快讯# 原图 ,2020/2/2 10:39,6,2,3
IsjbsupFS,法治四川,男,四川,3556,1226623,"法治四川:#四川新增24例确诊病例##关注新冠肺炎疫情#【四川新增24例确诊病例 累计确诊231例】据四川卫健委2日通报，2月1日，按照《新型冠状病毒感染的肺炎诊疗方案》规定，根据病例临床表现，结合流行病学史和实验室检测结果，四川省新型冠状病毒感染的肺炎病例确认专家组确认我省新增新型冠状病毒感染的肺炎病例24例。截至2月1日24时，我省累计报告新型冠状病毒感染的肺炎确诊病例231例，涉及21个市（州）。其中成都市73例、南充市23例、广安市20例、绵阳市14例、内江市11例、德阳市10例、自贡市9例、攀枝花市9例、达州市9例、巴中市8例、宜宾市7例、泸州市6例、广元市5例、遂宁市5例、雅安市5例、甘孜州5例、凉山州5例、乐山市2例、眉山市2例、资阳市2例、阿坝州1例。231名患者中，危重5人,死亡1人，治愈出院3人。正在接受医学观察5038人，已解除医学观察334人。#最新疫情地图#@封面新闻 原图 ",2020/2/2 10:39,13,1,1
