微博id,发布者昵称,发布者性别,发布者地区,发布者关注数,发布者粉丝数,微博正文,发布时间,点赞数,转发数,评论数
IwvBHknNN,我真的真的只喜欢钱,女,上海,362,287,我真的真的只喜欢钱:<word power made easy>打卡39/528闰年之所以出现是因为地球绕太阳一圈并非365天，而是365.2421因为疫情出行的流行词“云” 比如云泡吧 cloud clubbing 特别的2/29 希望下一个今天我结婚了 有一个奶声奶气的孩子 也希望我能担起母亲这一职  对自己的人生和家庭负责  [组图共2张] 原图 ,2020-03-01 01:37,0,0,2
Iwvj61dZT,DowieToy,女,广东,213,116066,DowieToy:【#袁隆平捐10万元助力疫情防控#：绵薄之力，湖北加油，中国加油！】2月29日，袁隆平院士委托他人到湖南省红十字会，捐款10万元用于支持新型冠状病毒防疫工作。这笔捐款将由湖南省红十字会转交湖北抗疫一线，帮助湖北人民共同抗击疫情。袁隆平说这是尽绵薄之力，湖北加油，中国加油。@一手Video http://t.cn/A67fxsSq ,2020-03-01 00:52,0,0,0
Iwvj57UAa,出马仙乾乾,女,北京,31,100035,出马仙乾乾:缘主是老缘主介绍来的，因为她每天哭每天哭 不知为何总是哭，她的家人觉得她是抑郁症，但是闺蜜了解她觉得不是是有其他问题来找到我。看过后发现是因为长时间被家里亡人干扰，所以她经常控制不住的哭。并且永远也开心不起来。 经过仙家处理后至今快两个月我突然想起问了下她，她说从办完事之后几乎不哭了，也不再想哭了。看着她的状态日渐好转我很开心，我们还约了疫情结束后一起去旅行[调皮][调皮][调皮] 原图 ,2020-03-01 00:52,0,0,0
Iwvj4eu54,爱着一个人的hsl,女,河南,104,408,爱着一个人的hsl:睡不着，在想这段时间自己做的事情以及别人对我提的意见...其实有的时候挺感谢身边的亲人和朋友，当他们发现我身上的缺点后会第一时间告诉我，那是错的，他们认为怎么样是对的。说实话当时我根本听不进去，但事后自己想想往往是有道理的，自己也会改变，嗯mmm...今天妈妈逛公园没事给我打电话聊天，感觉她又要说很久，我就很不耐烦的敷衍，然后可能她也感觉到了吧，说了我两句（语气很重），我依旧冷冷的“嗯”了一声，妈妈就说挂了吧然后挂掉，现在想一想，我为什么要这样，妈妈又不欠我的，养我长大，买房买车买衣服吃的喝的，而我凭什么这样对她，她只是想我了，只是一个人出门逛想找我说话，只是希望我努力并且未来可以过的更好，我又为什么这样去对一个最爱我的人再说胡先生，我作为一个已婚的女孩子，因为疫情不用上班，而胡先生要去单位值班，我早上也不做饭，做饭了也是应付，只做自己喜欢的，毫不考虑他的感受让他给我取快递买零食，而今天他提了一点小要求我嘟嘟囔囔，真的，如果换个位置我早就生气了吧，我不能因为他脾气好就成天胡闹而不考虑他的感受希望我认识到问题后可以去改正，那就还是个大家都喜欢的好孩子 http://t.cn/Rf37NIb 显示地图 ,2020-03-01 00:52,0,0,1
Iwvj3nADn,星辰Rita,女,河南,194,98,星辰Rita:2020—03—01又一个新的开始2020年的开始，人心惶惶，为国担忧，为家庭担忧，为自己的未来而不知所措！即结婚→生子→自己尝试创业→发生疫情之后，呆在家中，看着收费单，把家长年前的缴费一一退回，才发现，一切的顺风顺水，在疫情面前，都变得进退两难！    虽说活在当下，面对这样的局面，才发现远大理想，有何用？现实事实的说，拥有命和💰才是王道！（疫情的突袭，迷失了方向，没有了勇气，又该何去何从？） ,2020-03-01 00:52,0,0,0
Iwvj1gIqK,徐晓辉煌,男,广东,1000,369,徐晓辉煌:疫情下的狂欢：时间：2020年2月29日夜地点：广州市黄埔区大沙地西路85号（123中学东）人数：共计5桌50多人初始狂欢时间：2020年2月19日（基本上每天都有）这帮人早就不管疫情过没过去，反正狂欢省不了…@新浪广东 @南都周刊 @南方都市报 @央视新闻 @健康中国 @新快报 @南方日报 @广东热门事 @光明日报 @广州日报 @广东发布 @呼吸科笔墨医生 @皮肤科医生林小清 @胃肠肿瘤宗医生 @肾病医生张垒 @人民日报 @ http://t.cn/RxewCns 显示地图 [组图共2张] 原图 ,2020-03-01 00:51,6,0,8
IwviIlHvD,裙子小窝,女,广东,620,116,裙子小窝:很奇怪，以前不愿意发微博，现在愈发认为朋友圈太多人，同事、朋友、微商、亲人、陌生人，已经没欲望在朋友圈发表什么情绪，反而微博成为了能让人一吐为快的地方。疫情封闭在家30多天了，对我个人小家庭而言，有利有弊。好处是陪在孩子身上的时间长了，这一个来月陪伴孩子时间总和赶得上以往整整半年吧。夫妻之间关系更也加和谐，以往工作繁忙，每天回到家都没什么心思，这些时间倒是切身体会到了老公的好，合适比喜欢更重要。坏处就不说了，不幸的各有各的不幸。武汉加油💪，迫切想去吃火锅。 ,2020-03-01 00:51,0,0,0
Iwvil1mbT,绿沈suki,女,广东,207,84,绿沈suki:加班到这个点，有点心酸可怜两位同事因为我的粗心要陪我加班请原谅我做错事还发脾气上班之后每天都不想说话﹉﹉﹉﹉精﹉﹉﹉﹉分﹉﹉﹉﹉线﹉﹉﹉﹉疫情期间→_→不想说话→_→修炼樱桃小嘴不知道有没有科学依据啊，我发现当嘴巴的使用率（例如说话喝水吃东西因为戴口罩减少了次数）下降的时候会对外形产生影响，感觉变小了emm~感悟→_→难道蓝湛对我使用了禁言术吗#疫情给你带来哪些感悟# http://t.cn/RXG1rlH 显示地图 [组图共3张] 原图 ,2020-03-01 00:50,0,0,0
IwvidiXHr,方蓦然工作室,女,湖北,79,228,方蓦然工作室:闭眼半个多小时还没睡着我不喜欢在家，跟疫情无关我只想到一个没有人的地方我有点喘不过气了我眼泪止不住我胸口好闷我听到隔壁她在讲话说什么我听不清很小的声音传过来闭上眼睛的我，听觉变得敏感我听不清，但是扰的我心烦意乱她每天都找我“茬”我好崩溃啊我没有一分钟是安宁的我好难受我怕没被疫情逼疯被她扰“疯”了我不敢哭出声可是我忍不住。我好闷我喘不过气我怎么办谁救救我救救我啊 ,2020-03-01 00:49,0,0,2
IwvibfEmy,磁浮时代,男,其他,43,1019,磁浮时代:“疫情防控工作部署到哪里，精准监督就同步到哪里”。自今年1月新型冠状病毒肺炎疫情发生以来，中铁磁浮纪委迅速响应中国铁建党委、纪委和中铁磁浮党委关于做好新型冠状病毒感染的肺炎疫情防控工作要求，立足自身职责，紧盯重点工作，突出精准监督，确保防控措施项项到位，防控责任层层落实，为做好疫情防控阻击战提供坚强有力的纪律保障。 [组图共4张] 原图 ,2020-03-01 00:49,0,0,0
Iwvi2prKF,衡阳共青团,男,湖南,539,163525,衡阳共青团:#袁隆平捐10万元支持湖北抗疫#今天，正在海南三亚开展科研攻关的袁隆平院士，通过工作人员向湖南省红十字会捐款10万元，请他们转交湖北抗疫一线，帮助湖北人民共同抗击疫情。袁隆平说：“抗击新冠肺炎疫情，尽我一点绵薄之力。相信我们一定会战胜这次疫情。#衡阳团团在你身边# “http://t.cn/A67fvGd3   ,2020-03-01 00:49,5,1,0
IwvhKD8Tf,是阿锤锤啊,女,其他,294,47,是阿锤锤啊:昨天用妈妈给我的电汤锅煮了一锅睡前煮 第二天喝的超级老火汤 看来人人都能煲靓汤 只是需要多一些时间而已～ 还有我发现了炒鸡胸肉不老的方法 又瘦又美味 真开心！ 三月份来啦～ 希望疫情快点过去 大家可以恢复正常的生活 我太期望春天的时候可以光腿穿小裙子去看看花花草草和热闹的人群了 最重要的是玩完之后还能吃一餐好吃的 然后就可以积极加入健身课堂为清凉的夏天做准备了！ [组图共3张] 原图 ,2020-03-01 00:48,0,0,0
IwvhEd5zI,九九的猴子,女,广东,1262,179,九九的猴子:#肖战#xz#肖战三十三旁白# 青年演员肖战@X玖少年团肖战DAYTOY 作为公众人物，一直努力带领大家传递正能量。在疫情面前，饭随爱豆我们肖战粉丝第一时间关注疫情，伸出援手，疫情无情人有情！大爱无疆，万众一心，声援一线，加油啊中国！加油武汉！我坚信我们能赢！有难一起扛，有爱就会赢！一切都会好起来的！❤️http://t.cn/A6778DLB ,2020-03-01 00:48,0,0,0
IwvhDzQRb,Taevas_韡,女,北京,201,452,Taevas_韡:#肖战[超话]#都洗洗睡吧…… 还没见过那个爱豆因为这种“粉丝行为”上热搜呢……在朋友圈看到有朋友说肖战路转黑还莫名其妙了一下，结果竟然是这种事………讲真啊，因为疫情大家都在家闷了这么久，本身人的心理状态就会有变化，这时候怎么闹都是百害无一利的。梳理？解释？扒皮？除了让事情的热度下不去，引更多人来怼一家以外没任何结果。所以啊，减少热度，淡化影响是真的。顺便，我一直有一个疑惑啊，我从陈情令看过来，真的觉得两个人有三家粉丝群体是件多么独特而值得骄傲的事啊，结果怎么没见外人怎么折腾，这俩人近期的黑都是对方粉丝或者粉丝群体间带来的呢？俩人不是同方向的，没什么竞争关系，那怎么就不能互相扶持非要天天掐呢？cp粉是基于人才会粉，存在即合理，而且也都是希望他们更好，否则粉他干嘛？！三个群体重叠不说，一定程度上来说也是目标一致的，希望正主更好而已。这么难得的情景别家羡慕还羡慕不来，怎么就能窝里斗到这个份上？？ ,2020-03-01 00:48,38,1,9
IwvhvCBcF,DAYTOY默默守护,女,其他,54,17,DAYTOY默默守护:#肖战粉丝澄清辟谣#作为肖战的粉丝和CP粉心里真的很难受，真的不希望肖战因为这次的事情把他的努力和以后的发展都毁了😭😭😭有些粉丝是不理智，在这应该向一直支持LOFTER和ao3的朋友们道歉，我也非常喜欢LOFTER，LOFTER是我的快乐源泉哈哈，也大概可以理解你们的愤怒但是肖战一直都很正能量啊，我们小飞侠都应该像哥哥看齐某些粉丝行为真的是很对不起了小飞侠们都希望战哥越来越好好好待在家里等到疫情结束，一切都会变好的呀😄 ,2020-03-01 00:48,1,0,0
IwvhuFyDr,可卿晴雯子,女,河南,399,14374,可卿晴雯子:#美国和塔利班签署和平协议# #思想火炬[超话]# 什么叫《论持久战》？这就是21世纪的《论持久战》。谈了一年半，经历了谈判破裂，最终美国和塔利班在多哈签署了和平协议，旨在结束长达18年的阿富汗战争。18年，老美在阿富汗掠夺了多少当地的资源呢？当然911是否如老美所说那样真实发生，又是另一个到目前也无法完美解答的问题！就像翻遍伊拉克全国找大规模杀伤性武器仅找到几袋洗衣粉一样……蓬白胖子临走还要装B稻：如果塔利班不遵守承诺，美国会毫不犹豫采取行动保护美国人的生命； 如果遵守协议，美国同意有条件从阿富汗撤军。 现在中东疫情扩散，伊朗又紧邻阿富汗，阿富汗已经出现病例，这是否也是老美撤军其中重要的原因呢？否则仅凭阿富汗的医疗和美军属医疗，怕是不太保险吧……接下来，我们姑且看看可怜的阿富汗到底会不会疫情和内战双爆发吧…… [组图共4张] 原图 ,2020-03-01 00:48,8,2,0
