微博id,发布者昵称,发布者性别,发布者地区,发布者关注数,发布者粉丝数,微博正文,发布时间,点赞数,转发数,评论数
IBdGWuriJ,自干五2020,男,河北,288,94,自干五2020:#帝吧[超话]#一个是为国捐躯的英雄，一个是因为性错乱自杀的基佬（满满的负能量）。《@凤凰周刊》做出了选择。【追忆#张国荣逝世17周年#  “要记得的最终都会记得”】2020年4月1日是一代巨星张国荣逝世17周年。每到周年，粉丝都以各种方式追忆张国荣，今年因疫情线下悼念活动被取消，荣迷们改为网上悼念，…… ,2020-04-01 01:12,0,0,0
IBdGowt6d,清清老师,女,湖南,92,166,清清老师:3.112020年的疫情让我在家待到了现在，3.31出来的日子，六点半起床，洗头发收东西，八点等车，八点半上车，十一点到县城 和小伙伴儿吃东西逛街 五点的火车 晚上八点到长沙 到住的地方已经晚上十点多了……洗完澡敷面膜的时候看到了自己的微信步数，一万多步，从来没有这么多过今年，哈哈哈哈哈哈明天得去见一个重要的人，加油💪晚安🌙明天见❤️ http://t.cn/EhGn2gw 显示地图 ,2020-04-01 01:11,2,0,0
IBdFXAAst,羊城晚报,男,广东,659,12083337,羊城晚报:【意大利新增新冠肺炎确诊4053例，#意大利全境降半旗#】根据意大利民事保护部门公布的最近数据，截至当地时间3月31日18时，意大利现有新冠肺炎确诊病例77635例，死亡12428例，治愈15729例，累计确诊病例105792例，较3月30日18时新增确诊4053例，新增837例死亡病例。意大利国家卫生研究所所长西尔维奥·布鲁塞法罗31日称，据增长曲线显示，#意大利疫情已进入平稳期#。意大利时间31日12时，意大利全国降半旗，向新冠肺炎所有遇难者哀悼。（人民日报） 原图 ,2020-04-01 01:10,24,8,19
IBdFcCEWh,Ruth_,女,广东,186,70,Ruth_:三月的最后一天，想写点什么，以慰藉、告别我这看似惨淡的第一季度。2020年过去了四分之一，送走了冬天，迎来了春天，疫情却仍未过去，每天都在期望可以早点恢复如初，摘掉口罩，尽情的吮吸自由的空气。自入年来，身体状况就欠佳，在低烧与感冒之间胶着，风一吹就倒，反反复复的不适，在这个疫情的影响下，心理已经趋向于不健康的状态。搞不清楚为什么身子这么差了，是心理因素影响了身心，还是缺乏锻炼而致体弱呢。感谢身边有他的出现，抚平了我即时性的焦虑，给我关心与照顾。然而这种状态还是使我的不安全感被不可控制的放大了，陷入了闷闷不乐的情绪当中，让原本应该晴朗的心情变得灰暗，负能量是恶魔，吞噬着理性，负能量也是病毒，会在脆弱的时候疯狂滋生。也许该庆幸，任凭这样的自己身边还是有他有你们。写到这里最后只想说，调整好自己，把生活的重心放在该放的地方（答应自己）。 ,2020-04-01 01:08,3,0,2
IBdEcjbqx,鰙韗虈纚,男,广东,177,134,鰙韗虈纚:今天送走了最后一程  感觉生命就是这么的脆弱之前是 我奶奶 去年11月底12月的时候 突然就 好像是脑梗 还有一点脑萎缩 然后就送去医院治疗了三四个月 然后现在比刚开始是还很多了 但是下半身几乎很难动 上次我去看看她 她就很想努力站起来 倒是后来我牵着她 慢慢的站了起来 她和我说 她有时候早起 护工还没起来的时候就很无聊 只能带带的往天花板 等着护工来 最近我想送点东西给她 但是由于疫情也就不让我们进去了  然后家里爷爷就剩下一个人 我爸和我姑分居的 就偶尔给他送东西 买米什么的 给他 给他说买东西什么的 他也说不需要 然后最近我爸身体不舒服 就没去看望他 结果昨天我姑打电话过去发现没人听 敲门也没人理 就叫我爸过来开门 开门就发现爷爷已经走了 大家都没想到我走的时候 看到墙上的挂历 停留在3月23日 那天刚刚好是我爸的生日我多希望这一切都是假的啊 他还在等着我的录取通知书呢我爸最后见他的时候 他还在操心说我能不能上网课 我爸说不用操心  我整天在家上网课呢仪式 从晚上6点到了10点多 跪拜也跪了很久 脑子一直在回想爷爷在的时候一起的场景 但是 实在是太少了 爷爷爱姐姐多一点 奶奶爱我多一点 但是都一样 都是爱 希望奶奶能够健健康康的  等着我的录取通知书 也许爷爷就是尽他最大的努力来帮我争取到这高考的30天吧就这样吧   谢谢那些来安慰我的人 还有那些素不相识但是给予我温暖的人  再次感谢你们  我会好好活下去的  爱你们 http://t.cn/RxRWB3f 显示地图 ,2020-04-01 01:06,0,0,0
IBdDNafop,关于奶茶那些事,男,浙江,247,203,关于奶茶那些事:2020年疫情下的奶茶店该如何扛下去？过年以来，受疫情影响春节这波热卖期没有了，说好的报复行消费也没来，但大街上好多店贴出了转让，往往是那些夫妻店。小品牌抗风险能力弱，我们该做些什么1.品质、卫生、服务，越是大的品牌公司监督里强，门店人员仪容仪表整齐，门店卫生明亮，服务到位，给人感觉很舒服，我们还是实实在在做好产品的品质，门店的卫生，对顾客的服务，这点类似一点点做的很好2.做好促销活动，不同商圈，活动可以不一样，商场店周一到周四人员相对比较少，下午可以做几款奶茶半价活动，周五周六周日回复原价，组建自己门店的粉丝群，每月可以线下开展活动，提意见，讲分享，跟门店奶茶的故事3.跟进热点爆款新品，吃土奶昔，大桶的奶茶，人家有我也要有4.做好数据分析，门店对于产品的数据分析，热卖的top排名，做宣传，销量不好的下架， [组图共3张] 原图 ,2020-04-01 01:05,0,0,0
IBdDhwUpD,你们看我不见,男,江苏,225,576,你们看我不见:今天晚上家里网关故障，手机屏幕又摔破，索性暂时丢掉所有的琐事和情绪，把自己锁起来过几个小时与世隔绝的生活。好久没有静下来看书了。最近谈事情比较顺利，当然这得谢谢那些愿意帮我的人。连横财也顺利，上次屏幕摔破，我知道有个堂弟家经常有小伙伴玩牌，不大，几百块输赢的那种，我就开玩笑跟他说有人叫我，我来赢个屏幕钱，结果真的叫我，那天也不知道怎么回事，真的是要什么来什么，一不小心直接赢了个手机。不知道这次屏幕摔破后又有什么好事再等着我了。想想都有点小激动这世界已经回不到疫情前了，愿各位都好。 ,2020-04-01 01:03,0,0,0
IBdDa8PKl,·BeAsIut,女,其他,355,1230,·BeAsIut:今日日记今天是被麻麻嫌弃的一天，我的衣服不再属于我的床了被逼的，害！我的卧室重见光明，疫情期间屯的可乐也搬上了台面因为上网课会起得很早，所以一直没和妈妈睡，刚刚她说了好几声我睡了啊，然后我说了晚安之后，她就跑进被窝看电视剧了哈哈哈哈哈哈，我爱看剧的毛病绝对是她遗传给我的。 ,2020-04-01 01:03,0,0,0
IBdCG2ihd,A文博汽贸,男,广东,237,20,A文博汽贸:🎉🎉佛山溢锐汽贸‎®（三水店）喜讯       恭喜来‎自贵州的陈总订‎购🚘上汽集团～名爵6【2019款1.5t自动豪华版】。感谢您对溢锐汽贸®的信任‎。 经过溢锐汽贸‎®专属‎定制的‎VIP购车方‎案，砍掉4S层‎层‎加价‎环‎节，成‎功‎节省8580元‎，保‎证是本月最低‎价💪💪#汽车##疫情##热门微博# http://t.cn/RuOpYxC 显示地图 [组图共9张] 原图 ,2020-04-01 01:02,1,0,0
IBdCs8XLN,敬-美-耗-玉,男,北京,15107,52556,敬-美-耗-玉:#今日视点#【意大利新增新冠肺炎确诊4053例，#意大利全境降半旗#】根据意大利民事保护部门公布的最近数据，截至当地时间3月31日18时，意大利现有新冠肺炎确诊病例77635例，死亡12428例，治愈15729例，累计确诊病例105792例，较3月30日18时新增确诊4053例，新增837例死亡病例。意大利国家卫生研究所所长西尔维奥·布鲁塞法罗31日称，据增长曲线显示，#意大利疫情已进入平稳期#。意大利时间31日12时，意大利全国降半旗，向新冠肺炎所有遇难者哀悼。（via人民日报）找粉进群>>>http://t.cn/Aim52jol&lt;&lt;&lt;见粉必回#V影响力峰会##红人的诞生##高能##正能量# 原图 ,2020-04-01 01:01,0,0,7
IBdBJtebd,迷鹿呆呆,女,江苏,853,354,迷鹿呆呆:留守儿童第一百零三天时间其实过的满快的不知不觉就四月啦(ಡωಡ)hiahiahia想想你这个航次结束，再有一个航次就休假了也不知你休假时，疫情会不会全面得到控制珍惜眼前这不易的安稳(ღ˘⌣˘ღ)今天从朋友圈看到花花和水果一起包的图转给你看结果你说这样很不卫生的，与其包在一起不如一束花外加一盒水果来的卫生安全话说，三月的最后一天，我有发工资哦开心得冒泡泡嘿嘿(º﹃º )再有6天就开学啦(ಡωಡ)hiahiahia#两岁半和高七岁的日常# 原图 ,2020-04-01 01:00,2,0,0
IBdBzpXMX,奇人康钦华,男,湖南,714,552,"奇人康钦华:(原创首发)【抗疫文艺】讲述我的“口罩婚姻”奇缘故事之二十三：  “口罩婚姻”传奇、她会暗恋，我会暗访，暗渡陈仓，彼此彼此：        暗自发誓：非她不娶，非我不嫁！开展爱情心理战术中编：      为什么那张百变丝巾全身雪地戴口罩显眼神肖像照片，会使我神魂颠倒而着魔。这好比我的 “口罩婚姻”传奇成了越剧爱情故事片""追魚记""：书生张珍与丞相之女牡丹幼年订婚。后张珍因父母相继去世，只得投亲相府。丞相冷眼相待，命张珍暂居后花园碧波潭畔草庐中读书，伺机退婚。张珍孤身索居，万般惆怅，常于夜阑人静之际，至潭边哀叹心事。      深居碧波潭的鲤鱼精，见张珍纯朴敦厚，就变作牡丹小姐，去书房与他相会。两人情投意合，遂约定每晚二更时分在后花园见面。新春佳节，牡丹游园赏梅，巧遇张珍，张珍含情，口呼娘子，牡丹失声惊叫。丞相闻声赶来，怒斥张珍伤风败俗，将他逐出相府。鲤鱼精知张珍受屈，急忙出府追寻，不料又被丞相撞见，误认其女与张珍私奔，而将他们抓回府中。真假牡丹相遇，引起纷争，却又真伪难辨，竟连丞相夫妇也无法辨认。      丞相决定请包公来公断。鲤鱼精见事不妙，急回水府求援。龟精等各显神通，变作包公、张龙、赵虎，赶往相府，以致真假包公分辨不清。于是，真假包公一同审问真假牡丹。在假包公的暗示下，真包公得悉真牡丹嫌贫爱富，假牡丹义重情深，故有玉成之意，就推辞不问。张珍、鲤鱼精乘机逃出相府。丞相不罢休，又奏明圣上请张天师调来天兵天将。鲤鱼精、张珍逃至荒郊，天兵天将紧追而至。鲤鱼精见事危急，可能生还无望，遂将身世相告。张珍并不变心，反而爱之弥坚。      虽然我的“口罩婚姻”奇缘故事不具有象""追魚记""这种神话化神奇色彩，为整个剧情添满活力。但能充分展示其“口罩婚姻”奇缘故事，充实着该故事的神奇化。能使整个爱情故事自始至终都是存醉在“口罩婚姻”神奇化中。象这样别具一格的爱情故事应在世上稀少。为什么会发生在我康钦华身上？俗话说：""大难不死必有后福""！对于我来说是最好的验证。      话说：在这场没有硝烟的抗疫战争中，佩戴口罩“导弹”打中了新型冠状病毒入侵人体的“要害”。口罩现已成了，口罩之父钟南山，救苦救难“口罩神”，口罩之神显灵通！神州大地口罩情！是在全力以赴打好全民疫情防控阻击战 的大好形势下，我的家庭群在积极配合全力以赴打好全民疫情防控阻击战。所涌现的我的“口罩婚姻”奇缘故事。这我的“口罩婚姻”奇缘故能充分体现，人生一段美好情爱时光。能通过我的“口罩婚姻”奇缘故事，能表明我这百病缠身伴随着身患恶疾可随时发作丧命的人，这只因我脑卒中糖尿病性高血压冠心病患者病榻在家小便失禁、能安全度过这大疫情的灾难关。其最大的幸运是我与佩戴口罩有缘。别具一格我的“口罩婚姻”奇缘故事，记载着我们五代同堂与疾病抗争的传奇故事。特别是在与病毒决斗中，与病毒结下了“深仇大狠”。      讲述我的“口罩婚姻”奇缘故事：我因患暴发性中毒脑膜炎处于极度昏迷。在短暂的苏醒时，睁眼扫视着周边所有人的脸孔。有一位穿着深红色灯心绒上衣淡绿色长裤，戴着口罩的妙龄少女。进入了我在昏迷中惟一扫视清晰的人物。她那娇小玲珑的身材展露无遗，那白皙的肌肤犹如绽放的雪莲一般，仿佛散发着一阵阵香气，让人深深迷恋上这种香气而舍不得离开。有两副同样戴口罩显眼神的面孔。隐藏在我心目中，好比""追魚记""中的牡丹小姐 ",2020-04-01 00:59,2,6,10
IBdBf6dYt,用户7413599922,女,福建,157,913,用户7413599922:#杨紫公益紫[超话]##跟着杨紫做公益# 🌺#杨紫粉丝热心公益#国家反诈中心守护大使@杨紫 提醒您：疫情期间，不造谣不信谣不传谣！ 绿色生活方式公益推广大使@杨紫呼吁大家绿色出行！ 中国消防公益宣传使者@杨紫 提醒您用火防火不失火，为国为家为你我！ 中国妇女发展基金会“母亲邮包”项目宣传大使@杨紫 呼吁您一起传递爱与善！【yz zm 林之校 黄梓瑕 zzl 余生请多指教 ys】 ,2020-04-01 00:58,0,0,0
