微博id,发布者昵称,发布者性别,发布者地区,发布者关注数,发布者粉丝数,微博正文,发布时间,点赞数,转发数,评论数
IFDMrcFpa,milyma008,女,其他,49,25,milyma008:4月29日，11至19度，整天阴，傍晚邂逅一场中雨还是日常运作，写几封邮件，上上网课，搞搞卫生… 今天在我们这个区的Facebook 群上看到有人提到94省准备在五月一日前给每人发两个口罩，但是到现在为止还没见到有任何动静，是否需要去登记还是怎么操作？老公晚上回来时说今天在地铁站碰到巴黎市政府给每人发放口罩，他收了10个回来…今晚新闻说到法国各区要分为红区和绿区， 绿区会先解封，红区可能要满足一定的条件才能解封。我想大巴黎地区无容置疑的属于红区范围， 因为这里可是集中了法国1/6的人口，这次疫情里又是受感染及死亡人数最多的地方上天保佑吧，我可不想再这样长期的呆在家里了 http://t.cn/A6A474TV 原图 ,2020-04-30 02:59,1,0,0
IFDKgsy1i,艾肯茜茜,女,山西,185,17,艾肯茜茜:2020一场疫情，我丢工作，赋闲在家。遇见你。心里有你。纵然如此，也只是远远的看着，不愿下这红尘凡场。原本不期待有什么故事，只是你太勇敢。或许平静就是用来打破的。语调里的关切和亲近是天生的嘛？说话做事给人一种感觉人生得意须尽欢，莫使金樽空对月。四海皆兄弟，五湖似比邻。谦逊又恣意，铁汉柔情。你只当我不在意，只当我们生性爱玩，故而投契，只当我以你为调剂。却不知我心里有你，也不知我因何有你。缘来缘去，终要别离。未来不可期，是以这番衷肠只诉给自己听。 ,2020-04-30 02:53,0,0,0
IFDIEiro3,SemperSolus-,女,北京,357,559,SemperSolus-:深夜还是很想你 最近一些事惹的心情很烦躁 不知道 你最近过得如何 有没有失眠 有没有不好好吃饭 我知道疫情的原因 你没办法站在舞台上 可是我想自私点 想你多休息一会 有时候想想 你才多年轻啊 我不希望你奋力过早燃烧自己的生命 我每天祈祷你更会更幸福一些 我希望这个世界对你抱有善意 我希望喜欢你的人永远偏爱你 ,2020-04-30 02:49,1,0,0
IFDDufP5y,美东侨报,男,海外,289,2389155,美东侨报:【#美国一州大选初选活动暴发疫情# 已有52人确诊感染】美媒报道4月28日称，美国威斯康星州的大选初选活动中暴发疫情。该州卫生部门称已有至少52人确诊新冠肺炎，他们都是参与4月7日投票的选民或投票站的工作人员。但其中一些人也可能通过其他途径感染，该州因在疫情中仍使用现场投票方式受到批评。http://t.cn/A6AUxt9P ,2020-04-30 02:37,1,1,0
IFDCTkY9t,白塔寺刘林,男,北京,124,443,白塔寺刘林:美国应用的强盗逻辑！我们常常想，没有证据，哪来结论！而美国不是这样，没有证据，就可以诬陷一个主权国家！美国发生的疫情凭什么要求中国赔偿？回顾历史，类似的强盗逻辑发生不止一起！例如伊拉克大规模杀伤性武器！美国猜测，然后就要调查，然后发动战争！做尽坏事还反过来倒打一耙，强盗国家盛产的强盗逻辑，是全人类的灾难！因为他缺乏人类的底线！ 原图 ,2020-04-30 02:35,1,0,0
IFDCT0PL2,你的夏美,女,安徽,24,13,你的夏美:最近真的压力山大，超级..首先疫情原因不能出国，也就表示我现在和未来没什么太多的收入，只能走一步看一步。其实不能出国真的很影响生意，即使所有产品都是正品，还是有人会怀疑：不出国哪里来的产品？毕竟我也做了好几年的代购，一点点人脉还是有的，有的柜哥柜姐联系方式都有啊，现在直邮什么的都很方便，无非就是贵一点慢一点而已嘛，可生意还是止不住的变差了...也许不止是疫情影响吧，毕竟还是有各种无良代购这时候人品尽显，除了真假混卖的，还有那种之前囤货太多卖不出去的产品团购低价，还有一些直接跟客人说某某产品免税店打折，什么什么价格，还有说什么海关扣押品低价的（其实就是假的）等等，她们就为了让自己的东西卖出去而已..我也不怪有些顾客怀疑我，不过我还是要说一下：我就是这样，比较佛系，我也从来没有变过，一直只卖正品，没货就是没货，你们四年前认识我什么样，我现在还是什么样，除了多了点耐心，哈哈哈，这个是真的，我现在非常有耐心，问多了不买的，就算我烦，我也不表现出来！其次我在过年前就跟我妈说好了，让她来我店里工作，因为店里平时也不是很忙，没什么活，正好还可以给她发发工资，她也能把身体养养好，省的天天打麻将还熬夜的。（尽管我的出发点是好的，但实在挡不住疫情来势汹汹，引起一系列的连锁反应。）之前一直觉得妈妈过来也没什么，我是可以负担的，但疫情影响了生意，突然我变的很有压力..除了多了很多计划外的支出，原本的一些生活支出，比如房租车险物业管理费等等都集中到了一起，基本上每天的卖出都要用来添平各种支出，最近一直这样真的让我好累。可能我这么说，大部分人都理解不了吧，举个栗子吧：就好比你之前每天都有100块钱的收入，然后一个月只有100的支出，但是现在每天只有1块钱的收入，但一个月突然有1000的支出..当然，我妈来了以后会每天给我做饭，我除了胃变好了，还剩了很多点外卖的钱。最后可能就是感情了吧，我妈总是热衷于给我安排相亲，就是恨不得我现在就立刻马上嫁出去，但是身为一个大活人，我连选择幸福生活的权利都没有吗？？？人一定要结婚吗？？结婚一定要生孩子吗？？结了婚一定会幸福吗？？不结婚犯法吗？？更何况她每次安排的都是那种大龄青年，恨不能见你一面第二天就把你娶回家的那种，当场就能跟你谈结婚条件，真的很尴尬..每次我都想问：“既然这么急着结婚，为什么拖到相亲才找对象？”这种大概率结婚了都会不幸福的吧..对，我知道也有那种生活幸福美满的家庭，但是更多的是家家有本难念的经，我现在这样其实真的很好啊，最起码过的很自由很自在很幸福，不用为生活琐事烦恼。而且我本身性格比较急躁，说话不经过大脑，一着急语气就不受控制，连自己家亲戚关系都处不好，我这个性格，也不太适合结婚吧，就不说跟自己老公处不处的好，首先跟公公婆婆就一定处不好，所以何必浪费心思和时间呢，我连尝试都不想尝试。我就是这么武断，没有人能受得了我，没有人能跟我共处一室超过三个月！综上所述，真的很累，压力山大，不管是金钱，还是亲情，还是爱情，各方各面，排山倒海，让我真的有点喘不过气，好想逃..可能这就是疫情的蝴蝶效应吧..不过好像也有我自己的原因..唉，心情不好..又是蓝色的一天..唉..两点半了..说好不熬夜的..又熬夜了..完了完了..心情更blue了.. 原图 ,2020-04-30 02:35,0,0,2
IFDCg5Lm7,羽亦秋之季未來旅遊達人,女,香港,1194,638,羽亦秋之季未來旅遊達人:2020/4/29長大以後首次見到海洋公園的貓丶蜘蛛丶貓可愛丶蜘蛛🕷️搞亂我下午在海洋公園門囗等待即時申請攝製隊拍攝疫情下我的生日如何過🤦♀️🤦♀️，等左5-6小時，冇攝製隊找我🤦♀️🤦♀️，當時我聽到保安話唔入得，忍住唔喊🤦♀️🤦♀️，我的改Plan計劃就係咁泥🤦♀️🤦♀️，冇番少少藝術天份都應付唔掂心裡缺的安全感 [组图共18张] 原图 ,2020-04-30 02:34,0,0,0
IFDBDjtmD,萤火虫05969,男,其他,110,10,萤火虫05969:全珠海市区最穷的村落，历史古村，从没有征收过老革命为村民发声讨公道！@神奇小子Perman @头条新闻热搜榜 @北京德凯律师团 @CCTV焦点访谈 @CCTV今日说法 @DV现场 @凤凰网 @孤烟暮蝉 @华夏柱 @香港文匯報 @知名评论谢御宏 # 腾讯新闻 # 《珠海高新区：疫情期间野蛮拆屋引关注》http://t.cn/A6AZr7kF 来自@腾讯新闻 [组图共2张] 原图 ,2020-04-30 02:32,1,0,1
IFDAE8Mtq,英伦圈,男,海外,381,132908,英伦圈:【瑞士专家：10岁以下儿童不传染新冠，让他们出去抱老人！】#瑞士疫情# 瑞士卫生署的专家称十岁以下儿童不传染新冠病毒，允许他们去祖父母家给他们一个拥抱。但是不能接触太长时间。这个消息也传递出一个信号：瑞士小学可能要开学了。同时联邦委员会在周三宣布，瑞士将再次允许职业运动和基层运动，并且在5月11日之后健身房也要开放了。#欧洲# #瑞士解封# [组图共2张] 原图 ,2020-04-30 02:30,124,8,32
IFDAEawdW,嘉兴咖啡爸爸,男,浙江,773,1008250,嘉兴咖啡爸爸:【日媒：#安倍称经济形势比大萧条时期更严峻#】据日本共同社报道：昨天，日本首相安倍晋三出席众院预算委员会会议。安倍称，从人们的心理角度而言，经济因疫情受到的不利影响，可能比上世纪经济大萧条时还要严峻。他还说，当前若恢复经济活动，可能影响健康和生命，应把平息疫情放在首要位置。http://t.cn/A6AUoQ9M ,2020-04-30 02:30,1,6,6
