微博id,发布者昵称,发布者性别,发布者地区,发布者关注数,发布者粉丝数,微博正文,发布时间,点赞数,转发数,评论数
IqjYx35y1,一介书生很快乐,男,江苏,267,58,一介书生很快乐:广东现首例新型肺炎确诊病例 12月底曾赴武汉探亲 - 1月19日，经国家卫生健康委疫情领导小组下设的诊断组专家，结合《新型冠状病毒感染的肺炎诊疗方案（试行第二版）》内容，对该病例进行评估确认，专家组一致同意将该病例确认为新型冠状病毒感染的肺炎确诊病例。 广东现首例新型肺炎确诊病例 12月底曾赴武汉探亲  ,2020-01-20 08:59,0,0,0
IqjYpobxZ,佳姆巴-消毒祛味,男,上海,501,7754,佳姆巴-消毒祛味:【国家卫生健康委积极开展新型冠状病毒感染的肺炎疫情防控工作】湖北省武汉市发生不明原因肺炎疫情后，我委立即派出国家工作组和专家组赶赴武汉，按照属地管理原则，与湖北省、武汉市共同研究落实疫情防控措施。2020年1月1日，我委成立由马晓伟主任为组长的疫情应对处置领导小组，会商分析疫情发展变化，研究部署防控策略措施，及时指导、支持湖北省和武汉市开展病例救治、疫情防控和应急处置等工作。我委第一时间组织中国疾控中心、中国医学科学院、中国科学院、军事科学院军事医学研究院等单位对病例样本进行实验室平行检测。2020年1月8日，初步确认了新型冠状病毒为此次疫情的病原。随即，我委进一步加强部门联动，研究共同加强疫情防控工作的具体举措。召开全国卫生健康系统电视电话会议，对全国疫情防控工作进行全面部署。印发病例诊疗、防控方案（涵盖监测、流调、密切接触者管理、实验室检测等内容），在全国建立了“日报告、零报告”制度。下发新型冠状病毒核酸检测试剂盒，要求各地加强检测，全力救治患者，及时发布确诊病例及疫情防控信息。全国爱卫办部署开展以加强市场环境卫生整治工作为主题的冬春季爱国卫生运动。近日，我委陆续向全国各省派出工作组，指导做好疫情防控相关工作。同时，加强国际合作与交流，与世界卫生组织、我国港澳台地区和有关国家及时通报疫情信息和防控工作进展，第一时间向世界卫生组织共享新型冠状病毒基因序列，疫情应对处置工作得到了世界卫生组织的充分肯定。专家研判认为，当前疫情仍可防可控。但新型冠状病毒传染来源尚未找到，疫情传播途径尚未完全掌握，病毒变异仍需严密监控。下一步，我委将加强部门协调联动，严格落实疫情防扩散措施。继续做好全国疫情防控工作，及时发现并有效处置疫情。组织开展好爱国卫生运动，加大环境卫生整治力度。继续加强病毒溯源和变异监测工作，做好应对疫情变化的技术准备。我委将加强春节期间值班值守，密切关注疫情防控形势发展变化，指导各地落实防控措施。 ,2020-01-20 08:59,0,0,0
IqjYkkgRX,程允儿-suma,女,河南,148,814,程允儿-suma:根据数据显示，请尽量隔离从武汉回家的人，避免疫情大量传播……  ,2020-01-20 08:58,0,0,0
IqjYifNus,大胃王诶,女,北京,517,1326,大胃王诶:说真的即使没有疫情也该戴口罩啊   😷  ,2020-01-20 08:58,1,0,0
IqjYbc2jD,熊哥娟娟,女,湖南,223,803,熊哥娟娟:#广东确诊1例新型冠状病毒感染肺炎病例#早点确认疫情来源，这样大家开开心心，安安稳稳的过年啊 深圳·深圳华侨城  显示地图 ,2020-01-20 08:58,0,0,0
IqjY9qNxH,紫荆树,女,香港,1485,2616176,紫荆树:【武汉新确诊136例新型肺炎病例 北京确诊2例深圳1例】1月20日凌晨，北京、广东、武汉接连发布新型冠状病毒肺炎情况。其中，武汉18、19日新确诊病例136例，广东深圳市确诊1例，北京市大兴区确诊2例患者。这也是武汉新型冠状病毒肺炎疫情出现以来，国内首次在武汉以外的地区确诊这一疾病。  [组图共2张] 原图 ,2020-01-20 08:58,4,2,2
IqjY5hNy8,水木的笔记,男,海外,2233,2728,水木的笔记:@罗炳翔大夫：“新型冠状病毒 = 类SARS病毒。无疫苗，无药可治，预防为主。我大致记得以上是医生继续教育培训内容”。 罗医生的上述说法是否正确？新增病例很快，现在担忧2003年非典疫情重现的情绪很重，是否应启动像应对非典那样的应急机制？  原图 ,2020-01-20 08:58,0,0,0
IqjXTpZ5z,快乐小猪和臭奶糖,男,其他,0,2,快乐小猪和臭奶糖:这次疫情感觉真的有点严重诶……我怕死，出门开始戴口罩了  ,2020-01-20 08:57,0,0,0
IqjXQsjYd,小努力的酒窝原住民,女,北京,850,300,小努力的酒窝原住民:疫情搞得不敢去上班。。。  ,2020-01-20 08:57,0,0,0
IqjXHAtQK,南非欧皇的话筒,女,广东,518,14258,南非欧皇的话筒:#广东确诊1例新型冠状病毒感染肺炎病例#，此人有去武汉的经历，目前正在治疗中。据专家分析，目前疫情整体可防可控，不用太过惊慌。这次冠状病毒感染肺炎的冠状病毒属RNA病毒，单链不稳定，容易变异，其表面蛋白容易变异，导致人体免疫细胞不好识别其表面的抗原决定簇，相对其他DNA病毒来说，人体自身免疫更难以消灭，需要去医院及时就诊以及药物及时救治。我们要加强保暖、室内通风，做好个人卫生等预防措施，适当锻炼少去人多的地方。大家要相信官方，相信专家，以往的经验告诉我们，面对群体性疫情，只有依靠官方依靠专家才能战胜疫情。#武汉新增136例新型冠状病毒肺炎病例#系优化筛查方案后数学的增加是正常的，因为加大了排查力度。希望疫情能早日控制！ ,2020-01-20 08:57,3,0,0
IqjXGrMvK,青竹湾苏勤,男,云南,1847,825,青竹湾苏勤:牵动人心！武汉新型肺炎1天新增17例，疫情防控最新消息来了@QQ浏览器 http://t.cn/A6v878kc 昆明·嵩明县  显示地图 原图 ,2020-01-20 08:57,0,0,0
IqjXFzxP5,乐天凌,男,浙江,1509,2235689,乐天凌:【戴口罩有用吗？如何有效预防？新型冠状病毒最全科普】近日，武汉市就新型冠状病毒感染的肺炎综合防控回答记者提问时表示，目前综合判断，对此次疫情的初步印象是新型冠状病毒的传染力不强，不排除有限人传人的可能，但持续人传人的风险较低。春节、元宵两节将至，我们出行、会友该注意些什么呢？一图了解新型冠状病毒！#广东确诊1例新型冠状病毒肺炎病例##北京确诊2例新型冠状病毒感染肺炎病例# 原图 ,2020-01-20 08:57,9,3,3
IqjXFhTXt,吃鸡不误打苟功,女,北京,289,118,吃鸡不误打苟功:wh的憨批能不能别他妈每条疫情有关的微博都在下面评论不戴口罩该干啥干啥不慌，你们踏马不是第一天犯煞笔了也不是第一天犯浑，要死自己去死啊曹尼玛！！！！  ,2020-01-20 08:57,0,0,2
