微博id,发布者昵称,发布者性别,发布者地区,发布者关注数,发布者粉丝数,微博正文,发布时间,点赞数,转发数,评论数
IDcu4csvQ,河南微博,男,河南,287,1629376,河南微博:【下发通知！#河南对复工复产安全提出最新要求#】记者3月23日获悉，当前正值企业集中复工复产高峰期，为切实加强疫情防控期间复工复产安全，河南省安全生产委员会日前专门下发通知，对此项工作进行再安排再部署。通知指出，企业在复产复工前要实行安全承诺，按照“全链条、全员、全过程安全管理”要求，切实做到“六必须、六确保”。详见>>O重磅!河南下发通知，对复工复产安全提出最新... 原图 ,2020-04-14 01:49,0,0,0
IDcsemoEG,羊羊在锡兰,女,海外,674,249,羊羊在锡兰:斯里兰卡僧伽罗及泰米尔新年已于4月13日晚8点23分到来啦～今年由于疫情，全岛的新年是在宵禁中度过的。翻照片翻到2018年在兰卡闺蜜家过的新年，那天我因为实在太困玩了几个游戏就借故回她房间睡觉去了2020年对所有人来说都很难，但是老话说了，新年新气象，希望这世界快快恢复到正常 http://t.cn/RJU7s8s 显示地图 [组图共9张] 原图 ,2020-04-14 01:44,1,0,0
IDcqYnvDL,扭腰1村民,男,海外,32,58426,扭腰1村民:轻症、有症状居家隔离的在美国很多，未来大量检测抗体会说明感染的人数要比检测过的要大的多。抗体检测会给一个更准确的图像。但是，有很多中国人对美国，特别是纽约这样的重疫区不采取应收尽收，不建大量方舱医院的措施不理解。武汉是中国唯一大量建方舱医院的城市，收治了大量的轻症。纽约没有做，原因大概有两个：一是如果纽约应收尽收的话，病床需要达10万，医护人员至少要6万，这是个不可能的任务。武汉做到了是因为全国医疗资源的支援。美国欧洲都无法复制。第二个原因是居家隔离可以达到自愈和不传染的效果。这是已经证明的。我自己也有朋友居家隔离自愈，连家人都没传染。我敢肯定这样的人在纽约还有成千上万，如果应收尽收非把纽约的医院挤垮。所以，还是那句话，各国有不同的抗疫措施，不同的资源和制度约束，不一定就只有一条路可走。方舱医院不是唯一可以控制疫情的措施。 ,2020-04-14 01:41,133,14,38
IDcqwAqcl,魏魏六万,男,其他,2315,3426,魏魏六万:尽量不要去人多的地方或是通风不良的场所。建议减少外出和聚会活动，这样可以最大限度地避开潜在的病毒传播者。勤洗手是一项重要的预防措施。要注意保持手卫生，在饭前便后、咳嗽或者接触动物后，要使用肥皂或清水洗手，或者使用含有酒精成分的免洗洗手液。如果需要接收外卖或快递的，最好让送货者放在门口，双方都减少接触，这样相对比较安全。拆了快递或外卖后最好及时清洁手部，降低风险。在家可以适当、适度活动，保证身体状况良好。适当运动，会让负面情绪得到释放，而且对人体免疫力的提高一定是有帮助。疫情并未完全过去，大家还是不可大意！ http://t.cn/A6znhRm3 ,2020-04-14 01:40,0,0,0
IDcpS9H8N,哀乐喜怒,女,新疆,3,10,哀乐喜怒:今天热搜榜上有一条#你和发小的关系怎么样了# 我有两个发小 一个玩到高中 后来我去了福建 她结婚生了孩子在内地很少联系 另一个一直都很少见面 却至今还常联系 我在福建办婚礼的时候 她还从北京赶来 而我第一个发小的爸爸昨天去世了 我在朋友圈看到这个消息 我想发信息给她安慰她 可是却犹豫到现在还没发出去 我知道她很难过 可是我又能做什么  而她爸爸11月底还来了我的婚礼 当时还是如此的精神 时隔几个月 就这样走了 我很难过 希望叔叔在天堂一切都好 保佑他的女儿 生命就是如此 当然希望身边的人都健健康康 疫情可以早点过去 让这个世界活起来 压抑太久了 想看到所有人可以在街上自由自在的谈笑风生 ,2020-04-14 01:38,1,0,0
ICZnMg3oj,北京监狱与戒毒,男,北京,104,11428,北京监狱与戒毒:#共同战疫# 疫情期间，民警翁黎明融合罪犯心理矫治技术，研究制定出疫情期间的音乐疗法，通过传统民族器乐的演奏与赏析，疏导罪犯在疫情防控中可能出现的负面情绪，维护监所安全稳定。音乐疗法，为战“疫”鼓劲  [组图共3张] 原图 ,2020-04-12 16:27,2,0,1
ICXBUAS5y,热门资讯第一线,男,北京,516,718856,热门资讯第一线:#钟南山说动物间传播现在下结论太早#  疫情期间很多动物因为主人害怕携带病毒被弃养没有结论之前，请不要遗弃动物，动物的一生都在你身上，他们只有你，请爱护他们 热门资讯第一线的微博视频  ,2020-04-12 11:57,634,46,28
ICXxxDdsc,MickeyG-,女,海外,249,30,MickeyG-:经常的感到痛恨自己 我讨厌这种感觉 但是又无法抗拒对自己的厌恶 日 看书也看的恍恍惚惚 精神集中不起来  害  我该出去社交了 可是没开学我知道了！都是疫情惹得祸！  ,2020-04-12 11:46,0,0,0
ICWsW8Yru,牛神nddpg111,男,湖南,1132,601867,牛神nddpg111:#牛神说文话事[超话]##张文宏称疫苗研发最快要1年以后# 针对新冠病毒疫苗研发情况，张文宏表示，疫苗要做安全性和疗效的实验，正常时间走完需要1-2年，按照现在的做法，最快也要1年以后。疫苗研制出来后，还需要综合当时的疫情情况、病死率高低、疫苗防护作用强弱、有无不良反应等多个因素考虑是否接种。我感觉不会，现在疫苗已经进入实验阶段，今年内应该可以进入运用了。 ,2020-04-12 09:02,1,1,5
ICVUw4lVi,热门资讯第一线,男,北京,516,718856,热门资讯第一线:#不要对康复患者另眼相待# 战疫情不是变无情，地域重视不能变成地域歧视“人生下来哪有不生病的，生病不可怕” 康复了就是已经全愈了，应该正常对待，不过疫情还没有过去，得做好防疫措施才行！   热门资讯第一线的微博视频  ,2020-04-12 07:37,2,8,0
ICVcu3hUu,奶油条饼干,女,天津,638,192,奶油条饼干:这几个月疫情原因基本没怎么出门我又是那种闲不住的人 总是想跑出去但是我发现现在只要我单独和朋友出去或者和他分开的时间超过五个小时就会非常挂念他 迫不及待想回家抱他我大概懂了《了不起的盖茨比》里面写的：愿意为了他放弃如上帝般自由的心灵从此心甘情愿有了羁绊  ,2020-04-12 05:49,6,0,2
ICSyNCeGl,用户7415403133,女,北京,65,3,用户7415403133:疫情过后我第一个想见到的就是你！曾经因为这句话，感动过！也是因为这句话，我答应了你的所有！但是，疫情还没结束，你拼劲全力，冒着生命危险跑来见我，第一次见面我也很感动！后来，在一次又一次的失望中，想念中，心疼你，我们努力见了第二次面！虽然没有那么美好，但是我也心甘情愿！永不后悔！  ,2020-04-11 23:05,0,0,0
ICOmBfkD5,苏黎世少年郎,男,海外,610,8989,苏黎世少年郎:持续了将近一个月的瑞士疫情终于有了下降的趋势也是时候跟微博 暂时 说再见了每日份早餐虽不再出现在这里但依旧在我的生活里会继续守住岁月里的小安静～谢谢每一个不能入眠的深夜陪伴让我深深感受祖国的强大和关怀我该专心回到自己的战场了来日方长，后会可期～ 瑞士·苏黎世  显示地图 原图 ,2020-04-11 12:24,9,0,4
