微博id,发布者昵称,发布者性别,发布者地区,发布者关注数,发布者粉丝数,微博正文,发布时间,点赞数,转发数,评论数
IwNYtkdSv,桂哥猎手VIP777,男,上海,3959,86046,桂哥猎手VIP777:【全球首发：现在对新冠病毒有一个非常大的问号和疑问？？？ 】当年SARS疫情，到了夏天，神奇消失了，导致当年SARS疫苗，已经后续的研究，大众都早已遗忘。 那么问题来了，这次新冠病毒和当年SARS也是冠状病毒。到了夏天是不是也会挂掉呢？那么，你就会模拟产生一些疑问，比如，你模拟一下夏天的温度，看看新冠病毒在什么温度下，活性会很强，什么温度下，活性会很弱？你发现没有，非洲这些热带地区的国家，有没有大爆发？我就单说，泰国，越南，老挝，印度，印尼，新加坡这些国家，有没有大爆发？ 貌似国家处于热带地区，都不易有疫情大爆发的迹象。其次呢？你看到加拿大，俄罗斯这类极寒地区有疫情大爆发吗？貌似也很少。那么，国家卫健委，应当对病毒处于什么温度，活性如何，给个明确的解答，这点很总要。另外，值得注意的是，白种人是不是不易感染，或者感染了，不易发展成为重症。这个是值得后续观察的。最为关键的是，请国家卫健委，解释一下，为什么新冠疫苗的量产，需要一年半左右时间？什么道理这么慢？ [组图共3张] 原图 ,2020/3/3 0:23,15,0,9
IwNYi5ZZj,臻子ECHO,女,上海,730,712,臻子ECHO:Day62。今日碎碎念 我觉得我就是一个在工作的时候能让我找到很多“安全感”的“怪物”，但至少这个工作能让我在这个世界里活得比较像一个“正常人”不得不承认，韩国在全球疫情的数量上真的是做出了巨大的贡献看一个韩国的发布会，医生做了最坏的估计，40%的韩国人将感染新冠，至少持续到年底只想说 同志们保重比起输出我可能现在更喜欢多听，然后再做思考，得出结论，这个的前提是我的脑子还在正常值区间内不知道为何就想看看 关于日本的疫情状态，刷到没有东西的时候，只好认真的搜索了日本的吹哨人-日本神户传染病教授岩田健太郎的视频，其中他说到自己上船不担心被传染，因为他知道怎么保护自己不被传染到，他也知道怎么保护别人不被传染到，这句话真的太有一种力量感舍友做好了好吃的千层蛋糕，送了我一小块幸福来得太突然了这么晚还会被人“勾搭”聊天我真的是很敬业了……OMG今天终于“结束了… [组图共3张] 原图 ,2020/3/3 0:23,2,0,0
IwNYa6leP,落花的尖叫,男,新疆,408,5337,落花的尖叫:【加紧生产医护用品原材料】生产医疗防护手套的氯乙烯原料面临短缺。@中国石化齐鲁石化 紧急排产，从2月3日至2月29日，已持续供应氯乙烯3400余吨。还紧急排产1000吨用于生产呼吸面罩、吸氧管等的医用级聚氯乙烯S-1000M原料，目前产品已发往北京等地的生产厂商。#抗击疫情 央企行动##为美好生活加油#  http://t.cn/R2WxkfX 显示地图 原图 ,2020/3/3 0:22,0,0,0
IwNXTf8pn,931郑州经济广播,男,河南,584,332216,931郑州经济广播:【#16个新职业来了# 呼吸治疗师参与疫情防控】#三部门发布16个新职业#人社部、市场监管总局、国家统计局近日联合发布16个新职业，包括呼吸治疗师、网约配送员、人工智能训练师、全媒体运营师、装配式建筑施工员等。人社部表示，目前，大量呼吸治疗师深入一线参与到新冠肺炎疫情救治防控工作中，发挥了不可或缺的作用。 [组图共4张] 原图 ,2020/3/3 0:22,0,0,0
IwNXOg42j,123蝶866,女,北京,6,2,123蝶866:3月2日晚，这是我公爹第二天住院，我也是第二晚没睡觉了，真的希望公爹能快点好起来呀！能让他睡一个踏实的觉呀！看老人这样受罪我心里真的不好受，有时候在想这个病我替老人得多好呀！公爹两天没怎么吃饭了，我也是，现在有疫情的情况下医院不收病人我可以理解，为什么医生不能理解病人的痛苦呀！疫情下就真的没地方说理去了吗？？？？ ,2020/3/3 0:21,8,0,0
IwNXK5vsX,柏崖鱼,男,其他,12,24,柏崖鱼:刚看钟老讲，“早期筛查措施”还需要施行到4月底。湖北以外地区可能会逐步降低封闭措施，逐步解禁复工。但是湖北地区，从城市到农村，四十多天的隔离，该出现的潜伏期患者应该绝大多数都已经现行，还能继续隐藏下去的人究竟有多少？这个量是不是要更加细致分区域的具体去预估？武汉和非武汉的预估值肯定不会一样吧，有或疫情无疫情病例的区域不能一概而论吧。这么多人都被封闭在家，足不出户，四十多天过去了，如果还要再封闭两个月，也就是再封闭六十天，是谁受得了这种长期禁闭？监狱尚且还可以出户放风，家庭能有多大点地方，还不能放风。与其如此还不如大家都轮换出门做志愿者。这种长时间禁足措施，时间拖的越久，相比于疫情本身也是要出人命的，请疫情防控专家帮忙尽早想想办法，不光是医务工作者一线，后方禁闭的这么多人也得灵活处置。湖北地区建议措施，进出省通道可以仍旧封闭严格管控，但对于省内内部是不是得分情况分区域逐步小范围松动？比如无疫情或已连续十四天无新增疫情的城镇、小区、农村村落内部逐步解除管制，将管制关口范围由小及大逐步外扩？而十四天内仍有过新疫情的区域继续加强宣传，做居民的思想工作，给他们打气鼓舞士气。其实疫情到了这个阶段，所有执勤在一线的人辛苦也是人困马乏疲劳。无疫情或连续半个月以上无疫情的地区干部人员早已倦怠。宣传的喇叭也听不见了，政策宣传没有了，思想工作没人做了，一线干部只是按部就班守个卡点了，再或者忙下物资代购跑腿。可老百姓还都封禁在家禁足，不能没个期限搁着不管了。一线有事忙起来的人还精神点，可禁足在家的人可就得闲的发疯了。人除了吃喝还有工作还有未来还有一家老小还有精神寄托。总得给出一个大致的最后期限，给一个可预期的方案，总得有个话吧。 ,2020/3/3 0:21,0,0,0
IwNXz9alN,澄城检察,男,陕西,1008,190555,澄城检察:【#张家界天门山景区恢复开放# 实拍游客雨中间隔1米购票游览】3月2日，湖南张家界天门山景区恢复开放，景区对售票处、索道缆车等公用场所和设施进行了严格消毒。采取分批次、分时段、间隔性入园，实行分散式游览，疏导人员始终让游客保持在1米到1.5米的距离。#聚焦新冠肺炎疫情#@新京报我们视频 http://t.cn/A67ooQF2  ,2020/3/3 0:21,1,0,1
IwNXx6GUJ,镜像娱乐,男,其他,65,167034,镜像娱乐:发布了头条文章：《透过一场300万人的“在线音乐会”，重新认识快手》 语言穷尽之处，音乐可以表达，疫情下的特殊时期，我们比以往更需要音乐的抚慰。2月29日，快手联合UCCA尤伦斯当代艺术中心开展了一场“良樂”线上音乐会。“樂”，为乐的繁体字，与药的繁体“藥”同源，疫情之下焦虑情绪弥漫，正适合以音乐治愈人心。#坂本龙一用武汉乐器演奏# #快手UCCA良樂音乐会# #坂本龙一演奏为中国加油#  http://t.cn/A67oHJ8r ,2020/3/3 0:21,2,0,0
IwNXaCrSn,李小鲸,女,北京,58,169,李小鲸:视频的时候问米妮。（因为疫情为了彼此安全已经1个月没见了）👩：你想妈妈吗？👧：想。👩：哪想啊？👧：心里❤️（此时好暖）。👩：那怎么办呢？👧：我明天就回去找你。（此时更暖）👩：如果妈妈掉河里，你正在喝酸奶，你是先喝酸奶还是先救妈妈？（突然想起抖音的段子）👧：我还是先喝酸奶吧（老母亲早已预料到这个答案）。 ,2020/3/3 0:20,1,0,0
IwNXa1W55,_末玖,女,海外,2261,1903,_末玖:#STAYREAL_CAFE[超话]# @STAYREAL_CAFE 长辈乱涂乱画之哈尔的移动城堡🏰*͈ᴗ͈ˬᴗ͈ෆ每个人心中都住着一个孩子每个女孩心里都有一座城堡世界这么大人生这么长总会有一个人让妳想要温柔对待等一个人有人护妳有人爱妳ʚ♡ɞ    推荐书目：《宫崎骏和他的世界》晚安曲：http://t.cn/A67oHbej #每日一晚安#.#致敬疫情前线医护人员# 谢谢你们，辛苦了[心] [组图共2张] 原图 ,2020/3/3 0:20,4,1,3
