微博id,发布者昵称,发布者性别,发布者地区,发布者关注数,发布者粉丝数,微博正文,发布时间,点赞数,转发数,评论数
Iu4pO91yu,孟孟不孤寡,男,海外,232,360,孟孟不孤寡:已经有30天没有见面了，你也不允许我出门见你。现在只想快点回到原本的状态，彼此想念便出门，会猜测你今天会不会穿漂亮的衣服、化精致的妆，没什么计划，便做一些俗事，吃饭逛街看电影......体会最普通又最美好的生活幸福感！      感慨太多，言归正传，这是我们的第一个情人节。情人节快乐，我的女孩儿。我们的每一个第一次我都很珍视，但是特殊时期，仪式感不重要，你能一直在最重要。所以你要平安，给你准备的礼物还在路上，而我想要的礼物就是能见到你，所以礼物到了，我会带着它去找你，因为7天之内才无理由退换，你不试试我判断不了礼物到底合不合适的，你不可以不允许，你也预测不了我要见你的那天疫情发展情况，保不准还会提前！       现在只想快点回到原本平淡无奇的日子，快一点。@裴梓y http://t.cn/A6hGSAXs ,2020-02-14 00:43,5,0,0
Iu4pC4Ic7,没有理想的人不伤心jjjj,男,其他,419,157,没有理想的人不伤心jjjj:从南京走的时候，家附近的鸭店都没开门，没能吃上最后一顿烤鸭。现在特别想吃烤鸭，等疫情结束了，我一定要回去吃鸭去 上海·金联明珠家苑  显示地图 [组图共2张] 原图 ,2020-02-14 00:43,1,0,1
Iu4li13Nd,怪我怪我都怪我讷,男,山西,100,35,怪我怪我都怪我讷:既许一人以偏爱，愿尽余生之慷慨。待疫情过后 我最想见的人就是你❤️ 我可爱的小宝贝儿！😍我最爱的哈尼！！😘我可爱的宝宝！！！💗@几见多欢i  [组图共4张] 原图 ,2020-02-14 00:32,5,0,3
Iu4cd7BIG,桃子大吉-,女,其他,132,23,桃子大吉-:要怎么跟你说，情人节快乐呢？本来应该站在你面前，亲口跟你讲，谢谢你呀，在一年前主动联系我，谢谢你这一年的照顾，但是因为疫情的原因，不能见面，所以把这些话告诉你，比见面还要重要。19年其实是伴随着很多压力的一年吧，要翻越很多座高山才能看到未来的路。除了心动以外，更加让我依赖的是我们所有在一起的时间里，即使彼此很忙，有很多说不出口但一直压在心里的事，也会暂时放下，让自己安心下来。如果说，是我走向你的时候慢了一步，那从现在开始，我会争取多走很多很多步。我希望我们是永远平等的恋人关系，而且我有信心你会吸引到我更加深爱你，如果我对你的喜欢哪天一不小心超越了你，记得跟上哦！好像永远太远了，此刻就是永远吧@冬天没有下雪 [组图共2张] 原图 ,2020-02-14 00:10,1,0,5
Iu4aMutV9,一片小熊餅干,女,河南,316,3852,一片小熊餅干:因为疫情，今年情人节不能见面希望我这个小朋友能让你难忘又牵挂💛🧡❤️  [组图共9张] 原图 ,2020-02-14 00:06,4,0,2
Iu49jbCFP,怪沥呀,女,山东,247,83,怪沥呀:分享我的心动男孩❤️疫情过后我会带着甜甜的我和甜甜的奶茶见甜甜的你。 怪沥呀的微博视频  ,2020-02-14 00:03,2,0,2
Iu48WqOwC,嗯换个名字也挺简单,女,河北,195,85,嗯换个名字也挺简单:等疫情结束  带你去武大看樱花去汉口坐轮渡去江滩吹吹风去长江大桥 走一走还要去那美丽的校园拉拉手@我想换个名字且能通过 #武汉加油#  原图 ,2020-02-14 00:02,1,0,1
Iu48e5VN9,金65呀,女,其他,132,44,金65呀:🔔叮～按时长大 🎊🎊🎊⏰2020.02.14📆正月二十一♓️双鱼座📝有文案🧸有配图🎂 祝自己生日快乐🎈ʜᴀᴘᴘʏ ʙɪʀᴛʜᴅᴀʏ ᴛᴏ ᴍᴇ ❤   💗生日愿望：1⃣疫情早日结束，世界和平！🌄2⃣*℡♞&♛.★♀『』★*&_*（保密💙）3⃣*℡★℡#＄♛☜♞6✔♀^O^（保密💙）4⃣♛^O^＄#♛♞★☜℡✔.:♀（保密💙）5⃣＄✔★♞♛＄￥￥￥＄♛.（保密💙）6⃣★★★★★★★★★★★★★（💙）大声说^O^suju 爱我                            我爱suju^O^ ᵕ̈  ʜᵃᵖᵖᵞ ʙⁱʳᵗʰᵈᵃᵞ ♪♬𝟝 🎉🎉🎉 [组图共9张] 原图 ,2020-02-14 00:00,6,0,1
Iu48cj2xB,努力改变的张子伟,男,河南,173,243,努力改变的张子伟:@露丫露露 去年的情人节我们在厦门旅游，本来计划这一次也出去玩一圈，天不遂人愿，只能等到疫情过去再好好规划陪你去哪Happy，从小年到现在有一个月没见面了，心里贼想你，等到疫情过去我第一时间去你家接你，先报复性消费几天，把过年期间咱俩该玩的该吃的都来一遍，不管怎样你开心是我最大的心愿呐 原图 ,2020-02-14 00:00,8,0,1
Iu489md1x,小猴超爱兔兔,女,其他,248,1631,小猴超爱兔兔:#肖战最好的你[超话]##百闻不如一见是肖战# xz #肖战roseonly品牌代言人# [微风]       别怕，不管外界如何，你的身后都有我们，我们是你身后最有力的保护伞，我们一直陪着你，彼此守护不是说说而已，我们正在努力成长，努力强大，只求他们别毁了你原本的温柔与阳光，疫情过去想要飞奔去见你       哥哥，情人节快乐@X玖少年团肖战DAYTOY  xz xzgg [组图共9张] 原图 ,2020-02-14 00:00,3,0,31
Iu4892Yi7,唯有蜡笔的-小宝贝,女,河南,194,220,唯有蜡笔的-小宝贝:20200214 我们来报道啦💏隔离病毒，不隔离爱🤘🏻💞🎀✨😘🐾💖♡ Life+u＝sweet ♡小怪兽会永远陪着奥特曼滴谢谢哥哥疫情期间的投食最后，撒狗粮啦爱你，我的奥特曼@魏欣William http://t.cn/R2WxHQ2 显示地图 [组图共9张] 原图 ,2020-02-14 00:00,6,0,4
