微博id,发布者昵称,发布者性别,发布者地区,发布者关注数,发布者粉丝数,微博正文,发布时间,点赞数,转发数,评论数
IyWaRAyDL,82版典藏凉白开,男,其他,2,1,82版典藏凉白开:伦敦飞上海商务专机18万/位老外真敢想，也真敢做毕竟掏的都是所谓优质华侨 华人的腰包，没交情也不用矫情不得不说也确实在危机中找到了商机咱国家做不出这种趁火打劫的事儿，但换个角度，日产1.16亿的口罩及其他的医药物资，是不是可以考虑让那些为国内疫情辛苦了几十天的企业在有条件有能力的情况下依据市场规律适当出口一些支持下某些国际友邦也贴补一下他们的家用 ,2020-03-17 00:56,0,0,0
IyWaqqHPv,千玺的瘦鹤鹤,女,广东,372,43,千玺的瘦鹤鹤:#易烊千玺[超话]# 今天都在忙碌，不知道自己为防控疫情做的有多大影响，但知道自己尽力了，也累惨了腰酸背痛，穿着防护服不吃不喝不上洗手间7个小时接触近700人过两天还要值通宵班但是！刚点开微博，发现评论和赞加起来300多，小透明的我，发现是上一条我穿防护服的微博，下面好多姐妹给我留言加油。哪怕只是短短的两个字，我一直往下拉，都能感觉有那些一点点的力量在凝聚。感到很幸福。（上一秒我还是累+崩溃）我想，千玺在很难的时候，看到我们那么多给他的爱的支持，是不是有一点点，像我刚刚那时候的感受？我们常说生活很苦而他是那一点甜，可能有时候他的生活也很苦而我们就是他的那一点甜。而今晚鸟姐们给我的鼓励就是我今天的那一点甜。这就是今天的“追星日记”吧！最近可能忙得无法正常追星啦 原图 ,2020-03-17 00:55,3,0,4
IyWan8eFL,黑色书房,男,北京,104,50,黑色书房:刚看了国家统计局最新公布的数据，受疫情影响2020年1-2月份的很多重要经济指标降幅都超过了20%，下降幅度还是比较大的。3月份已经过半了，疫情尚未完全平复，很多企业还不能完全的复产复工，估计3月份的预期也不会太好。现在面临的问题是疫情的全世界蔓延和很多国家的大爆发，那是否会对世界经济造成重创？1-2月全国的出口下降超17%，现在疫情的世界蔓延、全球的金融危机，那接下来是否会对中国的出口产生二次影响呢？ ,2020-03-17 00:55,0,0,0
IyWadqTih,金蓓_,女,北京,772,666,金蓓_:金光闪闪的一整锅意面，太满足了。🍝这么一份得多少钱啊，只有在家里才能吃到，外面的大盘子只有一小坨，一叉子下去就没了。意粉也属于干货易储存，且不易坏的食品，还有各种各样的形状，如果今儿煮的是蝴蝶结形状，小朋友一定超爱吧，不用大人喂就一勺接着一勺吃～ 今天做的是不辣的，小孩老人都能吃，重点是方便又好吃！最后夸一下自己，今晚剪辑的也不错吧～👨🏻🍳：你吃饱了吗🤦🏼♀️：没吃饱还有吗👨🏻🍳：这是牛奶煮的面。🤷🏼♀️：牛奶？一锅奶煮面太奢侈了吧👨🏻🍳：牛奶+水💁🏼♀️：吃完有点儿腻，来个这个吧☕️（举起豆子👨🏻🍳：你把红酒递给我🙎🏼♀️：你喝酒我喝啥👨🏻🍳：你喝水（拿来自制罐— 百香果柠檬-#疫情##宅家美食pk赛##宅家美食日记##好好吃饭##英国疫情##万众一心抗击疫情##全球疫情##日本疫情##最新疫情地图##手机拍摄##北京# http://t.cn/ELT0hke http://t.cn/A6zpXUOl 显示地图 ,2020-03-17 00:55,2,0,0
IyW9Jxqa9,乔安娜沉默是金-1688,女,江苏,156,2,乔安娜沉默是金-1688:请大家听听，我个人认为，在这疫情期间，每个人都不容易，但是请不要有攻击性！在疫情高危期间，我沒有停过，一天甚至长达十六个小时在线，可一看在线的司机有几个，只听说你要钱不要命的这种话题！说真的人都是怕死的，若不是无奈谁又会把自己弄得遍体鳞伤…… 但是，别人不出车是别人的权利！我们无权干预！一个新年里，路上几乎看不见车辆，当有人需要用车的时候，你这个双证的在哪里？你这个合法合规的在哪里？现在来站在道德的制高点来指责说我们无证的或是单证的是违法经营，试问我不偷不抢不欺诈，凭靠自己的劳动来赚取点血汉钱，你又凭什么说我们是违法的？？？ 我清楚地记得3⃣️月5⃣️日那天凌晨7⃣️个小时没有接到一个订单，这又作何解释？ 你今天沒生意了，流水上不来了，就来攻击我们无证或单证的司机！凭什么？我抗议 ,2020-03-17 00:53,1,0,0
IyW9IlR41,贝卡谷地的葡萄,男,海外,102,131,贝卡谷地的葡萄:疫情期间，乘坐飞机应该怎么选择座位？飞机的空调通风系统主要使空气自上而下流动，而不像我们普通空调那样前后流动。这种循环方式可以有效降低病毒在飞机上扩散蔓延的可能。而坐在靠窗位置的乘客，离开座位的频率远远低于坐在过道的乘客。因此减少了在飞机上走动的次数，也就减少了不必要的接触，所以优选靠窗座位。如果没有靠窗座位了，也尽可能间隔选座。根据客舱布局，一般座位号为A或K的都是靠窗户的，C或H两列都是靠过道的。目前飞机在飞行中都会使用最大通气量，客舱内空气每2至3分钟就会置换一次，每个小时置换可达20-至30次，这要比手术室里的空气置换率还高呢。 http://t.cn/AimdqMnZ 显示地图 原图 ,2020-03-17 00:53,0,0,0
IyW9CulPX,专打竹本口木子,女,其他,346,144,专打竹本口木子:2020美股熔断记录美股第二次触发熔断机制是在美东时间2020年3月9日，受2019冠状病毒病疫情和油价崩盘影响，当日上午9点34分，标普500指数开盘后跌7%触发第一层熔断机制，暂停交易15分钟[6]。3天后，3月12日，标普500指数开盘后短时间内跌幅超过7%再次触发第一层熔断机制[7]。4天后，3月16日，标普500指数开盘下跌220.60点，跌幅8.14%，触发当月第三次熔断[8]。 ,2020-03-17 00:53,0,0,0
IyW9l2iWd,wlcandy,女,广东,921,154,wlcandy:今晚打边炉吃牛肉，我想起你之前说要吃羊肉又忍不住哭了！吃完饭九点多心很慌，我就去做瑜伽的婴儿式跪地上整个人缩着感觉很安全。过了很久觉得累了就平躺感觉舒服了。起来准备洗澡看见群里面发的截图说新冠是军运会传过来的，想起你因为疫情不能住院然后住院血库不派血最后离去，我就气哭了！因为疫情离去的冤魂不会放过吃人血馒头的鬼！如果今天我们不发声，下一次疫情就轮到我们被迫离去！死者尸体堆砌出高高的领奖台！ ,2020-03-17 00:52,1,0,0
IyW6mlO67,夜兰息,女,重庆,446,143,夜兰息:#豌豆公主病的日常##豌豆公主病的日常# 看到这些人，一边为了躲避疫情逃回国活命，一边对着一线的战士们提出各种蛮不讲理的要求！除了网上骂几声，真的是恨得牙痒，外网上还表示自己遭遇了大家的网络暴力，这么有优越感，摆脱别特么回来啊！真想把你爹妈拉出来，让他们看看养出了个什么样的孩子！ http://t.cn/zR28wcU 显示地图 ,2020-03-17 00:45,0,0,0
IyW6mlD6D,郝倩在欧洲,女,海外,978,70576,郝倩在欧洲:#欧洲疫情# 在法国抗疫，这两天的日常：工作，囤货，抢大米。连刷了两天刚发现家乐福仓储网购终于大米上货了，5公斤一袋。颤抖着点进去购买四袋大米，付账，紧接着就是系统崩了三次，付款2分钟，四袋变成了一袋，只能继续抢泰米。付款成功，再刷进去，发现刚上货的香米和泰米已经在10分钟内全部售罄，而且家乐福系统再度崩盘[Doge][Sweats]😱所谓萝卜蹲，你们一月前的定闹钟抢菜，我们也要来经历一番！马克龙今晚又要讲话了，已经有传言疯传说接下来法国人也要强制在家，除非买菜买药否则全部罚款。意大利，西班牙，奥地利已经如此了。今晚又要有多少法国人无法入眠！[Doge][Sweats][凋谢]视频来自加拿大多伦多的朋友。前一天大家疯抢手纸，几乎抢光了超市。第二天costco就给大家点颜色看看#美国超市厕纸被一抢而空# http://t.cn/A6zpi8gM ,2020-03-17 00:45,6,4,9
IyW66E491,凯啊之歌,女,其他,46,109,凯啊之歌:长租公寓合同纠纷涉及到房东、平台和租客，他们之间的权利义务关系是：房东把房子租给平台，平台支付费用；平台把房子租给租客，租客支付费用。 在这个前提下，房东和租客之间是没有直接的合同关系的，根据合同相对性原则，长租公寓平台不给房东付租金就是一种违约行为，应当承担违约责任，而租客是将租金交给平台了，履行了合同义务，因为平台的问题导致不能正常入住，平台应当承担违约责任。 总结起来：最坏的就是平台了，伤害了房东，也伤害了租客。这个时候，肯定要公寓平台来承担责任。 我们再回到问题本身，这种情况下，消费者该如何维权？ 由于疫情的原因，对长租公寓各方当事人都造成了影响，这属于法律上的不可抗力。根据法律规定，由于不可抗力导致合同履行困难，可以免除部分或者全部责任。因此，需要综合评估疫情对房东、平台及租客的影响情况，来确定各方责任。 就房东和平台方而言，如果平台是因为疫情的影响，造成了较大损失，可以与房东协商，减免部分租金，但是是否同意，决定权在房东；就租客而言，自己是全额支付了租金的，平台方应当保障租客的入住权利。 租客可以与平台方协商，要求其做好与房东的沟通，不能影响自己入住；如果无法解决，租客可以请求当地相关调解组织介入调解，敦促平台方履行义务；若调解不成，租客可以向法院起诉，要求公寓平台履行义务。 最后，典叔还想说的是，这次疫情的影响确实是普遍性的，房屋租赁市场“受灾”严重。作为公寓平台方，经营中面临困难可以理解，但是再难也不能丧失最基本的诚信和担当，要与房东和租客进行充分的沟通和协商，确保问题圆满解决。否则，公寓平台除了要承担法律责任，还将面临信用危机，甚至可能还会陷入万劫不复的深渊，直至被市场和社会清理出局。 http://t.cn/A6zAz62U  Auther:谈典看法 ,2020-03-17 00:44,0,0,0
IyW5Vaii7,刘志201703,男,内蒙古,28,10,刘志201703:#上海未参加医保境外输入病例自费治疗#具体问题具体分体，不能一刀切处理问题。境外输入病例分如下几种情况:1.输入病例属中国公民，疫情期间去国外躲避。国内疫情基本结束，而囯外变得疫情严重时，回国躲避。2.疫情以前就在国外旅居的中国公民，国外疫情严重时回国。3.原来是中国国籍，后来加入外籍，或双重国籍，外国疫情严重时，回到中国躲避或医护救治。4.本来就是外国人，到中国求学、谋生和外交工作，此时来到中国。5.父母在中国为官或经商，本人已加入外籍。6.祖辈加入外籍，本人自然是外籍，祖辈和本人仍心系祖国，曾经对国家有过贡献。8.中国留学生。 http://t.cn/A6zotnE9 ,2020-03-17 00:44,1,0,3
IyW5FvoLp,莱昂TenYS,女,上海,693,194,莱昂TenYS:#意大利祖父母隔窗为孙女庆生#其实每个国家都有排外的表现、或许真的在疫情爆发初期有对我们国家有歧视，但冷静下来思考其实也是人之常情叭；但每个国家也都有温暖的人、可能是最近公务员类的文章看多了吧，外加最近又重看了点人类简史、真的觉得“人类共同体”不是个假大空的话题、好多时候就是需要各种思维混在一起才能有更好的解决办法。没有更文明更聪明、但我们是可以互相借鉴对策、互相帮扶的！希望一切都更好！ ,2020-03-17 00:43,0,0,0
IyW5FbLnB,西域哪吒,男,重庆,273,803,西域哪吒:新冠疫情过去了就这么过去了。这次造谣传谣、制造和散布恐慌造成几千人死亡的的各色大V却屁事都没有，就像啥事都没有发生一样，也没有人对它们进行追责。现在国内疫情进入尾声，公知继续在微博横行无忌，一些在疫情最吃紧时刻反水的所谓正能量大V也开始又装回他们的正能量了。这可要不得。如果这次我们中国就让它们这么mi过去了，养虎为患，下一次再遇到事儿，这伙人一定比这一次还狠，到那时我们中国真不一定遭得住哦。十七年来，中国这个乌烟瘴气的舆论环境可以说是一丁点儿都没改善。反正我是非常不乐观。 ,2020-03-17 00:43,0,0,0
IyW5EC1lN,9品带刀护卫,男,其他,471,10881,9品带刀护卫:# 美国警察教民众用树叶做厕纸# 美国俄勒冈州纽波特近日有民众买不到厕纸而报警求助。当地警察局周日（15日）在facebook发文，呼吁民众不要因为没有厕纸而报警，更提供多种替代品的建议供参考，例如报纸、抹布、厕纸筒、棉花球、树叶等。甚至直言即使没有警察救助、提供厕纸，“你还是可以生存的”，“不要打 911 ，我们不会带厕纸给你”，并教人用15种树叶制作厕纸。我要给美国警察差评，什么态度！#万众一心 百毒不侵##美国吹哨人爆料cdc刻意隐瞒疫情##美股开盘熔断# 原图 ,2020-03-17 00:43,0,0,0
