微博id,发布者昵称,发布者性别,发布者地区,发布者关注数,发布者粉丝数,微博正文,发布时间,点赞数,转发数,评论数
J0SKzaQgO,汤抚临,男,广东,5015,1173,汤抚临:香港电影发展史396英皇与古天乐公司合作10部港片~英皇电影宣布与古天乐成立的天下一电影合作，未来两年内将合作制作及发行共10部港产电影。在疫情防控期间，整个影视行业受到极大冲击，英皇与天下一合作的这10部港产电影，主要于香港取景以及聘用香港电影工作人员，以确保今次合作能够为香港电影业界带来实际支持，亦达到继续拓展香港电影业市场及发掘电影人才之效。同时，该10部影片涵盖惊悚、悬疑、爱情、喜剧等不同片种。双方已正式签订协议及正密锣紧鼓进行筹备工作，希望可以于下半年度开始拍摄制作。 ,2020-05-08 00:27,0,0,0
J0SJpoS18,老白捉邪馆,男,上海,880,1117,老白捉邪馆:其一，市场经济效应。可能是建国后三十年的计划经济带给中国人太多的思维和行为定势，即便是在目前所坚持的社会主义市场经济格局下，我们仍然能浓浓地感受到多种来自非市场的力量在经济活动中发生作用。一旦遭遇房市“泡沫”这种完全市场化激发出来的东西，我们会有一种排斥的本能，会直接给它戴上一顶“负面”、“坏”的帽子。实际上，“泡沫”在市场经济中完全是一种中性价值的表现，可以说，没有“泡沫”就没有市场经济。“泡沫”用另外一个更加平和的市场词汇来形容，就是“溢价”，这在资本市场上是极为正常普遍的现象，股市IPO都是溢价发行，都有市盈率，这就是股市的泡沫。问题不在泡沫本身，而在这个泡沫有多大，股价超出了股票内在的真实价值，就是不合理、不正常的高泡沫，房价超出了经济增长的合理水平、超出了供需之间的正常关系、迎合了超量货币的支撑，就是不合理、不正常的高泡沫，都蕴含了较高的风险，都面临泡沫的挤破问题。所以，我们首先要明白，房市泡沫是正常的市场现象，其次再看这个房市的泡沫是不是太高了，市场经济的责任就是保持房市泡沫的正常、合理存在，避免高泡沫引发高房价的现象发生。其二，危机屏蔽效应。房地产和房市本质上是区域性产业，和地方经济关系最为密切。同时房地产和房市又具有高度金融化特征，常常要受金融和资本市场的钳制。由此看来，在当前疫情危机下，国际上日益加大的金融风险似乎有可能传导到中国房地产和房市上来，给这个全球泡沫高企的中国巨无霸产业带来严重的危机。是这样吗？其实不是。一来中国房地产作为区域性产业，和国际同类产业并没有深切的共存共荣关系，二来中国目前的金融体系与国际金融体系之间仍然存在体制性的差异，中国的金融体系还设计了防止国际风险冲击的屏蔽性制度，这样，当国际金融风险试图向中国房市渗透时，会遭遇多重性的抵御，起到金融危机屏蔽的关键作用，这使得中国房市的泡沫大概率不会受到国际金融风险的直接冲击而导致破裂。其三，土地财政效应。中国的经济制度是公有制为主体，以往建设用地都是国有性质。国家和政府的财政收入中，卖地收入百分比占到20、30、40、50甚至一半以上，极为重要。房地产总量和价格不断上升（当然包含房市泡沫）的背后是中国国家财政的刚性需求。从某种意义上说，中国既往20年来宏观经济的快速上升，国家财政和民众收入水平的大幅提升，具有泡沫背景的房地产土地财政可谓功不可没，这是房地产和房市真实而坚挺存在的最大后盾。其四，稀释通胀效应。过去20年来，中国借助WTO，大力推进进出口贸易，换回大量出口外汇，在外汇管制制度下，形成大量外汇占款，央行留下外汇，形成高额外汇储备，同时以汇率水平支付企业同等人民币，这些货币一部分投入再生产，另一部分进入房地产和房市，形成物业资产。正是由于庞大的流动性进入房地产，形成事实上的房屋银行储蓄功能，才没有对消费市场造成巨量冲击，才大幅度稀释了市场通胀，也就是说，房市以房屋实物总量和价格泡沫坚实地对冲着中国巨大的消费商品和消费服务市场，使其价格难以出现快速拉升，导致其市场的相对平稳运行。房市泡沫的这项巨大功能未来在国家消费升级过程中将继续扮演难以替代的角色。 ,2020-05-08 00:24,0,0,0
J0SIEom3m,用户7352781645,男,甘肃,137,1,用户7352781645:今天又来写微博了看到她和闺蜜的朋友圈，才知道她复课了，今年过年到现在的疫情真的可以改变好多，刚开始还会去想如果是我和她一起度过这个艰难的疫情该有多好。慢慢到疫情都褪去了，我半夜看到她复课了，还祝贺她复课了。真的心里好像改变了很多，真真改变的自己是另一个她帮我的。在我看来，她很好很完美各方面优秀，又拥有大多数人羡慕的资本。而唯独在2020年义无反顾的来陪我，而所谓的义无反顾真的像是不顾一切，不顾别人的评价，不顾家人的反对，不顾以后如何就那样陪着我，一个刚被分手的人。曾经也许有个女孩也为我这样做过，但现在我也只能远远的看着她，甚至无法看着她。刚看到抖音里有一句话，放弃吧，你不舍得的人，会感受到你的不舍，而不想留下的人不会给你不想留下的机会，尊严是留给自己的。对啊，尊严是留给自己的，以前是爱情太满冲昏了头脑，现在的你有机会理清头脑为何又要用她来苦恼。人生路上不是只此一时的盛开，以后的路上会有万里飘香。最近的自己感觉慢慢变胖了，但是又有精神多了，可能夏天来了吧，走到户外去看看倏尔绿了的树，心情也好了很多，突生出想要让自己的时间变得充实起来，这回一定要坚持住啊，朋友 未来只有自己可期加油 ,2020-05-08 00:22,0,0,0
J0SIobygI,武汉视觉艺术研究,男,湖北,5441,584,武汉视觉艺术研究:【视觉空间】疫情追踪：#武汉视觉艺术研究# 【#美国感染新冠市长还原大量检测细节#】近日，#美国一市长称自己去年11月染新冠病毒#。在接受采访时，他详细讲述了自己的相关经历。他表示，去年自己病得很重，他认为不是流感。近期做常规体检时，他心血来潮做了新冠病毒抗体检测，结果医生吃惊地说“你的抗体检测呈阳性”。他并不惊讶，因为他相信去年11月就有了新冠病毒。更多检测细节↓ http://t.cn/A6ApEAgs 原图 ,2020-05-08 00:22,0,0,0
J0SHxv4Y8,你是我们生命的奇迹,男,山东,129,208,你是我们生命的奇迹:因为新冠疫情的缘故，宅在公寓的洋洋背诗词、画画、打游戏的水平越来越高，而且还get到一个新技能，手工制作纸板坦克，形似、较赞。大洋跟爸爸视频的时候特意调转摄像头让老爸欣赏他的坦克军团大会战，稍倾，便不无遗憾地对爸爸说：“再过一会，坦克大作战就不得不停止了！”爸爸忙问何故，大洋嬉皮笑脸地说：“再有一会啊，妈妈催我写作业的吐沫星子就像下雨一样到来了！”这小子，翻脸比翻书还快，刚才是谁夸妈妈是华籍美人，夸妈妈是Everest来着？！ ,2020-05-08 00:20,1,0,0
J0SHxxzII,Fractus免,女,其他,198,399,Fractus免:连Neiman Marcus都申请破产了，这一切突然真实了起来😱丝芙兰最近天天给我发邮件，估计日子也不好过，想确认一下我是否还会继续贡献消费力，毕竟疫情之前我也是一个随便哪个包里都能摸出10支口红的女人 斯坦福购物中心的Neiman经常搞周末新产品teatime，毕竟VIP名单基本就是硅谷最具影响力女性名单，大家也都乐于周末看看包试试鞋挑挑护肤品，顺便谈个生意，比打高尔夫球有意思多了 ,2020-05-08 00:20,1,0,0
J0SHltEQq,世面,男,北京,70,5188266,世面:【#靠近特朗普工作人员被紧急检测病毒# 媒体称总统情绪低落】5月7日，美媒称特朗普贴身随从经检测呈新冠病毒阳性，随后白宫证实该消息。该随从为美国海军成员，来自一支精锐部队，通常和特朗普及其家人密切接触。目前白宫声明称，在该随从确诊后，总统和副总统均接受检测，两人健康状况很好。知情人士表示此消息“惊动了白宫”。#聚焦新冠肺炎疫情# @新京报我们视频 http://t.cn/A6A0K4QJ ,2020-05-08 00:19,110,24,27
J0SHdbxcW,Jin金噢,女,湖南,225,134,Jin金噢:辅导员发通知不开学了我好难想拍毕业照想最后一个学期和大学同学吃个饭散伙，更想拿东西，学校才开茶颜悦色都没能去喝，本来计划这个学期和狗屎坨好好呆一段时间把长沙在玩一遍，还发现自己长沙都很多地方没有逛遍！狗屎疫情！农大为啥不敢开学？？？连围墙都修了为嘛子不让我们开学？？？淦！ http://t.cn/R2WxRdx 显示地图 [组图共2张] 原图 ,2020-05-08 00:19,0,0,9
J0SGji49C,狙击手伍德,男,天津,389,172875,狙击手伍德:【中行原油宝小伙伴：南方易方达嘉实等7只原油类QDII单月跌30%】5月7日讯   从2020年初开始，疫情、全球股市大跌以及国际油价剧烈波动等黑天鹅戏码接连上演，但与之相比，负油价令中国银行原油宝穿仓事件无疑是其中的一场重头戏，吸引了众多投资者目光。一夜间，投资了原油宝的投资者不仅本金完全亏光，更倒欠银行不少钱。其实纵观其他投资原油的产品，今年以来的遭遇也没好到哪去。#财经#  http://t.cn/A6AC5ZgH ,2020-05-08 00:17,3,0,0
J0SFUtu7k,森森森呀,女,北京,434,143,森森森呀:今天  好久不联系的前同事发来微信  你还在XX公司呢  我看到你们公司在招人   岗位怎么样啊。。。聊聊她的这一年，聊聊我的这一年，我本以为自己很不幸了，跳槽后一直受到领导和公司的折磨，但是对比之下我对她更是同情。来北京一年半  换了两份工作   现在已经不敢轻易跳槽，只求稳定，可是疫情之下想找到稳定的公司和岗位又谈何容易，开始做了B站UP主，发了三个视频毫无水花，我看了看视频确实很用心的在拍视频，剪片子，怎么说呢 ，小火靠捧大火靠命应该在up主这里也是对的吧。。。相比之下自己在北京的这六年确实还算顺利，从毕业到工作，相对顺利，虽然有些波折但好在都挺过来了，北漂不易，我目睹了周围的小伙伴一个一个离开了北京回到了家乡。。虽然回家依然会面临工作问题但是至少剩下的钱多了。也不知道自己能靠着幸运在北京呆多久，希望周围的小伙伴和自己都能享受自己选择的生活吧#北漂##深夜的胡言乱语# http://t.cn/ELT0hke 显示地图 ,2020-05-08 00:16,1,0,0
