微博id,发布者昵称,发布者性别,发布者地区,发布者关注数,发布者粉丝数,微博正文,发布时间,点赞数,转发数,评论数
IsHB67tZ3,拖拉咪不是猪崽,女,吉林,122,65,拖拉咪不是猪崽:不出意外的又失眠了今天是没人疼没人爱的二十岁的第一天希望可以好好过完这一年 还能看见二十一岁希望疫情早一点过去可以去看我的小猫咪希望可以睡个好觉就自己给自己画个饼这个二十岁  不会快乐  ,2020-02-05 00:48,1,0,2
IsHvafDSa,新京报我们视频,男,北京,960,13134688,新京报我们视频:【小区因疫情采取封闭式管理 #杭州住户网上寻临时铲屎官#】2月4日起，杭州升级疫情防控举措，全市所有小区实行封闭式管理，不少未能返回小区的外地租户上网寻找邻居，帮忙喂养猫狗等宠物。租住在余杭区瑞城花园的王恩华，暂时无法返浙，于是加入了一个“猫狗救助群”，找人帮忙给两只猫喂食。#聚焦新型肺炎#http://t.cn/A6P8Dt3U ,2020-02-05 00:33,159,19,24
IsHtGD5ZR,今天看cpa了吗,女,浙江,203,1254,今天看cpa了吗:#疫情打破了你哪些计划##疫情打破了你哪些计划#见想见的人，和好朋友一起玩耍聊天好好聚聚。谈谈最近，谈谈未来。还有我的短途小旅游。莫名的焦虑，烦躁想上班又不想上班，不想当一条咸鱼。毕业一堆事情堆积。毕业前的焦虑，踏入社会的焦虑，论文的焦虑 希望这一切都快点好起来 http://t.cn/A6P8ej5u ,2020-02-05 00:29,4,0,1
IsHtBl46H,HERMES的小窝,男,天津,10709,162043,HERMES的小窝:#最新疫情地图#新闻回顾，看一看长江日报记者拍摄的万家宴空前盛况！1月18号的百步亭万家宴到今天，整整18天！ #武汉过年事儿#18日，武汉百步亭社区第20届“万家宴”开席。从“百家宴”到“千家宴”，再到“万家宴”，武汉百步亭社区创办的新年活动已经成为社区居民的传统节日，如今已连续举办20届。居民参与人数越来越多，参与热情越来越高涨，街坊邻里齐上阵，以菜交友重拾邻里温情。 [组图共3张] 原图 ,2020-02-05 00:29,9,1,11
IsHtuvMTt,茉莉花卡卡酱,女,江苏,7055,7317,茉莉花卡卡酱:座椅套最适合那些喜欢随时变换设计风格的人，白色或淡蓝色格子花纹布，你可以多准备几套备用。白色花瓶上的细微螺旋花纹暗示着现代情调的存在。纱帘前悬挂的圆环帘借用了六十年代的嬉皮风，展现了成人世界内心的俏皮心理。 #疫情流行期不办大型聚集性活动考试#       #疫情流行期不办大型聚集性活动考试# 原图 ,2020-02-05 00:29,0,0,8
IsHtrxLEX,抚州日报,女,江西,316,191150,抚州日报:【屡劝不听 高新区强制隔离一居家医学观察对象】#联防联控江西在行动# 2月3日，作为居家医学观察对象本应在家自我隔离，却屡屡不停劝阻，多次室外逗留，最终被采取强制隔离措施。据悉，张某因1月30日在家宴请从武汉返回人员（外孙女丁某一家），钟岭街道工作人员在接到消息后，第一时间来到其家中，把丁某一家劝返（丁某夫妇已实施隔离观察），并对张某一家进行疫情防控宣传教育，要求其在家进行居家隔离14天。期间，对其实施每日两次测体温以及健康状况报告登记制度，并安排村干部做好联系服务工作。但居家医学观察期间，张某不听街道干部及工作人员等人的劝导，多次出门在室外逗留。2月3日下午，钟岭街道疫情防控工作小组根据疫情防控需要和有关条令对张某采取了强制隔离措施。 原图 ,2020-02-05 00:29,4,0,1
IsHtpwRCj,只言片语冷彻骨,女,内蒙古,401,149,只言片语冷彻骨:#内蒙古40余人防疫不力被通报#看到家乡的名字就想说一句了，我们阿拉善盟是目前内蒙所有盟市里唯一一片净土了。这几天我们这边的管控也特别严，物业和公务员轮班在各个小区门口守门，进入人员一律登记核查身份证，非本小区车辆一律不许入内，楼道喷洒消毒水，街上基本没有开门的店。也是看了这条新闻才知道，疫情还没到呢，处分就已经下来了，对阿盟政府的执行力度有了新的认识！愿天佑阿拉善！天佑中华！ 原图 ,2020-02-05 00:29,1,0,0
IsHtn7pzl,无休止的歌唱,女,其他,886,168,无休止的歌唱:如果没有疫情，这原本是个温柔的春天。春风和煦，春水初生，我们在阳光下行走，看山川湖海、品风月同天。       如果没有疫情，这原本是个蓬勃的春天。一年之际在于春，舒活舒活筋骨，抖擞抖擞精神，各做各的一份事。       很可惜，2020无法重启，不通医术的我们，最多能做的就是宅在家，不聚集、不出游，不焦、不躁、不添乱。       今天，我们推荐10本中国最美的书。愿你也把生活中寂寞的时光，换... http://t.cn/A6P8eKFK 原图 ,2020-02-05 00:29,0,0,0
IsHtegRS3,Amy-Zdq,女,北京,78,134,Amy-Zdq:抖音里最喜欢看的几个内容：1:美景2:走心文案3:好听的翻唱最讨厌的内容：1:别人的人生 因为跟我没毛关系2:别人的故事 因为我没参与3:卖产品 因为超市里什么都有4:装B摆阔 不羡慕不嫉妒 只因为人外有人 天外有天 很无聊等疫情结束🔚一定要去美丽的地方旅行✈️因为刚好春暖花开以后在旅行应该放慢速度 好好欣赏…… http://t.cn/A6P8eaLR ,2020-02-05 00:28,4,0,5
IsHt6hDXd,特蕾西SAer,女,浙江,116,373,特蕾西SAer:#studyaccount[超话]##studywithme[超话]##Tracy’s daily# 2020.2.2-2020.2.4请你抓紧剩余的时间。▪️调整作息，静下心来，不浪费时间和机会。▪️说实话，一个被别人落下一大截的人，可以说迫在眉睫了，还总是赖床睡懒觉真的很不该。状态极差…又不肯付诸行动…▪️其实疫情对我而言更是一次超车的机会，真的要好好把握才是。▪️不知道为什么，怎么都做不到像12月备战六级一样的状态。▪️阅读题明明做的很流畅，看上去也很简单，但就是会失分。▪️总感觉每天背了一部分剩下的就会记不住了，实际，懒。 [组图共9张] 原图 ,2020-02-05 00:28,1,0,2
