微博id,发布者昵称,发布者性别,发布者地区,发布者关注数,发布者粉丝数,微博正文,发布时间,点赞数,转发数,评论数
IAiXJyMIa,正义南康,男,江西,1065,30386,正义南康:【 #汶川地震获救女孩奔赴抗疫一线# 】12年前的汶川大地震，17岁的刘佳被救援官兵从废墟中救了出来，从此她许下心愿：长大后，也要像解放军一样，帮助更多的人。如今已经成为军队医院文职人员的她，在疫情发生后，主动请缨，奔赴抗疫一线。（中国军视网）#打赢疫情防控阻击战# http://t.cn/A6ZzdNI0 ,2020/3/26 0:47,3,0,0
IAiX3iy4N,土豆菜茎录,男,河南,123,19508,"土豆菜茎录:#土豆实事[超话]#东京奥运会将会推迟到2021年举行#资讯##日本##奥运会# 国际奥委会北京时间3月24日官宣,东京奥运会延期至2021年举办。受新型冠状病毒肺炎全球疫情影响，日本首相安倍晋三与国际奥委会主席巴赫达成--致，东京奥运会确定推迟至2021年举办，最晚不超过2021年夏天。这将是现代奥林匹克运动历史，上第一届被推迟的奥运会。安倍晋三3月24日晚在与国际奥委会(I0C) 主席巴赫的电话会谈中商定，考虑到参赛选手的准备时间等问题，确定了东京奥运会延期一年左右的提案方针。随后，国际奥委会和东京奥组委发布联合声明称，根据世卫组织当天提供的信息，在东京举行的第32届奥运会必须重新安排到2020年以后，但不得晚于2021年夏天，这是为了保护运动员以及与奥运相关的国际社会每个人的健康。巴赫和安倍表示，在这个动荡的时期，东京奥运会能成为世界的希望灯塔,奥运圣火能成为当前世界所处的“隧道尽头的曙光”。因此，双方同意奥运圣火留在日本。双方还同意，本届赛事的名称依旧为“东京2020年奥运会和残奥会”。安倍晋三在电话会谈后的记者会上表示，日方提议考虑推迟东京奥运会大约一年，以使运动员能在最佳状态下比赛，同时让观众更安心、更安全地观赛。对此,巴赫100%同意。同时安倍也敦促巴赫尽快就东京奥运会举办前景做出决定。围绕东京奥运会及残奥会，日本首相安倍晋三3月24日晚在与国际奥委会东京奥组委理事高桥治之认为，延期一年举办的方案过于乐观，因为疫情有可能进一步扩大，一年后世界范围内疫情未必能完全结束，届时如果再次延期会非常困难，因此，他建议奥运会延期两年举.行，因为2021年的重大赛事安排基本已经确定，赛程上会容易发生冲突，两年后更方便安排。      据悉，国际奥委会执委会将马上召开紧急执委会会议，讨论延期举办东京奥运.会事宜。东京奥运会延期至2021年举办，这将是奥运会124年历史上首次在单数年举办。自1896年首届奥运会在雅典举办以来，除了1916、1940、 1944三届.奥运会因战争原因停办之外，其余的奥运.会均按照四年一届的规律如期举办，本届东京奥运会将是历史.上第32届奥运会。 [组图共3张] 原图 ",2020/3/26 0:46,0,0,0
IAiWx5R7s,牛牛与棚棚,男,四川,3165,321,牛牛与棚棚:【严防境外输入！看成都对上万名入境人员如何实施全程管控】“3月17日、19日、20日、21日，我市分别新增1例境外输入新冠肺炎确诊病例。 3月23日、24日分别新增2例境外输入新冠肺炎确诊病例。”3月25日，四川省政府新闻办举行第19场新闻发布会。会上，省卫生健康委党组成员、副主任宋世贵强调：“当前疫情防控工作的重中之重是严防境外输入。”截至3月24日9时，成都共设立82个集中隔离点，共管控从成都口岸直接入境航班和涉及从其他口岸入境后转乘国内航班抵蓉乘客航班500多个，管理和服务10766名乘客（其中，外籍1113名）。如何在每日上千入境人员中准确排查出感染者？这支由卫健、海关、边检、交通、公安、文旅、外事、口岸、机场等部门组成的2300余人的防疫队伍，每日轮转，承担着这一艰巨任务。http://t.cn/A6ZzupAz ,2020/3/26 0:44,1,0,0
IAiVOtwNg,烟雨楼百年孤独,男,浙江,2772,438541,烟雨楼百年孤独:【#中国留学生吴芃#每天更新英国疫情数据图成网红，获下议院议员等人关注】近日，中国留英学生吴芃因每天坚持在推特上发布英国的疫情数据增长图表，获得众多英国民众称赞。3月24日，英国《约克郡邮报》对吴芃进行了专访。吴芃在英国仅有115例新冠肺炎确诊病例时就开始每天发布疫情数据，鼓励民众积极应对。许多英国民众在推文下面作出“等待吴芃的更新”、“吴芃应该当首相”等评论。英国下议院议员、医疗系统工作人员也都关注了吴芃的推特。http://t.cn/A6Z7VAwf ,2020/3/26 0:43,0,0,1
IAiVr9VCZ,萧萧木叶27,女,宁夏,464,225,萧萧木叶27:#刺激战场兔兔[超话]#[兔子]#刺激战场兔兔[超话]#2.11—3.26，掰着指头算了一下，45天吧，也多少算兔兔老粉了，爱你每一天，第一次每天雷打不动看直播，第一次抖音充钱加粉丝团刷礼物，第一次关注微博超话还发帖，爱兔兔没道理，小姐姐们做的照片视频太多漂亮美少女了，私心希望兔兔能单独看到我，等疫情结束后，选个风和日丽的日子，我们来场粉丝面基会吧，到时候记得带好各自的旺仔呀！不知道乱七八糟选了些啥图，将就着看呗 http://t.cn/RD4oBMy 显示地图 [组图共9张] 原图 ,2020/3/26 0:42,6,0,0
IAiVotjsN,歪着老公,男,其他,109,15,歪着老公:发生的太多的事情让我一下子懵了今晚有人点醒我，希望是点心一年半之前，我当时做了一个决定，等我这个难关闯过去了，谁给的糖我都不吃疫情，小姑去世，店铺又装修，员工无情各种事情接踵而来，根本不顾我能否接受生活不就是这样吗无论我遇到什么事，有什么事，他都陪着我，我庆幸我没有选择错……但是这样的温柔乡也确实让我以前的狼性完全消失了我的所谓的自信，我所谓的血性全部都消磨殆尽后留下来的……就是深夜的反思再让我蜕变一次吧，我想变得更好最起码在灾难和困难面前我可以不再害怕，担心和睡不好，我也想泰山崩于前，稳定自若，但是我所承受的只有我自己懂 http://t.cn/z8LuTqi 显示地图 原图 ,2020/3/26 0:41,0,0,0
IAiVlfEwu,史丹利澳門,男,澳门,1403,93231,史丹利澳門:【兩岸】華航長榮職員確診　台立委憂成防疫缺口全球新冠肺炎疫情嚴峻，飛機機艙成為病毒傳播的高危地點。台灣早前傳出有機師確診，台交通部次長王國材3月25日證實涉事機師為2名華航貨機機師，正向航空公司了解情況。台灣的中央流行疫情指揮中心事後再度證實，另有兩名長榮空服員確診。立法院交通委員會當日審查交通部函送轄下單位年度預算案時，立委邱顯智引述媒體報道稱，有台灣機師感染新冠肺炎，問王國材是否知道。王國材回答，目前知有2名機師受感染。邱顯示又表示，聽聞有其他航空公司傳簡訊給員工，通知有組員確診新冠肺炎，要求員工進行居家隔離，追問王國材是否除華航以外，有其他航空公司的機組人員確診，擔心成為台灣防疫缺口。王國材則回應，「現在沒有」。邱其後受訪稱，長榮航空有空服員3月24日接獲公司通知有機組人員確診，要求居家隔離至3月29日。王國材稱，目前已知的受感染機師，據了解是貨機的機組人員。交通部已向華航了解機師過去在外站的情況，料華航將提交報告，之後交通部會將進行研究，如有漏洞盡快彌補。他又表示，針對貨機機組人員於疫情期間到外地工作，航空公司有標準作業程序，如到外地要經專用進出通道，機組人員不能外出並留在旅館，回台後要求也類似。針對是否有機組人員感染新冠肺炎，長榮航空回應稱不對個案作任何評論，一切由疫情指揮中心對外回應。另外，指揮中心發言人莊人祥表示，目前從事航空從業人員共有4名確診，包括兩名華航機師和兩名長榮空服員。確診的空服員3月16日返回台灣，3月22日發病，入院隔離治療檢測後確診，目前空服員的8名家人和朋友正接受家居隔離。 ,2020/3/26 0:41,0,0,0
IAiVe6XNI,senryokyo,女,海外,385,2062,senryokyo:darkness达克妮斯 自然眉形首选新型眉笔🖊之前有用过几次眉笔 但是总结款 不是很好用就一直没再入过 疫情眼看就要过去了而且天气越来越暖和 不打扮打扮 对自己多用用心 总觉得对不起好不容易得来的复工开课😂因为我眉形比较特殊 而且眉毛厚 能找到一个适合自己的眉笔 一直都是个难题😂这款达克妮斯darkness 适合任何眉毛而且🚩不会结块的新型软笔 不仅色系多 用起来方便 颜色也很自然❤️本身我就喜欢咖啡色☕️因为咖色看起来高档 欧美一次入了四个不同的咖色！真的是🈶️太多可选性了根据涂抹的次数 轻重颜色也都有稍稍的变话一端是笔 另一端还贴心的带个刷子简直不能再好用了 而且价格也很划算！合理一次入4⃣️个也没压力～很适合经常用眉笔而且费眉笔的姐妹👭们～@gcscchina#适合任何眉毛 ##达克妮斯##darkness ##不会结块的新型软笔 #打造自然眉形 ##色鲜明##gcscchina# http://t.cn/AigLHkDX 显示地图 [组图共7张] 原图 ,2020/3/26 0:41,1,0,0
IAiUCkdY9,931郑州经济广播,男,河南,583,335063,931郑州经济广播:【普京发表全国电视讲话：推迟对宪法修正案的投票，宣布俄罗斯下周不工作】当地时间25日，俄罗斯总统普京，就新冠肺炎疫情向全国民众发表电视讲话。普京宣布推迟对宪法修正案的投票（原定于4月22日对宪法修正案进行全民公投），普京还宣布，下周对于俄罗斯民众来说是“不工作周”，但工资保持不变。http://t.cn/A6ZzoV46 ,2020/3/26 0:40,1,0,0
IAiUBFQnr,zaf77,女,上海,2537,220,zaf77:#红星评论#【五道防线“严防境外输入病例” ，不怕、不慌、有信心】3月24日，成都新增2例境外输入新冠肺炎确诊病例。看待病毒，需要科学理性，对疫情防控，同样需要科学理性。“零增长”是市民期待，也是政府关切，但不能为了“卷面”的好看就瞒报缓报，对新增病例的及时公告，说明这个地方的疫情信息是公开透明的。目前，成都为新冠病毒的防控，布局了五道防线。对疫情，绝对不能盲目乐观。道道防线的“围追堵截”，是对人心的最大安抚，也是城市恢复正常运行的必须保障。http://t.cn/A6ZzB7mW ,2020/3/26 0:40,0,0,0
