微博id,发布者昵称,发布者性别,发布者地区,发布者关注数,发布者粉丝数,微博正文,发布时间,点赞数,转发数,评论数
IFgAB35ly,月湖发布,男,江西,109,1482,月湖发布:#决胜全面小康，决战脱贫攻坚# 、#爱心守望情暖赣鄱#、#抗击疫情江西在行动#“强服务”“抢市场”“创订单”——疫情下的江西外贸“突围战”一季度，江西外贸进出口增速跃居全国第一；民营企业显示出更强的抗风险能力和企业活力；跨境电商、直播带货、数字展贸平台等呈现勃勃生机……面对境外疫情扩散蔓延对江西经济产生的不利影响，江西各地各企业通过“强服务”“抢市场”“创订单”等举措，展开了一场外贸“突围战”，牢牢稳住外贸外资基本盘。http://t.cn/A6Ahxmfh ,2020/4/27 15:56,0,0,0
IFgAAaKeX,六安人论坛官网,男,安徽,1259,268454,六安人论坛官网:【安徽省最新通知！扩大核酸检测范围！】4月25日，省新冠肺炎疫情防控应急综合指挥部办公室印发《通知》，提出在疫情防控常态化条件下推进全面复工复产。《通知》要求严格执行防控指南。压实地方和单位疫情防控主体责任，严格落实《全国不同风险地区企事业单位复工复产疫情防控措施指南》等要求，及时梳理、完善前期疫情防控时采取的与目前恢复生产生活秩序不相适应的应急措施，因地制宜调整优化复工复产复商复市中的防控措施，在疫情防控常态化前提下，有力有序推动复工复产提速扩面。http://t.cn/A6A7TrMp [组图共3张] 原图 ,2020/4/27 15:56,0,0,0
IFgAziMw3,M下雨天不打伞Y617,女,山东,117,41,M下雨天不打伞Y617:2020考研 线上复试，你准备好了吗？？由于疫情原因，2020届的研究生初试成绩推迟公布，所以复试也相应推迟，同为本届考生的我也很慌乱。教育部发通知五月前高校不得开展复试工作，并且可以进行网上复试。网上复试需要自己准备设备 场地 灯光等可能会分散注意力，不能全身心的准备复试，现在我联系了一个机构，可以提供场地（目前场地在山东临沂），设备以及灯光，如果有需要的可以先联系我，我去和那边老师沟通。祝愿大家心想事成，在不平凡的2020年成为一名优秀的研究生。 ,2020/4/27 15:56,0,0,0
IFgAsujsM,平安巫山,男,重庆,234,2670,平安巫山:#百万警进千万家# #复工复产# 【巫山公安深入复工复产企业开展消防安全检查】为全面做好企业复工复产后的消防安全工作，巫山县公安局巫峡派出所紧密围绕业务职能，深入辖区复工复产企业开展消防安全检查和疫情防控知识、消防安全知识培训工作，切实加强企业安全管理，防止安全事故发生，为企业复工复产保驾护航。@平安重庆 @重庆长安网 @重庆法制报 [组图共3张] 原图 ,2020/4/27 15:56,0,1,1
IFgAbn08A,新易元,男,四川,84,52,新易元:#私立小学优选：有种温暖叫“蓝宝”，有种品质叫“蓝外”# 疫情期间，一年级、二年级、三年级、四年级“蓝宝”们，观看了学生发展中心精心录制的微课，被逆行者们的精神所打动，有小朋友都激动哭了，纷纷通过多种形式的作品，表达自己内心最真实、纯粹的感情，向抗疫英雄们致敬！详情查看：http://t.cn/A6A7jt7x ,2020/4/27 15:55,0,0,0
IFgzZzfbS,FM968重庆之声,男,重庆,255,144976,FM968重庆之声:【耿直！疫情中“仗义出手”的重庆，让乌克兰总理、韩国首尔市市长由衷“点赞”】重庆之声4月27日讯 新冠肺炎疫情全球多点爆发以来，我市认真贯彻中央部署要求，在力所能及范围内积极开展对外援助与合作，为多国及国际友好城市提供有力支持，加深了有关国家、城市人民对中国人民、重庆人民的友好感情。 3月11日，我市向韩国友好城市发送了第一批对外援助物资，口罩3.5万个，价值85.3万元；3月19日向韩国、意大利、伊朗及其友好城市发送了第二批对外援助物资，口罩47万个，价值495.83万元。此后，我市又向新加坡、柬埔寨、老挝、缅甸、菲律宾、越南、巴基斯坦、印度、孟加拉国、印度尼西亚、马来西亚、白俄罗斯、斯洛文尼亚、塞尔维亚、乌克兰、亚美尼亚、葡萄牙、西班牙、埃塞俄比亚、乌拉圭、美国、哥斯达黎加、阿根廷、哥伦比亚、厄瓜多尔、巴西等26个国家及其友好城市和上海合作组织秘书处及其成员国，捐赠口罩133.74万个、防护服9757套、核酸检测试剂盒6500套、医用检查手套8万双、医用外科手套2万双等医疗防护物资，价值1458.17万元。目前，我市正计划为美国、墨西哥、巴拿马、智利、古巴、日本、新加坡、泰国、德国、法国、比利时、罗马尼亚、肯尼亚、乍得、阿尔及利亚、纳米比亚、埃及等17个国家及其友好城市，捐赠口罩125.1万个、防护服10600套、隔离服8300套、医用外科手套9.5万双，价值约630万元。同时，我市还毫无保留的与有关国家及国际友好城市分享防控诊疗经验。根据外交部的统筹安排，我市负责同乌克兰、亚美尼亚、白俄罗斯三国不定期举行疫情防控交流视频会，分享疫情防控诊疗经验。随着疫情加剧，匈牙利、巴西利亚联邦区和巴西东北部州、美国加利福尼亚州萨克拉门托市先后向我市提出举行疫情防控交流视频会的紧急请求。经外交部同意，在外交部有关司局和我驻外大使馆指导下，我市先后与乌克兰、亚美尼亚、匈牙利、巴西利亚联邦区和巴西东北部州举行4场疫情防控交流视频会，乌克兰总理、卫生部长，亚美尼亚卫生部副部长，匈牙利人力资源部国务秘书，巴西利亚联邦区外办主任等分别出席交流会，中外双方医疗专家开展深入防疫交流。我市与美国加利福尼亚州萨克拉门托市举行疫情防控交流会事宜已报经外交部同意，将于北京时间4月29日展开。我市在各国抗疫关键时期给予的友好与支援，得到了外方热情回应和积极评价，在国内外产生了广泛积极反响。韩国、伊朗、意大利、西班牙、斯洛文尼亚、亚美尼亚、越南、厄瓜多尔等8个国家的外交部、驻华使领馆、友好城市及其负责人先后向我市发来15封感谢信，乌克兰、亚美尼亚、匈牙利、巴西利亚联邦对我市分享抗疫经验给予高度评价。乌克兰总理什梅加尔表示“感谢重庆专家及时分享抗疫经验，这些经验很珍贵，能够让我们不走或少走弯路”。韩国首尔市市长朴元淳表示，“重庆人民所给予的诚挚慰问及仁义善举，让首尔全市市民深受感动，充分体现了比邻而居的韩国与中国、首尔与重庆的友谊深厚。期待经过共同战疫，共克时艰，两地友好关系及交流合作更上一层楼！”伊朗驻华大使馆表示，“使馆高度认可中方在如此艰难的情况下给予的支持，两国的友谊和战略合作关系将进一步发展”。意大利驻重庆总领事馆表示，“患难见真情。在这段艰难的时期，意大利驻重庆总领事馆诚挚地向重庆市人民政府致以由衷的感谢，谢谢贵方的支持与帮助，与我们并肩作战，我们坚信疫情终将被克服，意大利与重庆的友好关系也会更进一步”。 ,2020/4/27 15:55,0,0,0
IFgzRznBt,雪snow如,女,广东,652,252,雪snow如:#飞猪让天下生意难做#因疫情影响，千千万万旅游从业人员待业在家处理售后，没有一分收入。国内疫情发生初期，飞猪未与商家协商，单方面承诺飞猪将给游客1月23日-2月8日出行期间的全额退款，实际全部为强制商家退款。商家早就垫付了款项，等着客人出游以后确认收货，才能回笼资金。疫情中的客人没出游，商家要求按照央视发出和旅游法规，按照1.24为时间节点以不可抗力因素进行处理，与客人协商处理改期或按照实际损失后的余款退款。然而飞猪欺骗并强制商家优先无条件退款，后续将兜底负责商家实际损失。1月底4月期间，飞猪一直推诿扯皮不负责，直到4月底，飞猪大规模拒绝商家合理的理赔凭证，拒不承担公告所提的兜底理赔责任！国外疫情那么严重，放眼望去，今年的旅游行业不知何时可恢复，旅游从业人员该何去何从，在如此艰难的境况下飞猪为何还要让千千万万个旅行社垫款，还迟迟不退回旅行社的损失？飞猪每一笔强制退给客户的费用都是在吃人血馒头！客人得到的每一分钱，都是来自商家的平台垫付，并非飞猪公司的资金，飞猪拿商家的钱，赚取自己的好名声，并且提高了2020年商家佣金。千千万万背后的从业人员以及家庭深受其害！现在的旅游人背靠三座大山：1.境外供应不退款，2.飞猪强制商家退款说是自己退给客人的，不对商家履行兜底承诺，3.旅行社开门营业没有收入，只有退款和各种硬性支出。已经撑了快半年，如果飞猪再不退款给商家，将有多少人员失业，多少家庭破碎？ ,2020/4/27 15:54,4,0,0
IFgzRxwlt,唐朝好医生,男,浙江,95,206,唐朝好医生:#中医# 怎么看#失眠# ？#新型冠状病毒# 感染疫情期间，很多人都出现了失眠，为什么会这样呢。中医很重视#天人合一# ，白天日出阳光普照大地，属阳，晚上日落而月悬于空属阴，人日出而作，白天阳盛，晚上日落而息阴盛。#阴阳# 互体，阴阳化育，阴阳对立，阴阳同根。阳主动，人清醒状态是属阳的，阴主静，睡眠状态是属阴的，晚上人体的阳气收敛起来，正常地藏到阴血里面，人就睡着了，如果人的阳气太盛，或者阴血太虚，阳气没有正常的全部藏进阴血里，被阴血制约，那么人就失眠了。在疫情期间，全国人民都隔离在家里面，我们活动比正常工作情况下少了很多，其本质是消耗的阳气少了，阳气过剩了，到了晚上不能被阴血制约而藏起来，那么就失眠了。 http://t.cn/zRGLA8u 显示地图 原图 ,2020/4/27 15:54,1,1,2
IFgzNs9JA,鄢雨潇,女,其他,482,46,鄢雨潇:整理东西又看到科幻小说诺亚方舟里，主要负责人的话，说知识应该是免费的，大家都可以获取的，这样才能更快地进步。所谓的付费阅读，只是有些人为了圈地赚钱而发明出来的。这次新冠疫情，相关的论文就是免费的。免费共享确实是有益于发展的。可是很难达成一致，并一直保持免费共享的状态。如果有人背叛，长期来看当然是有损群体利益的，但短期内背叛者可以获得利益。这个利益有时候甚至是巨大的。而人的生命是有限的，个体本来就只有短短的时间，从人性自私的角度，要谋求个人利益的最大化，做个背叛者好像就很自然了。但把自己拥有的共享出去的同时，享受其他人的付出，获得更多的知识，于个体又是有利的。囚徒困境这个模型太经典了。#碎碎不成章# ,2020/4/27 15:54,0,0,0
IFgzImZFc,进贤那些事,男,江西,59,26,进贤那些事:【进贤县开展疫情防控专项督察】为巩固新冠肺炎疫情防控工作成效，进一步加强新冠肺炎疫情防控期间发热门诊管理工作，进贤县卫生健康委迅速从县人民医院抽调院感专家，成立发热门诊督查组，开展对全县医疗机构发热门诊工作管理，指导发热门诊建设及帮助解决管理中存在的问题和困难。近日，督查组 http://t.cn/A6A7TCK0 ,2020/4/27 15:54,0,0,0
