微博id,发布者昵称,发布者性别,发布者地区,发布者关注数,发布者粉丝数,微博正文,发布时间,点赞数,转发数,评论数
IruEc7w48,妃妃是小怪兽,男,其他,49,96,妃妃是小怪兽:【航天科技集团开展疫情防控工作】 1月21日，航天科技集团下发通知，要求各单位密切跟踪新型冠状病毒感染的肺炎疫情发展情况，严格按照属地部署，认真做好防控工作；做好相关健康宣教工作，提醒广大员工采取自我防护措施；密切关注本单位人员情况，落实疫情报告制度。1月22日，集团公司安全保障部门赴北京航天总医院现场调研了解疫情防控工作。1月23日，集团公司迅速贯彻落实国资委工作部署，再次印发通知，明确防控要求，以切实保护干部职工健康和安全，保证防范措施有力有效，为保障科研生产任务顺利进行营造良好环境。  Auther:中国航天科技集团 原图 ,2020/1/28 1:59,0,0,0
IruDLwNmE,williamzihua,男,北京,44,522,williamzihua:对疫情走向的详细分析（见长图）。结论：从1.23日计算 1. 湖北以外的地方2-4周疫情结束;  2. 武汉周边的城市，3-4周疫情结束;  3. 武汉市，3-6周疫情结束。 结束的意思是完全控制住，或不再有新增的确定感染着。 不要因最近几天数据增长的很快而慌，这些数据都是一周前感染的，只是因为潜伏期以及试剂不足的原因，最近集中确认显现而已。相信科学。 @李庄  [组图共5张] 原图 ,2020/1/28 1:58,147,216,150
IruDv1jcI,IVI_Y,女,福建,563,202,IVI_Y:希望明天一觉醒来，科比没有上飞机，武汉没有出现疫情。一切是梦一场。每天确诊的人数在增加，从几百到两千…什么时候可以终止。三次感觉离死亡那么近。第一次是爷爷过世，第二次是西藏，这算第三次。你不知道明天和意外哪个先来。22号倒计时的14天，这是一种“希望”。我们都期盼着，等冰雪融化，去武汉看樱花。期盼着，等疫情过去，摘下口罩，就去见想见的人。死亡并不可怕，也不惧怕。我总是相信自己命硬带福，给足自己勇气才能hold住一切。2020的开端，重伤了生活。还好有“逆行者”给了我们希望。不好的终将过去，也立马过去。幸福容不容易我不知道，但是拜托！一定要平安健康！每一个人！                                 写在二开头的最后一个年头里。 ,2020/1/28 1:58,3,0,0
IruDdie3v,安顺小人物,男,贵州,528,122169,安顺小人物:#安顺爆料# 【安顺市人民政府关于突发公共卫生事件一级响应实行社会管控措施的通告】为有效遏制新型冠状病毒感染的肺炎疫情扩散和蔓延，切实保障人民群众的身体健康和生命安全，根据贵州省人民政府决定启动突发公共卫生事件一级响应的公告，经研究，自1月28日起，依法实行最严格的科学防控措施。 http://t.cn/A6PMZR0p ,2020/1/28 1:57,11,0,3
IruD1rN5G,霍山微生活,男,安徽,65,453,霍山微生活:【抗击疫情丨项跃文、赵珞督查指导疫情防控工作】县委书记项跃文到高速公路霍山收费站以及部分乡镇督查新型冠状病毒感染肺炎疫情防控工作，看望慰问奋战在防控一线的工作人员。县委书记项跃文到高速公路霍山收费站以及部分乡镇督查新型冠状病毒感染肺炎疫情防控工作，看望慰问奋战在防控一线的工作人员。信息来源：霍山县融媒体中心 [组图共5张] 原图 ,2020/1/28 1:56,0,0,1
IruCCiTUA,半月谈APP,女,北京,60,47181,半月谈APP:#疫情联防联控实时播报#【#天津确诊病例累计增至23例#】记者从天津市疾控中心获悉，至1月27日22时23分，天津市新增1例新型冠状病毒感染的肺炎确诊病例，确诊病例增至23例。第23例患者陆某某，男，29岁，居住在河东区，近年在武汉工作，1月21日返回天津。目前其已转至海河医院治疗，生命体征平稳。（来源：央视新闻） 原图 ,2020/1/28 1:55,1,0,0
IruCAfPc4,余杭新热点,男,浙江,3222,1879,余杭新热点:#最新疫情地图##关注新型冠状病毒肺炎疫情# 【国内首台！浙江测序仪器驰援武汉 大大缩短检测时间！】 浙江杭州，余杭区良渚国际生命科技小镇，国内首台全自动二代测序建库仪即将发往湖北疾控中心。该仪器可实现全自动检测，将新型冠状病毒患者确诊时间缩减为18个小时，此前手工检测或需要几十个小时到一个星期。 http://t.cn/A6Pfy3KB ,2020/1/28 1:55,11,1,4
IruCs0yoI,努力打造成功,女,辽宁,199,55,努力打造成功:#沈阳记录#非典那年我在深圳 并不觉得害怕 因为那时我还是个孩子 如今 我每天担心的睡不着觉 是因为我有了孩子 全天下的父母都希望给孩子一片蓝天 可现实中 有很多的不如意 我也很想在这种情况下力所能及的做些什么 为这次疫情贡献出自己的绵薄之力 希望孩子将来能为祖国做出点贡献 弥补她妈心中的遗憾 全中国14亿人口 每个人做出一点点的改变 这样会对我们乃至我们得后代都会有意义的 勿以善小而不为  勿以恶小而为之 众心向善 祈祷这次疫情快点结束 每个人都健康平安 生命等价 不要再破坏大自然的平衡了 因为我们共同拥有着且只有唯一一个的地球 一旦毁坏严重 没有办法挽回和弥补 因为没有清除键 没有后退键 http://t.cn/RZgfYxp 显示地图 ,2020/1/28 1:55,3,0,0
IruBZDkYo,知河北,男,河北,259,116543,知河北:【抗击疫情，别让这几大谣言混淆视听！】针对微信群和朋友圈出现的各种新型冠状病毒感染的肺炎疫情防控的传言，26日专家解读这些均属谣言，希望大家不信谣、不传谣。谣言一：钟南山院士建议“全中国人民在家隔离两周”。广州医科大学附属第一医院相关负责人表示，钟南山院士从未提出“全中国人民在家隔离两周”的建议。但钟南山院士强调注意防护，早发现、早隔离，尽可能减少传播，减少出现“超级传播者”的概率。谣言二：钟南山院士已被传染新型冠状病毒。广州医科大学附属第一医院相关负责人介绍，25日早上，钟南山院士就已回到广州医科大学附属第一医院开展工作。谣言三：用淡盐水漱口可以预防新型冠状病毒。钟南山院士团队辟谣：盐水漱口有利于清洁口腔和咽喉，对于咽喉炎有帮助。但是新型冠状病毒侵犯的部位在呼吸道，漱口没有办法清洁呼吸道。其次，目前尚无任何研究结果提示盐水对新型冠状病毒有杀灭作用。谣言四：吃大剂量抗流感药能预防新型冠状病毒感染。有专家认为，目前没有循证医学证据表明抗流感药物如阿比多尔对于新型冠状病毒感染有预防作用，大剂量服用阿比多尔是有副作用的，特别要注意的是孕妇及哺乳期妇女、严重肾功能不全者一定要慎用此类药物。谣言五：喝酒可杀病毒。有专家表示，新型冠状病毒确实对酒精是不耐受的，酒精具有不错的消毒作用。但是人喝酒以后，酒精经过胃肠进入到血流当中，经过肝脏代谢排除掉。 http://t.cn/A6PIHJPs http://t.cn/A6PIHJPs ,2020/1/28 1:54,3,0,0
IrunXpF1N,老宋家de大千金,女,河北,62,182,老宋家de大千金:想在家里摆个台球桌，等疫情过去了，我觉得我也能在八球里做斯诺克了…  ,2020/1/28 1:19,0,0,0
