微博id,发布者昵称,发布者性别,发布者地区,发布者关注数,发布者粉丝数,微博正文,发布时间,点赞数,转发数,评论数
IxdVHh53i,江淮杂志,男,安徽,300,12543,江淮杂志:#江淮博报#  【#安徽打响清零战# 中科大“药方”纳入国家诊疗方案】3月5日，安徽省将治愈出院病例14例。继铜陵、六安、阜阳、蚌埠、安庆、滁州、宿州、黄山8市之后，淮北、宣城、 池州、亳州4市将实现“清零”。届时，全省在院确诊治疗病例仅剩14例。        因疗效明显，中科大团队基于“托珠单抗”免疫治疗方案纳入国家卫健委最新发布的《新型冠状病毒肺炎诊疗方案（试行第七版）》。3月4日上午，根据国家卫健委安排，中科大团队分别在合肥和武汉，通过视频对全国抗击新冠肺炎疫情的相关医生进行了培训。#众志成城安徽抗击肺炎# [组图共2张] 原图 ,2020-03-05 18:28,2,0,0
IxdVz2Omc,罕见病信息网,男,北京,893,20987,罕见病信息网:【#疫情#下#罕见病#群体之困：在家用切割机卸石膏，手术改期特效药暂停 | 关注】疫情带来的交通管制与感染风险，让罕见病患者们定下日程的手术向后推延，药物使用与寻找器官移植供体无法如期进行。14岁的小豪患有罕见病#成骨不全症#（#脆骨病#），去年12月在深圳接受髓内钉手术后，他回到湖北黄石家中，从腰部到脚掌被石膏牢牢包裹。今年1月24日，黄石“封城”，一个月后，到了拆除石膏的日期，梁雯与丈夫无法将其送往医院，只能自己动手。深圳零壹罕见骨病关爱中心负责人孙月向南都记者表示，疫情期间像小豪这样出现关节疼痛无法就医的例子并不少见，与她有联系的患者家庭中，已有6名孩子出现骨折等紧急情况。李文峰是一位#庞贝病#患者。去年，他的亲人凑出近40万为他买到半年量的特效药，按标准每两周使用一次。使用特效药需要医护人员严格按照说明配药，注射时包裹导管以避光且控制速度。以往每次使用，李文峰都需要到市里医院的神经内科住院两天。今年过年期间，李文峰原本初七就该用药，但抵抗力本来就比常人低下的他更不敢冒被感染的风险出门。家人只望在停药的这段时间里，他的病情继续保持稳定。冬天是许多#肺动脉高压#患者最为厌惧的季节。气温下降让血管更易收缩，呼吸更为困难。北京爱稀客肺动脉高压罕见病关爱中心负责人黄欢向南都记者表示，病情已加重至需要接受移植的肺动脉高压患者，需要接受医护人员的移植评估后才能开启排队的进程。而寻找供体本就需要大量时间和运气，“通常要等三个月甚至半年，如果是心肺联合移植可能要等一年左右。”如今，这一评估因疫情推迟，让危重患者们的未来更加不可预见......@南方都市报 @深圳市零壹罕见骨病专项基金 @庞贝氏罕见病关爱中心 @庞贝-Angel  @爱稀客 @爱稀客黄欢 @爱稀客李融 @爱稀客蓝唇  http://t.cn/A67Q8lh5 ,2020-03-05 18:27,1,0,0
IxdVswxA8,微理县,男,四川,91,3120,"微理县:【复工复产】理县通化乡村道改造修复项目有序复工 助力群众增收致富     近年来,随着理县大力实施乡村振兴战略,不断加大农业结构调整力度,积极推动特色产业发展。目前，青红脆李、羊肚菌等产业已然成为了通化乡三岔村和院子村两村村民主要收入来源。    但村级道路运输、承载能力已不能满足现实需要，严重影响着两村的经济产业发展。为改变这一现状，今年三岔村村两委积极向上争取项目资金用于村级道路改造修复，目前该项目已开始复工建设。    随着村级道路改造项目的顺利开工，项目部按照疫情防控工作要求，在全力推进项目建设的同时，加快建设进度，倒排工期，保证了项目的全面建设。    据通化乡三岔村二组长杨凤伦介绍，目前要进入羊肚菌出菌期了，项目建设也到了抢抓工期的关键时期，大家抓进度、保质量，保证羊肚菌等特色农副产品能及时运出去。    在推进项目建设过程中，三岔村村两委还就近邀请村民参加项目建设中，通过项目建设带动周边村民就业增收。村民杨勇说：“疫情期间工作不好找，但村里的项目也陆续复工，我们在家门口也能挣到钱了。”    据了解，目前改造修复道路项目正在有序推进，整个项目将于3月15日完工。项目完工后，将从根本上改变两村运输条件，切实解决村民出行难的问题，为产业振兴和增收致富提供有利保障。 ",2020-03-05 18:27,0,0,0
IxdVlp0ji,长歌弦浕思未央,女,山西,208,38,"长歌弦浕思未央:在这疫情期间，才深深感受到一张安静的书桌来之不易。任何职业都有其所要承担的社会责任,面对危机时,历史会选择愿意牺牲愿意奉献的职业去改变一座城,一个国家,一个民族,甚至全人类的命运,这些职业理应该受到人们的尊重。曾经历史选择过军人,消防员,科学家,教师,警察……现在历史选择了医生和护士。无论今后我所从事何种职业,都要努力让我的职业成为受人尊重的职业,也将永远对那些曾经被历史选中的职业怀有崇敬之心。作为鲁东大学食品工程学院的一名学子，我真诚地希望大家可以勤洗手勤消毒，注意卫生，团结起来取得这场战争的胜利，我们在鲁大校园再相逢。亲爱的祖国，快好起来吧。愿真心，正义，无畏，和同情，永在。 http://t.cn/Ryhp4O5 显示地图 ",2020-03-05 18:27,3,0,2
IxdVkxveo,记者王国忠,男,辽宁,387,1066,记者王国忠:【国网沈阳沈河分公司：疫情期间勇当电力的守护者】3月5日6时，国网沈河区供电分公司抢修班代理班长王冰准时走进了自己的“班车”等待着班组成员。这是他在疫情防控期间的一项新任务，早起接送班员。在他媳妇儿吕赛男的眼里，王冰最近过起日子太“不正经”，一个多月的时间里他总也不着家。但吕赛男理解他，知道他在忙这正经事……发布了头条文章：《国网沈阳沈河分公司：疫情期间勇当电力的守护者》  http://t.cn/A67Q8ac0 ,2020-03-05 18:27,0,0,0
IxdVhj7Y8,吉林黄金眼,男,吉林,2283,1329602,吉林黄金眼:#吉林政在说#【“疫”无反顾 志愿者践行“雷锋”精神】他是一名在校大学生这一刻，他正在疫情防控点为外来人员登记她是一名医务工作者这一刻，她正在火车站为入吉乘客测温他是一名退伍军人这一刻，他正在为工作人员送餐送水她是一名老党员这一刻，她正在社区楼道清理消杀……这一刻，疫情来袭他们是 “志愿者”他们就是我们身边的雷锋！ http://t.cn/A67Q8ikc ,2020-03-05 18:27,9,0,0
IxdVavcaI,Kafkaem,女,其他,26,47,Kafkaem:韩国人经过青岛，来到了日照隔离，再次见识了祖国对疫情的重视，全程派车接送，到达后严格检查，小区专人负责对接，小区负责人今天下午打了很多电话，所有人都在为疫情努力的样子，真的好酷啊…说实话，现在对于外国人，尤其是韩国人，来到自己的城市，真的有些抵触，还是希望大家安好疫情快点结束吧！！！ ,2020-03-05 18:26,0,0,0
IxdUWBtFG,上海滩小律师,男,上海,1027,895517,上海滩小律师:土豪与精英：如果不是这次疫情，武汉以外的人应该都不会知道湖北首富阎志。阎志这次的捐助堪比西汉的卜式。同样是湖北籍的企业家，相比于雷军，周鸿祎的生意版图在全国，阎志是不折不扣的武汉土豪。这次疫情阎志一口气捐了7家应急医院，3家方舱医院，5架飞机的物资，这样的捐助已经不是一般意义上的捐赠了，而是誓与武汉共存亡，不禁让人想到了西汉的卜式。而且从阎志的生意版图上看，他也该这么做，这位铺王的主要生意就是商业地产，如果疫情一直持续下去，没人愿意出门，商业地产一文不值，租金根本收不到，只有武汉挺过去，阎志的资产才有价值，资产的估值来自于人民的信心。作为武汉的首富他必须作出表率，有这样的企业家存在，那其他省份的人才会对武汉有信心，知道出现危机，你们这儿的土豪不会逃，那这片土地就有投资价值。中国古代有义利之辨，站在土豪的高度看问题，义利是一码事，大义就是大利，义利之辩论在西周和春秋时代很少，那些封建贵族懂这个道理，必须把自己封地治理好，才会有人民来耕地，自己的土地才值钱，但战国时为啥有义利之辩呢？因为游士出现了。游士是没有土地的贵族，游士没有根，现代的游士是什么样的形象呢，比如一个精英，在常青藤名校毕业，就职于高盛，摩根这样的国际顶级投行，全世界飞来飞去玩转金融。精英出身的人，哪怕做房地产也是高贵的精英范，公司名字也是英文的，资金来源也是国外的私募资金，等借助中国城市化坐收红利以后。精英也很有范的向世界顶级名校如哈佛，耶鲁捐助几个亿，当然这也有助于他的子女也成为精英。赚到钱之后，再慢慢套现，把资金转移到精英们自认为更安全的地方，随时准备跑路，当然他们会说“在职业上，我是一个纯粹的商人，不要用那些空洞的道德来衡量我。哪里有回报，我就去哪里投资。“所以精英赚钱再多，也不过是资本的白手套，一个高级买办而已。一个没有土豪的世界是很危险的，看似光鲜却一触即溃，但游士本身却能无比潇洒，做土豪其实是很累的，因为要要时时刻刻与共同体一起兴衰，战战兢兢如履薄冰守着这份家业。中国的游士精英已经够多了，不缺国际视野，不缺名校背景，真正缺的是能与共同体一起生长的土豪，土豪才是这片土地上自发秩序到一定程度才会有的产物。 ,2020-03-05 18:26,1771,249,132
IxdUWlgZC,东岗交警五中队,男,甘肃,871,47236,东岗交警五中队:#小五播报# 【#武汉护士的愿望是张信哲的签名#】一位护士说：“希望等疫情结束了，能够得到一张张信哲的签名，喜欢他好多年了～”还有护士说：“等疫情结束后，最想吃到正宗的热干面。”看完这段采访，你会发现，战疫一线的他们，都是平凡生活中的普通人，此刻，在负重前行！致敬！祝福！http://t.cn/A67HFG9F  ,2020-03-05 18:26,0,1,0
IxdUQ76o0,西乡塘区共青团,男,广西,378,2946,西乡塘区共青团:【#高血压患者如何在家锻炼#？】建议以中等强度的有氧运动为主。疫情期间，推荐高血压患者在家可以跳一跳有氧操，做一做健身的舞蹈，也可以选择一些配合呼吸的放松性质的运动，如八段锦、太极拳。高血压患者不宜做憋气和爆发力的运动，如比较常见的俯卧撑、仰卧起坐、引体向上等等。另外，高血压患者也不应该做频繁转换体位，和长时间头部朝下的运动。在急性感染期，要暂停运动。对于大多数高血压患者来说，规范的药物治疗不可或缺，在运动过程中不要随意停药或调药。#肺炎疫情防控动态#  via 人民网 http://t.cn/A67Qq45G ,2020-03-05 18:25,0,0,0
IxdRtvYE5,女神修炼东方女英,女,其他,140,72,女神修炼东方女英:🔔🔔🔔特大好消息！特大好消息[玫瑰][玫瑰][玫瑰]  隔离疫情，不隔离成长！女英老师线上《女神修炼研修班》公益课今天终于亮相啦[玫瑰]《“狠”女人的毒性历练》1. 如何破局中年女人低价值人生的六毒？2. 普通女人如何提升竞争优势和婚姻价值？3. 如何成为有颜有趣，有钱有智的‘狠’女人？4. 如何成为‘狠’角色的六大女神修炼法则！http://t.cn/A67QToKH #女神修炼大学##东方女英# 原图 ,2020-03-05 18:17,0,0,0
IxdRskUfH,下雨天看太阳_,女,山东,105,129,下雨天看太阳_:不知不觉走向了25 突然回想自己已经毕业好多年了 说工作的时候可以多说两年工作经验了 但是有时候回想起来总感觉自己才刚毕业 还是正青春年少的时候这次生日亲爱的第一次给我买了蛋糕🍰  哈哈哈 终于吃到了一次他买蛋糕的生日 做了一桌子饭 吹了蜡烛 戴了生日帽子 唱了生日歌 但是忘记拍照了 今年赶上疫情也没有和小伙伴们一起吃饭 还有一个还回老家了 一年一年身边的人越来越少 希望新的一年身边人都身体健康 快快乐乐 最后㊗️自己生日快乐 以后越来越好 http://t.cn/RDUBkfz 显示地图 ,2020-03-05 18:17,1,0,1
