微博id,发布者昵称,发布者性别,发布者地区,发布者关注数,发布者粉丝数,微博正文,发布时间,点赞数,转发数,评论数
IvrCb0OmD,小聪明和大英俊,男,其他,12,13,小聪明和大英俊:2020.2.22疫情期间的情侣约会方式🤷♂️  [组图共2张] 原图 ,2020-02-23 01:37,2,0,0
IvrhzBtZ0,道理大呲花3,女,天津,200,396,道理大呲花3:小孩子的快乐真的很简单，也就是因为简单，所以才快乐！吃到了爱吃的东西就会说：我太开心了！找到了很久想要找的玩具：我太幸运了！疫情至今一直在家，我上班她去姥姥家，去姥姥家也是她很欢喜的事情，因为一早要去送姥姥家，所以晚上要早睡，她就一直催我赶紧洗澡赶快睡觉！我问她：每天在家无聊吗？她说：不无聊啊，很开心啊！我活了这么多年，你又给我上了很重要的一课！ http://t.cn/A6h3Gmy2 ,2020-02-23 00:47,2,0,2
IvrhuhfnA,李胖的小瘦子,女,安徽,411,38,李胖的小瘦子:以前对于那种不论何时何地都能安然入睡的人总是佩服的，因为从小到大自己即使再困也不会在自己没有准备好的情况下（无意识）入睡。直到今晚，凌晨11：58分，从床上突然醒来，第一秒是懵的（一点也不知道昨晚是怎么睡着的，就记得在哄着我家小子睡觉），想着，新的一天又开始了，然后看看我家小子趴在我旁边被子也没怎么盖睡得呼呼的，没想到一夜没闹睡得这么好，老母亲满心安慰，盖上被子，想着得小心点，别给弄醒了。下了床，拿了手机，一看时间，看了眼窗外，一下子就醒了。看着工作群里还在忙碌的领导和同事，想想从过年到现在乃至今天我们所做的一切，觉得我们挺棒的！以前曾经被人无数次说过，你们这个工作怎么怎么舒服来着。曾经做过无数次辩解，我想这次我们用行动告诉了那些人，你永远不了解你不在的工作领域。这次疫情有很多英雄，为了我们这个大家。我们很渺小，我更渺小，但也希望尽绵薄之力，愿疫情早日过去，愿大家安全小家安康！ http://t.cn/R2WxWqi http://t.cn/A6h3GR6Z 显示地图 ,2020-02-23 00:46,2,3,0
IvrhmxXbg,波哥很忙_yy,女,广东,252,14,波哥很忙_yy:当一名赛车手是我坚持了很久的梦想，在我心里，相比起篮球，我会更想坐在赛车上待上很久。    不过，我已经意识到，有些事情会比梦想更重要。    自从疫情发生以来，每天看着众多的新闻报道，从一开始对官员们所作所为的纳闷不解到如今的愤怒，每天看着那些不断上升的死亡数字，每个数字都是一条人命，一条人命又涉及到了多少个家庭。    我很难去想象湖北人民在疫情结束后又会怎么样去面对自己的生活，湖北以外的市民又会以怎样的心态和眼光去看待湖北人民？能保证不带一丝丝的偏见去对待他们吗？会不害怕他们吗？这些是湖北人民应该去承担的吗？    从一开始的瞒报、不作为、“物资充足”、“可防可控”到中间疫情爆发后在发布会上只不断重复那三个词“痛心、内疚、自责”，为什么自始至终没有向全国人民道一声歉:“对不起，我决策失误导致疫情爆发”之类这种话语？    每天都能看到很多一线的医生护士警察牺牲，在和平年代看到这种牺牲心不心痛？每个人都很年轻，人生每天都在不断地开始。    我依然想当一名赛车手，但我现在更愿意为成为一名优秀的官员去努力，很多人说这场战疫会改变很多人的人生观、价值观、生活方式，我想它带给我的是一份从未有过的愤怒与决心。 ,2020-02-23 00:46,0,0,0
IvrheAF8G,凤栖梧桐非练不食,女,浙江,101,63,凤栖梧桐非练不食:全网都在反对吃野味，遏制病毒源头的有效方式真的是隔绝野味吗？先不说禁止的有效性，就是禁止住了，怎么能保证我们日常食用的各种牲畜禽类不会成为病毒的中间宿主。我觉得关键有两点，其一要全面提升各地区防疫检疫工作的强度和渗透度，其二要统一进行牲畜禽类的宰杀，宰杀环境起码要有食品生产工厂那样的清洁标准。禁止野味最大的作用是降低病毒传播概率和上述工作强度。我很遗憾，世界卫生组织和世界环保组织在全世界的话语权还是太弱了。一年年爆发在世界各地的疫情，仿佛是大自然将我们视为“病毒”而发起的“免疫反应”。要长久的存活下去，最好的办法，就是达到与大自然共生的局面。而这，需要全世界的共同努力，任何一颗老鼠屎，都可能毁了整锅粥。连烧数月的山火，这样的“自杀”事件，希望再也不要发生。 ,2020-02-23 00:46,1,0,0
IvrgKa0qG,乱78糟de日常,女,海外,97,91,乱78糟de日常:一晃武汉封城几乎一月了，这一个月里，太多人的生活发生了改变，我们很幸运的是依然健康。不知道疫情什么时候才能过去，平凡简单的生活太难得。似乎生活节奏一直都很快，接下来想慢一点，去享受生活，去热爱它。没有这次疫情，我现在应该和男友在沙滩上晒着太阳度着假，并且搬到了一起住。刚刚聊完，我们两个打算先不着急要小孩，等疫情结束，先住在一起几个月，看看是不是适合对方，婚姻只有爱是不够的。接下来才是结婚要小孩。虽然年纪不能等了，但是不想那么着急，越着急未来的问题会越多。 ,2020-02-23 00:45,0,0,0
Ivrgxtgvo,半秃一胖,男,湖南,11,2,半秃一胖:家乡不远处，是个陶瓷工业园。污染严重。但是呢，这一次疫情，家乡几乎未受影响，究其原因，陶瓷厂是有功劳的。年轻人很多都在陶瓷厂上班，用生命换取了现世安稳。   我是留守儿童长大的，父母打小在外，我们姊妹都跟着爷爷奶奶长大的。有时候想，如果没有陶瓷厂提供的数千个就业岗位，又有多少孩子会成为留守儿童呢。但是，污染环境的问题，陶瓷厂就业工人的身体问题，数年，数十年后，谁又来负责呢？   世事总无绝对，短期利益长期弊端。我们总选择了短期利益 ,2020-02-23 00:44,0,0,0
Ivrg5Ewm2,小张-好好睡一觉,男,其他,337,46,小张-好好睡一觉:熬大夜追完 想见你突然觉得人的性格真的很重要啊 明明是同一个人 因为是不同性格 却对这个世界接受的信号不一样人也学会跟自己和解 有时候不是因为世界太让人失望 而是因为对世界有了太多期望和家人朋友之间的沟通也太重要了 因为疫情自己一个人在家 这段时间感觉自己过得特别压抑 快把自己憋抑郁了 开始想念家人 哪怕不说话 也是开心的 原图 ,2020-02-23 00:43,1,0,2
Ivrg1hfKS,紫萱iloveyou,女,江苏,32,1,紫萱iloveyou:许是   很久没有将自己移动到大街上了春日的气息竟然很上头   这一方久违的芬芳  突然辽阔而具体刚刚看到的最新消息   疫情消退后   新冠有可能会成为慢性病   像流感一样和人类长期共存所以  调整好心态 准备好一生抗疫平时要多锻炼   走路  喝水  以及睡眠 最好的防护  和最关键的救治  很多时候  还要仰仗  自己的免疫力   没什么大不了接受人类的强大与渺小  坚韧与脆弱 敬畏你该敬畏的  做最有效的自我保护   也起身迎接  大自然的创造或灾难 ,2020-02-23 00:43,0,0,0
IvrfXoYbc,老广茗秋玟,男,广东,46,12,老广茗秋玟:不意外，现在的科学这么先进，真相肯定能挖出来的。再说了，这次疫情发生后，某些国家跟其大部分小弟们的一些政客的表现实在让人觉得气愤，他们西方不是一直最讲究人权的吗？还是说所谓的人权只是针对西方人?在中国政府全力防疫的时候，它们没有提供什么实质性的援助，只是一味的对中国发出阴谋论，不停的给中国制造麻烦。 http://t.cn/A6hupxiM ,2020-02-23 00:43,0,0,0
