微博id,发布者昵称,发布者性别,发布者地区,发布者关注数,发布者粉丝数,微博正文,发布时间,点赞数,转发数,评论数
IqSxUD4Gs,她不讲道理,男,澳门,277,23,她不讲道理:疫情夹杂着雨水 气氛变得诡异 大年三十好像 红火的难过着我真的好害怕……  ,2020-01-24 00:59,0,0,0
IqSxUCpkS,秃头托尼老师,男,西藏,73,38,秃头托尼老师:『实时更新|武汉新型肺炎全国疫情地图』实时更新|新冠肺炎疫情地图  ,2020-01-24 00:59,1,0,0
IqSxUlqWi,湖北日报,男,湖北,398,4138831,湖北日报:【湖北党政机关出差取消，各地招商引资活动一律暂停】23日，湖北省新型冠状病毒感染的肺炎疫情防控指挥部发布通告:全省旅行社从即日起暂停经营活动，不再组团收客；已经组团的一律取消或延期。省内大专院校、中小学、幼儿园推迟开学时间。省内党政机关、企事业单位、驻军及武警部队所属人员出差取消。各地招商引资活动一律暂停。省内进出武汉的客运航班、旅客列车、客运汽车、客轮一律暂时停运。（湖北日报全媒记者 黄璐）#湖北学校推迟开学时间# 原图 ,2020-01-24 00:59,306,11,60
IqSxTs6wo,linguelingue,女,广东,129,261,"linguelingue:Shit,2019HK事件，2020疫情蔓延，真是不让人安生！  原图 ",2020-01-24 00:59,0,0,0
IqSxT8U6x,FAN凡烦烦烦,女,云南,533,230,FAN凡烦烦烦:我真的太焦虑了。这几天无时无刻刷着疫情的最新消息，看着数字不断上升，地图一点一点变红。这几天嗓子又痛、乏力犯困，陷入了疑病的焦虑和恐惧中，走上了板蓝根+阿莫西林的保命之路，还好今天有所好转。哎……真的太难了，搞得我完全没有心思过年。希望大家能够挺过这个难关吧！  ,2020-01-24 00:59,9,0,7
IqSxT9LRM,茂名早知道,男,广东,745,220100,茂名早知道:#广东启动重大突发公共卫生事件一级响应#根据《广东省突发公共卫生事件应急预案》，结合我省当前新型冠状病毒感染的肺炎疫情防控形势，省新型冠状病毒感染的肺炎疫情防控工作领导小组决定，启动广东省重大突发公共卫生事件一级响应。  原图 ,2020-01-24 00:59,1,0,3
IqSWgiA5c,凤凰王又又,女,海外,354,1534520,凤凰王又又:流行病防范和创新联盟CEPI的高层23号，在达沃斯论坛上宣布建立三个合作、开发针对#新型冠状病毒#的疫苗：1.Inovio公司将制造DNA疫苗；2.昆士兰大学生产的重组亚单位疫苗；3.与Moderna和美国国立卫生研究院过敏及传染性疾病研究所，合作开发MRNA疫苗（在我昨天对所长的采访中有提到这个疫苗开发，NIH表示至少需要一年，不太可能赶上此次疫情应对）惠康基金会董事、医学研究员Jeremy Farrar认为，新型冠状病毒可能比SARS更容易在人与人之间传播，因此可能更难控制，但死亡率可能没有SARS高。“现在清楚地显示这种病毒可以在人与人之间传播。它是通过呼吸道传播的。这意味着有症状的人会咳嗽，嗓子疼，并通过咳嗽或打喷嚏的方式传播给其他人，就像流感一样。该病毒与SARS家族相似，但与SARS不同，不同之处在于它可能更容易在人与人之间传播。SARS在人与人之间传播更为困难，并且是在患者有症状时最具传染性，因此疫情相对容易控制。当一个新型病毒爆发时，当在人与人之间更容易传播感染时，实际上很难控制病毒的流行。到目前为止，SARS和我们对新型病毒的了解之间，存在很大的差异。” “与SARS相比，我要强调的是，从长期来看，传染率可能意味着死亡人数将减少。约10%患者死于非典。我怀疑新型冠状病毒的死亡率将低于SARS。” #武汉加油# http://t.cn/A6PAJgUW ,2020-01-24 01:59,408,98,59
IqSWfphtW,BoXiao邢,女,四川,726,41,BoXiao邢:#陈飞宇粉丝拿疫情诅咒他人#无语，真的，请不要拿国难来辱骂他人  ,2020-01-24 01:59,1,0,0
IqSWfnsHl,无敌三三姑娘,女,江苏,356,1495,无敌三三姑娘:#恳请安徽宣传疫情防疫工作#  原图 ,2020-01-24 01:59,0,0,1
IqSWecwCC,BRIGHT_SARAWAT,女,江西,1689,96,BRIGHT_SARAWAT:『全国新型肺炎疫情实时动态 - 丁香园·丁香医生』http://t.cn/A6vBv3yL  ,2020-01-24 01:59,0,0,0
IqSWdBIEf,王大爷的Xing福之路,男,陕西,131,496,王大爷的Xing福之路:#全国确诊新型肺炎病例##疫情地图#  [组图共8张] 原图 ,2020-01-24 01:59,0,0,0
IqSWdl2J6,酥饼苏打饼,女,广西,762,175,酥饼苏打饼:广西全面启动新型冠状病毒感染肺炎疫情联防联控机制 http://t.cn/A6PZKfeR  原图 ,2020-01-24 01:59,0,0,0
IqSWd4HRs,丿小灰灰丶丶,男,贵州,253,58,丿小灰灰丶丶:『全国新型肺炎疫情实时动态 - 丁香园·丁香医生』http://t.cn/A6vBv3yL  ,2020-01-24 01:59,0,0,0
IqSWcqOdf,筱笛筱笛是我,女,云南,132,66,筱笛筱笛是我:任何安慰都没有自己看透来得奏效，所以别再难过了，明天还有好多路要走，好多坑要过，好多关要闯，好多照片要拍，好多书要读，好多衣服要买，好多价要砍，好多挑战要面临，好多人要相识，好多时光要细数，好多感情要错过。乖乖闭上眼睛睡个觉，明天还是要努力。 #疫情地图##暖心#  ,2020-01-24 01:59,0,0,0
IqSWaDkql,梦想拥有chao能力的小学生,男,河北,240,78,梦想拥有chao能力的小学生:渐渐觉得好像疫情严重了，连年后去城里聚会的计划都取消了最好的就是在家打游戏吧目测不会达到非典的程度，加油，武汉加油，中国加油！  ,2020-01-24 01:59,0,0,0
IqSWaoN39,一朵橙kk,女,四川,121,953,一朵橙kk:这几天心情太糟糕了 看着疫情扩散的可怕 心里提心吊胆的 外边的烧烤一律不敢吃 酒也不敢乱喝 看到没戴口罩的人我都觉得有问题…怎么都这样了还是会有那么多人不重视不戴口罩…这可能就是小县城的悲哀吧 给我妈讲了一个多小时也不知道起作用没有 窝的一肚子火真是 还在盐亭看到了武汉车牌的车 真是晕了 无论是武汉人还是在武汉的不能乖乖呆在家里吗还到处跑 不为自己考虑也要为别人考虑啊 ,2020-01-24 01:59,9,0,22
IqSW9dRU8,沈博今天吃饱了吗,女,辽宁,841,900,沈博今天吃饱了吗:睡不着又无聊又心慌想给自己找点事干刷着各种关于疫情的新闻报道越来越难受转移注意力去逛了逛哈组没憋住笑出声又差点被老爸发现原来今天都除夕了啊感觉大家都没心思过年了希望可以快点好起来还是要说一句过年好  ,2020-01-24 01:59,2,0,0
IqSW77phL,Mosaics先生,男,上海,73,7828,Mosaics先生:已经很多天没出门了，看着微博和微信群里的各种消息，不竟觉得心慌气短，还记得上一次有这种感觉还是非典时期，但这一次就发生在自己出生和长大的城市，而且身在其中，面对这突发的疫情，实在是有一种无力感，我能的只能提醒自己的家人和朋友尽量别出门，做好防护。不知道封城什么时候会结束，但这也是必要的，愿天佑武汉🙏愿我们都健康平安🙏向伟大的医护工作者致敬🙏 ,2020-01-24 01:59,31,0,4
IqTkBlAgE,西本豆梓,女,海外,380,2463,西本豆梓:#湖北不止一个武汉# 作为疫情灾难区 湖北各地级市的详细数据呢？到底还要瞒多久？准备什么时候统计公布？地级市人民没有知道的权利么？？  原图 ,2020-01-24 02:59,1,0,0
IqTkAvlZv,南楼啊,女,安徽,30,2,南楼啊:『全国新型肺炎疫情实时动态 - 丁香园·丁香医生』http://t.cn/A6vBv3yL  ,2020-01-24 02:59,0,0,0
IqTkAuiAU,锋利与清醒,男,其他,7,8,锋利与清醒:我一紧张就胃抽搐 躺床上搜疫情越搜越紧张  现在胃里像吞了铁  ,2020-01-24 02:59,0,0,0
IqTkzgkk1,是梅子姐姐呀,女,安徽,577,244,是梅子姐姐呀:#恳请安徽政府宣传疫情防范##安徽快去抄河南作业# 顶一下家乡热搜①没收到任何关于预防病毒的短信②也没有让底下乡镇社区入户宣传，很多人都没有引起重视③武汉漫入人员甚多不登记，任由他们出入安徽境内④就我所在的小城市在这种情况下还要举办大型花灯会，zf能否停止这一活动。⑤安徽各地口罩价格被哄抬，市场监管局能否做到严格打击不良商贩。⑥数据化信息不透明不公开，官方平台发布信息迟缓。至今只公布一例患者信息。防控疫情宣传不到位。⑦官方平台关闭评论，拒绝接受群众意见，请问既然要做到公开透明发布信息为何惧怕群众提意见 @安徽发布 @安徽省人民政府发布 @健康安徽 ,2020-01-24 02:59,6,0,0
IqTkyEFp7,嘻嘻马甲,女,山东,142,53,嘻嘻马甲:『实时更新|武汉新型肺炎全国疫情地图』实时更新|新冠肺炎疫情地图  ,2020-01-24 02:59,0,0,0
IqTkvrISR,星靈陳,女,上海,450,13370,星靈陳:针对这次疫情，微博上的言论无非是几种情绪：一是抨击政府瞒报，反之鼓吹政府应急能力牛皮；二是谴责逃离武汉的人民，或是鼓舞武汉人用爱包围；三是批评武汉的目前的医疗条件，或是为奔赴疫区的医生感动。这些情绪在我眼里都是信息噪点，矛盾、片面又浮于表面。但我们需要了解事实，因为整合之后系统地分析、推敲，我们才能更进一步了解疫情事件的全貌和背后的真相。比起看这些煽动情绪的东西，对我而言我更想看到的其他的信息：追踪疫情，实时更新疫情信息；更新疫区所缺的物料，提供捐助途径；更近针对疫情的预防和控制措施。比起满屏的“情绪”，我想要迅速去除信息底噪获取到有用的信息，在无法像医护人员和专家学者一样为疫情做些什么的时候，就别给别人的主页添乱添堵了。 ,2020-01-24 02:59,65,2,15
IqTkvrJJo,梁书政,男,上海,60,279,梁书政:#全国确诊新型肺炎病例#的确，病毒源头的找到，以及武汉在应对疫情时的态度和做法，暴露出湖北官场存在很大的问题。看来，湖北官场的地震只是时间问题了。那么，相同的问题会不会在其他省份也同样存在，只是没有借助“疫情”爆发而已呢？再有，一些人“逃离武汉”的行为，侧面烘托了武汉应对不力导致民众恐慌以及公共机构公信力缺失的同时，是不是也说明了我们在追求“自由化”、“个性化”的过程中培养了一大批的“精致的利己主义者”？政府该扪心自问，是不是工作方面还有欠缺，可不可以做到更好？而我们民众也该扪心自问，我们有没有成为“精致的利己主义者”，如果我们是“武汉人”，我们会不会选择“逃离”？ http://t.cn/R2Wx0ic 显示地图 [组图共5张] 原图 ,2020-01-24 02:59,3,0,1
IqTktE7hF,牙白精,男,其他,464,534,牙白精:一边放武汉的地图炮，一边转当地疫情不受控制说心疼的微博，人类进化几千年怎么进化出这么多种恶心东西  ,2020-01-24 02:59,4,0,5
IqTku1cm6,阿光光-,女,浙江,134,244,阿光光-:一个人的时候所有毛病都涌出来比如半夜醒和半夜惊醒 刷微博看着越来越严重的疫情心里慌兮兮我爸昨天出门在我的劝说下终于带了口罩想回杭州 那就新年平安平安平安 宣城·郎溪县  显示地图 ,2020-01-24 02:59,2,0,1
IqTksugnU,forever慧慧,女,青海,178,191,forever慧慧:#西宁[超话]# 青海一定要挺住啊祖国的后花园，这只“鸡”就剩屁股了，肯定有从武汉回来的人，还有接触过的人，图五不知道真假，但是我们一定要预防啊，出门戴口罩，不去人多的地方。还有口罩也不要乱扔，我们要自觉遵守。武汉加油祖国加油，一定会过去的。#疫情地图##西宁分享[超话]#  [组图共5张] 原图 ,2020-01-24 02:59,5,0,6
