微博id,发布者昵称,发布者性别,发布者地区,发布者关注数,发布者粉丝数,微博正文,发布时间,点赞数,转发数,评论数
IwXoIbscB,随变是只拥有很多爱的龙猫仔,男,北京,15,3,随变是只拥有很多爱的龙猫仔:今天朋友说起身体不舒服，我说等疫情结束好好去医院检查一下吧，他说不用，有钱就啥都好了，虽然当时一笑而过，但其实心里都明白这是用玩笑的方式掩盖一种心酸。一个人在远离家的城市，也不敢跟家里说实话，假装过得很潇洒，实则常在无人的夜里嚎啕大哭，也许，但凡有点闲钱都不用在身体不舒服都得忍着不敢去医院了吧。明明可以选择一种更轻松的生活方式，偏偏选了不容易的那条。有人毕业就选择接受来自爸妈的帮助，然后再靠自己努力向前，大多现在已经有房有车有存款。也有人选择对自己有利的婚姻，起码不会遭遇贫贱夫妻百事哀。那就避免了百分之八十的可能离婚的理由。而有人，选择了无一人支持待的城市，拒绝所有人的帮助靠自己，注定要挨过很多艰难无助委屈崩溃的时刻。愿大家所有的付出都值得。总有一天拥有想要的一切别怕。再累压力再大也要再撑撑。说不定就撑过去了呢 ,2020/3/4 0:22,0,0,0
IwXoz3Uo1,澄城检察,男,陕西,1008,190555,澄城检察:【疫情下的北京巡诊医疗队：#巡诊医生冻得从脚心凉到大腿#】疫情期间，为解决慢性病患者的诊治问题，北京大兴长子营镇社区卫生服务中心医疗队开巡诊车为村民进行诊治。科主任郭东艳说：“如果不巡诊，他们就会忍病不看。”内科主任郭茂林回忆，最冷的一次冻得从脚心凉到大腿，回去之后两个小时才缓过来。#聚焦新冠肺炎疫情#@新京报我们视频  http://t.cn/A67ptkGx ,2020/3/4 0:22,0,0,0
IwXowFvcZ,听到一点薇雨,女,广东,4110,3306,"听到一点薇雨:每日英语：《Layoffs 2020》我说：僵尸先生，你知道疫情到了今年年底可能也不会彻底根绝？I said：Mr. zombie, do you know that the epidemic may be not completely rooted by the end of this year?他说：是的。He said：Yes.我说：怎么办？I said：How to done？他说：鳄鱼定理。He said：Crocodile theorem.我说：为什么？I said：Why？他说：裁员。He said：Layoffs. http://t.cn/z8AIoCX ",2020/3/4 0:22,0,0,0
IwXoh20sJ,神婴小道MYQ,男,陕西,296,25,神婴小道MYQ:2020.01.19~2020.03.03  因为疫情，回到南昌，已经是整整43天后的事情，始料未及的病毒，现在，依然不敢相信。     李大屁今天回项目了，难舍难分，不想他走，下次见面不知道是几个月之后。我总是这样，和他待久了，往往想赶紧摆脱他，嫌弃他的唠叨，嫌弃他的哆嗦。和他待久了会臭味相投，身上总有一股李大屁的味道，等时间的微风吹过，吹淡李大屁的味道，我知道我想他的时候到了。。。。。      呜呜 没人接给我擦脚脚了 ，没人在我早上睡眼惺忪的时候 笑着看着我 对我说一句早安。       2020 的这段日子 令所有人难忘 战士们难忘 防控疫情的职员们难忘。李大屁第一次见家长 困在了重庆 哈哈 难忘。和李大屁在他家蹭吃蹭喝，难忘。 ,2020/3/4 0:21,0,0,0
IwXod8mi5,綦江日报社,男,重庆,247,70220,綦江日报社:好消息！綦江纳入低风险区县关于调整有关区县新冠肺炎疫情分区分级等级的通知各区县（自治县）新冠肺炎疫情防控工作领导小组，市政府各部门，有关单位：根据目前疫情形势变化，按照《重庆市新冠肺炎疫情分区分级分类防控实施方案》确定的分区分级标准，经市新型冠状病毒肺炎疫情防控工作领导小组同意，决定对部分区县（自治县，含开发区，以下统称区县）分区分级等级进行调整。一、将北碚区、綦江区、潼南区、荣昌区、重庆经开区、铜梁区等6个区县纳入低风险区县。二、将巴南区纳入中风险区县。三、其他区县分级分区等级不变。各区县要继续按照分区分级防控工作要求，统筹做好疫情防控和经济社会发展工作。重庆市新型冠状病毒肺炎疫情防控工作领导小组2020年3月2日 原图 ,2020/3/4 0:21,1,0,1
IwXo7dQkx,JC-Yue,男,天津,1310,168,"JC-Yue:#2020中国大学生好创意,为中国加油!武汉加油!#@全国大广赛组委会 作品：《抗疫》作者：张管乐学校：天津中德应用技术大学指导老师：肖爱华类别：平面类设计说明：《抗疫》这一作品整体采用暗色调，渲染目前疫情的氛围，同时用鲜明的红色和整幅画的色调形成强烈的对比，“武汉加油”四个字采用坚硬的金属质感，一是表明逆行者们勇于承担责任舍弃自小我，为人们铸起坚实的抗疫一线，二是向大家传达希望之火，可以燎原的战疫必胜的决心。 http://t.cn/RJhZecD 显示地图 原图 ",2020/3/4 0:21,6,0,0
IwXnT6nZn,林西c,男,其他,745,237,"林西c:#2020中国大学生好创意,为中国加油!武汉加油!# @全国大广赛组委会 #大广赛[超话]#作品名称：《致敬守护者》作者：刘梦学校：西安建筑科技大学指导老师：汤雅莉设计说明：突如其来的新型冠状病毒感染的肺炎疫情从武汉向全国蔓延，湖北是疫情最严重的地区，全国纷纷支援湖北。医护人员日夜守护在病人身边，武警官兵维护地区安全，建筑工人日夜兼程修建火神山和雷神山医院，他们都是伟大的守护者。本设计以致敬守护者为主题，用正负形的方式将湖北的著名建筑黄鹤楼、江汉关、天然塔与建筑工人、武警、医生的形象相结合，传达出对守护者们的敬意。本设计将“武汉加油”四个字合成一体，并将加油枪的元素加入字体中，让“武汉加油”字体生动有趣。 [组图共3张] 原图 ",2020/3/4 0:20,6,0,1
IwXnGkzcf,校园八卦,女,吉林,2417,1215217,校园八卦:【#武汉东湖樱花绽放#：待疫情结束，相约江城沐浴樱花雨】3月伊始，随着天气逐渐变暖，武汉东湖樱花园部分樱花开始绽放。樱园占地260亩，有樱花树10000株。尽管疫情的阴霾还未消散，但绽放的花蕾好似代表着希望。春天已经到来，待疫情结束，让我们相约江城沐浴樱花雨。#武大早樱雨中盛开#http://t.cn/A67NBv8B ,2020/3/4 0:20,2,1,4
IwXnG2R7d,安徽之声,男,安徽,508,114020,安徽之声:【党员捐款献爱心 众志成城抗疫情】在党中央和上级党委发出号召后，安徽肥东县店埠镇迅速响应、即刻行动。为避免人员聚集，店埠镇通过镇直部门捐款、社区捐款、疫情防控值守点捐款、非公企业党组织捐款、微信线上捐款等多种方式进行。镇党政领导班子成员以身作则、带头捐款，充分发挥了示范带动作用。各镇直机关、社区、非公企业党组织迅速行动，把党委的号召及时传达到全体党员。在职党员干部、退休老党员、社区党员工作者纷纷踊跃捐款，同时，不少入党积极分子、发展对象都提出捐款意愿，主动捐款。截至2月29日，短短2天时间，全镇已有1500名党员响应组织号召为疫情防控捐款，目前捐款总金额达32万元。（通讯员：席庆荣、曹喜芬 安徽之声记者吴昊） [组图共2张] 原图 ,2020/3/4 0:20,0,0,0
IwXnzzabX,W0070,男,其他,1419,604,W0070:美联储降息应对经济和股市下滑，黄金白银应声上涨。中国证券资产被大摩称为避难资产，美元等外汇资金将会更多流入中国市场做多。中国经济受新冠影响较大，在其他国家降息背景下，LPR利率加大力度下调也是有可能的。中国经济现阶段主要矛盾是灾后恢复，疫情对经济冲击效应将会更多显现。直接降低利率，降低资金成本，利好实业和证券市场。当然，这么做的缺陷可能是带来通胀。货币得不到实物支撑，通胀或不可避免。 ,2020/3/4 0:20,0,1,8
