微博id,发布者昵称,发布者性别,发布者地区,发布者关注数,发布者粉丝数,微博正文,发布时间,点赞数,转发数,评论数
IzRwQ5KVQ,用户7391270541,女,其他,3,2,用户7391270541:\2020.03.22\周六聊天聊得好让人想念，我抱怨了一句“讨厌的疫情”，于是她说这是在给我们时间酝酿，我一下子就不是那么难过了。今天晚上的时候，我们聊到之前吵架，也好好沟通了自己心里的想法，我说，我有感觉到我们越来越好，之前的不安定感都慢慢消失了。两个人在一起，是要不断磨合的呀，我连磨合的时光也觉得好幸福噢，感觉每一次磨合都是在一起往前走着，紧紧拉着她的手在往前走着。啊，还有还有，我们约定好了要一起去看梅里雪山，因为那是她觉得最好看的雪山，我也没有去过，还好我没有去过！临睡之前，她说起了我的优点，又是一个心动瞬间，赶紧记录下来（以前的心动瞬间也记得很清楚，有机会要写成心动一百条（哎呀最近也在聊一些🔞的话题，甚至我去参观道观的时候也在聊，这样应该不会有什么事吧 [组图共2张] 原图 ,2020-03-23 02:57,1,0,0
IzRwKqhoi,用户5710442346,男,辽宁,33,4,用户5710442346:封闭的武汉一起打开窗口李传刚三月春来的武汉疫情的寒流终于消退治疗疫情的方仓医院正一个个封仓全部转停弛援武汉的医疗英雄携着战胜疫情的胜利踏上归程封闭的武汉一起打开窗口感谢的话语在武汉上空流动是你们的无畏击退疫情的洪流是你们的勇敢让武汉再次重生让方仓医院死一般的寂静重新有了了舞步有了笑声重新有了朗朗的读书声重新有了欣喜跌宕的歌声怎能忘你们英雄无畏的身影让死神一步步离开我们的兄弟姐妹怎能忘你们坚定不移的脚步逼退死神关闭那喷开的血盆大口春来武汉的樱花为英雄而开多盼与你们鲜花丛中一起庆祝多盼与你们蜜蜂歌声中同绽笑容可英雄必定是属于冲锋的战场可战士必定在冲锋杀敌的路上多么不忍看你们迈动离去的脚步多愿失声哪怕喊破喉咙唯愿你们停住春天来了英雄停一停让我们多看你们几眼春天来了英雄停一停让我们揽你们于怀中2020年3月21日 ,2020-03-23 02:57,1,0,0
IzRv5lm9c,cici喵嗷,女,湖北,185,260,cici喵嗷:我家小妞生日🎂过年前就要我给她做一个爱丽儿的蛋糕我想着年后时间充裕就没有买什么材料结果疫情把我们困在家里好不容易半个月前在批发平台上弄了一盒淡奶油提前五天在家跟她画糖霜饼干千层蛋糕也是弄了两天也幸亏是在家封闭着不然也是买个玩偶摆在蛋糕上就没有今天这些纯手工的饼干了希望我的宝宝身体健康，天天开心！👸 http://t.cn/R2WxQOQ 显示地图 [组图共6张] 原图 ,2020-03-23 02:52,0,0,0
IzRuIyQ05,微天下,男,北京,1169,26178046,微天下:【#意大利人答为何不带口罩#：大多认为是大流感，“健康人没事”】截至当地时间3月21日，意大利新冠肺炎累计确诊数量已经达到53578例。3月10日宣布封国后，民众擅自外出聚集成为政府管理的难题之一。疫情爆发前夕，梨视频拍客采访了普通民众，在他们的认知中，新冠肺炎并不严重。http://t.cn/A6zgcGVX @时差视频 ,2020-03-23 02:52,437,107,96
IzRqx7SXD,阳光博深,男,其他,71,161,阳光博深:中国疫情在收敛，世界疫情在扩散。最高层说，世界处于百年未有之大变，2020年我们真切地见识到，什么叫百年未有之大变。两个月前，世界围观中国，两个月后，中国援助世界。有人说，是中国的国运到了，但我们想说，国运，是到了，可不是等来的，是自己争取来的。当前全世界都有抄中国作业的心，然而有心无力。中国优势在哪里？制度是优势，众志成城才是根本，公道自在人心。[加油][加油] http://t.cn/R2Wxnht 显示地图 ,2020-03-23 02:41,1,0,0
IzRpVAO1U,一米七的九七,女,江苏,931,75,一米七的九七:凌晨两点三十七 又是差不多这个点 我又饿了 在考虑要不要搞点东西77 然后称了下体重 算了！身高不能成为理由 一米七几 体重两位数的女生多了去了 我凭什么还吃！还天天半夜吃夜宵！我要更瘦！后悔昨晚跟朋朋吃烧烤小龙虾没多吃两口 搞点我现在咽口水我真的好饿 疫情照现在这个情况 我觉得小区外卖送上门指日可待了 我太开心了🥳！不过因为我太懒不想到小区门口拿外卖 竟然把我逼的会做饭了 虽然是一些简单的 但我还是挺开心的  我妈感到很欣慰！hiahiahia！今晚做了番茄鸡蛋面 超级好吃 朋友圈都在晒南林的樱花🌸鸡鸣寺的樱花🌸我好想去看 但我又懒得出门 我真的太宅了我丢 这周末跟朋朋打算去吃海底捞 期待昨天出门穿了我长大以后第一件粉色衣服 猪生日时买的 我俩一人一件西西 希望她穿着早点来找我玩 然后今天我心情挺好的 原因嘛…西西 后面一段时间应该心情也都会蛮好的👌 [组图共9张] 原图 ,2020-03-23 02:40,2,0,9
IzRpDwg0V,让我再笑一会吧,男,上海,171,1414672,让我再笑一会吧:在美国国会众议院监督委员会的听证会上，接受问询的专家表示，美国疫情的拐点还远没有到来。美国已错过遏制新冠病毒最佳时期，预计全国感染人数将在4月底达到峰值，可能有高达100万人的美国人被感染。  #意大利对中国建议几乎照单全收#                     http://t.cn/A6zgd2ZD ,2020-03-23 02:39,0,0,0
IzRpx3wHj,崔紫剑,男,北京,1984,1269968,崔紫剑:#睡前碎碎谈# 今天睡觉前，说个事情：关于武汉市零新增数据的事情，很多网友都有顾虑，我也不例外。因为各种各样的信息传播太多，我实在无法判断这些信息的真假。因为有这次疫情前期的一些经历，所以大家对于目前的情况都有些犹豫。我询问了一些老师，他们告诉我：在后疫情阶段，对于诊断标准和工作重点，都需要有个新的调整；但是，到底怎样调整，目前还没有一个详细的说法。目前的工作重点已经开始逐步转移，但是临床标准还没有随着疫情的进一步变化而变化。他们希望相关部门和指挥部可以适时调整一下标准，更贴切于现阶段需要。同时，疫情发展到现阶段，偶有散发病例并不是说防疫工作没有做好，如果真的出现了散发病例，也是符合科学规律的。网友们和各级工作人员都理应理解这个规律，毕竟这次疫情的潜伏期很长，又有些人是无症状，真的出现了也太正常不过了。因此，希望不会因为出现了散发病例而认为是没有防控好，那会给各级、尤其是基层的工作人员带来巨大的压力。压力一大，保不齐就有些胆小怕事的人为了避免被追责，而搞拖延、搞漏报瞒报……所以，给各级工作人员科普也是需要做的事情，要让他们明白：真的有新确诊病例，直管主动报，不会有太大的问题，要打消基层同志们的顾虑。做了这些工作之后，依旧零新增，那就离胜利不远了……晚安。 ,2020-03-23 02:39,287,35,68
IzRoDdBrI,伸手可以触摸的地方其实没有多远,女,河北,45,31,伸手可以触摸的地方其实没有多远:一场疫情证明了，已经走向强大的我们，不惹事但也绝不怕事。这几天的热搜，伊朗，意大利，塞尔维亚，巴基斯坦，很多国家把全部的希望寄托在中国。中国刚刚暴发疫情，大部分国家在冷眼旁观，部分交好国家送来援助。现在中国疫情基本控制住，开始在国外肆虐。 今日投我以木桃，他日报之以琼瑶。中国的各种医疗物资抵达各国❤️ 巴基斯坦总统:用全国防疫物资支援中国，这是朋友间应该做的，我们没想为自己留后路。❤️ 塞尔维亚总统亲吻了五星红旗:中国展示了什么是患难之交。❤️ 伊朗大使馆:我们会和中国朋友并肩作战。#意大利新增确诊病例5560例##张文宏称疫情可能持续一到两年##塞尔维亚多地亮起中国红##意大利对中国建议几乎照单全收##小德感谢中国援助塞尔维亚# ,2020-03-23 02:37,0,0,0
IzRokz7iD,雨落小巷看不见,女,海南,430,133,雨落小巷看不见:我爸说，你少喝点茶叶，夜里睡不着。我说，怎么可能睡不着，我都不可能睡不着。结果到现在确实好像还不困……刚刚把我儿子从出生到现在的照片大概看了一遍。觉得一路走来谁都不容易……其实人生除了爱情和工作，还有很多别的东西需要去关注。把所有的精力都放在这两件事情上并且焦头烂额……这样也不好。短短几十年，为什么不能开心一点去度过呢？好久没有见我儿子，疫情这么久我这是第一次回家，回到家，我儿子就说，妈妈，你的头发长长了。他观察的挺细致的。我都没有发现他到底长高了没有……惭愧。然后他很开心地神秘兮兮地给我拿了两张纸，上面是他画的，说写的是我的名字。我妈说，他自己把纸藏起来，不让他们看，就给我看的。不知不觉，从刚出生呛奶，到不会说话咿咿呀呀，到说话基本听不懂靠猜，到现在什么都会说嘴巴不停，快四岁了，他的成长，我参与了多少？而他只有一次成长……我大多数都是缺席。我妈把从出生就一直被我儿子拿在手里的，上学也要带去的蓝色小垫子扔了，因为那个小垫子太老了，布都化了，开始掉碎屑了。我儿子知道后很难过，每每想起小垫子就会掉几滴眼泪，我看着也挺难过的，因为那是他最宝贵的东西……每次睡觉必须有的东西，他闻着那个垫子才能安心。今天带他去公园，路过垃圾中转站，我妈告诉他，他的小垫子被扔到垃圾中转站了。他就非得拉着我去看，说，我去看看我的小垫还在不在了，奶奶说扔到这个里面了。我说不在了，都被车子拉走啦。他想了一下，说，奶奶说，所有的东西都是有期限的，我的小垫子用着用着就不能用了，就没有了，就像妈妈买的蛋糕，吃着吃着就没有了，不能吃了。我说是啊。虽然很平常的话，但是听着怎么这么难过呢，所有的东西都是有期限的吗？期限一到就没有了消失了吗？从公园回来，他又非得去垃圾中转站看看能不能找到他的亲爱的小垫……当然找不到啦，可是我带他去看了一下，他也就死心地走了。其实他内心应该特别舍不得吧，毕竟陪了人家三年多的形影不离的东西……他只是想起来会默默流眼泪，不会大哭大闹，我觉得他已经做的很好了。最近我也不知道怎么了，特别容易哭，那个眼泪啊，都不受我的控制。今天看《安家》第14集，就是有小三的那一集，看到徐姑姑在他妈妈坟前讲他妈妈被小三逼的跳楼的事的时候，我的眼泪啊，就不受控制地往下流。我不想哭啊，可是我控制不住自己的眼泪……最近也不知道怎么了。两点多了，我也该睡觉啦。以后要开心起来呀……晚安。 [组图共4张] 原图 ,2020-03-23 02:36,1,0,2
