微博id,发布者昵称,发布者性别,发布者地区,发布者关注数,发布者粉丝数,微博正文,发布时间,点赞数,转发数,评论数
Itagkykh4,耍自己,男,北京,460,609,耍自己:杭州暂停所有零售药店销售发烧咳嗽药品金融界02-08 00:38订阅据杭州网消息，杭州市市场监督管理局、杭州市医疗保障局紧急发布了《关于暂停全市所有零售药店销售发烧咳嗽药品的紧急通知》——各区、县（市）市场监督管理局、医疗保障（分）局、各零售药店：鉴于目前新型冠状病毒感染的肺炎疫情防控形势，为进一步加强对发热、咳嗽病人的管理，根据杭州市新型冠状病毒感染的肺炎疫情防控指挥部要求，决定自2020年2月8日起，全市所有零售药店暂停向市民销售治疗发热、咳嗽的药品，有这些症状的市民应尽快到医院就诊。 ,2020-02-08 01:46,0,0,0
ItagfvISa,Fx九离,男,甘肃,119,1,Fx九离:期待着有一天的相遇，而这段时间我也在努力的度过，疫情的逐渐蔓延让我觉得生活真的很累，你说你在万劫不复的深渊而我何尝不是，我关注着你的一举一动，而你、并不知道我每天经历着什么，我不想解释也不想在过多的让有些事情变得焦灼，从前的火急火燎变得现在的随遇而安。只希望疫情早点结束，在这个夏季揣着当初的哪份承诺去那个向往的地方#西藏##成都[地点]#  S中国·加油🇨🇳甘肃·酒泉·加油 [组图共3张] 原图 ,2020-02-08 01:46,0,0,0
ItafWkTtY,宁波房先生,男,浙江,2456,4625,宁波房先生:这次疫情最大赢家不是马云！而是农村！最近大家在家自我隔离，城市的过得好还是农村的过得好呢？农村，相比网上那些被隔离在高楼大厦的城里人来说，吃东西不愁，家里有鸡鸭，地里有各种蔬菜；家里邻居，基本上每户都相隔100米以上，家里有较大的户外空间，可以在院子里打打球；屋后有山，可以上山溜达。我认为，经过这次疫情，乡村这块净土呈现在大家面前，一个乡村产业发展的机会将迎面而来，刚好国家也鼓励扶农助农，各种和乡村有关的产业都能红火发展！农村的机会就要来了！#农村# 原图 ,2020-02-08 01:45,0,0,1
ItafV799I,罗大大呢Q,女,广东,430,95,罗大大呢Q:大半夜的，从小到大翻来覆去就那么几个问题在吵。。。。。。睡不着又反思自己为什么不能够努力，却一直幻想着能够重来有多么可笑。等着吧！回了深圳，要是再不努力，真的就毁了，能后悔一辈子，至关重要的一年，却因为疫情阻挡了第一个脚步，什么也做不了，又或许是做的还不够极致。我到底在想要什么？又能够做什么？ 原图 ,2020-02-08 01:45,0,0,0
ItafbkOIy,肖战专属___,女,上海,148,107,肖战专属___:#肖战[超话]##肖战# xz#全世界最好的肖战#                   等国泰民安                         等疫情结束                带着最好的自己去见你                                                        @X玖少年团肖战DAYTOY 哥哥元宵节快乐！第520条微博送给你❤ [组图共3张] 原图 ,2020-02-08 01:43,5,0,5
Itaf59HrQ,扶风20020318,女,广东,63,2040,扶风20020318:更天去了当姐新家、和珍姐家吃打边炉……（想抱抱梓濠很久啦！）路上还遇到疫情监测……戴口罩不舒服，闷的头晕！待家最正确、不制造麻烦也不会感染上🦠……刚吃饱晚饭的我们！收到妈妈一缺三（打麻将少三个人）的召回！立马返回家。今晚活动是在家搓麻将：爸爸大神也加入我们…… 前几盘一直输，心态还是好的，黄天不负有心人，哈哈哈我把我输的钱赢回来了。哈哈哈哈图四图五我和当姐新创的“摆牌” （以防忘记是谁放的杠）……8:30～12:30晚安💤 http://t.cn/R2Wxnht 显示地图 [组图共9张] 原图 ,2020-02-08 01:43,4,0,0
Itaf1gIqW,翰苑一俊,男,广东,359,653,翰苑一俊:#流感[电影]#惊觉与当下的“新冠”疫情十分相似。灾难来临时，人性的丑陋被揭露得赤裸裸。那个露天开阔的足球场像海鲜市场叠鱼虾一样堆满感染的人体，黑压压，密密麻麻，充满了惊悚与恐怖，仿佛山高海深的血淋淋的罪孽！最黑暗的地方也最容易见到光芒，当所有人脱下平时戴着的面具，见证了社会百态，真正的善良会像漫无边际的夜空中璀璨的星辰，闪亮着温馨永夜的光辉。 [组图共2张] 原图 ,2020-02-08 01:43,0,1,3
ItaeV44Ue,X_Linda,女,北京,916,963,X_Linda:这次疫情让我们看到了什么？1、看到了党的领导核心。2、看到了政府执政的能力。3、看到了全国人民的大团结。4、看到了强大的综合国力。5、看到了广泛的爱国热情。6、看到了不惧危险的群体英雄。7、看到了一个战无不胜的民族。8、看到了雷历风行的军警。9、看到了十四亿人令行禁止。10、看到了势不可挡的中华复兴。生活在这样的国度，生活在这样的时代，是我们最大的幸福，世界绝无第二！ ,2020-02-08 01:43,1,0,2
ItaeyBl4m,Vincent_小O,男,广东,83,234,Vincent_小O:这个春节算是人心惶惶中完全结束了。这是个特别的春节，除了家人，没有见任何一位朋友、同学、同事以及亲戚，基本在家中度过。由于这次疫情的严重性，我的行为已经不能只是考虑自己了，随时因为自己的任性行为外出，带给家人的伤害，甚至带给社会的伤害。现在真的呆家里，就已经算是不给社会添堵的时候了。早在新春放假前几天，仍在医疗界的大学同学就提醒了我出现了新型肺炎病毒的事，当时的我已经订好了春节出游的票，还抱着观望一下的心态，没想过了两三天，各种新闻开始大肆报道相关的事情了。这个时候我就认清了事情的严重性，和家人说明情况后立刻退了所有出行的酒店车票。03年非典已经过去17年，但我依稀记得防疫措施没有这次这么重大。现在每天醒来第一件事就是看新闻，从一开始每天新增几百到一千，两千到现在三千，每天确诊患者和疑似患者人数都不断上升，死亡人数也不断增加。我现在每天会和医疗界的同学群里聊，他们现在是对整个国家社会最重要的人，如果当年我也选择留在医疗界，或许今天也在和他们并肩作战了。希望他们都能身体健康，希望我们国家能早点结束这场战疫。 ,2020-02-08 01:42,2,0,0
Itaeoxpjc,贰月贰壹捌,女,广东,50,210,贰月贰壹捌:今年春节档仅有的照片📷吃野味的憨憨毁了全国人民的假期二十代初的青春活力美少女提前坐月子从初一到现在 只洗了三次头不出门何必洗头呢小龙坎海底捞椰子鸡寿司奶茶薯条凑凑....555真的是太难过了希望疫情早点过去 就可以见到我的fri们和我网恋的男票不好的事快快过去吧 剩下的都是好日子👌🏻 http://t.cn/RD4C3n3 显示地图 [组图共11张] 原图 ,2020-02-08 01:41,2,0,0
Itae496nQ,北京世纪坛医院,男,北京,773,28691,"北京世纪坛医院:#抗击疫情，我们在行动#【武汉日记】好消息和坏消息今天是来武汉的第十一天，阴天，昨天下了一天的雨，降温了，有些冷，第一次感觉进入隔离区超过十分钟了还没有出汗。有一个好消息，我们收治的第一批病人中，十二病区的33床可以出院了，主任吩咐指标转阴，再查个肺部CT，看看结果就可以出院了，听到这个，我们是轻松的、喜悦的，也是有成就感的。是啊，可以有患者出院了，这说明我们的工作是成功的，给了大家希望和信心。可是，还没等这个好消息让隔离区里的每一个人都知道，112床的呼叫铃打断了我的思绪……""喂，您好，请问有什么不舒服吗？您怎么了?""""护士，我要找大夫，我有事要见大夫""。""好的，您稍等会，大夫正在查房，很快就查到您得房间了，等会儿可以吗?""过了十分钟，112的呼叫器又响了。""您好，还有什么事呢?""""护士我想出去，我有事我想出去""。""出去可不行，您得听话，在这儿保持心情，放轻松，等检查结果可以出院时，咱们就可以回家了，所以，别着急，您得尽量安静保持体力好吗？""没过几分钟，112的呼叫器又响了起来。""护士，我联系不上我老公了，我要出去看看，不让我出去，你们出去去帮我找一下也行""。""联系不到您老公啊，那也不能出去，再说我们也出不去，隔离区里任何人都是不能随便进出的""。""求求你们了，我老公在11楼，他病的很重，我已经两天联系不到他了""。我的心一下沉重了起来，原来她的焦躁、恐惧来自于对老公失联的担忧和牵挂，我能理解她，她已经顾不上自己的安危了。""那您别着急，我一会儿给11楼的护士打个电话，问一下您老公什么情况，好吧?""“下次再跟112沟通要留心，注意方法，她老公已经没有了3天了。”我身边同事提醒我，这句话仿佛产生了回声，我一时懵在了原地，心一下就落空了一样漏跳了几拍，眼泪模糊了双眼，理智提醒自己不能污染防护服，努力克服着内心的波动，克制片刻，意识到自己的职责，接着说""您好，您现在别着急、也别担心，我们有些房间的插座不行，或许您老公手机没电了，也可能现在病情比较重，正在吸氧是没办法跟您联系的，这会儿我们治疗比较多，太忙了，过会儿，我帮您问问11楼护士，您老公的检查情况，好吧？""我知道，这种解释，太苍白太无力了，可是她信了！也许她愿意选择相信吧！撒完谎，心里隐隐作痛，又一声铃声响起，来不及伤感，我必须忙碌起来，与死神赛跑，打起精神与病毒作战。希望112床能更坚强更勇敢去面对未来，希望她快点好起来。我也会更加坚强！武汉，请放心，我们一定与你一起抗战到底，一起迎接曙光的到来！（刘英） （@人民健康网@首都健康@北京12320在聆听@健康中国@北京医管@北京市卫生计生委信息中心@健康中国@北京市社区卫生服务管理中心@北京健康教育@网易健康频道） [组图共2张] 原图 ",2020-02-08 01:41,6,1,1
Ita37qJcp,牙齿流着汗,男,河北,233,234,牙齿流着汗:这个伟大的祖国总让人热泪盈眶。总有声音说中国人缺乏信仰不知敬畏。能使14亿人不计得失，万众一心，全民参与的抗疫阻击战靠的正是中国人特有的家国情怀。年纪大了看着一个个逆行的身影止不住的感动。中国人确实一直在被这个国家最勇敢的人保护着。无所畏惧，但崇敬祖先。不信宗教，但崇尚科学。#致敬疫情前线最美逆行者# ,2020-02-08 01:14,8,0,4
Ita2OtXgN,搭配师Cassie,女,上海,240,694499,搭配师Cassie:新型冠状病毒感染的肺炎疫情蔓延，防疫阻击战打响，如今，是抗击疫情最艰难的阶段，在这场没有硝烟的战争里，除了一线医护者在冲锋陷阵，各行各业守望相助，贡献一己之力，携手共渡难关。  2月3日，演员井柏然在个人社交平台上公布了一张照片，据悉，该照片是井柏然为武汉手写的加油接力信，并说道：“愿所有人都平安，加油。”只见这封加油接力信上写着：“抗疫一线的所有工作者：感谢所有光和热，祈愿所有人平安。”短短三行字，表达了井柏然对奔赴在前线的医护人员的敬意和感谢，同时也希望所有人都能战胜疫情。 [组图共2张] 原图 ,2020-02-08 01:13,0,0,1
